,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff,ST_ba,ST_slg,ST_whiff,SL_ba,SL_slg,SL_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-08-14,745381,Hit By Pitch,hit_by_pitch,False,643396,527048,Isiah Kiner-Falefa,Martín Pérez,0,3e8aeda1-4e60-46b0-bc2e-13ea5614c25e,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,- - -,4.6,5.56,109.2,103.0,72.0,95.0,0.815,7.14,3.2,10.42,1.56,1.25,0.185,0.474,0.156,0.313,0.408,73.0,107.0,97.0,71.0,101.0,97.0,56.0,94.0,91.0,77.0,102.0,95.0,70.0,111.0,119.0,68.0,102.0,93.0,0.344,0.055,0.234,0.001,0.146,0.221,-7.02,-0.81,0.39,-50.92,1.47,-2.37,91.5,88.2,83.4,90.9,82.8,78.1,0.28,0.404,0.101,0.306,0.519,0.352,0.292,0.64,0.198,0.228,0.246,0.273,0.429,0.762,0.024,,,,,,,,,,,,,,,
1,2024-08-14,745381,Strikeout,strikeout,True,668804,527048,Bryan Reynolds,Martín Pérez,0,b302f4b7-b392-4a1e-8750-248aeb7c0a3d,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,- - -,4.6,5.56,109.2,103.0,72.0,95.0,0.815,7.14,3.2,10.42,1.56,1.25,0.185,0.474,0.156,0.313,0.408,73.0,107.0,97.0,71.0,101.0,97.0,56.0,94.0,91.0,77.0,102.0,95.0,70.0,111.0,119.0,68.0,102.0,93.0,0.344,0.055,0.234,0.001,0.146,0.221,-7.02,-0.81,0.39,-50.92,1.47,-2.37,91.5,88.2,83.4,90.9,82.8,78.1,0.28,0.404,0.101,0.306,0.519,0.352,0.292,0.64,0.198,0.228,0.246,0.273,0.429,0.762,0.024,,,,,,,,,,,,,,,
2,2024-08-14,745381,Strikeout,strikeout,True,656582,527048,Connor Joe,Martín Pérez,0,19ecaabd-301d-4b39-84ce-e4b372f60020,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,- - -,4.6,5.56,109.2,103.0,72.0,95.0,0.815,7.14,3.2,10.42,1.56,1.25,0.185,0.474,0.156,0.313,0.408,73.0,107.0,97.0,71.0,101.0,97.0,56.0,94.0,91.0,77.0,102.0,95.0,70.0,111.0,119.0,68.0,102.0,93.0,0.344,0.055,0.234,0.001,0.146,0.221,-7.02,-0.81,0.39,-50.92,1.47,-2.37,91.5,88.2,83.4,90.9,82.8,78.1,0.28,0.404,0.101,0.306,0.519,0.352,0.292,0.64,0.198,0.228,0.246,0.273,0.429,0.762,0.024,,,,,,,,,,,,,,,
3,2024-08-14,745381,Single,single,False,663698,527048,Joey Bart,Martín Pérez,1,701e1209-3ed1-4b05-9be6-52e455c2cdee,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,- - -,4.6,5.56,109.2,103.0,72.0,95.0,0.815,7.14,3.2,10.42,1.56,1.25,0.185,0.474,0.156,0.313,0.408,73.0,107.0,97.0,71.0,101.0,97.0,56.0,94.0,91.0,77.0,102.0,95.0,70.0,111.0,119.0,68.0,102.0,93.0,0.344,0.055,0.234,0.001,0.146,0.221,-7.02,-0.81,0.39,-50.92,1.47,-2.37,91.5,88.2,83.4,90.9,82.8,78.1,0.28,0.404,0.101,0.306,0.519,0.352,0.292,0.64,0.198,0.228,0.246,0.273,0.429,0.762,0.024,,,,,,,,,,,,,,,
4,2024-08-14,745381,Strikeout,strikeout,True,663647,527048,Ke'Bryan Hayes,Martín Pérez,0,db85a99b-6141-4e2d-9074-2bd98b38052c,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,- - -,4.6,5.56,109.2,103.0,72.0,95.0,0.815,7.14,3.2,10.42,1.56,1.25,0.185,0.474,0.156,0.313,0.408,73.0,107.0,97.0,71.0,101.0,97.0,56.0,94.0,91.0,77.0,102.0,95.0,70.0,111.0,119.0,68.0,102.0,93.0,0.344,0.055,0.234,0.001,0.146,0.221,-7.02,-0.81,0.39,-50.92,1.47,-2.37,91.5,88.2,83.4,90.9,82.8,78.1,0.28,0.404,0.101,0.306,0.519,0.352,0.292,0.64,0.198,0.228,0.246,0.273,0.429,0.762,0.024,,,,,,,,,,,,,,,
5,2024-08-14,745381,Single,single,False,650333,656605,Luis Arraez,Mitch Keller,0,929b9dad-ec5d-4c9c-990f-5a4860716044,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,3.84,3.92,152.1,102.0,100.0,100.0,0.809,8.15,2.48,8.68,1.0,1.09,0.289,0.384,0.14,0.318,0.446,104.0,105.0,101.0,112.0,98.0,105.0,88.0,103.0,96.0,83.0,101.0,94.0,132.0,104.0,113.0,96.0,99.0,98.0,0.224,0.313,0.123,0.241,0.093,0.007,0.37,-0.11,0.37,-0.54,-0.46,-11.28,94.5,90.5,90.2,93.6,85.0,78.4,0.248,0.355,0.129,0.75,1.25,0.0,0.243,0.514,0.207,0.265,0.529,0.286,0.25,0.388,0.236,0.208,0.352,0.237,0.302,0.54,0.233,,,,,,,,,
6,2024-08-14,745381,Single,single,False,595777,656605,Jurickson Profar,Mitch Keller,1,353bb732-8f21-4376-bff5-d5c17a02f3c0,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,3.84,3.92,152.1,102.0,100.0,100.0,0.809,8.15,2.48,8.68,1.0,1.09,0.289,0.384,0.14,0.318,0.446,104.0,105.0,101.0,112.0,98.0,105.0,88.0,103.0,96.0,83.0,101.0,94.0,132.0,104.0,113.0,96.0,99.0,98.0,0.224,0.313,0.123,0.241,0.093,0.007,0.37,-0.11,0.37,-0.54,-0.46,-11.28,94.5,90.5,90.2,93.6,85.0,78.4,0.248,0.355,0.129,0.75,1.25,0.0,0.243,0.514,0.207,0.265,0.529,0.286,0.25,0.388,0.236,0.208,0.352,0.237,0.302,0.54,0.233,,,,,,,,,
7,2024-08-14,745381,Home Run,home_run,False,630105,656605,Jake Cronenworth,Mitch Keller,1,a4881d71-c252-4390-99ab-b2719df61cf3,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,3.84,3.92,152.1,102.0,100.0,100.0,0.809,8.15,2.48,8.68,1.0,1.09,0.289,0.384,0.14,0.318,0.446,104.0,105.0,101.0,112.0,98.0,105.0,88.0,103.0,96.0,83.0,101.0,94.0,132.0,104.0,113.0,96.0,99.0,98.0,0.224,0.313,0.123,0.241,0.093,0.007,0.37,-0.11,0.37,-0.54,-0.46,-11.28,94.5,90.5,90.2,93.6,85.0,78.4,0.248,0.355,0.129,0.75,1.25,0.0,0.243,0.514,0.207,0.265,0.529,0.286,0.25,0.388,0.236,0.208,0.352,0.237,0.302,0.54,0.233,,,,,,,,,
8,2024-08-14,745381,Groundout,field_out,True,592518,656605,Manny Machado,Mitch Keller,0,a39911c4-a479-45ea-a665-4163d49423f0,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,3.84,3.92,152.1,102.0,100.0,100.0,0.809,8.15,2.48,8.68,1.0,1.09,0.289,0.384,0.14,0.318,0.446,104.0,105.0,101.0,112.0,98.0,105.0,88.0,103.0,96.0,83.0,101.0,94.0,132.0,104.0,113.0,96.0,99.0,98.0,0.224,0.313,0.123,0.241,0.093,0.007,0.37,-0.11,0.37,-0.54,-0.46,-11.28,94.5,90.5,90.2,93.6,85.0,78.4,0.248,0.355,0.129,0.75,1.25,0.0,0.243,0.514,0.207,0.265,0.529,0.286,0.25,0.388,0.236,0.208,0.352,0.237,0.302,0.54,0.233,,,,,,,,,
9,2024-08-14,745381,Groundout,field_out,True,593428,656605,Xander Bogaerts,Mitch Keller,0,9a066264-7159-43f8-bcf1-9aae6246ab82,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,3.84,3.92,152.1,102.0,100.0,100.0,0.809,8.15,2.48,8.68,1.0,1.09,0.289,0.384,0.14,0.318,0.446,104.0,105.0,101.0,112.0,98.0,105.0,88.0,103.0,96.0,83.0,101.0,94.0,132.0,104.0,113.0,96.0,99.0,98.0,0.224,0.313,0.123,0.241,0.093,0.007,0.37,-0.11,0.37,-0.54,-0.46,-11.28,94.5,90.5,90.2,93.6,85.0,78.4,0.248,0.355,0.129,0.75,1.25,0.0,0.243,0.514,0.207,0.265,0.529,0.286,0.25,0.388,0.236,0.208,0.352,0.237,0.302,0.54,0.233,,,,,,,,,
