,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,CU%,wFC/C,wFS/C,wCU/C,vFC,vFS,vCU,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff
0,2024-04-28,745428,Single,single,False,656941,650633,Kyle Schwarber,Michael King,0,d5f67486-47dc-42f9-ba0d-e60a82a4e9bf,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.41,3.69,111.0,102.0,94.0,101.0,0.749,10.46,3.41,7.7,1.14,0.97,0.235,0.405,0.214,0.269,0.419,89.0,103.0,98.0,83.0,105.0,102.0,87.0,105.0,98.0,114.0,98.0,102.0,0.257,0.254,0.243,0.245,-1.2,1.03,-0.06,1.28,93.5,86.6,92.8,82.8,0.198,0.267,0.355,0.269,0.452,0.201,0.2,0.42,0.188,0.381,0.714,0.237,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-04-28,745428,Forceout,force_out,True,607208,650633,Trea Turner,Michael King,1,d6ec6946-ad90-4557-92eb-7059f10c5425,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.41,3.69,111.0,102.0,94.0,101.0,0.749,10.46,3.41,7.7,1.14,0.97,0.235,0.405,0.214,0.269,0.419,89.0,103.0,98.0,83.0,105.0,102.0,87.0,105.0,98.0,114.0,98.0,102.0,0.257,0.254,0.243,0.245,-1.2,1.03,-0.06,1.28,93.5,86.6,92.8,82.8,0.198,0.267,0.355,0.269,0.452,0.201,0.2,0.42,0.188,0.381,0.714,0.237,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-04-28,745428,Strikeout,strikeout,True,547180,650633,Bryce Harper,Michael King,0,566588b2-6d89-4d22-a8a3-5a27853e363d,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.41,3.69,111.0,102.0,94.0,101.0,0.749,10.46,3.41,7.7,1.14,0.97,0.235,0.405,0.214,0.269,0.419,89.0,103.0,98.0,83.0,105.0,102.0,87.0,105.0,98.0,114.0,98.0,102.0,0.257,0.254,0.243,0.245,-1.2,1.03,-0.06,1.28,93.5,86.6,92.8,82.8,0.198,0.267,0.355,0.269,0.452,0.201,0.2,0.42,0.188,0.381,0.714,0.237,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-04-28,745428,Double,double,False,664761,650633,Alec Bohm,Michael King,1,0453bad2-23d2-48ac-aa69-4813bfd92047,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.41,3.69,111.0,102.0,94.0,101.0,0.749,10.46,3.41,7.7,1.14,0.97,0.235,0.405,0.214,0.269,0.419,89.0,103.0,98.0,83.0,105.0,102.0,87.0,105.0,98.0,114.0,98.0,102.0,0.257,0.254,0.243,0.245,-1.2,1.03,-0.06,1.28,93.5,86.6,92.8,82.8,0.198,0.267,0.355,0.269,0.452,0.201,0.2,0.42,0.188,0.381,0.714,0.237,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-04-28,745428,Strikeout,strikeout,True,592663,650633,J.T. Realmuto,Michael King,0,6f7f60f0-35b2-44e1-ae9d-4898391342c8,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.41,3.69,111.0,102.0,94.0,101.0,0.749,10.46,3.41,7.7,1.14,0.97,0.235,0.405,0.214,0.269,0.419,89.0,103.0,98.0,83.0,105.0,102.0,87.0,105.0,98.0,114.0,98.0,102.0,0.257,0.254,0.243,0.245,-1.2,1.03,-0.06,1.28,93.5,86.6,92.8,82.8,0.198,0.267,0.355,0.269,0.452,0.201,0.2,0.42,0.188,0.381,0.714,0.237,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-04-28,745428,Single,single,False,595777,592836,Jurickson Profar,Taijuan Walker,0,84e0c6b3-59a0-43de-86ff-17da7050e1a9,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,5.6,6.38,53.0,97.0,89.0,94.0,0.848,7.3,3.57,9.85,2.04,0.81,0.189,0.415,0.134,0.421,0.455,,,,61.0,95.0,84.0,76.0,98.0,93.0,30.0,112.0,104.0,0.279,0.136,0.193,,0.24,-1.25,2.76,,91.3,,90.9,84.8,,,,0.176,0.176,0.194,0.31,0.534,0.074,0.1,0.175,0.313,90.0,90.0,92.0,97.0,91.0,86.0,121.0,102.0,109.0,0.114,0.174,0.104,-5.12,-5.91,1.79,87.2,86.2,74.5,0.426,0.704,0.141,0.4,1.0,0.093,0.133,0.333,0.189
6,2024-04-28,745428,Grounded Into DP,grounded_into_double_play,True,665487,592836,Fernando Tatis Jr.,Taijuan Walker,1,c3b08614-d651-4ab1-bfb0-3904a37caa90,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,5.6,6.38,53.0,97.0,89.0,94.0,0.848,7.3,3.57,9.85,2.04,0.81,0.189,0.415,0.134,0.421,0.455,,,,61.0,95.0,84.0,76.0,98.0,93.0,30.0,112.0,104.0,0.279,0.136,0.193,,0.24,-1.25,2.76,,91.3,,90.9,84.8,,,,0.176,0.176,0.194,0.31,0.534,0.074,0.1,0.175,0.313,90.0,90.0,92.0,97.0,91.0,86.0,121.0,102.0,109.0,0.114,0.174,0.104,-5.12,-5.91,1.79,87.2,86.2,74.5,0.426,0.704,0.141,0.4,1.0,0.093,0.133,0.333,0.189
7,2024-04-28,745428,Double,double,False,630105,592836,Jake Cronenworth,Taijuan Walker,0,c3780858-1826-4f4b-9e15-a8fcf2c0b3ae,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,5.6,6.38,53.0,97.0,89.0,94.0,0.848,7.3,3.57,9.85,2.04,0.81,0.189,0.415,0.134,0.421,0.455,,,,61.0,95.0,84.0,76.0,98.0,93.0,30.0,112.0,104.0,0.279,0.136,0.193,,0.24,-1.25,2.76,,91.3,,90.9,84.8,,,,0.176,0.176,0.194,0.31,0.534,0.074,0.1,0.175,0.313,90.0,90.0,92.0,97.0,91.0,86.0,121.0,102.0,109.0,0.114,0.174,0.104,-5.12,-5.91,1.79,87.2,86.2,74.5,0.426,0.704,0.141,0.4,1.0,0.093,0.133,0.333,0.189
8,2024-04-28,745428,Flyout,field_out,True,592518,592836,Manny Machado,Taijuan Walker,0,b8cf2ff7-3bb1-4b5c-b177-6392a0f14151,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,5.6,6.38,53.0,97.0,89.0,94.0,0.848,7.3,3.57,9.85,2.04,0.81,0.189,0.415,0.134,0.421,0.455,,,,61.0,95.0,84.0,76.0,98.0,93.0,30.0,112.0,104.0,0.279,0.136,0.193,,0.24,-1.25,2.76,,91.3,,90.9,84.8,,,,0.176,0.176,0.194,0.31,0.534,0.074,0.1,0.175,0.313,90.0,90.0,92.0,97.0,91.0,86.0,121.0,102.0,109.0,0.114,0.174,0.104,-5.12,-5.91,1.79,87.2,86.2,74.5,0.426,0.704,0.141,0.4,1.0,0.093,0.133,0.333,0.189
9,2024-04-28,745428,Strikeout,strikeout,True,669016,650633,Brandon Marsh,Michael King,0,79054508-e09d-458b-a469-555fd78e31e9,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.41,3.69,111.0,102.0,94.0,101.0,0.749,10.46,3.41,7.7,1.14,0.97,0.235,0.405,0.214,0.269,0.419,89.0,103.0,98.0,83.0,105.0,102.0,87.0,105.0,98.0,114.0,98.0,102.0,0.257,0.254,0.243,0.245,-1.2,1.03,-0.06,1.28,93.5,86.6,92.8,82.8,0.198,0.267,0.355,0.269,0.452,0.201,0.2,0.42,0.188,0.381,0.714,0.237,,,,,,,,,,,,,,,,,,,,,,,,,,,
