,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,FS%,SL%,CU%,CH%,wFA/C,wFS/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFS,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,ST_ba,ST_slg,ST_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,FS_ba,FS_slg,FS_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff,SL_ba,SL_slg,SL_whiff,Stf+ FS,Loc+ FS,Pit+ FS
0,2024-09-29,747147,Strikeout,strikeout,True,650333,694297,Luis Arraez,Brandon Pfaadt,0,cc9d09ef-94f2-4def-af65-f30672250661,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,4.71,3.75,181.2,106.0,107.0,107.0,0.768,9.17,2.08,9.07,1.19,1.07,0.25,0.427,0.131,0.306,0.449,92.0,102.0,96.0,106.0,102.0,104.0,95.0,106.0,103.0,89.0,106.0,104.0,143.0,109.0,119.0,0.222,0.334,0.006,0.273,0.053,0.112,0.37,0.45,-0.09,-0.12,-1.37,0.84,93.8,89.6,87.5,93.7,84.8,80.8,0.265,0.466,0.224,0.215,0.455,0.362,0.286,0.365,0.119,0.25,0.289,0.312,0.429,0.571,0.279,0.2,0.8,0.0,,,,,,,,,,,,,,,,,,,,,
1,2024-09-29,747147,Strikeout,strikeout,True,665487,694297,Fernando Tatis Jr.,Brandon Pfaadt,0,e57eb661-b8c7-438e-8878-71b890a022e2,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,4.71,3.75,181.2,106.0,107.0,107.0,0.768,9.17,2.08,9.07,1.19,1.07,0.25,0.427,0.131,0.306,0.449,92.0,102.0,96.0,106.0,102.0,104.0,95.0,106.0,103.0,89.0,106.0,104.0,143.0,109.0,119.0,0.222,0.334,0.006,0.273,0.053,0.112,0.37,0.45,-0.09,-0.12,-1.37,0.84,93.8,89.6,87.5,93.7,84.8,80.8,0.265,0.466,0.224,0.215,0.455,0.362,0.286,0.365,0.119,0.25,0.289,0.312,0.429,0.571,0.279,0.2,0.8,0.0,,,,,,,,,,,,,,,,,,,,,
2,2024-09-29,747147,Flyout,field_out,True,630105,694297,Jake Cronenworth,Brandon Pfaadt,0,a4459acf-5460-46b6-9ec6-731c82d4838d,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,4.71,3.75,181.2,106.0,107.0,107.0,0.768,9.17,2.08,9.07,1.19,1.07,0.25,0.427,0.131,0.306,0.449,92.0,102.0,96.0,106.0,102.0,104.0,95.0,106.0,103.0,89.0,106.0,104.0,143.0,109.0,119.0,0.222,0.334,0.006,0.273,0.053,0.112,0.37,0.45,-0.09,-0.12,-1.37,0.84,93.8,89.6,87.5,93.7,84.8,80.8,0.265,0.466,0.224,0.215,0.455,0.362,0.286,0.365,0.119,0.25,0.289,0.312,0.429,0.571,0.279,0.2,0.8,0.0,,,,,,,,,,,,,,,,,,,,,
3,2024-09-29,747147,Single,single,False,606466,527048,Ketel Marte,Martín Pérez,0,a7e90332-1d5a-4339-8a9a-420e8a878394,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,- - -,4.53,5.38,135.0,102.0,73.0,95.0,0.81,7.13,3.27,10.07,1.47,1.24,0.182,0.462,0.142,0.308,0.408,71.0,109.0,99.0,74.0,102.0,98.0,56.0,92.0,86.0,78.0,101.0,93.0,70.0,111.0,119.0,0.358,0.053,,0.0,0.141,0.227,-8.23,,0.57,-51.06,0.62,-1.27,91.3,,83.4,90.7,82.8,77.9,0.458,0.917,0.043,,,,0.275,0.383,0.094,0.28,0.448,0.341,0.246,0.354,0.29,,,,70.0,101.0,93.0,0.221,-0.61,87.9,0.28,0.57,0.212,,,,,,,,,,,,
4,2024-09-29,747147,Strikeout,strikeout,True,682998,527048,Corbin Carroll,Martín Pérez,0,4245614c-f9aa-4fb9-adb1-14daa5d8ee80,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,- - -,4.53,5.38,135.0,102.0,73.0,95.0,0.81,7.13,3.27,10.07,1.47,1.24,0.182,0.462,0.142,0.308,0.408,71.0,109.0,99.0,74.0,102.0,98.0,56.0,92.0,86.0,78.0,101.0,93.0,70.0,111.0,119.0,0.358,0.053,,0.0,0.141,0.227,-8.23,,0.57,-51.06,0.62,-1.27,91.3,,83.4,90.7,82.8,77.9,0.458,0.917,0.043,,,,0.275,0.383,0.094,0.28,0.448,0.341,0.246,0.354,0.29,,,,70.0,101.0,93.0,0.221,-0.61,87.9,0.28,0.57,0.212,,,,,,,,,,,,
5,2024-09-29,747147,Single,single,False,666971,527048,Lourdes Gurriel Jr.,Martín Pérez,1,c19c8ced-aa74-43d3-b671-f9e5771376b8,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,- - -,4.53,5.38,135.0,102.0,73.0,95.0,0.81,7.13,3.27,10.07,1.47,1.24,0.182,0.462,0.142,0.308,0.408,71.0,109.0,99.0,74.0,102.0,98.0,56.0,92.0,86.0,78.0,101.0,93.0,70.0,111.0,119.0,0.358,0.053,,0.0,0.141,0.227,-8.23,,0.57,-51.06,0.62,-1.27,91.3,,83.4,90.7,82.8,77.9,0.458,0.917,0.043,,,,0.275,0.383,0.094,0.28,0.448,0.341,0.246,0.354,0.29,,,,70.0,101.0,93.0,0.221,-0.61,87.9,0.28,0.57,0.212,,,,,,,,,,,,
6,2024-09-29,747147,Grounded Into DP,grounded_into_double_play,True,572233,527048,Christian Walker,Martín Pérez,1,e369f0d0-abaf-4a7f-a026-93a88d5067ad,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,- - -,4.53,5.38,135.0,102.0,73.0,95.0,0.81,7.13,3.27,10.07,1.47,1.24,0.182,0.462,0.142,0.308,0.408,71.0,109.0,99.0,74.0,102.0,98.0,56.0,92.0,86.0,78.0,101.0,93.0,70.0,111.0,119.0,0.358,0.053,,0.0,0.141,0.227,-8.23,,0.57,-51.06,0.62,-1.27,91.3,,83.4,90.7,82.8,77.9,0.458,0.917,0.043,,,,0.275,0.383,0.094,0.28,0.448,0.341,0.246,0.354,0.29,,,,70.0,101.0,93.0,0.221,-0.61,87.9,0.28,0.57,0.212,,,,,,,,,,,,
7,2024-09-29,747147,Strikeout,strikeout,True,444482,694297,David Peralta,Brandon Pfaadt,0,97758de2-bc6d-420f-8c7f-36b38141bf3f,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,4.71,3.75,181.2,106.0,107.0,107.0,0.768,9.17,2.08,9.07,1.19,1.07,0.25,0.427,0.131,0.306,0.449,92.0,102.0,96.0,106.0,102.0,104.0,95.0,106.0,103.0,89.0,106.0,104.0,143.0,109.0,119.0,0.222,0.334,0.006,0.273,0.053,0.112,0.37,0.45,-0.09,-0.12,-1.37,0.84,93.8,89.6,87.5,93.7,84.8,80.8,0.265,0.466,0.224,0.215,0.455,0.362,0.286,0.365,0.119,0.25,0.289,0.312,0.429,0.571,0.279,0.2,0.8,0.0,,,,,,,,,,,,,,,,,,,,,
8,2024-09-29,747147,Single,single,False,701538,694297,Jackson Merrill,Brandon Pfaadt,0,cae0ef69-f799-444c-b58c-43d2610b318d,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,4.71,3.75,181.2,106.0,107.0,107.0,0.768,9.17,2.08,9.07,1.19,1.07,0.25,0.427,0.131,0.306,0.449,92.0,102.0,96.0,106.0,102.0,104.0,95.0,106.0,103.0,89.0,106.0,104.0,143.0,109.0,119.0,0.222,0.334,0.006,0.273,0.053,0.112,0.37,0.45,-0.09,-0.12,-1.37,0.84,93.8,89.6,87.5,93.7,84.8,80.8,0.265,0.466,0.224,0.215,0.455,0.362,0.286,0.365,0.119,0.25,0.289,0.312,0.429,0.571,0.279,0.2,0.8,0.0,,,,,,,,,,,,,,,,,,,,,
9,2024-09-29,747147,Forceout,force_out,True,605113,694297,Nick Ahmed,Brandon Pfaadt,1,40f57b52-b3f3-49d0-9a6d-f04c557b3e31,694297.0,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,4.71,3.75,181.2,106.0,107.0,107.0,0.768,9.17,2.08,9.07,1.19,1.07,0.25,0.427,0.131,0.306,0.449,92.0,102.0,96.0,106.0,102.0,104.0,95.0,106.0,103.0,89.0,106.0,104.0,143.0,109.0,119.0,0.222,0.334,0.006,0.273,0.053,0.112,0.37,0.45,-0.09,-0.12,-1.37,0.84,93.8,89.6,87.5,93.7,84.8,80.8,0.265,0.466,0.224,0.215,0.455,0.362,0.286,0.365,0.119,0.25,0.289,0.312,0.429,0.571,0.279,0.2,0.8,0.0,,,,,,,,,,,,,,,,,,,,,
