,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,ST_ba,ST_slg,ST_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff
0,2024-09-19,746011,Double,double,False,660271,665795,Shohei Ohtani,Edward Cabrera,0,7c062497-87fe-4f00-98f3-9c2476a2965a,665795.0,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,MIA,5.12,4.66,91.1,96.0,101.0,98.0,0.741,10.05,4.83,7.69,1.38,1.44,0.208,0.463,0.138,0.363,0.392,96.0,98.0,103.0,106.0,101.0,104.0,97.0,90.0,87.0,110.0,92.0,94.0,114.0,102.0,105.0,0.085,0.277,0.089,0.214,0.335,-1.3,0.06,1.63,-0.32,-0.02,96.3,92.9,96.6,89.2,84.7,0.213,0.336,0.338,0.292,0.494,0.149,0.215,0.446,0.386,0.242,0.364,0.159,0.129,0.226,0.318,,,,,,,,,,,,,,,,,,
1,2024-09-19,746011,Pop Out,field_out,True,605141,665795,Mookie Betts,Edward Cabrera,0,8603a3a7-3de1-4520-9bb8-f0a712227147,665795.0,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,MIA,5.12,4.66,91.1,96.0,101.0,98.0,0.741,10.05,4.83,7.69,1.38,1.44,0.208,0.463,0.138,0.363,0.392,96.0,98.0,103.0,106.0,101.0,104.0,97.0,90.0,87.0,110.0,92.0,94.0,114.0,102.0,105.0,0.085,0.277,0.089,0.214,0.335,-1.3,0.06,1.63,-0.32,-0.02,96.3,92.9,96.6,89.2,84.7,0.213,0.336,0.338,0.292,0.494,0.149,0.215,0.446,0.386,0.242,0.364,0.159,0.129,0.226,0.318,,,,,,,,,,,,,,,,,,
2,2024-09-19,746011,Walk,walk,False,518692,665795,Freddie Freeman,Edward Cabrera,0,5056d1df-b5aa-457d-9fde-fbd3611f2171,665795.0,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,MIA,5.12,4.66,91.1,96.0,101.0,98.0,0.741,10.05,4.83,7.69,1.38,1.44,0.208,0.463,0.138,0.363,0.392,96.0,98.0,103.0,106.0,101.0,104.0,97.0,90.0,87.0,110.0,92.0,94.0,114.0,102.0,105.0,0.085,0.277,0.089,0.214,0.335,-1.3,0.06,1.63,-0.32,-0.02,96.3,92.9,96.6,89.2,84.7,0.213,0.336,0.338,0.292,0.494,0.149,0.215,0.446,0.386,0.242,0.364,0.159,0.129,0.226,0.318,,,,,,,,,,,,,,,,,,
3,2024-09-19,746011,Sac Fly,sac_fly,True,669257,665795,Will Smith,Edward Cabrera,1,7a8ebd80-76e3-4465-8598-12bdbc0764ef,665795.0,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,MIA,5.12,4.66,91.1,96.0,101.0,98.0,0.741,10.05,4.83,7.69,1.38,1.44,0.208,0.463,0.138,0.363,0.392,96.0,98.0,103.0,106.0,101.0,104.0,97.0,90.0,87.0,110.0,92.0,94.0,114.0,102.0,105.0,0.085,0.277,0.089,0.214,0.335,-1.3,0.06,1.63,-0.32,-0.02,96.3,92.9,96.6,89.2,84.7,0.213,0.336,0.338,0.292,0.494,0.149,0.215,0.446,0.386,0.242,0.364,0.159,0.129,0.226,0.318,,,,,,,,,,,,,,,,,,
4,2024-09-19,746011,Strikeout,strikeout,True,669242,665795,Tommy Edman,Edward Cabrera,0,536ac46c-898e-4845-a295-3b1cedd7f509,665795.0,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,MIA,5.12,4.66,91.1,96.0,101.0,98.0,0.741,10.05,4.83,7.69,1.38,1.44,0.208,0.463,0.138,0.363,0.392,96.0,98.0,103.0,106.0,101.0,104.0,97.0,90.0,87.0,110.0,92.0,94.0,114.0,102.0,105.0,0.085,0.277,0.089,0.214,0.335,-1.3,0.06,1.63,-0.32,-0.02,96.3,92.9,96.6,89.2,84.7,0.213,0.336,0.338,0.292,0.494,0.149,0.215,0.446,0.386,0.242,0.364,0.159,0.129,0.226,0.318,,,,,,,,,,,,,,,,,,
5,2024-09-19,746011,Strikeout,strikeout,True,669364,656427,Xavier Edwards,Jack Flaherty,0,244e2006-180a-4513-9ae7-ec6e85d800b8,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,3.1,3.37,157.0,103.0,94.0,102.0,0.712,10.83,2.01,7.51,1.32,1.03,0.225,0.435,0.16,0.295,0.382,87.0,83.0,81.0,,,,92.0,105.0,102.0,75.0,85.0,73.0,95.0,103.0,103.0,0.023,0.443,0.293,,0.028,0.65,-5.04,0.07,,-0.54,93.4,85.7,90.6,84.8,,0.111,0.333,0.111,0.244,0.389,0.242,0.167,0.217,0.441,0.6,1.2,0.375,0.22,0.457,0.362,102.0,103.0,107.0,0.212,2.06,77.4,,,,,,,,,,,,
6,2024-09-19,746011,Flyout,field_out,True,681393,656427,Connor Norby,Jack Flaherty,0,000f3ec8-f9af-4d0f-9f8f-22eeafea1f42,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,3.1,3.37,157.0,103.0,94.0,102.0,0.712,10.83,2.01,7.51,1.32,1.03,0.225,0.435,0.16,0.295,0.382,87.0,83.0,81.0,,,,92.0,105.0,102.0,75.0,85.0,73.0,95.0,103.0,103.0,0.023,0.443,0.293,,0.028,0.65,-5.04,0.07,,-0.54,93.4,85.7,90.6,84.8,,0.111,0.333,0.111,0.244,0.389,0.242,0.167,0.217,0.441,0.6,1.2,0.375,0.22,0.457,0.362,102.0,103.0,107.0,0.212,2.06,77.4,,,,,,,,,,,,
7,2024-09-19,746011,Groundout,field_out,True,660821,656427,Jesús Sánchez,Jack Flaherty,0,2f9ff501-38a4-41a6-8e70-0edae2c6990e,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,3.1,3.37,157.0,103.0,94.0,102.0,0.712,10.83,2.01,7.51,1.32,1.03,0.225,0.435,0.16,0.295,0.382,87.0,83.0,81.0,,,,92.0,105.0,102.0,75.0,85.0,73.0,95.0,103.0,103.0,0.023,0.443,0.293,,0.028,0.65,-5.04,0.07,,-0.54,93.4,85.7,90.6,84.8,,0.111,0.333,0.111,0.244,0.389,0.242,0.167,0.217,0.441,0.6,1.2,0.375,0.22,0.457,0.362,102.0,103.0,107.0,0.212,2.06,77.4,,,,,,,,,,,,
8,2024-09-19,746011,Walk,walk,False,571970,665795,Max Muncy,Edward Cabrera,0,c3e8f930-d19a-43f4-8f86-7029438b70c9,665795.0,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,MIA,5.12,4.66,91.1,96.0,101.0,98.0,0.741,10.05,4.83,7.69,1.38,1.44,0.208,0.463,0.138,0.363,0.392,96.0,98.0,103.0,106.0,101.0,104.0,97.0,90.0,87.0,110.0,92.0,94.0,114.0,102.0,105.0,0.085,0.277,0.089,0.214,0.335,-1.3,0.06,1.63,-0.32,-0.02,96.3,92.9,96.6,89.2,84.7,0.213,0.336,0.338,0.292,0.494,0.149,0.215,0.446,0.386,0.242,0.364,0.159,0.129,0.226,0.318,,,,,,,,,,,,,,,,,,
9,2024-09-19,746011,Single,single,False,666158,665795,Gavin Lux,Edward Cabrera,1,4cb81d21-0900-49c9-8e78-e134c86beebb,665795.0,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,MIA,5.12,4.66,91.1,96.0,101.0,98.0,0.741,10.05,4.83,7.69,1.38,1.44,0.208,0.463,0.138,0.363,0.392,96.0,98.0,103.0,106.0,101.0,104.0,97.0,90.0,87.0,110.0,92.0,94.0,114.0,102.0,105.0,0.085,0.277,0.089,0.214,0.335,-1.3,0.06,1.63,-0.32,-0.02,96.3,92.9,96.6,89.2,84.7,0.213,0.336,0.338,0.292,0.494,0.149,0.215,0.446,0.386,0.242,0.364,0.159,0.129,0.226,0.318,,,,,,,,,,,,,,,,,,
