,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,SL%,CU%,CH%,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFC,vCH,vSI,vSL,vCU,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ FA,Loc+ FA,Pit+ FA,FA%,wFA/C,vFA,SV_ba,SV_slg,SV_whiff,FF_ba,FF_slg,FF_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-05-13,747040,Groundout,field_out,True,676914,669203,Davis Schneider,Corbin Burnes,0,c2c61838-83a6-4f36-8d05-a697f4fd0d53,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.38,3.1,124.2,104.0,116.0,108.0,0.733,8.37,2.09,7.29,1.01,1.48,0.217,0.425,0.191,0.288,0.402,109.0,101.0,106.0,107.0,103.0,108.0,96.0,97.0,90.0,130.0,105.0,120.0,121.0,105.0,107.0,0.075,0.442,0.161,0.217,0.104,0.96,-0.82,1.15,1.1,1.34,95.4,89.0,96.7,87.3,80.4,0.243,0.391,0.193,0.176,0.282,0.398,0.195,0.247,0.455,0.125,0.275,0.352,0.294,0.441,0.132,,,,,,,,,,,,,,,,,,
1,2024-05-13,747040,Groundout,field_out,True,662139,669203,Daulton Varsho,Corbin Burnes,0,ef6b2435-de1a-4009-8810-e9f392cebd21,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.38,3.1,124.2,104.0,116.0,108.0,0.733,8.37,2.09,7.29,1.01,1.48,0.217,0.425,0.191,0.288,0.402,109.0,101.0,106.0,107.0,103.0,108.0,96.0,97.0,90.0,130.0,105.0,120.0,121.0,105.0,107.0,0.075,0.442,0.161,0.217,0.104,0.96,-0.82,1.15,1.1,1.34,95.4,89.0,96.7,87.3,80.4,0.243,0.391,0.193,0.176,0.282,0.398,0.195,0.247,0.455,0.125,0.275,0.352,0.294,0.441,0.132,,,,,,,,,,,,,,,,,,
2,2024-05-13,747040,Groundout,field_out,True,665489,669203,Vladimir Guerrero Jr.,Corbin Burnes,0,b2a6f098-7326-44cd-8e0b-cc13221b2653,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.38,3.1,124.2,104.0,116.0,108.0,0.733,8.37,2.09,7.29,1.01,1.48,0.217,0.425,0.191,0.288,0.402,109.0,101.0,106.0,107.0,103.0,108.0,96.0,97.0,90.0,130.0,105.0,120.0,121.0,105.0,107.0,0.075,0.442,0.161,0.217,0.104,0.96,-0.82,1.15,1.1,1.34,95.4,89.0,96.7,87.3,80.4,0.243,0.391,0.193,0.176,0.282,0.398,0.195,0.247,0.455,0.125,0.275,0.352,0.294,0.441,0.132,,,,,,,,,,,,,,,,,,
3,2024-05-13,747040,Groundout,field_out,True,683002,621244,Gunnar Henderson,José Berríos,0,f29b463b-4cb3-480b-be5c-82f1ccdf76bf,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,4.01,4.96,119.0,102.0,91.0,99.0,0.828,6.58,2.5,8.17,1.59,1.12,0.261,0.416,0.16,0.34,0.411,89.0,103.0,101.0,107.0,101.0,105.0,85.0,102.0,95.0,,,,80.0,100.0,94.0,0.329,0.031,,0.301,0.163,-2.81,0.53,,0.16,1.45,91.7,84.5,93.5,,83.0,0.375,0.438,0.03,,,,,,,0.153,0.376,0.241,0.288,0.378,0.124,82.0,100.0,92.0,0.175,-1.98,94.0,0.202,0.403,0.286,0.333,0.648,0.183,,,,,,
4,2024-05-13,747040,Groundout,field_out,True,668939,621244,Adley Rutschman,José Berríos,0,496f8046-6f09-48ad-b3f9-3becedcd4a03,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,4.01,4.96,119.0,102.0,91.0,99.0,0.828,6.58,2.5,8.17,1.59,1.12,0.261,0.416,0.16,0.34,0.411,89.0,103.0,101.0,107.0,101.0,105.0,85.0,102.0,95.0,,,,80.0,100.0,94.0,0.329,0.031,,0.301,0.163,-2.81,0.53,,0.16,1.45,91.7,84.5,93.5,,83.0,0.375,0.438,0.03,,,,,,,0.153,0.376,0.241,0.288,0.378,0.124,82.0,100.0,92.0,0.175,-1.98,94.0,0.202,0.403,0.286,0.333,0.648,0.183,,,,,,
5,2024-05-13,747040,Single,single,False,656811,621244,Ryan O'Hearn,José Berríos,0,b278a63e-22de-427b-a047-bd93f2d75c82,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,4.01,4.96,119.0,102.0,91.0,99.0,0.828,6.58,2.5,8.17,1.59,1.12,0.261,0.416,0.16,0.34,0.411,89.0,103.0,101.0,107.0,101.0,105.0,85.0,102.0,95.0,,,,80.0,100.0,94.0,0.329,0.031,,0.301,0.163,-2.81,0.53,,0.16,1.45,91.7,84.5,93.5,,83.0,0.375,0.438,0.03,,,,,,,0.153,0.376,0.241,0.288,0.378,0.124,82.0,100.0,92.0,0.175,-1.98,94.0,0.202,0.403,0.286,0.333,0.648,0.183,,,,,,
6,2024-05-13,747040,Lineout,field_out,True,663624,621244,Ryan Mountcastle,José Berríos,0,b035b478-617f-45d6-b401-58310396019b,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,4.01,4.96,119.0,102.0,91.0,99.0,0.828,6.58,2.5,8.17,1.59,1.12,0.261,0.416,0.16,0.34,0.411,89.0,103.0,101.0,107.0,101.0,105.0,85.0,102.0,95.0,,,,80.0,100.0,94.0,0.329,0.031,,0.301,0.163,-2.81,0.53,,0.16,1.45,91.7,84.5,93.5,,83.0,0.375,0.438,0.03,,,,,,,0.153,0.376,0.241,0.288,0.378,0.124,82.0,100.0,92.0,0.175,-1.98,94.0,0.202,0.403,0.286,0.333,0.648,0.183,,,,,,
7,2024-05-13,747040,Single,single,False,666182,669203,Bo Bichette,Corbin Burnes,0,a41b6d82-2420-401f-af4b-33903f8ba37d,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.38,3.1,124.2,104.0,116.0,108.0,0.733,8.37,2.09,7.29,1.01,1.48,0.217,0.425,0.191,0.288,0.402,109.0,101.0,106.0,107.0,103.0,108.0,96.0,97.0,90.0,130.0,105.0,120.0,121.0,105.0,107.0,0.075,0.442,0.161,0.217,0.104,0.96,-0.82,1.15,1.1,1.34,95.4,89.0,96.7,87.3,80.4,0.243,0.391,0.193,0.176,0.282,0.398,0.195,0.247,0.455,0.125,0.275,0.352,0.294,0.441,0.132,,,,,,,,,,,,,,,,,,
8,2024-05-13,747040,Walk,walk,False,596129,669203,Daniel Vogelbach,Corbin Burnes,1,ec7e5892-2320-4121-b949-e16cf362c9ec,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.38,3.1,124.2,104.0,116.0,108.0,0.733,8.37,2.09,7.29,1.01,1.48,0.217,0.425,0.191,0.288,0.402,109.0,101.0,106.0,107.0,103.0,108.0,96.0,97.0,90.0,130.0,105.0,120.0,121.0,105.0,107.0,0.075,0.442,0.161,0.217,0.104,0.96,-0.82,1.15,1.1,1.34,95.4,89.0,96.7,87.3,80.4,0.243,0.391,0.193,0.176,0.282,0.398,0.195,0.247,0.455,0.125,0.275,0.352,0.294,0.441,0.132,,,,,,,,,,,,,,,,,,
9,2024-05-13,747040,Flyout,field_out,True,672386,669203,Alejandro Kirk,Corbin Burnes,0,c1055883-3d9a-4dfc-a337-ed81bfbd4a05,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.38,3.1,124.2,104.0,116.0,108.0,0.733,8.37,2.09,7.29,1.01,1.48,0.217,0.425,0.191,0.288,0.402,109.0,101.0,106.0,107.0,103.0,108.0,96.0,97.0,90.0,130.0,105.0,120.0,121.0,105.0,107.0,0.075,0.442,0.161,0.217,0.104,0.96,-0.82,1.15,1.1,1.34,95.4,89.0,96.7,87.3,80.4,0.243,0.391,0.193,0.176,0.282,0.398,0.195,0.247,0.455,0.125,0.275,0.352,0.294,0.441,0.132,,,,,,,,,,,,,,,,,,
