,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,CU%,wFA/C,wFC/C,wFS/C,wSI/C,wCU/C,vFA,vFC,vFS,vSI,vCU,FC_ba,FC_slg,FC_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SL,Loc+ SL,Pit+ SL,SL%,CH%,wSL/C,wCH/C,vCH,vSL,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff
0,2024-07-09,747014,Flyout,field_out,True,663538,665152,Nico Hoerner,Dean Kremer,0,d3b879dc-8268-4b4c-85f9-f0470a7184c6,665152.0,deankremer,Kremer,Right,Dean Kremer,BAL,4.38,5.36,63.2,101.0,88.0,98.0,0.793,9.05,3.53,7.21,1.84,0.89,0.25,0.389,0.244,0.322,0.411,83.0,101.0,98.0,92.0,101.0,101.0,81.0,103.0,97.0,99.0,104.0,100.0,73.0,92.0,91.0,0.123,0.339,0.273,0.153,0.112,-0.75,0.88,0.0,0.94,-0.21,93.4,86.9,83.9,92.0,77.4,0.23,0.338,0.245,0.247,0.644,0.242,0.211,0.342,0.061,0.114,0.229,0.364,0.211,0.263,0.243,,,,,,,,,,,,,,,,,,
1,2024-07-09,747014,Home Run,home_run,False,683737,665152,Michael Busch,Dean Kremer,0,a6310294-cd76-4736-b2a2-26484ed8b321,665152.0,deankremer,Kremer,Right,Dean Kremer,BAL,4.38,5.36,63.2,101.0,88.0,98.0,0.793,9.05,3.53,7.21,1.84,0.89,0.25,0.389,0.244,0.322,0.411,83.0,101.0,98.0,92.0,101.0,101.0,81.0,103.0,97.0,99.0,104.0,100.0,73.0,92.0,91.0,0.123,0.339,0.273,0.153,0.112,-0.75,0.88,0.0,0.94,-0.21,93.4,86.9,83.9,92.0,77.4,0.23,0.338,0.245,0.247,0.644,0.242,0.211,0.342,0.061,0.114,0.229,0.364,0.211,0.263,0.243,,,,,,,,,,,,,,,,,,
2,2024-07-09,747014,Strikeout,strikeout,True,641355,665152,Cody Bellinger,Dean Kremer,0,7cb0bd9e-fa6b-4c5f-b421-5bcde7849901,665152.0,deankremer,Kremer,Right,Dean Kremer,BAL,4.38,5.36,63.2,101.0,88.0,98.0,0.793,9.05,3.53,7.21,1.84,0.89,0.25,0.389,0.244,0.322,0.411,83.0,101.0,98.0,92.0,101.0,101.0,81.0,103.0,97.0,99.0,104.0,100.0,73.0,92.0,91.0,0.123,0.339,0.273,0.153,0.112,-0.75,0.88,0.0,0.94,-0.21,93.4,86.9,83.9,92.0,77.4,0.23,0.338,0.245,0.247,0.644,0.242,0.211,0.342,0.061,0.114,0.229,0.364,0.211,0.263,0.243,,,,,,,,,,,,,,,,,,
3,2024-07-09,747014,Groundout,field_out,True,673548,665152,Seiya Suzuki,Dean Kremer,0,27046e7b-d2c8-4219-9f4e-5de814c5394a,665152.0,deankremer,Kremer,Right,Dean Kremer,BAL,4.38,5.36,63.2,101.0,88.0,98.0,0.793,9.05,3.53,7.21,1.84,0.89,0.25,0.389,0.244,0.322,0.411,83.0,101.0,98.0,92.0,101.0,101.0,81.0,103.0,97.0,99.0,104.0,100.0,73.0,92.0,91.0,0.123,0.339,0.273,0.153,0.112,-0.75,0.88,0.0,0.94,-0.21,93.4,86.9,83.9,92.0,77.4,0.23,0.338,0.245,0.247,0.644,0.242,0.211,0.342,0.061,0.114,0.229,0.364,0.211,0.263,0.243,,,,,,,,,,,,,,,,,,
4,2024-07-09,747014,Flyout,field_out,True,683002,592791,Gunnar Henderson,Jameson Taillon,0,1f0d3767-b50e-4711-9878-e97509bc2197,592791.0,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,3.1,3.72,93.0,108.0,87.0,104.0,0.822,7.26,1.74,8.71,1.16,0.81,0.228,0.422,0.149,0.318,0.467,106.0,113.0,113.0,69.0,106.0,96.0,74.0,99.0,89.0,92.0,105.0,99.0,,,,0.079,0.325,0.234,,0.165,0.37,2.55,,-0.39,-0.02,92.5,86.8,,93.0,80.0,0.256,0.267,0.187,0.263,0.434,0.128,0.318,0.5,0.13,,,,0.227,0.303,0.227,77.0,102.0,102.0,106.0,117.0,121.0,0.168,0.029,-0.43,-3.72,85.9,80.8,0.224,0.395,0.315,0.273,0.818,0.087
5,2024-07-09,747014,Single,single,False,668939,592791,Adley Rutschman,Jameson Taillon,0,ee06a556-eb89-49fa-a22c-f46baeaf94ad,592791.0,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,3.1,3.72,93.0,108.0,87.0,104.0,0.822,7.26,1.74,8.71,1.16,0.81,0.228,0.422,0.149,0.318,0.467,106.0,113.0,113.0,69.0,106.0,96.0,74.0,99.0,89.0,92.0,105.0,99.0,,,,0.079,0.325,0.234,,0.165,0.37,2.55,,-0.39,-0.02,92.5,86.8,,93.0,80.0,0.256,0.267,0.187,0.263,0.434,0.128,0.318,0.5,0.13,,,,0.227,0.303,0.227,77.0,102.0,102.0,106.0,117.0,121.0,0.168,0.029,-0.43,-3.72,85.9,80.8,0.224,0.395,0.315,0.273,0.818,0.087
6,2024-07-09,747014,Strikeout,strikeout,True,623993,592791,Anthony Santander,Jameson Taillon,0,25c79cf2-ca46-417b-b99c-f5dc0eebf105,592791.0,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,3.1,3.72,93.0,108.0,87.0,104.0,0.822,7.26,1.74,8.71,1.16,0.81,0.228,0.422,0.149,0.318,0.467,106.0,113.0,113.0,69.0,106.0,96.0,74.0,99.0,89.0,92.0,105.0,99.0,,,,0.079,0.325,0.234,,0.165,0.37,2.55,,-0.39,-0.02,92.5,86.8,,93.0,80.0,0.256,0.267,0.187,0.263,0.434,0.128,0.318,0.5,0.13,,,,0.227,0.303,0.227,77.0,102.0,102.0,106.0,117.0,121.0,0.168,0.029,-0.43,-3.72,85.9,80.8,0.224,0.395,0.315,0.273,0.818,0.087
7,2024-07-09,747014,Groundout,field_out,True,656811,592791,Ryan O'Hearn,Jameson Taillon,0,243a3c7d-f1d2-4c29-bccf-4731e5b6f703,592791.0,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,3.1,3.72,93.0,108.0,87.0,104.0,0.822,7.26,1.74,8.71,1.16,0.81,0.228,0.422,0.149,0.318,0.467,106.0,113.0,113.0,69.0,106.0,96.0,74.0,99.0,89.0,92.0,105.0,99.0,,,,0.079,0.325,0.234,,0.165,0.37,2.55,,-0.39,-0.02,92.5,86.8,,93.0,80.0,0.256,0.267,0.187,0.263,0.434,0.128,0.318,0.5,0.13,,,,0.227,0.303,0.227,77.0,102.0,102.0,106.0,117.0,121.0,0.168,0.029,-0.43,-3.72,85.9,80.8,0.224,0.395,0.315,0.273,0.818,0.087
8,2024-07-09,747014,Single,single,False,664023,665152,Ian Happ,Dean Kremer,0,1b8961dc-a5f0-4d2c-a940-1c11843b0088,665152.0,deankremer,Kremer,Right,Dean Kremer,BAL,4.38,5.36,63.2,101.0,88.0,98.0,0.793,9.05,3.53,7.21,1.84,0.89,0.25,0.389,0.244,0.322,0.411,83.0,101.0,98.0,92.0,101.0,101.0,81.0,103.0,97.0,99.0,104.0,100.0,73.0,92.0,91.0,0.123,0.339,0.273,0.153,0.112,-0.75,0.88,0.0,0.94,-0.21,93.4,86.9,83.9,92.0,77.4,0.23,0.338,0.245,0.247,0.644,0.242,0.211,0.342,0.061,0.114,0.229,0.364,0.211,0.263,0.243,,,,,,,,,,,,,,,,,,
9,2024-07-09,747014,Single,single,False,666624,665152,Christopher Morel,Dean Kremer,1,3ce07ac2-5ec0-484e-9d63-1b4688b3349d,665152.0,deankremer,Kremer,Right,Dean Kremer,BAL,4.38,5.36,63.2,101.0,88.0,98.0,0.793,9.05,3.53,7.21,1.84,0.89,0.25,0.389,0.244,0.322,0.411,83.0,101.0,98.0,92.0,101.0,101.0,81.0,103.0,97.0,99.0,104.0,100.0,73.0,92.0,91.0,0.123,0.339,0.273,0.153,0.112,-0.75,0.88,0.0,0.94,-0.21,93.4,86.9,83.9,92.0,77.4,0.23,0.338,0.245,0.247,0.644,0.242,0.211,0.342,0.061,0.114,0.229,0.364,0.211,0.263,0.243,,,,,,,,,,,,,,,,,,
