,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,wFA/C,wFS/C,wSI/C,wSL/C,vFA,vFS,vSI,vSL,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,KC%,CH%,wFC/C,wKC/C,wCH/C,vFC,vCH,vKC,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU
0,2024-07-06,745885,Flyout,field_out,True,608324,657746,Alex Bregman,Joe Ryan,0,612ac2f1-5691-4f79-9c6e-41b633eb7908,657746.0,joeryan,Ryan,Right,Joe Ryan,MIN,3.53,3.08,114.2,107.0,100.0,105.0,0.757,9.73,1.49,7.53,1.26,0.74,0.244,0.431,0.203,0.283,0.481,96.0,110.0,106.0,114.0,106.0,104.0,105.0,104.0,113.0,103.0,104.0,95.0,0.051,0.485,0.229,0.235,1.28,0.01,-1.2,0.03,94.1,88.6,93.2,83.6,0.198,0.381,0.275,0.211,0.413,0.26,0.333,0.606,0.222,0.348,0.478,0.096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-07-06,745885,Strikeout,strikeout,True,665161,657746,Jeremy Peña,Joe Ryan,0,5d5172dd-a283-4a5f-b8af-47fea07ee5d8,657746.0,joeryan,Ryan,Right,Joe Ryan,MIN,3.53,3.08,114.2,107.0,100.0,105.0,0.757,9.73,1.49,7.53,1.26,0.74,0.244,0.431,0.203,0.283,0.481,96.0,110.0,106.0,114.0,106.0,104.0,105.0,104.0,113.0,103.0,104.0,95.0,0.051,0.485,0.229,0.235,1.28,0.01,-1.2,0.03,94.1,88.6,93.2,83.6,0.198,0.381,0.275,0.211,0.413,0.26,0.333,0.606,0.222,0.348,0.478,0.096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-07-06,745885,Strikeout,strikeout,True,670541,657746,Yordan Alvarez,Joe Ryan,0,ac3afdd6-a63c-4b79-aec9-322c0d076109,657746.0,joeryan,Ryan,Right,Joe Ryan,MIN,3.53,3.08,114.2,107.0,100.0,105.0,0.757,9.73,1.49,7.53,1.26,0.74,0.244,0.431,0.203,0.283,0.481,96.0,110.0,106.0,114.0,106.0,104.0,105.0,104.0,113.0,103.0,104.0,95.0,0.051,0.485,0.229,0.235,1.28,0.01,-1.2,0.03,94.1,88.6,93.2,83.6,0.198,0.381,0.275,0.211,0.413,0.26,0.333,0.606,0.222,0.348,0.478,0.096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-07-06,745885,Single,single,False,650489,686613,Willi Castro,Hunter Brown,0,0cae83a5-5424-4bdd-b639-ed3b4a461245,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,4.14,3.49,104.1,101.0,104.0,102.0,0.775,9.49,3.54,8.71,1.21,1.43,0.317,0.317,0.214,0.245,0.431,106.0,101.0,100.0,90.0,100.0,98.0,114.0,105.0,107.0,,,,0.134,0.376,,0.071,-0.55,,0.46,1.74,95.7,,95.5,89.0,0.272,0.483,0.287,,,,0.192,0.192,0.25,0.268,0.304,0.172,88.0,102.0,105.0,130.0,99.0,106.0,95.0,107.0,105.0,0.157,0.127,0.134,0.16,-1.93,1.13,92.3,88.4,82.4,0.236,0.375,0.185,0.208,0.271,0.327,0.28,0.5,0.281,,,,,,
4,2024-07-06,745885,Single,single,False,621043,686613,Carlos Correa,Hunter Brown,1,da84b37b-e5b2-4a9f-b77b-f09393a99580,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,4.14,3.49,104.1,101.0,104.0,102.0,0.775,9.49,3.54,8.71,1.21,1.43,0.317,0.317,0.214,0.245,0.431,106.0,101.0,100.0,90.0,100.0,98.0,114.0,105.0,107.0,,,,0.134,0.376,,0.071,-0.55,,0.46,1.74,95.7,,95.5,89.0,0.272,0.483,0.287,,,,0.192,0.192,0.25,0.268,0.304,0.172,88.0,102.0,105.0,130.0,99.0,106.0,95.0,107.0,105.0,0.157,0.127,0.134,0.16,-1.93,1.13,92.3,88.4,82.4,0.236,0.375,0.185,0.208,0.271,0.327,0.28,0.5,0.281,,,,,,
5,2024-07-06,745885,Single,single,False,663616,686613,Trevor Larnach,Hunter Brown,1,6eb72de8-c241-4162-92f9-2c7986cf1825,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,4.14,3.49,104.1,101.0,104.0,102.0,0.775,9.49,3.54,8.71,1.21,1.43,0.317,0.317,0.214,0.245,0.431,106.0,101.0,100.0,90.0,100.0,98.0,114.0,105.0,107.0,,,,0.134,0.376,,0.071,-0.55,,0.46,1.74,95.7,,95.5,89.0,0.272,0.483,0.287,,,,0.192,0.192,0.25,0.268,0.304,0.172,88.0,102.0,105.0,130.0,99.0,106.0,95.0,107.0,105.0,0.157,0.127,0.134,0.16,-1.93,1.13,92.3,88.4,82.4,0.236,0.375,0.185,0.208,0.271,0.327,0.28,0.5,0.281,,,,,,
6,2024-07-06,745885,Hit By Pitch,hit_by_pitch,False,669304,686613,Jose Miranda,Hunter Brown,1,6ae24ad6-c161-4ea0-9953-49795b9d3676,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,4.14,3.49,104.1,101.0,104.0,102.0,0.775,9.49,3.54,8.71,1.21,1.43,0.317,0.317,0.214,0.245,0.431,106.0,101.0,100.0,90.0,100.0,98.0,114.0,105.0,107.0,,,,0.134,0.376,,0.071,-0.55,,0.46,1.74,95.7,,95.5,89.0,0.272,0.483,0.287,,,,0.192,0.192,0.25,0.268,0.304,0.172,88.0,102.0,105.0,130.0,99.0,106.0,95.0,107.0,105.0,0.157,0.127,0.134,0.16,-1.93,1.13,92.3,88.4,82.4,0.236,0.375,0.185,0.208,0.271,0.327,0.28,0.5,0.281,,,,,,
7,2024-07-06,745885,Strikeout,strikeout,True,467793,686613,Carlos Santana,Hunter Brown,0,a4c6dd32-b0cf-48d4-8459-c472cf2caba2,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,4.14,3.49,104.1,101.0,104.0,102.0,0.775,9.49,3.54,8.71,1.21,1.43,0.317,0.317,0.214,0.245,0.431,106.0,101.0,100.0,90.0,100.0,98.0,114.0,105.0,107.0,,,,0.134,0.376,,0.071,-0.55,,0.46,1.74,95.7,,95.5,89.0,0.272,0.483,0.287,,,,0.192,0.192,0.25,0.268,0.304,0.172,88.0,102.0,105.0,130.0,99.0,106.0,95.0,107.0,105.0,0.157,0.127,0.134,0.16,-1.93,1.13,92.3,88.4,82.4,0.236,0.375,0.185,0.208,0.271,0.327,0.28,0.5,0.281,,,,,,
8,2024-07-06,745885,Sac Fly,sac_fly,True,596146,686613,Max Kepler,Hunter Brown,1,7c830376-70e4-48c9-8d1d-49acf6b15ffe,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,4.14,3.49,104.1,101.0,104.0,102.0,0.775,9.49,3.54,8.71,1.21,1.43,0.317,0.317,0.214,0.245,0.431,106.0,101.0,100.0,90.0,100.0,98.0,114.0,105.0,107.0,,,,0.134,0.376,,0.071,-0.55,,0.46,1.74,95.7,,95.5,89.0,0.272,0.483,0.287,,,,0.192,0.192,0.25,0.268,0.304,0.172,88.0,102.0,105.0,130.0,99.0,106.0,95.0,107.0,105.0,0.157,0.127,0.134,0.16,-1.93,1.13,92.3,88.4,82.4,0.236,0.375,0.185,0.208,0.271,0.327,0.28,0.5,0.281,,,,,,
9,2024-07-06,745885,Lineout,field_out,True,621439,686613,Byron Buxton,Hunter Brown,0,0b2a870e-af2f-4ecc-87d3-7947c3ebd075,686613.0,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,4.14,3.49,104.1,101.0,104.0,102.0,0.775,9.49,3.54,8.71,1.21,1.43,0.317,0.317,0.214,0.245,0.431,106.0,101.0,100.0,90.0,100.0,98.0,114.0,105.0,107.0,,,,0.134,0.376,,0.071,-0.55,,0.46,1.74,95.7,,95.5,89.0,0.272,0.483,0.287,,,,0.192,0.192,0.25,0.268,0.304,0.172,88.0,102.0,105.0,130.0,99.0,106.0,95.0,107.0,105.0,0.157,0.127,0.134,0.16,-1.93,1.13,92.3,88.4,82.4,0.236,0.375,0.185,0.208,0.271,0.327,0.28,0.5,0.281,,,,,,
