,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,CU%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFC,vFS,vSI,vSL,vCU,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff
0,2024-08-16,745949,Groundout,field_out,True,680757,650644,Steven Kwan,Aaron Civale,0,0b3a576a-ef5f-4d9c-96ca-a73a8203c300,650644.0,aaroncivale,Civale,Right,Aaron Civale,- - -,4.59,4.09,135.1,99.0,96.0,100.0,0.799,8.45,3.06,9.04,1.6,0.84,0.253,0.405,0.143,0.31,0.394,105.0,102.0,109.0,66.0,99.0,93.0,69.0,94.0,84.0,151.0,102.0,114.0,93.0,98.0,100.0,63.0,94.0,102.0,0.248,0.093,0.311,0.021,0.172,0.155,-2.99,0.79,-2.53,0.61,-0.87,-1.21,91.9,88.0,85.6,92.6,80.5,77.1,0.249,0.408,0.225,0.224,0.405,0.169,0.262,0.467,0.276,0.247,0.444,0.288,0.361,0.611,0.092,0.357,0.429,0.25,0.25,0.375,0.455,,,,,,,,,
1,2024-08-16,745949,Bunt Groundout,field_out,True,686823,650644,Will Brennan,Aaron Civale,0,a40275ee-d6c7-41bf-9b8f-fabdbe6f9de1,650644.0,aaroncivale,Civale,Right,Aaron Civale,- - -,4.59,4.09,135.1,99.0,96.0,100.0,0.799,8.45,3.06,9.04,1.6,0.84,0.253,0.405,0.143,0.31,0.394,105.0,102.0,109.0,66.0,99.0,93.0,69.0,94.0,84.0,151.0,102.0,114.0,93.0,98.0,100.0,63.0,94.0,102.0,0.248,0.093,0.311,0.021,0.172,0.155,-2.99,0.79,-2.53,0.61,-0.87,-1.21,91.9,88.0,85.6,92.6,80.5,77.1,0.249,0.408,0.225,0.224,0.405,0.169,0.262,0.467,0.276,0.247,0.444,0.288,0.361,0.611,0.092,0.357,0.429,0.25,0.25,0.375,0.455,,,,,,,,,
2,2024-08-16,745949,Flyout,field_out,True,608070,650644,José Ramírez,Aaron Civale,0,366ead2c-c070-4b52-828f-ebee642bef29,650644.0,aaroncivale,Civale,Right,Aaron Civale,- - -,4.59,4.09,135.1,99.0,96.0,100.0,0.799,8.45,3.06,9.04,1.6,0.84,0.253,0.405,0.143,0.31,0.394,105.0,102.0,109.0,66.0,99.0,93.0,69.0,94.0,84.0,151.0,102.0,114.0,93.0,98.0,100.0,63.0,94.0,102.0,0.248,0.093,0.311,0.021,0.172,0.155,-2.99,0.79,-2.53,0.61,-0.87,-1.21,91.9,88.0,85.6,92.6,80.5,77.1,0.249,0.408,0.225,0.224,0.405,0.169,0.262,0.467,0.276,0.247,0.444,0.288,0.361,0.611,0.092,0.357,0.429,0.25,0.25,0.375,0.455,,,,,,,,,
3,2024-08-16,745949,Flyout,field_out,True,668930,668909,Brice Turang,Gavin Williams,0,bad14035-ccb1-4915-8686-f5a15659675b,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,4.99,4.32,52.1,102.0,99.0,102.0,0.791,9.97,3.61,9.11,1.03,1.05,0.318,0.358,0.126,0.311,0.426,121.0,106.0,108.0,98.0,101.0,102.0,,,,110.0,62.0,89.0,92.0,98.0,90.0,,,,,0.531,0.105,,0.096,0.204,0.15,1.25,,,-1.16,-0.46,96.8,91.7,,,88.5,79.6,0.136,0.318,0.298,,,,,,,0.167,0.352,0.274,0.288,0.413,0.237,,,,0.353,0.529,0.295,66.0,101.0,104.0,0.064,-5.66,89.2,0.5,1.0,0.091
4,2024-08-16,745949,Triple,triple,False,694192,668909,Jackson Chourio,Gavin Williams,0,07f86044-2806-434f-bb4c-a54972daafc5,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,4.99,4.32,52.1,102.0,99.0,102.0,0.791,9.97,3.61,9.11,1.03,1.05,0.318,0.358,0.126,0.311,0.426,121.0,106.0,108.0,98.0,101.0,102.0,,,,110.0,62.0,89.0,92.0,98.0,90.0,,,,,0.531,0.105,,0.096,0.204,0.15,1.25,,,-1.16,-0.46,96.8,91.7,,,88.5,79.6,0.136,0.318,0.298,,,,,,,0.167,0.352,0.274,0.288,0.413,0.237,,,,0.353,0.529,0.295,66.0,101.0,104.0,0.064,-5.66,89.2,0.5,1.0,0.091
5,2024-08-16,745949,Fielders Choice Out,fielders_choice_out,True,672012,668909,Tyler Black,Gavin Williams,1,3da1246f-21ec-4d68-b6c7-fcc4dc13d009,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,4.99,4.32,52.1,102.0,99.0,102.0,0.791,9.97,3.61,9.11,1.03,1.05,0.318,0.358,0.126,0.311,0.426,121.0,106.0,108.0,98.0,101.0,102.0,,,,110.0,62.0,89.0,92.0,98.0,90.0,,,,,0.531,0.105,,0.096,0.204,0.15,1.25,,,-1.16,-0.46,96.8,91.7,,,88.5,79.6,0.136,0.318,0.298,,,,,,,0.167,0.352,0.274,0.288,0.413,0.237,,,,0.353,0.529,0.295,66.0,101.0,104.0,0.064,-5.66,89.2,0.5,1.0,0.091
6,2024-08-16,745949,Hit By Pitch,hit_by_pitch,False,661388,668909,William Contreras,Gavin Williams,1,18fb1e9f-68fe-4e05-9100-2de793764794,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,4.99,4.32,52.1,102.0,99.0,102.0,0.791,9.97,3.61,9.11,1.03,1.05,0.318,0.358,0.126,0.311,0.426,121.0,106.0,108.0,98.0,101.0,102.0,,,,110.0,62.0,89.0,92.0,98.0,90.0,,,,,0.531,0.105,,0.096,0.204,0.15,1.25,,,-1.16,-0.46,96.8,91.7,,,88.5,79.6,0.136,0.318,0.298,,,,,,,0.167,0.352,0.274,0.288,0.413,0.237,,,,0.353,0.529,0.295,66.0,101.0,104.0,0.064,-5.66,89.2,0.5,1.0,0.091
7,2024-08-16,745949,Home Run,home_run,False,642715,668909,Willy Adames,Gavin Williams,1,6f7828b6-df48-493d-83a5-9dfa96b58c5a,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,4.99,4.32,52.1,102.0,99.0,102.0,0.791,9.97,3.61,9.11,1.03,1.05,0.318,0.358,0.126,0.311,0.426,121.0,106.0,108.0,98.0,101.0,102.0,,,,110.0,62.0,89.0,92.0,98.0,90.0,,,,,0.531,0.105,,0.096,0.204,0.15,1.25,,,-1.16,-0.46,96.8,91.7,,,88.5,79.6,0.136,0.318,0.298,,,,,,,0.167,0.352,0.274,0.288,0.413,0.237,,,,0.353,0.529,0.295,66.0,101.0,104.0,0.064,-5.66,89.2,0.5,1.0,0.091
8,2024-08-16,745949,Strikeout,strikeout,True,669003,668909,Garrett Mitchell,Gavin Williams,0,693b4811-d4c1-488d-ac78-432feb9639b7,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,4.99,4.32,52.1,102.0,99.0,102.0,0.791,9.97,3.61,9.11,1.03,1.05,0.318,0.358,0.126,0.311,0.426,121.0,106.0,108.0,98.0,101.0,102.0,,,,110.0,62.0,89.0,92.0,98.0,90.0,,,,,0.531,0.105,,0.096,0.204,0.15,1.25,,,-1.16,-0.46,96.8,91.7,,,88.5,79.6,0.136,0.318,0.298,,,,,,,0.167,0.352,0.274,0.288,0.413,0.237,,,,0.353,0.529,0.295,66.0,101.0,104.0,0.064,-5.66,89.2,0.5,1.0,0.091
9,2024-08-16,745949,Groundout,field_out,True,647304,650644,Josh Naylor,Aaron Civale,0,b7cfd647-33c5-494a-82c8-734b190636ef,650644.0,aaroncivale,Civale,Right,Aaron Civale,- - -,4.59,4.09,135.1,99.0,96.0,100.0,0.799,8.45,3.06,9.04,1.6,0.84,0.253,0.405,0.143,0.31,0.394,105.0,102.0,109.0,66.0,99.0,93.0,69.0,94.0,84.0,151.0,102.0,114.0,93.0,98.0,100.0,63.0,94.0,102.0,0.248,0.093,0.311,0.021,0.172,0.155,-2.99,0.79,-2.53,0.61,-0.87,-1.21,91.9,88.0,85.6,92.6,80.5,77.1,0.249,0.408,0.225,0.224,0.405,0.169,0.262,0.467,0.276,0.247,0.444,0.288,0.361,0.611,0.092,0.357,0.429,0.25,0.25,0.375,0.455,,,,,,,,,
