,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,SL%,CU%,CH%,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFC,vCH,vSI,vSL,vCU,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ KC,Loc+ KC,Pit+ KC,FA%,KC%,wFA/C,wKC/C,vFA,vKC,FF_ba,FF_slg,FF_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-10-01,775343,Single,single,False,686681,669203,Michael Massey,Corbin Burnes,0,c8f0cd75-27d2-4b3c-9c43-a99866ca8106,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.92,3.27,194.1,103.0,120.0,107.0,0.735,8.38,2.22,7.64,1.02,1.4,0.21,0.425,0.188,0.289,0.399,110.0,98.0,103.0,109.0,101.0,106.0,104.0,95.0,89.0,133.0,105.0,120.0,125.0,105.0,108.0,0.078,0.45,0.146,0.215,0.11,1.37,-0.5,0.7,0.44,0.2,95.3,89.2,97.0,87.2,80.3,0.251,0.362,0.19,0.2,0.326,0.378,0.196,0.268,0.463,0.194,0.339,0.377,0.235,0.412,0.157,0.125,0.5,0.457,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-10-01,775343,Pop Out,field_out,True,677951,669203,Bobby Witt Jr.,Corbin Burnes,0,139119da-c8d5-4cd8-b54d-fb8c549b49a3,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.92,3.27,194.1,103.0,120.0,107.0,0.735,8.38,2.22,7.64,1.02,1.4,0.21,0.425,0.188,0.289,0.399,110.0,98.0,103.0,109.0,101.0,106.0,104.0,95.0,89.0,133.0,105.0,120.0,125.0,105.0,108.0,0.078,0.45,0.146,0.215,0.11,1.37,-0.5,0.7,0.44,0.2,95.3,89.2,97.0,87.2,80.3,0.251,0.362,0.19,0.2,0.326,0.378,0.196,0.268,0.463,0.194,0.339,0.377,0.235,0.412,0.157,0.125,0.5,0.457,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-10-01,775343,Flyout,field_out,True,686469,669203,Vinnie Pasquantino,Corbin Burnes,0,eaf7dfdf-8cdd-47c4-912c-580c3ae2f180,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.92,3.27,194.1,103.0,120.0,107.0,0.735,8.38,2.22,7.64,1.02,1.4,0.21,0.425,0.188,0.289,0.399,110.0,98.0,103.0,109.0,101.0,106.0,104.0,95.0,89.0,133.0,105.0,120.0,125.0,105.0,108.0,0.078,0.45,0.146,0.215,0.11,1.37,-0.5,0.7,0.44,0.2,95.3,89.2,97.0,87.2,80.3,0.251,0.362,0.19,0.2,0.326,0.378,0.196,0.268,0.463,0.194,0.339,0.377,0.235,0.412,0.157,0.125,0.5,0.457,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-10-01,775343,Forceout,force_out,True,521692,669203,Salvador Perez,Corbin Burnes,1,fd1f0332-226e-41b3-864e-b4f8c0fc0ae9,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.92,3.27,194.1,103.0,120.0,107.0,0.735,8.38,2.22,7.64,1.02,1.4,0.21,0.425,0.188,0.289,0.399,110.0,98.0,103.0,109.0,101.0,106.0,104.0,95.0,89.0,133.0,105.0,120.0,125.0,105.0,108.0,0.078,0.45,0.146,0.215,0.11,1.37,-0.5,0.7,0.44,0.2,95.3,89.2,97.0,87.2,80.3,0.251,0.362,0.19,0.2,0.326,0.378,0.196,0.268,0.463,0.194,0.339,0.377,0.235,0.412,0.157,0.125,0.5,0.457,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-10-01,775343,Flyout,field_out,True,683002,666142,Gunnar Henderson,Cole Ragans,0,a7f4179f-8b63-47ad-aeaf-17a6ce3680a3,666142.0,coleragans,Ragans,Left,Cole Ragans,KCR,3.14,3.27,186.1,100.0,108.0,104.0,0.705,10.77,3.24,7.05,0.72,1.01,0.281,0.395,0.176,0.298,0.409,114.0,98.0,103.0,,,,,,,132.0,106.0,114.0,88.0,94.0,91.0,,0.113,0.128,,0.237,0.26,,-0.34,,1.43,90.7,84.8,,86.0,,0.348,0.455,0.228,0.14,0.256,0.352,0.21,0.305,0.326,0.183,0.28,0.478,,,,,,,105.0,101.0,106.0,101.0,97.0,101.0,0.418,0.104,0.85,0.9,95.4,80.8,0.213,0.361,0.231,,,,,,,,,
5,2024-10-01,775343,Strikeout,strikeout,True,676059,666142,Jordan Westburg,Cole Ragans,0,3760c69a-2eb0-4a0c-9557-ab3dad2ad84d,666142.0,coleragans,Ragans,Left,Cole Ragans,KCR,3.14,3.27,186.1,100.0,108.0,104.0,0.705,10.77,3.24,7.05,0.72,1.01,0.281,0.395,0.176,0.298,0.409,114.0,98.0,103.0,,,,,,,132.0,106.0,114.0,88.0,94.0,91.0,,0.113,0.128,,0.237,0.26,,-0.34,,1.43,90.7,84.8,,86.0,,0.348,0.455,0.228,0.14,0.256,0.352,0.21,0.305,0.326,0.183,0.28,0.478,,,,,,,105.0,101.0,106.0,101.0,97.0,101.0,0.418,0.104,0.85,0.9,95.4,80.8,0.213,0.361,0.231,,,,,,,,,
6,2024-10-01,775343,Flyout,field_out,True,623993,666142,Anthony Santander,Cole Ragans,0,5873cd6d-9c1a-4f20-ba52-1f0e90a2fdac,666142.0,coleragans,Ragans,Left,Cole Ragans,KCR,3.14,3.27,186.1,100.0,108.0,104.0,0.705,10.77,3.24,7.05,0.72,1.01,0.281,0.395,0.176,0.298,0.409,114.0,98.0,103.0,,,,,,,132.0,106.0,114.0,88.0,94.0,91.0,,0.113,0.128,,0.237,0.26,,-0.34,,1.43,90.7,84.8,,86.0,,0.348,0.455,0.228,0.14,0.256,0.352,0.21,0.305,0.326,0.183,0.28,0.478,,,,,,,105.0,101.0,106.0,101.0,97.0,101.0,0.418,0.104,0.85,0.9,95.4,80.8,0.213,0.361,0.231,,,,,,,,,
7,2024-10-01,775343,Strikeout,strikeout,True,493329,669203,Yuli Gurriel,Corbin Burnes,0,7049c921-4a6a-4b7c-b4d1-9bf1c7f41f72,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.92,3.27,194.1,103.0,120.0,107.0,0.735,8.38,2.22,7.64,1.02,1.4,0.21,0.425,0.188,0.289,0.399,110.0,98.0,103.0,109.0,101.0,106.0,104.0,95.0,89.0,133.0,105.0,120.0,125.0,105.0,108.0,0.078,0.45,0.146,0.215,0.11,1.37,-0.5,0.7,0.44,0.2,95.3,89.2,97.0,87.2,80.3,0.251,0.362,0.19,0.2,0.326,0.378,0.196,0.268,0.463,0.194,0.339,0.377,0.235,0.412,0.157,0.125,0.5,0.457,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-10-01,775343,Flyout,field_out,True,669004,669203,MJ Melendez,Corbin Burnes,0,0a7adb8a-3e3c-4cc8-a6a0-2730da9cb4ba,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.92,3.27,194.1,103.0,120.0,107.0,0.735,8.38,2.22,7.64,1.02,1.4,0.21,0.425,0.188,0.289,0.399,110.0,98.0,103.0,109.0,101.0,106.0,104.0,95.0,89.0,133.0,105.0,120.0,125.0,105.0,108.0,0.078,0.45,0.146,0.215,0.11,1.37,-0.5,0.7,0.44,0.2,95.3,89.2,97.0,87.2,80.3,0.251,0.362,0.19,0.2,0.326,0.378,0.196,0.268,0.463,0.194,0.339,0.377,0.235,0.412,0.157,0.125,0.5,0.457,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-10-01,775343,Pop Out,field_out,True,502054,669203,Tommy Pham,Corbin Burnes,0,8c6c7782-6102-4c4f-bd38-c7ed04eb4c1c,669203.0,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.92,3.27,194.1,103.0,120.0,107.0,0.735,8.38,2.22,7.64,1.02,1.4,0.21,0.425,0.188,0.289,0.399,110.0,98.0,103.0,109.0,101.0,106.0,104.0,95.0,89.0,133.0,105.0,120.0,125.0,105.0,108.0,0.078,0.45,0.146,0.215,0.11,1.37,-0.5,0.7,0.44,0.2,95.3,89.2,97.0,87.2,80.3,0.251,0.362,0.19,0.2,0.326,0.378,0.196,0.268,0.463,0.194,0.339,0.377,0.235,0.412,0.157,0.125,0.5,0.457,,,,,,,,,,,,,,,,,,,,,,,,
