,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,ST_ba,ST_slg,ST_whiff,SI_ba,SI_slg,SI_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,SV_ba,SV_slg,SV_whiff
0,2024-09-15,746180,Groundout,field_out,True,514888,702674,Jose Altuve,Caden Dana,0,8a2edf29-786e-4ac5-95e5-9c32b29189ea,702674.0,cadendana,Dana,Right,Caden Dana,LAA,9.58,7.28,10.1,89.0,90.0,86.0,0.753,6.97,6.1,12.19,4.35,1.54,0.222,0.556,0.056,0.528,0.422,106.0,95.0,97.0,99.0,68.0,81.0,83.0,91.0,84.0,99.0,87.0,89.0,77.0,95.0,79.0,0.524,0.044,0.267,0.073,0.092,-7.53,0.23,2.72,-4.73,0.39,93.7,86.3,85.0,85.4,74.9,0.462,1.038,0.167,0.077,0.308,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-15,746180,Strikeout,strikeout,True,670541,702674,Yordan Alvarez,Caden Dana,0,345dc8cf-564b-486d-9bba-1d4dc5e05c3b,702674.0,cadendana,Dana,Right,Caden Dana,LAA,9.58,7.28,10.1,89.0,90.0,86.0,0.753,6.97,6.1,12.19,4.35,1.54,0.222,0.556,0.056,0.528,0.422,106.0,95.0,97.0,99.0,68.0,81.0,83.0,91.0,84.0,99.0,87.0,89.0,77.0,95.0,79.0,0.524,0.044,0.267,0.073,0.092,-7.53,0.23,2.72,-4.73,0.39,93.7,86.3,85.0,85.4,74.9,0.462,1.038,0.167,0.077,0.308,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-15,746180,Groundout,field_out,True,673237,702674,Yainer Diaz,Caden Dana,0,9a8d735d-9d21-4eb4-bf68-6ac500bcb5ed,702674.0,cadendana,Dana,Right,Caden Dana,LAA,9.58,7.28,10.1,89.0,90.0,86.0,0.753,6.97,6.1,12.19,4.35,1.54,0.222,0.556,0.056,0.528,0.422,106.0,95.0,97.0,99.0,68.0,81.0,83.0,91.0,84.0,99.0,87.0,89.0,77.0,95.0,79.0,0.524,0.044,0.267,0.073,0.092,-7.53,0.23,2.72,-4.73,0.39,93.7,86.3,85.0,85.4,74.9,0.462,1.038,0.167,0.077,0.308,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-15,746180,Strikeout,strikeout,True,621493,669854,Taylor Ward,Ronel Blanco,0,ce281b56-e967-433f-af80-ac98c269e458,669854.0,ronelblanco,Blanco,Right,Ronel Blanco,HOU,2.88,3.95,156.1,100.0,94.0,98.0,0.729,8.87,3.68,6.1,1.21,0.92,0.217,0.445,0.178,0.319,0.404,120.0,104.0,108.0,76.0,97.0,101.0,85.0,95.0,89.0,88.0,103.0,101.0,,,,0.385,,0.303,0.09,0.223,-0.29,,2.08,2.92,-0.2,93.5,,85.2,86.4,80.1,0.223,0.474,0.197,0.184,0.291,0.331,0.19,0.367,0.351,0.075,0.075,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-09-15,746180,Single,single,False,687263,669854,Zach Neto,Ronel Blanco,0,e7bb3335-4586-42cf-8ef0-5c53c834ab4a,669854.0,ronelblanco,Blanco,Right,Ronel Blanco,HOU,2.88,3.95,156.1,100.0,94.0,98.0,0.729,8.87,3.68,6.1,1.21,0.92,0.217,0.445,0.178,0.319,0.404,120.0,104.0,108.0,76.0,97.0,101.0,85.0,95.0,89.0,88.0,103.0,101.0,,,,0.385,,0.303,0.09,0.223,-0.29,,2.08,2.92,-0.2,93.5,,85.2,86.4,80.1,0.223,0.474,0.197,0.184,0.291,0.331,0.19,0.367,0.351,0.075,0.075,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-09-15,746180,Grounded Into DP,grounded_into_double_play,True,694384,669854,Nolan Schanuel,Ronel Blanco,1,d7e8cfbc-6624-4e58-9af6-1d6096b20a2c,669854.0,ronelblanco,Blanco,Right,Ronel Blanco,HOU,2.88,3.95,156.1,100.0,94.0,98.0,0.729,8.87,3.68,6.1,1.21,0.92,0.217,0.445,0.178,0.319,0.404,120.0,104.0,108.0,76.0,97.0,101.0,85.0,95.0,89.0,88.0,103.0,101.0,,,,0.385,,0.303,0.09,0.223,-0.29,,2.08,2.92,-0.2,93.5,,85.2,86.4,80.1,0.223,0.474,0.197,0.184,0.291,0.331,0.19,0.367,0.351,0.075,0.075,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-09-15,746180,Strikeout,strikeout,True,663656,702674,Kyle Tucker,Caden Dana,0,4818d008-9d8e-4b29-9404-25b2241c6fa3,702674.0,cadendana,Dana,Right,Caden Dana,LAA,9.58,7.28,10.1,89.0,90.0,86.0,0.753,6.97,6.1,12.19,4.35,1.54,0.222,0.556,0.056,0.528,0.422,106.0,95.0,97.0,99.0,68.0,81.0,83.0,91.0,84.0,99.0,87.0,89.0,77.0,95.0,79.0,0.524,0.044,0.267,0.073,0.092,-7.53,0.23,2.72,-4.73,0.39,93.7,86.3,85.0,85.4,74.9,0.462,1.038,0.167,0.077,0.308,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-09-15,746180,Groundout,field_out,True,605170,702674,Victor Caratini,Caden Dana,0,a34eea23-99cf-4cda-b3ba-2271d0ac7d2b,702674.0,cadendana,Dana,Right,Caden Dana,LAA,9.58,7.28,10.1,89.0,90.0,86.0,0.753,6.97,6.1,12.19,4.35,1.54,0.222,0.556,0.056,0.528,0.422,106.0,95.0,97.0,99.0,68.0,81.0,83.0,91.0,84.0,99.0,87.0,89.0,77.0,95.0,79.0,0.524,0.044,0.267,0.073,0.092,-7.53,0.23,2.72,-4.73,0.39,93.7,86.3,85.0,85.4,74.9,0.462,1.038,0.167,0.077,0.308,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-09-15,746180,Groundout,field_out,True,665161,702674,Jeremy Peña,Caden Dana,0,7c26e7dd-2209-4cf6-9d20-8819ef55c001,702674.0,cadendana,Dana,Right,Caden Dana,LAA,9.58,7.28,10.1,89.0,90.0,86.0,0.753,6.97,6.1,12.19,4.35,1.54,0.222,0.556,0.056,0.528,0.422,106.0,95.0,97.0,99.0,68.0,81.0,83.0,91.0,84.0,99.0,87.0,89.0,77.0,95.0,79.0,0.524,0.044,0.267,0.073,0.092,-7.53,0.23,2.72,-4.73,0.39,93.7,86.3,85.0,85.4,74.9,0.462,1.038,0.167,0.077,0.308,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-09-15,746180,Flyout,field_out,True,694359,669854,Niko Kavadas,Ronel Blanco,0,baf22a08-6b4a-4c42-b09d-3c0f6f88a426,669854.0,ronelblanco,Blanco,Right,Ronel Blanco,HOU,2.88,3.95,156.1,100.0,94.0,98.0,0.729,8.87,3.68,6.1,1.21,0.92,0.217,0.445,0.178,0.319,0.404,120.0,104.0,108.0,76.0,97.0,101.0,85.0,95.0,89.0,88.0,103.0,101.0,,,,0.385,,0.303,0.09,0.223,-0.29,,2.08,2.92,-0.2,93.5,,85.2,86.4,80.1,0.223,0.474,0.197,0.184,0.291,0.331,0.19,0.367,0.351,0.075,0.075,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
