,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-08-20,744978,Lineout,field_out,True,643396,674003,Isiah Kiner-Falefa,Cody Bradford,0,82483779-b47a-4c0c-90ce-23cb507a1a32,674003.0,codybradford,Bradford,Left,Cody Bradford,TEX,3.31,3.55,49.0,107.0,92.0,101.0,0.781,8.08,1.47,6.98,1.1,0.66,0.27,0.312,0.149,0.298,0.407,101.0,106.0,110.0,91.0,108.0,108.0,92.0,107.0,94.0,51.0,112.0,109.0,52.0,116.0,98.0,0.523,0.007,0.051,0.143,0.276,2.13,-0.66,4.85,-2.71,0.96,90.1,85.9,81.0,83.4,75.3,0.173,0.316,0.231,0.229,0.313,0.353,0.32,0.64,0.133,0.154,0.154,0.217,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-20,744978,Strikeout,strikeout,True,668804,674003,Bryan Reynolds,Cody Bradford,0,1c418534-e087-4873-b69a-2bbd5ad4ef9b,674003.0,codybradford,Bradford,Left,Cody Bradford,TEX,3.31,3.55,49.0,107.0,92.0,101.0,0.781,8.08,1.47,6.98,1.1,0.66,0.27,0.312,0.149,0.298,0.407,101.0,106.0,110.0,91.0,108.0,108.0,92.0,107.0,94.0,51.0,112.0,109.0,52.0,116.0,98.0,0.523,0.007,0.051,0.143,0.276,2.13,-0.66,4.85,-2.71,0.96,90.1,85.9,81.0,83.4,75.3,0.173,0.316,0.231,0.229,0.313,0.353,0.32,0.64,0.133,0.154,0.154,0.217,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-20,744978,Lineout,field_out,True,663698,674003,Joey Bart,Cody Bradford,0,5a3ad6dc-8ff9-4806-91d2-4d0e6733fe66,674003.0,codybradford,Bradford,Left,Cody Bradford,TEX,3.31,3.55,49.0,107.0,92.0,101.0,0.781,8.08,1.47,6.98,1.1,0.66,0.27,0.312,0.149,0.298,0.407,101.0,106.0,110.0,91.0,108.0,108.0,92.0,107.0,94.0,51.0,112.0,109.0,52.0,116.0,98.0,0.523,0.007,0.051,0.143,0.276,2.13,-0.66,4.85,-2.71,0.96,90.1,85.9,81.0,83.4,75.3,0.173,0.316,0.231,0.229,0.313,0.353,0.32,0.64,0.133,0.154,0.154,0.217,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-20,744978,Strikeout,strikeout,True,543760,656605,Marcus Semien,Mitch Keller,0,aad570fb-6c82-4e38-93f7-4d71460848cc,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,3.84,3.92,152.1,102.0,100.0,100.0,0.809,8.15,2.48,8.68,1.0,1.09,0.289,0.384,0.14,0.318,0.446,104.0,105.0,101.0,112.0,98.0,105.0,88.0,103.0,96.0,132.0,104.0,113.0,96.0,99.0,98.0,0.313,0.123,0.241,0.093,0.007,0.37,-0.11,-0.54,-0.46,-11.28,94.5,90.5,90.2,85.0,78.4,0.25,0.388,0.236,0.75,1.25,0.0,0.265,0.529,0.286,0.302,0.54,0.233,83.0,101.0,94.0,0.224,0.37,93.6,0.248,0.355,0.129,0.208,0.352,0.237,0.243,0.514,0.207,,,,,,,,,
4,2024-08-20,744978,Flyout,field_out,True,608369,656605,Corey Seager,Mitch Keller,0,e034c07c-9891-41e6-a371-10b1b455fdf6,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,3.84,3.92,152.1,102.0,100.0,100.0,0.809,8.15,2.48,8.68,1.0,1.09,0.289,0.384,0.14,0.318,0.446,104.0,105.0,101.0,112.0,98.0,105.0,88.0,103.0,96.0,132.0,104.0,113.0,96.0,99.0,98.0,0.313,0.123,0.241,0.093,0.007,0.37,-0.11,-0.54,-0.46,-11.28,94.5,90.5,90.2,85.0,78.4,0.25,0.388,0.236,0.75,1.25,0.0,0.265,0.529,0.286,0.302,0.54,0.233,83.0,101.0,94.0,0.224,0.37,93.6,0.248,0.355,0.129,0.208,0.352,0.237,0.243,0.514,0.207,,,,,,,,,
5,2024-08-20,744978,Strikeout,strikeout,True,669701,656605,Josh Smith,Mitch Keller,0,35da02ec-707a-49df-b3b7-bac12b7736e4,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,3.84,3.92,152.1,102.0,100.0,100.0,0.809,8.15,2.48,8.68,1.0,1.09,0.289,0.384,0.14,0.318,0.446,104.0,105.0,101.0,112.0,98.0,105.0,88.0,103.0,96.0,132.0,104.0,113.0,96.0,99.0,98.0,0.313,0.123,0.241,0.093,0.007,0.37,-0.11,-0.54,-0.46,-11.28,94.5,90.5,90.2,85.0,78.4,0.25,0.388,0.236,0.75,1.25,0.0,0.265,0.529,0.286,0.302,0.54,0.233,83.0,101.0,94.0,0.224,0.37,93.6,0.248,0.355,0.129,0.208,0.352,0.237,0.243,0.514,0.207,,,,,,,,,
6,2024-08-20,744978,Flyout,field_out,True,656582,674003,Connor Joe,Cody Bradford,0,ac17919a-07e6-453e-b875-d528bdd8cb55,674003.0,codybradford,Bradford,Left,Cody Bradford,TEX,3.31,3.55,49.0,107.0,92.0,101.0,0.781,8.08,1.47,6.98,1.1,0.66,0.27,0.312,0.149,0.298,0.407,101.0,106.0,110.0,91.0,108.0,108.0,92.0,107.0,94.0,51.0,112.0,109.0,52.0,116.0,98.0,0.523,0.007,0.051,0.143,0.276,2.13,-0.66,4.85,-2.71,0.96,90.1,85.9,81.0,83.4,75.3,0.173,0.316,0.231,0.229,0.313,0.353,0.32,0.64,0.133,0.154,0.154,0.217,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-08-20,744978,Groundout,field_out,True,650559,674003,Bryan De La Cruz,Cody Bradford,0,28567606-48f4-46a7-8862-d136cea5614e,674003.0,codybradford,Bradford,Left,Cody Bradford,TEX,3.31,3.55,49.0,107.0,92.0,101.0,0.781,8.08,1.47,6.98,1.1,0.66,0.27,0.312,0.149,0.298,0.407,101.0,106.0,110.0,91.0,108.0,108.0,92.0,107.0,94.0,51.0,112.0,109.0,52.0,116.0,98.0,0.523,0.007,0.051,0.143,0.276,2.13,-0.66,4.85,-2.71,0.96,90.1,85.9,81.0,83.4,75.3,0.173,0.316,0.231,0.229,0.313,0.353,0.32,0.64,0.133,0.154,0.154,0.217,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-08-20,744978,Groundout,field_out,True,665833,674003,Oneil Cruz,Cody Bradford,0,4ebc95cd-c07a-4b75-b03f-d3d19bd8c60c,674003.0,codybradford,Bradford,Left,Cody Bradford,TEX,3.31,3.55,49.0,107.0,92.0,101.0,0.781,8.08,1.47,6.98,1.1,0.66,0.27,0.312,0.149,0.298,0.407,101.0,106.0,110.0,91.0,108.0,108.0,92.0,107.0,94.0,51.0,112.0,109.0,52.0,116.0,98.0,0.523,0.007,0.051,0.143,0.276,2.13,-0.66,4.85,-2.71,0.96,90.1,85.9,81.0,83.4,75.3,0.173,0.316,0.231,0.229,0.313,0.353,0.32,0.64,0.133,0.154,0.154,0.217,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-08-20,744978,Strikeout,strikeout,True,666969,656605,Adolis García,Mitch Keller,0,4802c747-a68d-4f80-9e8b-dc0876363094,656605.0,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,3.84,3.92,152.1,102.0,100.0,100.0,0.809,8.15,2.48,8.68,1.0,1.09,0.289,0.384,0.14,0.318,0.446,104.0,105.0,101.0,112.0,98.0,105.0,88.0,103.0,96.0,132.0,104.0,113.0,96.0,99.0,98.0,0.313,0.123,0.241,0.093,0.007,0.37,-0.11,-0.54,-0.46,-11.28,94.5,90.5,90.2,85.0,78.4,0.25,0.388,0.236,0.75,1.25,0.0,0.265,0.529,0.286,0.302,0.54,0.233,83.0,101.0,94.0,0.224,0.37,93.6,0.248,0.355,0.129,0.208,0.352,0.237,0.243,0.514,0.207,,,,,,,,,
