,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,FF_ba,FF_slg,FF_whiff,ST_ba,ST_slg,ST_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,KC%,wFC/C,wFS/C,wKC/C,vFC,vFS,vKC,FS_ba,FS_slg,FS_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC_ba,FC_slg,FC_whiff
0,2024-09-21,746255,Groundout,field_out,True,573262,663903,Mike Yastrzemski,Brady Singer,0,afc85241-96ac-4fb4-9a4c-6cb5ffc9f844,663903.0,bradysinger,Singer,Right,Brady Singer,KCR,3.73,4.62,173.2,99.0,84.0,94.0,0.771,8.55,2.64,8.86,1.09,1.59,0.196,0.416,0.159,0.322,0.414,80.0,77.0,69.0,63.0,96.0,86.0,70.0,101.0,92.0,106.0,99.0,102.0,0.411,0.115,0.454,0.02,-1.97,0.71,0.05,-5.7,91.6,88.1,92.2,82.9,0.208,0.363,0.352,0.272,0.394,0.123,0.333,0.622,0.198,0.341,0.561,0.357,0.429,0.5,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-21,746255,Lineout,field_out,True,671218,663903,Heliot Ramos,Brady Singer,0,5e9c35dc-c610-49e7-b543-dba9199dbecd,663903.0,bradysinger,Singer,Right,Brady Singer,KCR,3.73,4.62,173.2,99.0,84.0,94.0,0.771,8.55,2.64,8.86,1.09,1.59,0.196,0.416,0.159,0.322,0.414,80.0,77.0,69.0,63.0,96.0,86.0,70.0,101.0,92.0,106.0,99.0,102.0,0.411,0.115,0.454,0.02,-1.97,0.71,0.05,-5.7,91.6,88.1,92.2,82.9,0.208,0.363,0.352,0.272,0.394,0.123,0.333,0.622,0.198,0.341,0.561,0.357,0.429,0.5,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-21,746255,Home Run,home_run,False,664774,663903,LaMonte Wade Jr.,Brady Singer,0,09a8976b-1c57-46ae-80a4-cdfcf09412c2,663903.0,bradysinger,Singer,Right,Brady Singer,KCR,3.73,4.62,173.2,99.0,84.0,94.0,0.771,8.55,2.64,8.86,1.09,1.59,0.196,0.416,0.159,0.322,0.414,80.0,77.0,69.0,63.0,96.0,86.0,70.0,101.0,92.0,106.0,99.0,102.0,0.411,0.115,0.454,0.02,-1.97,0.71,0.05,-5.7,91.6,88.1,92.2,82.9,0.208,0.363,0.352,0.272,0.394,0.123,0.333,0.622,0.198,0.341,0.561,0.357,0.429,0.5,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-21,746255,Strikeout,strikeout,True,656305,663903,Matt Chapman,Brady Singer,0,2833718d-56c0-4d75-8ec8-5b00f7b91082,663903.0,bradysinger,Singer,Right,Brady Singer,KCR,3.73,4.62,173.2,99.0,84.0,94.0,0.771,8.55,2.64,8.86,1.09,1.59,0.196,0.416,0.159,0.322,0.414,80.0,77.0,69.0,63.0,96.0,86.0,70.0,101.0,92.0,106.0,99.0,102.0,0.411,0.115,0.454,0.02,-1.97,0.71,0.05,-5.7,91.6,88.1,92.2,82.9,0.208,0.363,0.352,0.272,0.394,0.123,0.333,0.622,0.198,0.341,0.561,0.357,0.429,0.5,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-09-21,746255,Lineout,field_out,True,624428,694738,Adam Frazier,Landen Roupp,0,c33a97a6-4dfb-4c5a-a210-5e71c7742afc,694738.0,landenroupp,Roupp,Right,Landen Roupp,SFG,2.7,3.98,46.2,97.0,124.0,104.0,0.747,8.29,4.63,6.56,0.19,1.55,0.236,0.409,0.197,0.252,0.391,92.0,92.0,87.0,66.0,70.0,66.0,103.0,96.0,95.0,114.0,83.0,93.0,0.401,0.021,0.044,0.089,-2.77,0.81,0.88,1.89,93.4,88.2,94.4,83.9,0.25,0.25,0.571,0.226,0.306,0.064,,,,,,,0.118,0.118,0.389,153.0,102.0,119.0,0.444,1.09,77.3,0.195,0.287,0.352,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-09-21,746255,Double,double,False,677951,694738,Bobby Witt Jr.,Landen Roupp,0,4534ce30-3012-4e91-9b4e-0832f4e08bba,694738.0,landenroupp,Roupp,Right,Landen Roupp,SFG,2.7,3.98,46.2,97.0,124.0,104.0,0.747,8.29,4.63,6.56,0.19,1.55,0.236,0.409,0.197,0.252,0.391,92.0,92.0,87.0,66.0,70.0,66.0,103.0,96.0,95.0,114.0,83.0,93.0,0.401,0.021,0.044,0.089,-2.77,0.81,0.88,1.89,93.4,88.2,94.4,83.9,0.25,0.25,0.571,0.226,0.306,0.064,,,,,,,0.118,0.118,0.389,153.0,102.0,119.0,0.444,1.09,77.3,0.195,0.287,0.352,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-09-21,746255,Strikeout,strikeout,True,686681,694738,Michael Massey,Landen Roupp,0,acf925d4-ff3d-4a1f-92c5-5f94beeec2e8,694738.0,landenroupp,Roupp,Right,Landen Roupp,SFG,2.7,3.98,46.2,97.0,124.0,104.0,0.747,8.29,4.63,6.56,0.19,1.55,0.236,0.409,0.197,0.252,0.391,92.0,92.0,87.0,66.0,70.0,66.0,103.0,96.0,95.0,114.0,83.0,93.0,0.401,0.021,0.044,0.089,-2.77,0.81,0.88,1.89,93.4,88.2,94.4,83.9,0.25,0.25,0.571,0.226,0.306,0.064,,,,,,,0.118,0.118,0.389,153.0,102.0,119.0,0.444,1.09,77.3,0.195,0.287,0.352,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-09-21,746255,Groundout,field_out,True,521692,694738,Salvador Perez,Landen Roupp,0,8aab3658-c594-4d52-83d5-4a92dc8f957a,694738.0,landenroupp,Roupp,Right,Landen Roupp,SFG,2.7,3.98,46.2,97.0,124.0,104.0,0.747,8.29,4.63,6.56,0.19,1.55,0.236,0.409,0.197,0.252,0.391,92.0,92.0,87.0,66.0,70.0,66.0,103.0,96.0,95.0,114.0,83.0,93.0,0.401,0.021,0.044,0.089,-2.77,0.81,0.88,1.89,93.4,88.2,94.4,83.9,0.25,0.25,0.571,0.226,0.306,0.064,,,,,,,0.118,0.118,0.389,153.0,102.0,119.0,0.444,1.09,77.3,0.195,0.287,0.352,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-09-21,746255,Strikeout,strikeout,True,624424,663903,Michael Conforto,Brady Singer,0,0f3f0cc4-c09c-4121-b6d0-c70397ffc42b,663903.0,bradysinger,Singer,Right,Brady Singer,KCR,3.73,4.62,173.2,99.0,84.0,94.0,0.771,8.55,2.64,8.86,1.09,1.59,0.196,0.416,0.159,0.322,0.414,80.0,77.0,69.0,63.0,96.0,86.0,70.0,101.0,92.0,106.0,99.0,102.0,0.411,0.115,0.454,0.02,-1.97,0.71,0.05,-5.7,91.6,88.1,92.2,82.9,0.208,0.363,0.352,0.272,0.394,0.123,0.333,0.622,0.198,0.341,0.561,0.357,0.429,0.5,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-09-21,746255,Lineout,field_out,True,666149,663903,Tyler Fitzgerald,Brady Singer,0,b6f0e78d-6c99-4a61-9f55-ab341111fd2e,663903.0,bradysinger,Singer,Right,Brady Singer,KCR,3.73,4.62,173.2,99.0,84.0,94.0,0.771,8.55,2.64,8.86,1.09,1.59,0.196,0.416,0.159,0.322,0.414,80.0,77.0,69.0,63.0,96.0,86.0,70.0,101.0,92.0,106.0,99.0,102.0,0.411,0.115,0.454,0.02,-1.97,0.71,0.05,-5.7,91.6,88.1,92.2,82.9,0.208,0.363,0.352,0.272,0.394,0.123,0.333,0.622,0.198,0.341,0.561,0.357,0.429,0.5,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2024-09-21,746255,Walk,walk,False,687529,663903,Grant McCray,Brady Singer,0,68ca0ca1-7b47-4167-a67e-f83d778dcf1e,663903.0,bradysinger,Singer,Right,Brady Singer,KCR,3.73,4.62,173.2,99.0,84.0,94.0,0.771,8.55,2.64,8.86,1.09,1.59,0.196,0.416,0.159,0.322,0.414,80.0,77.0,69.0,63.0,96.0,86.0,70.0,101.0,92.0,106.0,99.0,102.0,0.411,0.115,0.454,0.02,-1.97,0.71,0.05,-5.7,91.6,88.1,92.2,82.9,0.208,0.363,0.352,0.272,0.394,0.123,0.333,0.622,0.198,0.341,0.561,0.357,0.429,0.5,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
