,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,wFC/C,wFS/C,vFC,vFS,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,KC%,wKC/C,vKC
0,2024-07-08,746692,Lineout,field_out,True,453568,671096,Charlie Blackmon,Andrew Abbott,0,e7485b40-ecc9-421d-aa0d-db2cd6ec8e58,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.39,3.51,106.1,98.0,91.0,96.0,0.81,7.28,3.39,7.53,1.52,0.68,0.256,0.358,0.177,0.256,0.427,99.0,92.0,97.0,99.0,98.0,100.0,77.0,96.0,89.0,124.0,104.0,111.0,0.546,0.165,0.121,0.167,0.21,0.44,-1.54,0.81,92.9,84.7,82.8,80.7,0.233,0.406,0.193,0.188,0.302,0.253,0.167,0.379,0.285,0.324,0.676,0.147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-07-08,746692,Bunt Groundout,field_out,True,678662,671096,Ezequiel Tovar,Andrew Abbott,0,69cf7d47-e1a1-4c62-938f-12ae540ad060,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.39,3.51,106.1,98.0,91.0,96.0,0.81,7.28,3.39,7.53,1.52,0.68,0.256,0.358,0.177,0.256,0.427,99.0,92.0,97.0,99.0,98.0,100.0,77.0,96.0,89.0,124.0,104.0,111.0,0.546,0.165,0.121,0.167,0.21,0.44,-1.54,0.81,92.9,84.7,82.8,80.7,0.233,0.406,0.193,0.188,0.302,0.253,0.167,0.379,0.285,0.324,0.676,0.147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-07-08,746692,Strikeout,strikeout,True,641857,671096,Ryan McMahon,Andrew Abbott,0,c9c122df-6fb9-4356-a6fb-2d7f3908fba1,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.39,3.51,106.1,98.0,91.0,96.0,0.81,7.28,3.39,7.53,1.52,0.68,0.256,0.358,0.177,0.256,0.427,99.0,92.0,97.0,99.0,98.0,100.0,77.0,96.0,89.0,124.0,104.0,111.0,0.546,0.165,0.121,0.167,0.21,0.44,-1.54,0.81,92.9,84.7,82.8,80.7,0.233,0.406,0.193,0.188,0.302,0.253,0.167,0.379,0.285,0.324,0.676,0.147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-07-08,746692,Flyout,field_out,True,663697,663372,Jonathan India,Ryan Feltner,0,0017bef4-ec26-411f-b81b-072211aa915d,663372.0,ryanfeltner,Feltner,Right,Ryan Feltner,COL,5.36,4.1,102.1,100.0,97.0,100.0,0.779,8.0,2.9,10.11,1.06,1.37,0.224,0.399,0.168,0.336,0.446,114.0,96.0,103.0,104.0,110.0,116.0,83.0,102.0,97.0,110.0,99.0,104.0,0.34,0.291,0.083,0.147,-0.09,-1.06,-0.09,-1.33,94.9,85.4,88.1,79.2,0.257,0.405,0.182,0.182,0.545,0.235,0.321,0.5,0.422,0.2,0.333,0.299,91.0,91.0,87.0,0.14,0.41,94.4,0.286,0.375,0.164,,,,,,,,,,,,,,,,,,,,,
4,2024-07-08,746692,Walk,walk,False,682829,663372,Elly De La Cruz,Ryan Feltner,0,7c20ba03-cdd2-44b5-9fa7-933ae68f1bee,663372.0,ryanfeltner,Feltner,Right,Ryan Feltner,COL,5.36,4.1,102.1,100.0,97.0,100.0,0.779,8.0,2.9,10.11,1.06,1.37,0.224,0.399,0.168,0.336,0.446,114.0,96.0,103.0,104.0,110.0,116.0,83.0,102.0,97.0,110.0,99.0,104.0,0.34,0.291,0.083,0.147,-0.09,-1.06,-0.09,-1.33,94.9,85.4,88.1,79.2,0.257,0.405,0.182,0.182,0.545,0.235,0.321,0.5,0.422,0.2,0.333,0.299,91.0,91.0,87.0,0.14,0.41,94.4,0.286,0.375,0.164,,,,,,,,,,,,,,,,,,,,,
5,2024-07-08,746692,Strikeout,strikeout,True,600869,663372,Jeimer Candelario,Ryan Feltner,1,b4abdfcf-e134-4eac-89fa-09eed5698ee8,663372.0,ryanfeltner,Feltner,Right,Ryan Feltner,COL,5.36,4.1,102.1,100.0,97.0,100.0,0.779,8.0,2.9,10.11,1.06,1.37,0.224,0.399,0.168,0.336,0.446,114.0,96.0,103.0,104.0,110.0,116.0,83.0,102.0,97.0,110.0,99.0,104.0,0.34,0.291,0.083,0.147,-0.09,-1.06,-0.09,-1.33,94.9,85.4,88.1,79.2,0.257,0.405,0.182,0.182,0.545,0.235,0.321,0.5,0.422,0.2,0.333,0.299,91.0,91.0,87.0,0.14,0.41,94.4,0.286,0.375,0.164,,,,,,,,,,,,,,,,,,,,,
6,2024-07-08,746692,Walk,walk,False,668715,663372,Spencer Steer,Ryan Feltner,0,f470009c-1356-4076-8045-02f3eb408b0d,663372.0,ryanfeltner,Feltner,Right,Ryan Feltner,COL,5.36,4.1,102.1,100.0,97.0,100.0,0.779,8.0,2.9,10.11,1.06,1.37,0.224,0.399,0.168,0.336,0.446,114.0,96.0,103.0,104.0,110.0,116.0,83.0,102.0,97.0,110.0,99.0,104.0,0.34,0.291,0.083,0.147,-0.09,-1.06,-0.09,-1.33,94.9,85.4,88.1,79.2,0.257,0.405,0.182,0.182,0.545,0.235,0.321,0.5,0.422,0.2,0.333,0.299,91.0,91.0,87.0,0.14,0.41,94.4,0.286,0.375,0.164,,,,,,,,,,,,,,,,,,,,,
7,2024-07-08,746692,Caught Stealing Home,caught_stealing_home,True,663886,663372,Tyler Stephenson,Ryan Feltner,0,2683c257-c9d6-4718-9e6b-342cba1e9b4b,663372.0,ryanfeltner,Feltner,Right,Ryan Feltner,COL,5.36,4.1,102.1,100.0,97.0,100.0,0.779,8.0,2.9,10.11,1.06,1.37,0.224,0.399,0.168,0.336,0.446,114.0,96.0,103.0,104.0,110.0,116.0,83.0,102.0,97.0,110.0,99.0,104.0,0.34,0.291,0.083,0.147,-0.09,-1.06,-0.09,-1.33,94.9,85.4,88.1,79.2,0.257,0.405,0.182,0.182,0.545,0.235,0.321,0.5,0.422,0.2,0.333,0.299,91.0,91.0,87.0,0.14,0.41,94.4,0.286,0.375,0.164,,,,,,,,,,,,,,,,,,,,,
8,2024-07-08,746692,Strikeout,strikeout,True,553869,671096,Elias Díaz,Andrew Abbott,0,43b34f31-6334-44fc-a12b-1e11440ece3b,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.39,3.51,106.1,98.0,91.0,96.0,0.81,7.28,3.39,7.53,1.52,0.68,0.256,0.358,0.177,0.256,0.427,99.0,92.0,97.0,99.0,98.0,100.0,77.0,96.0,89.0,124.0,104.0,111.0,0.546,0.165,0.121,0.167,0.21,0.44,-1.54,0.81,92.9,84.7,82.8,80.7,0.233,0.406,0.193,0.188,0.302,0.253,0.167,0.379,0.285,0.324,0.676,0.147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-07-08,746692,Strikeout,strikeout,True,663898,671096,Brendan Rodgers,Andrew Abbott,0,2b3cb4bd-9244-436b-9c82-23dadc093bcb,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.39,3.51,106.1,98.0,91.0,96.0,0.81,7.28,3.39,7.53,1.52,0.68,0.256,0.358,0.177,0.256,0.427,99.0,92.0,97.0,99.0,98.0,100.0,77.0,96.0,89.0,124.0,104.0,111.0,0.546,0.165,0.121,0.167,0.21,0.44,-1.54,0.81,92.9,84.7,82.8,80.7,0.233,0.406,0.193,0.188,0.302,0.253,0.167,0.379,0.285,0.324,0.676,0.147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
