,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff
0,2024-09-13,746586,Groundout,field_out,True,666624,676440,Christopher Morel,Tanner Bibee,0,0cac3086-7400-4fd4-8836-b6f7a0f5ae0f,676440.0,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.6,3.9,160.0,103.0,99.0,105.0,0.767,9.84,2.31,7.93,1.24,0.74,0.283,0.414,0.143,0.308,0.451,82.0,100.0,109.0,120.0,109.0,113.0,92.0,103.0,99.0,113.0,103.0,111.0,0.0,0.441,0.272,0.106,0.181,-0.76,-3.5,1.69,-1.27,-0.12,94.6,82.5,92.5,86.2,81.4,0.283,0.488,0.208,0.155,0.25,0.357,0.244,0.439,0.279,0.205,0.474,0.227,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-13,746586,Pop Out,field_out,True,664040,676440,Brandon Lowe,Tanner Bibee,0,f5f30682-f263-418b-9411-b5d10274e2d3,676440.0,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.6,3.9,160.0,103.0,99.0,105.0,0.767,9.84,2.31,7.93,1.24,0.74,0.283,0.414,0.143,0.308,0.451,82.0,100.0,109.0,120.0,109.0,113.0,92.0,103.0,99.0,113.0,103.0,111.0,0.0,0.441,0.272,0.106,0.181,-0.76,-3.5,1.69,-1.27,-0.12,94.6,82.5,92.5,86.2,81.4,0.283,0.488,0.208,0.155,0.25,0.357,0.244,0.439,0.279,0.205,0.474,0.227,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-13,746586,Flyout,field_out,True,691406,676440,Junior Caminero,Tanner Bibee,0,89a0d714-572f-4e8d-a4f5-b881859da55b,676440.0,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.6,3.9,160.0,103.0,99.0,105.0,0.767,9.84,2.31,7.93,1.24,0.74,0.283,0.414,0.143,0.308,0.451,82.0,100.0,109.0,120.0,109.0,113.0,92.0,103.0,99.0,113.0,103.0,111.0,0.0,0.441,0.272,0.106,0.181,-0.76,-3.5,1.69,-1.27,-0.12,94.6,82.5,92.5,86.2,81.4,0.283,0.488,0.208,0.155,0.25,0.357,0.244,0.439,0.279,0.205,0.474,0.227,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-13,746586,Strikeout,strikeout,True,682177,641793,Daniel Schneemann,Zack Littell,0,cf1a4d06-5db5-47c2-8e02-82c28c3f3244,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,3.73,4.36,144.2,104.0,82.0,99.0,0.788,7.9,1.93,9.71,1.31,0.83,0.225,0.41,0.14,0.292,0.453,,,,,,,55.0,110.0,91.0,102.0,101.0,100.0,0.15,0.221,0.398,,,0.52,-0.54,0.34,,,92.5,,91.7,85.7,,0.245,0.367,0.193,0.264,0.433,0.222,,,,,,,69.0,103.0,91.0,105.0,105.0,113.0,0.231,-1.32,83.1,0.27,0.453,0.336,0.263,0.432,0.149,0.406,0.594,0.115,,,,,,,,,
4,2024-09-13,746586,Groundout,field_out,True,665926,641793,Andrés Giménez,Zack Littell,0,4c61f08b-f0b8-4ab5-b311-aeab9a3ec698,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,3.73,4.36,144.2,104.0,82.0,99.0,0.788,7.9,1.93,9.71,1.31,0.83,0.225,0.41,0.14,0.292,0.453,,,,,,,55.0,110.0,91.0,102.0,101.0,100.0,0.15,0.221,0.398,,,0.52,-0.54,0.34,,,92.5,,91.7,85.7,,0.245,0.367,0.193,0.264,0.433,0.222,,,,,,,69.0,103.0,91.0,105.0,105.0,113.0,0.231,-1.32,83.1,0.27,0.453,0.336,0.263,0.432,0.149,0.406,0.594,0.115,,,,,,,,,
5,2024-09-13,746586,Double,double,False,608070,641793,José Ramírez,Zack Littell,0,9f7c2900-7bb5-4e24-93b5-8e90f63bb6a2,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,3.73,4.36,144.2,104.0,82.0,99.0,0.788,7.9,1.93,9.71,1.31,0.83,0.225,0.41,0.14,0.292,0.453,,,,,,,55.0,110.0,91.0,102.0,101.0,100.0,0.15,0.221,0.398,,,0.52,-0.54,0.34,,,92.5,,91.7,85.7,,0.245,0.367,0.193,0.264,0.433,0.222,,,,,,,69.0,103.0,91.0,105.0,105.0,113.0,0.231,-1.32,83.1,0.27,0.453,0.336,0.263,0.432,0.149,0.406,0.594,0.115,,,,,,,,,
6,2024-09-13,746586,Flyout,field_out,True,647304,641793,Josh Naylor,Zack Littell,0,62bc2a26-ac6a-4355-9fba-0dcc3eceb5bf,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,3.73,4.36,144.2,104.0,82.0,99.0,0.788,7.9,1.93,9.71,1.31,0.83,0.225,0.41,0.14,0.292,0.453,,,,,,,55.0,110.0,91.0,102.0,101.0,100.0,0.15,0.221,0.398,,,0.52,-0.54,0.34,,,92.5,,91.7,85.7,,0.245,0.367,0.193,0.264,0.433,0.222,,,,,,,69.0,103.0,91.0,105.0,105.0,113.0,0.231,-1.32,83.1,0.27,0.453,0.336,0.263,0.432,0.149,0.406,0.594,0.115,,,,,,,,,
7,2024-09-13,746586,Strikeout,strikeout,True,666139,676440,Josh Lowe,Tanner Bibee,0,fc1626b8-e9b4-4906-83a7-835562bd99c5,676440.0,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.6,3.9,160.0,103.0,99.0,105.0,0.767,9.84,2.31,7.93,1.24,0.74,0.283,0.414,0.143,0.308,0.451,82.0,100.0,109.0,120.0,109.0,113.0,92.0,103.0,99.0,113.0,103.0,111.0,0.0,0.441,0.272,0.106,0.181,-0.76,-3.5,1.69,-1.27,-0.12,94.6,82.5,92.5,86.2,81.4,0.283,0.488,0.208,0.155,0.25,0.357,0.244,0.439,0.279,0.205,0.474,0.227,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-09-13,746586,Strikeout,strikeout,True,676609,676440,José Caballero,Tanner Bibee,0,37fbefdb-a924-4340-8202-c10c5f1905ab,676440.0,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.6,3.9,160.0,103.0,99.0,105.0,0.767,9.84,2.31,7.93,1.24,0.74,0.283,0.414,0.143,0.308,0.451,82.0,100.0,109.0,120.0,109.0,113.0,92.0,103.0,99.0,113.0,103.0,111.0,0.0,0.441,0.272,0.106,0.181,-0.76,-3.5,1.69,-1.27,-0.12,94.6,82.5,92.5,86.2,81.4,0.283,0.488,0.208,0.155,0.25,0.357,0.244,0.439,0.279,0.205,0.474,0.227,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-09-13,746586,Flyout,field_out,True,666018,676440,Jonathan Aranda,Tanner Bibee,0,4faa5776-1001-4911-9a12-e14ddcaa741d,676440.0,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.6,3.9,160.0,103.0,99.0,105.0,0.767,9.84,2.31,7.93,1.24,0.74,0.283,0.414,0.143,0.308,0.451,82.0,100.0,109.0,120.0,109.0,113.0,92.0,103.0,99.0,113.0,103.0,111.0,0.0,0.441,0.272,0.106,0.181,-0.76,-3.5,1.69,-1.27,-0.12,94.6,82.5,92.5,86.2,81.4,0.283,0.488,0.208,0.155,0.25,0.357,0.244,0.439,0.279,0.205,0.474,0.227,,,,,,,,,,,,,,,,,,,,,,,,,,,
