,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,KC%,CH%,wFA/C,wFC/C,wSI/C,wKC/C,wCH/C,vFA,vFC,vCH,vSI,vKC,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FS%,SL%,CU%,wFS/C,wSL/C,wCU/C,vFS,vSL,vCU,SL_ba,SL_slg,SL_whiff,FS_ba,FS_slg,FS_whiff
0,2024-05-08,745584,Strikeout,strikeout,True,543807,605400,George Springer,Aaron Nola,0,13900bca-2d0b-455d-8e1c-4633cb5aaab3,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.54,3.39,124.2,106.0,103.0,105.0,0.78,8.66,2.02,7.36,1.23,1.37,0.191,0.483,0.162,0.286,0.421,80.0,103.0,90.0,90.0,105.0,100.0,100.0,109.0,106.0,133.0,109.0,116.0,68.0,100.0,93.0,0.212,0.259,0.102,0.324,0.103,1.43,-2.53,-0.12,2.0,-2.18,92.3,87.4,85.4,91.4,79.2,0.194,0.306,0.35,0.117,0.252,0.226,0.29,0.47,0.137,0.289,0.5,0.154,0.389,0.75,0.143,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-05-08,745584,Pop Out,field_out,True,662139,605400,Daulton Varsho,Aaron Nola,0,51c0e8d4-4df9-42fe-b30d-41183454202c,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.54,3.39,124.2,106.0,103.0,105.0,0.78,8.66,2.02,7.36,1.23,1.37,0.191,0.483,0.162,0.286,0.421,80.0,103.0,90.0,90.0,105.0,100.0,100.0,109.0,106.0,133.0,109.0,116.0,68.0,100.0,93.0,0.212,0.259,0.102,0.324,0.103,1.43,-2.53,-0.12,2.0,-2.18,92.3,87.4,85.4,91.4,79.2,0.194,0.306,0.35,0.117,0.252,0.226,0.29,0.47,0.137,0.289,0.5,0.154,0.389,0.75,0.143,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-05-08,745584,Single,single,False,665489,605400,Vladimir Guerrero Jr.,Aaron Nola,0,5a576ebf-99e2-4a36-ba47-751a82452496,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.54,3.39,124.2,106.0,103.0,105.0,0.78,8.66,2.02,7.36,1.23,1.37,0.191,0.483,0.162,0.286,0.421,80.0,103.0,90.0,90.0,105.0,100.0,100.0,109.0,106.0,133.0,109.0,116.0,68.0,100.0,93.0,0.212,0.259,0.102,0.324,0.103,1.43,-2.53,-0.12,2.0,-2.18,92.3,87.4,85.4,91.4,79.2,0.194,0.306,0.35,0.117,0.252,0.226,0.29,0.47,0.137,0.289,0.5,0.154,0.389,0.75,0.143,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-05-08,745584,Groundout,field_out,True,457759,605400,Justin Turner,Aaron Nola,0,d9c124a3-b8a8-40ab-b1e7-82696cfe3e99,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.54,3.39,124.2,106.0,103.0,105.0,0.78,8.66,2.02,7.36,1.23,1.37,0.191,0.483,0.162,0.286,0.421,80.0,103.0,90.0,90.0,105.0,100.0,100.0,109.0,106.0,133.0,109.0,116.0,68.0,100.0,93.0,0.212,0.259,0.102,0.324,0.103,1.43,-2.53,-0.12,2.0,-2.18,92.3,87.4,85.4,91.4,79.2,0.194,0.306,0.35,0.117,0.252,0.226,0.29,0.47,0.137,0.289,0.5,0.154,0.389,0.75,0.143,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-05-08,745584,Flyout,field_out,True,656941,605135,Kyle Schwarber,Chris Bassitt,0,b53ad81e-b7a1-44f6-b9a2-36f085951964,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,TOR,3.71,4.24,114.0,99.0,95.0,98.0,0.822,8.37,3.63,9.16,0.79,1.21,0.282,0.341,0.193,0.309,0.45,77.0,89.0,86.0,65.0,106.0,96.0,95.0,104.0,99.0,,,,78.0,103.0,94.0,0.413,0.03,0.202,,0.053,-2.99,0.96,0.24,,-0.92,92.7,89.7,84.5,92.6,,0.193,0.281,0.282,0.25,0.5,0.286,0.337,0.412,0.111,0.25,0.45,0.098,0.152,0.253,0.271,106.0,88.0,100.0,123.0,97.0,108.0,97.0,90.0,88.0,0.049,0.108,0.145,-2.41,-0.29,0.47,83.9,77.5,70.8,0.333,0.556,0.138,0.28,0.32,0.171
5,2024-05-08,745584,Groundout,field_out,True,592663,605135,J.T. Realmuto,Chris Bassitt,0,0396ed23-04b6-41bb-8309-a8f7c1ae4041,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,TOR,3.71,4.24,114.0,99.0,95.0,98.0,0.822,8.37,3.63,9.16,0.79,1.21,0.282,0.341,0.193,0.309,0.45,77.0,89.0,86.0,65.0,106.0,96.0,95.0,104.0,99.0,,,,78.0,103.0,94.0,0.413,0.03,0.202,,0.053,-2.99,0.96,0.24,,-0.92,92.7,89.7,84.5,92.6,,0.193,0.281,0.282,0.25,0.5,0.286,0.337,0.412,0.111,0.25,0.45,0.098,0.152,0.253,0.271,106.0,88.0,100.0,123.0,97.0,108.0,97.0,90.0,88.0,0.049,0.108,0.145,-2.41,-0.29,0.47,83.9,77.5,70.8,0.333,0.556,0.138,0.28,0.32,0.171
6,2024-05-08,745584,Pop Out,field_out,True,547180,605135,Bryce Harper,Chris Bassitt,0,71ab517a-cfcd-4790-9fac-c038fd8c9caa,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,TOR,3.71,4.24,114.0,99.0,95.0,98.0,0.822,8.37,3.63,9.16,0.79,1.21,0.282,0.341,0.193,0.309,0.45,77.0,89.0,86.0,65.0,106.0,96.0,95.0,104.0,99.0,,,,78.0,103.0,94.0,0.413,0.03,0.202,,0.053,-2.99,0.96,0.24,,-0.92,92.7,89.7,84.5,92.6,,0.193,0.281,0.282,0.25,0.5,0.286,0.337,0.412,0.111,0.25,0.45,0.098,0.152,0.253,0.271,106.0,88.0,100.0,123.0,97.0,108.0,97.0,90.0,88.0,0.049,0.108,0.145,-2.41,-0.29,0.47,83.9,77.5,70.8,0.333,0.556,0.138,0.28,0.32,0.171
7,2024-05-08,745584,Lineout,field_out,True,643376,605400,Danny Jansen,Aaron Nola,0,b21be7df-ec50-4fcf-8105-61bde97f947f,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.54,3.39,124.2,106.0,103.0,105.0,0.78,8.66,2.02,7.36,1.23,1.37,0.191,0.483,0.162,0.286,0.421,80.0,103.0,90.0,90.0,105.0,100.0,100.0,109.0,106.0,133.0,109.0,116.0,68.0,100.0,93.0,0.212,0.259,0.102,0.324,0.103,1.43,-2.53,-0.12,2.0,-2.18,92.3,87.4,85.4,91.4,79.2,0.194,0.306,0.35,0.117,0.252,0.226,0.29,0.47,0.137,0.289,0.5,0.154,0.389,0.75,0.143,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-05-08,745584,Strikeout,strikeout,True,666182,605400,Bo Bichette,Aaron Nola,0,1c270e9f-baa8-49ec-b0c0-360c7a1e0118,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.54,3.39,124.2,106.0,103.0,105.0,0.78,8.66,2.02,7.36,1.23,1.37,0.191,0.483,0.162,0.286,0.421,80.0,103.0,90.0,90.0,105.0,100.0,100.0,109.0,106.0,133.0,109.0,116.0,68.0,100.0,93.0,0.212,0.259,0.102,0.324,0.103,1.43,-2.53,-0.12,2.0,-2.18,92.3,87.4,85.4,91.4,79.2,0.194,0.306,0.35,0.117,0.252,0.226,0.29,0.47,0.137,0.289,0.5,0.154,0.389,0.75,0.143,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-05-08,745584,Double,double,False,676914,605400,Davis Schneider,Aaron Nola,0,4feae931-3828-4f83-be47-8ea88191752d,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.54,3.39,124.2,106.0,103.0,105.0,0.78,8.66,2.02,7.36,1.23,1.37,0.191,0.483,0.162,0.286,0.421,80.0,103.0,90.0,90.0,105.0,100.0,100.0,109.0,106.0,133.0,109.0,116.0,68.0,100.0,93.0,0.212,0.259,0.102,0.324,0.103,1.43,-2.53,-0.12,2.0,-2.18,92.3,87.4,85.4,91.4,79.2,0.194,0.306,0.35,0.117,0.252,0.226,0.29,0.47,0.137,0.289,0.5,0.154,0.389,0.75,0.143,,,,,,,,,,,,,,,,,,,,,,,,
10,2024-05-08,745584,Groundout,field_out,True,643396,605400,Isiah Kiner-Falefa,Aaron Nola,0,bb7f1bdb-9983-48ca-97d7-1c52e4957115,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.54,3.39,124.2,106.0,103.0,105.0,0.78,8.66,2.02,7.36,1.23,1.37,0.191,0.483,0.162,0.286,0.421,80.0,103.0,90.0,90.0,105.0,100.0,100.0,109.0,106.0,133.0,109.0,116.0,68.0,100.0,93.0,0.212,0.259,0.102,0.324,0.103,1.43,-2.53,-0.12,2.0,-2.18,92.3,87.4,85.4,91.4,79.2,0.194,0.306,0.35,0.117,0.252,0.226,0.29,0.47,0.137,0.289,0.5,0.154,0.389,0.75,0.143,,,,,,,,,,,,,,,,,,,,,,,,
11,2024-05-08,745584,Flyout,field_out,True,664761,605135,Alec Bohm,Chris Bassitt,0,980519ec-d186-4304-86fe-b0ad2e1b1122,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,TOR,3.71,4.24,114.0,99.0,95.0,98.0,0.822,8.37,3.63,9.16,0.79,1.21,0.282,0.341,0.193,0.309,0.45,77.0,89.0,86.0,65.0,106.0,96.0,95.0,104.0,99.0,,,,78.0,103.0,94.0,0.413,0.03,0.202,,0.053,-2.99,0.96,0.24,,-0.92,92.7,89.7,84.5,92.6,,0.193,0.281,0.282,0.25,0.5,0.286,0.337,0.412,0.111,0.25,0.45,0.098,0.152,0.253,0.271,106.0,88.0,100.0,123.0,97.0,108.0,97.0,90.0,88.0,0.049,0.108,0.145,-2.41,-0.29,0.47,83.9,77.5,70.8,0.333,0.556,0.138,0.28,0.32,0.171
12,2024-05-08,745584,Lineout,field_out,True,669016,605135,Brandon Marsh,Chris Bassitt,0,98942c41-8462-4a2c-98c0-5174332c60cf,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,TOR,3.71,4.24,114.0,99.0,95.0,98.0,0.822,8.37,3.63,9.16,0.79,1.21,0.282,0.341,0.193,0.309,0.45,77.0,89.0,86.0,65.0,106.0,96.0,95.0,104.0,99.0,,,,78.0,103.0,94.0,0.413,0.03,0.202,,0.053,-2.99,0.96,0.24,,-0.92,92.7,89.7,84.5,92.6,,0.193,0.281,0.282,0.25,0.5,0.286,0.337,0.412,0.111,0.25,0.45,0.098,0.152,0.253,0.271,106.0,88.0,100.0,123.0,97.0,108.0,97.0,90.0,88.0,0.049,0.108,0.145,-2.41,-0.29,0.47,83.9,77.5,70.8,0.333,0.556,0.138,0.28,0.32,0.171
