,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,ST_ba,ST_slg,ST_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,EP%,wEP/C,vEP
0,2024-08-02,745224,Single,single,False,656941,693433,Kyle Schwarber,Bryan Woo,0,b2d9b9fe-356b-42f3-9d2b-217e7f31d5d8,693433.0,bryanwoo,Woo,Right,Bryan Woo,SEA,2.05,2.29,87.2,108.0,103.0,108.0,0.812,6.98,0.92,6.37,0.62,1.06,0.287,0.346,0.154,0.213,0.512,82.0,101.0,95.0,97.0,110.0,108.0,118.0,111.0,111.0,113.0,103.0,110.0,0.237,0.509,0.16,0.094,1.75,2.42,1.59,2.87,94.7,89.5,94.5,84.2,0.208,0.319,0.25,0.211,0.289,0.101,0.122,0.195,0.148,0.261,0.348,0.208,0.087,0.087,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-02,745224,Lineout,field_out,True,607208,693433,Trea Turner,Bryan Woo,0,6bd5ca17-9d53-40f5-8c0c-cc05ed0a5622,693433.0,bryanwoo,Woo,Right,Bryan Woo,SEA,2.05,2.29,87.2,108.0,103.0,108.0,0.812,6.98,0.92,6.37,0.62,1.06,0.287,0.346,0.154,0.213,0.512,82.0,101.0,95.0,97.0,110.0,108.0,118.0,111.0,111.0,113.0,103.0,110.0,0.237,0.509,0.16,0.094,1.75,2.42,1.59,2.87,94.7,89.5,94.5,84.2,0.208,0.319,0.25,0.211,0.289,0.101,0.122,0.195,0.148,0.261,0.348,0.208,0.087,0.087,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-02,745224,Strikeout,strikeout,True,547180,693433,Bryce Harper,Bryan Woo,0,c601494a-8302-4def-815c-79277cbb556d,693433.0,bryanwoo,Woo,Right,Bryan Woo,SEA,2.05,2.29,87.2,108.0,103.0,108.0,0.812,6.98,0.92,6.37,0.62,1.06,0.287,0.346,0.154,0.213,0.512,82.0,101.0,95.0,97.0,110.0,108.0,118.0,111.0,111.0,113.0,103.0,110.0,0.237,0.509,0.16,0.094,1.75,2.42,1.59,2.87,94.7,89.5,94.5,84.2,0.208,0.319,0.25,0.211,0.289,0.101,0.122,0.195,0.148,0.261,0.348,0.208,0.087,0.087,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-02,745224,Groundout,field_out,True,664761,693433,Alec Bohm,Bryan Woo,0,2a2e6cf6-5f17-4c6b-b81d-cdfe94376531,693433.0,bryanwoo,Woo,Right,Bryan Woo,SEA,2.05,2.29,87.2,108.0,103.0,108.0,0.812,6.98,0.92,6.37,0.62,1.06,0.287,0.346,0.154,0.213,0.512,82.0,101.0,95.0,97.0,110.0,108.0,118.0,111.0,111.0,113.0,103.0,110.0,0.237,0.509,0.16,0.094,1.75,2.42,1.59,2.87,94.7,89.5,94.5,84.2,0.208,0.319,0.25,0.211,0.289,0.101,0.122,0.195,0.148,0.261,0.348,0.208,0.087,0.087,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-08-02,745224,Home Run,home_run,False,645302,663969,Victor Robles,Tyler Phillips,0,0bfa4ae6-41c2-4200-8fce-0058337daa4b,663969.0,tylerphillips,Phillips,Right,Tyler Phillips,PHI,5.5,5.53,36.0,99.0,95.0,98.0,0.792,6.75,1.75,9.25,1.75,1.23,0.114,0.518,0.175,0.36,0.417,72.0,109.0,103.0,72.0,92.0,91.0,80.0,100.0,90.0,122.0,95.0,102.0,0.308,0.186,0.295,0.066,3.67,-0.59,-2.14,-3.96,92.6,85.7,93.7,82.5,0.194,0.29,0.212,0.306,0.694,0.128,0.5,0.625,0.2,,,,0.295,0.5,0.329,108.0,111.0,115.0,0.144,1.11,80.9,0.143,0.143,0.214,,,,,,,,,,,,,,,,,,,,,
5,2024-08-02,745224,Groundout,field_out,True,668227,663969,Randy Arozarena,Tyler Phillips,0,13962907-ee01-421d-a69e-e2ad585574ae,663969.0,tylerphillips,Phillips,Right,Tyler Phillips,PHI,5.5,5.53,36.0,99.0,95.0,98.0,0.792,6.75,1.75,9.25,1.75,1.23,0.114,0.518,0.175,0.36,0.417,72.0,109.0,103.0,72.0,92.0,91.0,80.0,100.0,90.0,122.0,95.0,102.0,0.308,0.186,0.295,0.066,3.67,-0.59,-2.14,-3.96,92.6,85.7,93.7,82.5,0.194,0.29,0.212,0.306,0.694,0.128,0.5,0.625,0.2,,,,0.295,0.5,0.329,108.0,111.0,115.0,0.144,1.11,80.9,0.143,0.143,0.214,,,,,,,,,,,,,,,,,,,,,
6,2024-08-02,745224,Lineout,field_out,True,663728,663969,Cal Raleigh,Tyler Phillips,0,825f5f65-9af7-4b24-afce-03692be51240,663969.0,tylerphillips,Phillips,Right,Tyler Phillips,PHI,5.5,5.53,36.0,99.0,95.0,98.0,0.792,6.75,1.75,9.25,1.75,1.23,0.114,0.518,0.175,0.36,0.417,72.0,109.0,103.0,72.0,92.0,91.0,80.0,100.0,90.0,122.0,95.0,102.0,0.308,0.186,0.295,0.066,3.67,-0.59,-2.14,-3.96,92.6,85.7,93.7,82.5,0.194,0.29,0.212,0.306,0.694,0.128,0.5,0.625,0.2,,,,0.295,0.5,0.329,108.0,111.0,115.0,0.144,1.11,80.9,0.143,0.143,0.214,,,,,,,,,,,,,,,,,,,,,
7,2024-08-02,745224,Flyout,field_out,True,457759,663969,Justin Turner,Tyler Phillips,0,b49ef553-93c5-44e4-a188-acc195442a7d,663969.0,tylerphillips,Phillips,Right,Tyler Phillips,PHI,5.5,5.53,36.0,99.0,95.0,98.0,0.792,6.75,1.75,9.25,1.75,1.23,0.114,0.518,0.175,0.36,0.417,72.0,109.0,103.0,72.0,92.0,91.0,80.0,100.0,90.0,122.0,95.0,102.0,0.308,0.186,0.295,0.066,3.67,-0.59,-2.14,-3.96,92.6,85.7,93.7,82.5,0.194,0.29,0.212,0.306,0.694,0.128,0.5,0.625,0.2,,,,0.295,0.5,0.329,108.0,111.0,115.0,0.144,1.11,80.9,0.143,0.143,0.214,,,,,,,,,,,,,,,,,,,,,
8,2024-08-02,745224,Flyout,field_out,True,669016,693433,Brandon Marsh,Bryan Woo,0,f4e58f8b-18c7-468f-af8c-6bf51dbe6292,693433.0,bryanwoo,Woo,Right,Bryan Woo,SEA,2.05,2.29,87.2,108.0,103.0,108.0,0.812,6.98,0.92,6.37,0.62,1.06,0.287,0.346,0.154,0.213,0.512,82.0,101.0,95.0,97.0,110.0,108.0,118.0,111.0,111.0,113.0,103.0,110.0,0.237,0.509,0.16,0.094,1.75,2.42,1.59,2.87,94.7,89.5,94.5,84.2,0.208,0.319,0.25,0.211,0.289,0.101,0.122,0.195,0.148,0.261,0.348,0.208,0.087,0.087,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-08-02,745224,Groundout,field_out,True,592663,693433,J.T. Realmuto,Bryan Woo,0,56f26004-b234-432a-a92c-8ddce48456dd,693433.0,bryanwoo,Woo,Right,Bryan Woo,SEA,2.05,2.29,87.2,108.0,103.0,108.0,0.812,6.98,0.92,6.37,0.62,1.06,0.287,0.346,0.154,0.213,0.512,82.0,101.0,95.0,97.0,110.0,108.0,118.0,111.0,111.0,113.0,103.0,110.0,0.237,0.509,0.16,0.094,1.75,2.42,1.59,2.87,94.7,89.5,94.5,84.2,0.208,0.319,0.25,0.211,0.289,0.101,0.122,0.195,0.148,0.261,0.348,0.208,0.087,0.087,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
