,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,SL%,KC%,CH%,wFC/C,wSI/C,wSL/C,wKC/C,wCH/C,vFC,vCH,vSI,vSL,vKC,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,FA%,CU%,wFA/C,wCU/C,vFA,vCU,FF_ba,FF_slg,FF_whiff
0,2024-04-24,745753,Lineout,field_out,True,676116,657376,Ryan Noda,Clarke Schmidt,0,4dd9ad30-ea11-42bd-8fc9-586f0971f03c,657376.0,clarkeschmidt,Schmidt,Right,Clarke Schmidt,NYY,2.52,3.72,60.2,99.0,114.0,101.0,0.719,9.94,2.97,7.27,0.89,1.0,0.312,0.364,0.234,0.24,0.412,36.0,89.0,96.0,81.0,97.0,87.0,135.0,93.0,102.0,152.0,100.0,112.0,106.0,106.0,103.0,0.215,0.356,0.239,0.181,0.009,0.6,-0.42,1.58,0.69,-13.06,92.4,87.1,94.2,85.3,83.9,0.256,0.372,0.325,0.196,0.283,0.319,0.233,0.488,0.212,0.146,0.22,0.346,0.667,1.0,0.0,,,,,,,,,,,,,,,
1,2024-04-24,745753,Groundout,field_out,True,663527,657376,Tyler Nevin,Clarke Schmidt,0,92a79e85-cf46-478b-bf96-17a9105f26a2,657376.0,clarkeschmidt,Schmidt,Right,Clarke Schmidt,NYY,2.52,3.72,60.2,99.0,114.0,101.0,0.719,9.94,2.97,7.27,0.89,1.0,0.312,0.364,0.234,0.24,0.412,36.0,89.0,96.0,81.0,97.0,87.0,135.0,93.0,102.0,152.0,100.0,112.0,106.0,106.0,103.0,0.215,0.356,0.239,0.181,0.009,0.6,-0.42,1.58,0.69,-13.06,92.4,87.1,94.2,85.3,83.9,0.256,0.372,0.325,0.196,0.283,0.319,0.233,0.488,0.212,0.146,0.22,0.346,0.667,1.0,0.0,,,,,,,,,,,,,,,
2,2024-04-24,745753,Double,double,False,668709,657376,JJ Bleday,Clarke Schmidt,0,a5eba360-c71b-4343-942f-e65f526a68af,657376.0,clarkeschmidt,Schmidt,Right,Clarke Schmidt,NYY,2.52,3.72,60.2,99.0,114.0,101.0,0.719,9.94,2.97,7.27,0.89,1.0,0.312,0.364,0.234,0.24,0.412,36.0,89.0,96.0,81.0,97.0,87.0,135.0,93.0,102.0,152.0,100.0,112.0,106.0,106.0,103.0,0.215,0.356,0.239,0.181,0.009,0.6,-0.42,1.58,0.69,-13.06,92.4,87.1,94.2,85.3,83.9,0.256,0.372,0.325,0.196,0.283,0.319,0.233,0.488,0.212,0.146,0.22,0.346,0.667,1.0,0.0,,,,,,,,,,,,,,,
3,2024-04-24,745753,Walk,walk,False,667670,657376,Brent Rooker,Clarke Schmidt,0,fe946fbd-7015-4582-afa1-824a7a50e94b,657376.0,clarkeschmidt,Schmidt,Right,Clarke Schmidt,NYY,2.52,3.72,60.2,99.0,114.0,101.0,0.719,9.94,2.97,7.27,0.89,1.0,0.312,0.364,0.234,0.24,0.412,36.0,89.0,96.0,81.0,97.0,87.0,135.0,93.0,102.0,152.0,100.0,112.0,106.0,106.0,103.0,0.215,0.356,0.239,0.181,0.009,0.6,-0.42,1.58,0.69,-13.06,92.4,87.1,94.2,85.3,83.9,0.256,0.372,0.325,0.196,0.283,0.319,0.233,0.488,0.212,0.146,0.22,0.346,0.667,1.0,0.0,,,,,,,,,,,,,,,
4,2024-04-24,745753,Strikeout,strikeout,True,664913,657376,Seth Brown,Clarke Schmidt,0,6ffac62f-ab87-4c29-a54d-823d1cd6a78f,657376.0,clarkeschmidt,Schmidt,Right,Clarke Schmidt,NYY,2.52,3.72,60.2,99.0,114.0,101.0,0.719,9.94,2.97,7.27,0.89,1.0,0.312,0.364,0.234,0.24,0.412,36.0,89.0,96.0,81.0,97.0,87.0,135.0,93.0,102.0,152.0,100.0,112.0,106.0,106.0,103.0,0.215,0.356,0.239,0.181,0.009,0.6,-0.42,1.58,0.69,-13.06,92.4,87.1,94.2,85.3,83.9,0.256,0.372,0.325,0.196,0.283,0.319,0.233,0.488,0.212,0.146,0.22,0.346,0.667,1.0,0.0,,,,,,,,,,,,,,,
5,2024-04-24,745753,Strikeout,strikeout,True,683011,671212,Anthony Volpe,Joe Boyle,0,5cdc5e66-3055-4554-9c52-c6df2d0ecb17,671212.0,joeboyle,Boyle,Right,Joe Boyle,OAK,7.16,4.79,27.2,88.0,110.0,92.0,0.757,9.43,7.48,8.13,0.98,0.87,0.263,0.25,0.171,0.263,0.38,,,,,,,128.0,106.0,117.0,,,,,,,,,0.36,,,,,0.13,,,,,,86.7,,,,,0.25,0.75,0.5,,,,,,,,,,110.0,75.0,87.0,95.0,84.0,84.0,0.575,0.065,-0.8,0.58,96.6,80.4,0.268,0.411,0.216
6,2024-04-24,745753,Walk,walk,False,665742,671212,Juan Soto,Joe Boyle,0,49e58888-8f9b-4e95-9641-46346831a4b9,671212.0,joeboyle,Boyle,Right,Joe Boyle,OAK,7.16,4.79,27.2,88.0,110.0,92.0,0.757,9.43,7.48,8.13,0.98,0.87,0.263,0.25,0.171,0.263,0.38,,,,,,,128.0,106.0,117.0,,,,,,,,,0.36,,,,,0.13,,,,,,86.7,,,,,0.25,0.75,0.5,,,,,,,,,,110.0,75.0,87.0,95.0,84.0,84.0,0.575,0.065,-0.8,0.58,96.6,80.4,0.268,0.411,0.216
7,2024-04-24,745753,Home Run,home_run,False,592450,671212,Aaron Judge,Joe Boyle,1,349725c9-e178-4923-9e55-d9630fec3882,671212.0,joeboyle,Boyle,Right,Joe Boyle,OAK,7.16,4.79,27.2,88.0,110.0,92.0,0.757,9.43,7.48,8.13,0.98,0.87,0.263,0.25,0.171,0.263,0.38,,,,,,,128.0,106.0,117.0,,,,,,,,,0.36,,,,,0.13,,,,,,86.7,,,,,0.25,0.75,0.5,,,,,,,,,,110.0,75.0,87.0,95.0,84.0,84.0,0.575,0.065,-0.8,0.58,96.6,80.4,0.268,0.411,0.216
8,2024-04-24,745753,Strikeout,strikeout,True,519317,671212,Giancarlo Stanton,Joe Boyle,0,caa5b96d-1cde-4318-ae8a-9a01763b8334,671212.0,joeboyle,Boyle,Right,Joe Boyle,OAK,7.16,4.79,27.2,88.0,110.0,92.0,0.757,9.43,7.48,8.13,0.98,0.87,0.263,0.25,0.171,0.263,0.38,,,,,,,128.0,106.0,117.0,,,,,,,,,0.36,,,,,0.13,,,,,,86.7,,,,,0.25,0.75,0.5,,,,,,,,,,110.0,75.0,87.0,95.0,84.0,84.0,0.575,0.065,-0.8,0.58,96.6,80.4,0.268,0.411,0.216
9,2024-04-24,745753,Strikeout,strikeout,True,519203,671212,Anthony Rizzo,Joe Boyle,0,0bd97993-5c43-4b4b-ad6e-804b46f6a106,671212.0,joeboyle,Boyle,Right,Joe Boyle,OAK,7.16,4.79,27.2,88.0,110.0,92.0,0.757,9.43,7.48,8.13,0.98,0.87,0.263,0.25,0.171,0.263,0.38,,,,,,,128.0,106.0,117.0,,,,,,,,,0.36,,,,,0.13,,,,,,86.7,,,,,0.25,0.75,0.5,,,,,,,,,,110.0,75.0,87.0,95.0,84.0,84.0,0.575,0.065,-0.8,0.58,96.6,80.4,0.268,0.411,0.216
10,2024-04-24,745753,Flyout,field_out,True,647351,657376,Abraham Toro,Clarke Schmidt,0,a502f017-385d-4681-be99-5660203d6d03,657376.0,clarkeschmidt,Schmidt,Right,Clarke Schmidt,NYY,2.52,3.72,60.2,99.0,114.0,101.0,0.719,9.94,2.97,7.27,0.89,1.0,0.312,0.364,0.234,0.24,0.412,36.0,89.0,96.0,81.0,97.0,87.0,135.0,93.0,102.0,152.0,100.0,112.0,106.0,106.0,103.0,0.215,0.356,0.239,0.181,0.009,0.6,-0.42,1.58,0.69,-13.06,92.4,87.1,94.2,85.3,83.9,0.256,0.372,0.325,0.196,0.283,0.319,0.233,0.488,0.212,0.146,0.22,0.346,0.667,1.0,0.0,,,,,,,,,,,,,,,
11,2024-04-24,745753,Groundout,field_out,True,671732,657376,Lawrence Butler,Clarke Schmidt,0,1dfd3237-1628-4027-8db8-c80a401190a2,657376.0,clarkeschmidt,Schmidt,Right,Clarke Schmidt,NYY,2.52,3.72,60.2,99.0,114.0,101.0,0.719,9.94,2.97,7.27,0.89,1.0,0.312,0.364,0.234,0.24,0.412,36.0,89.0,96.0,81.0,97.0,87.0,135.0,93.0,102.0,152.0,100.0,112.0,106.0,106.0,103.0,0.215,0.356,0.239,0.181,0.009,0.6,-0.42,1.58,0.69,-13.06,92.4,87.1,94.2,85.3,83.9,0.256,0.372,0.325,0.196,0.283,0.319,0.233,0.488,0.212,0.146,0.22,0.346,0.667,1.0,0.0,,,,,,,,,,,,,,,
12,2024-04-24,745753,Strikeout,strikeout,True,669127,657376,Shea Langeliers,Clarke Schmidt,0,194b1a66-899a-41f1-b88c-a769ffd954b5,657376.0,clarkeschmidt,Schmidt,Right,Clarke Schmidt,NYY,2.52,3.72,60.2,99.0,114.0,101.0,0.719,9.94,2.97,7.27,0.89,1.0,0.312,0.364,0.234,0.24,0.412,36.0,89.0,96.0,81.0,97.0,87.0,135.0,93.0,102.0,152.0,100.0,112.0,106.0,106.0,103.0,0.215,0.356,0.239,0.181,0.009,0.6,-0.42,1.58,0.69,-13.06,92.4,87.1,94.2,85.3,83.9,0.256,0.372,0.325,0.196,0.283,0.319,0.233,0.488,0.212,0.146,0.22,0.346,0.667,1.0,0.0,,,,,,,,,,,,,,,
