,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,wFA/C,wFS/C,wSI/C,wSL/C,vFA,vFS,vSI,vSL,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CH%,wFC/C,wCH/C,vFC,vCH,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff
10,2024-05-05,745913,Single,single,False,621043,681867,Carlos Correa,Cooper Criswell,1,6f5c1738-38db-439e-8e2e-53fe2fce0c7e,681867.0,coopercriswell,Criswell,Right,Cooper Criswell,BOS,4.03,3.69,58.0,103.0,106.0,99.0,0.832,7.76,2.33,9.0,1.09,1.4,0.197,0.506,0.208,0.309,0.406,,,,110.0,113.0,104.0,114.0,97.0,99.0,,,,0.266,,,0.3,,,1.17,-2.03,,,89.3,76.9,,,,,,,0.305,0.508,0.195,0.286,0.452,0.059,108.0,101.0,99.0,81.0,104.0,92.0,0.146,0.287,0.21,0.42,86.1,84.6,0.263,0.368,0.189,0.148,0.37,0.379,,,,,,,,,
11,2024-05-05,745913,Single,single,False,663616,681867,Trevor Larnach,Cooper Criswell,1,8b670e39-95d3-4217-ae9e-63acb607c46a,681867.0,coopercriswell,Criswell,Right,Cooper Criswell,BOS,4.03,3.69,58.0,103.0,106.0,99.0,0.832,7.76,2.33,9.0,1.09,1.4,0.197,0.506,0.208,0.309,0.406,,,,110.0,113.0,104.0,114.0,97.0,99.0,,,,0.266,,,0.3,,,1.17,-2.03,,,89.3,76.9,,,,,,,0.305,0.508,0.195,0.286,0.452,0.059,108.0,101.0,99.0,81.0,104.0,92.0,0.146,0.287,0.21,0.42,86.1,84.6,0.263,0.368,0.189,0.148,0.37,0.379,,,,,,,,,
12,2024-05-05,745913,Strikeout,strikeout,True,650489,681867,Willi Castro,Cooper Criswell,0,8105ea6c-1d72-431c-810b-291c50c60067,681867.0,coopercriswell,Criswell,Right,Cooper Criswell,BOS,4.03,3.69,58.0,103.0,106.0,99.0,0.832,7.76,2.33,9.0,1.09,1.4,0.197,0.506,0.208,0.309,0.406,,,,110.0,113.0,104.0,114.0,97.0,99.0,,,,0.266,,,0.3,,,1.17,-2.03,,,89.3,76.9,,,,,,,0.305,0.508,0.195,0.286,0.452,0.059,108.0,101.0,99.0,81.0,104.0,92.0,0.146,0.287,0.21,0.42,86.1,84.6,0.263,0.368,0.189,0.148,0.37,0.379,,,,,,,,,
13,2024-05-05,745913,Strikeout,strikeout,True,467793,681867,Carlos Santana,Cooper Criswell,0,dc18df7b-716d-4165-bf87-6fff3ccfda53,681867.0,coopercriswell,Criswell,Right,Cooper Criswell,BOS,4.03,3.69,58.0,103.0,106.0,99.0,0.832,7.76,2.33,9.0,1.09,1.4,0.197,0.506,0.208,0.309,0.406,,,,110.0,113.0,104.0,114.0,97.0,99.0,,,,0.266,,,0.3,,,1.17,-2.03,,,89.3,76.9,,,,,,,0.305,0.508,0.195,0.286,0.452,0.059,108.0,101.0,99.0,81.0,104.0,92.0,0.146,0.287,0.21,0.42,86.1,84.6,0.263,0.368,0.189,0.148,0.37,0.379,,,,,,,,,
14,2024-05-05,745913,Forceout,force_out,True,669304,681867,Jose Miranda,Cooper Criswell,1,ccb4c89e-04f6-460f-9ab6-6dc4b474726f,681867.0,coopercriswell,Criswell,Right,Cooper Criswell,BOS,4.03,3.69,58.0,103.0,106.0,99.0,0.832,7.76,2.33,9.0,1.09,1.4,0.197,0.506,0.208,0.309,0.406,,,,110.0,113.0,104.0,114.0,97.0,99.0,,,,0.266,,,0.3,,,1.17,-2.03,,,89.3,76.9,,,,,,,0.305,0.508,0.195,0.286,0.452,0.059,108.0,101.0,99.0,81.0,104.0,92.0,0.146,0.287,0.21,0.42,86.1,84.6,0.263,0.368,0.189,0.148,0.37,0.379,,,,,,,,,
15,2024-05-05,745913,Strikeout,strikeout,True,624512,657746,Reese McGuire,Joe Ryan,0,3959909e-b59d-47c8-afee-edce6148006b,657746.0,joeryan,Ryan,Right,Joe Ryan,MIN,3.53,3.08,114.2,107.0,100.0,105.0,0.757,9.73,1.49,7.53,1.26,0.74,0.244,0.431,0.203,0.283,0.481,96.0,110.0,106.0,114.0,106.0,104.0,105.0,104.0,113.0,103.0,104.0,95.0,0.051,0.485,0.229,0.235,1.28,0.01,-1.2,0.03,94.1,88.6,93.2,83.6,0.198,0.381,0.275,0.211,0.413,0.26,0.333,0.606,0.222,0.348,0.478,0.096,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2024-05-05,745913,Strikeout,strikeout,True,678882,657746,Ceddanne Rafaela,Joe Ryan,0,307af3d4-cb25-492a-9eca-f640c0678554,657746.0,joeryan,Ryan,Right,Joe Ryan,MIN,3.53,3.08,114.2,107.0,100.0,105.0,0.757,9.73,1.49,7.53,1.26,0.74,0.244,0.431,0.203,0.283,0.481,96.0,110.0,106.0,114.0,106.0,104.0,105.0,104.0,113.0,103.0,104.0,95.0,0.051,0.485,0.229,0.235,1.28,0.01,-1.2,0.03,94.1,88.6,93.2,83.6,0.198,0.381,0.275,0.211,0.413,0.26,0.333,0.606,0.222,0.348,0.478,0.096,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2024-05-05,745913,Groundout,field_out,True,670097,657746,Zack Short,Joe Ryan,0,d9585c0a-abc4-4879-9a8b-7e57322d980b,657746.0,joeryan,Ryan,Right,Joe Ryan,MIN,3.53,3.08,114.2,107.0,100.0,105.0,0.757,9.73,1.49,7.53,1.26,0.74,0.244,0.431,0.203,0.283,0.481,96.0,110.0,106.0,114.0,106.0,104.0,105.0,104.0,113.0,103.0,104.0,95.0,0.051,0.485,0.229,0.235,1.28,0.01,-1.2,0.03,94.1,88.6,93.2,83.6,0.198,0.381,0.275,0.211,0.413,0.26,0.333,0.606,0.222,0.348,0.478,0.096,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2024-05-05,745913,Strikeout,strikeout,True,666135,681867,Alex Kirilloff,Cooper Criswell,0,cd8983f7-a9c9-4511-8808-90ac91681e34,681867.0,coopercriswell,Criswell,Right,Cooper Criswell,BOS,4.03,3.69,58.0,103.0,106.0,99.0,0.832,7.76,2.33,9.0,1.09,1.4,0.197,0.506,0.208,0.309,0.406,,,,110.0,113.0,104.0,114.0,97.0,99.0,,,,0.266,,,0.3,,,1.17,-2.03,,,89.3,76.9,,,,,,,0.305,0.508,0.195,0.286,0.452,0.059,108.0,101.0,99.0,81.0,104.0,92.0,0.146,0.287,0.21,0.42,86.1,84.6,0.263,0.368,0.189,0.148,0.37,0.379,,,,,,,,,
19,2024-05-05,745913,Strikeout,strikeout,True,666397,681867,Edouard Julien,Cooper Criswell,0,d212142a-cfef-43d2-ab08-d1f57a3c45cb,681867.0,coopercriswell,Criswell,Right,Cooper Criswell,BOS,4.03,3.69,58.0,103.0,106.0,99.0,0.832,7.76,2.33,9.0,1.09,1.4,0.197,0.506,0.208,0.309,0.406,,,,110.0,113.0,104.0,114.0,97.0,99.0,,,,0.266,,,0.3,,,1.17,-2.03,,,89.3,76.9,,,,,,,0.305,0.508,0.195,0.286,0.452,0.059,108.0,101.0,99.0,81.0,104.0,92.0,0.146,0.287,0.21,0.42,86.1,84.6,0.263,0.368,0.189,0.148,0.37,0.379,,,,,,,,,
20,2024-05-05,745913,Home Run,home_run,False,680777,681867,Ryan Jeffers,Cooper Criswell,0,5fbbe16f-e9ef-4b7e-afd9-b1f0133a9d5e,681867.0,coopercriswell,Criswell,Right,Cooper Criswell,BOS,4.03,3.69,58.0,103.0,106.0,99.0,0.832,7.76,2.33,9.0,1.09,1.4,0.197,0.506,0.208,0.309,0.406,,,,110.0,113.0,104.0,114.0,97.0,99.0,,,,0.266,,,0.3,,,1.17,-2.03,,,89.3,76.9,,,,,,,0.305,0.508,0.195,0.286,0.452,0.059,108.0,101.0,99.0,81.0,104.0,92.0,0.146,0.287,0.21,0.42,86.1,84.6,0.263,0.368,0.189,0.148,0.37,0.379,,,,,,,,,
21,2024-05-05,745913,Flyout,field_out,True,596146,681867,Max Kepler,Cooper Criswell,0,c31ff14a-428e-4993-aad4-3d578d761523,681867.0,coopercriswell,Criswell,Right,Cooper Criswell,BOS,4.03,3.69,58.0,103.0,106.0,99.0,0.832,7.76,2.33,9.0,1.09,1.4,0.197,0.506,0.208,0.309,0.406,,,,110.0,113.0,104.0,114.0,97.0,99.0,,,,0.266,,,0.3,,,1.17,-2.03,,,89.3,76.9,,,,,,,0.305,0.508,0.195,0.286,0.452,0.059,108.0,101.0,99.0,81.0,104.0,92.0,0.146,0.287,0.21,0.42,86.1,84.6,0.263,0.368,0.189,0.148,0.37,0.379,,,,,,,,,
22,2024-05-05,745913,Double,double,False,680776,657746,Jarren Duran,Joe Ryan,0,8a5e09a5-f620-4406-b573-22011a4df93c,657746.0,joeryan,Ryan,Right,Joe Ryan,MIN,3.53,3.08,114.2,107.0,100.0,105.0,0.757,9.73,1.49,7.53,1.26,0.74,0.244,0.431,0.203,0.283,0.481,96.0,110.0,106.0,114.0,106.0,104.0,105.0,104.0,113.0,103.0,104.0,95.0,0.051,0.485,0.229,0.235,1.28,0.01,-1.2,0.03,94.1,88.6,93.2,83.6,0.198,0.381,0.275,0.211,0.413,0.26,0.333,0.606,0.222,0.348,0.478,0.096,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2024-05-05,745913,Groundout,field_out,True,646240,657746,Rafael Devers,Joe Ryan,1,0db0ccf3-d25a-4c19-bf74-70c9415d721f,657746.0,joeryan,Ryan,Right,Joe Ryan,MIN,3.53,3.08,114.2,107.0,100.0,105.0,0.757,9.73,1.49,7.53,1.26,0.74,0.244,0.431,0.203,0.283,0.481,96.0,110.0,106.0,114.0,106.0,104.0,105.0,104.0,113.0,103.0,104.0,95.0,0.051,0.485,0.229,0.235,1.28,0.01,-1.2,0.03,94.1,88.6,93.2,83.6,0.198,0.381,0.275,0.211,0.413,0.26,0.333,0.606,0.222,0.348,0.478,0.096,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2024-05-05,745913,Double,double,False,608701,657746,Rob Refsnyder,Joe Ryan,1,c135d6bf-6511-4924-8e46-766648e64468,657746.0,joeryan,Ryan,Right,Joe Ryan,MIN,3.53,3.08,114.2,107.0,100.0,105.0,0.757,9.73,1.49,7.53,1.26,0.74,0.244,0.431,0.203,0.283,0.481,96.0,110.0,106.0,114.0,106.0,104.0,105.0,104.0,113.0,103.0,104.0,95.0,0.051,0.485,0.229,0.235,1.28,0.01,-1.2,0.03,94.1,88.6,93.2,83.6,0.198,0.381,0.275,0.211,0.413,0.26,0.333,0.606,0.222,0.348,0.478,0.096,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,2024-05-05,745913,Flyout,field_out,True,677800,657746,Wilyer Abreu,Joe Ryan,0,d187c85f-69c8-463d-adc4-a2a83b21f154,657746.0,joeryan,Ryan,Right,Joe Ryan,MIN,3.53,3.08,114.2,107.0,100.0,105.0,0.757,9.73,1.49,7.53,1.26,0.74,0.244,0.431,0.203,0.283,0.481,96.0,110.0,106.0,114.0,106.0,104.0,105.0,104.0,113.0,103.0,104.0,95.0,0.051,0.485,0.229,0.235,1.28,0.01,-1.2,0.03,94.1,88.6,93.2,83.6,0.198,0.381,0.275,0.211,0.413,0.26,0.333,0.606,0.222,0.348,0.478,0.096,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,2024-05-05,745913,Groundout,field_out,True,687093,657746,Vaughn Grissom,Joe Ryan,0,a02e973b-2597-473a-b7b4-ff63e472e688,657746.0,joeryan,Ryan,Right,Joe Ryan,MIN,3.53,3.08,114.2,107.0,100.0,105.0,0.757,9.73,1.49,7.53,1.26,0.74,0.244,0.431,0.203,0.283,0.481,96.0,110.0,106.0,114.0,106.0,104.0,105.0,104.0,113.0,103.0,104.0,95.0,0.051,0.485,0.229,0.235,1.28,0.01,-1.2,0.03,94.1,88.6,93.2,83.6,0.198,0.381,0.275,0.211,0.413,0.26,0.333,0.606,0.222,0.348,0.478,0.096,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,2024-05-05,745913,Walk,walk,False,621043,681867,Carlos Correa,Cooper Criswell,0,85bc83d3-abb9-46ee-a111-40d31481b2dc,681867.0,coopercriswell,Criswell,Right,Cooper Criswell,BOS,4.03,3.69,58.0,103.0,106.0,99.0,0.832,7.76,2.33,9.0,1.09,1.4,0.197,0.506,0.208,0.309,0.406,,,,110.0,113.0,104.0,114.0,97.0,99.0,,,,0.266,,,0.3,,,1.17,-2.03,,,89.3,76.9,,,,,,,0.305,0.508,0.195,0.286,0.452,0.059,108.0,101.0,99.0,81.0,104.0,92.0,0.146,0.287,0.21,0.42,86.1,84.6,0.263,0.368,0.189,0.148,0.37,0.379,,,,,,,,,
28,2024-05-05,745913,Grounded Into DP,grounded_into_double_play,True,663616,681867,Trevor Larnach,Cooper Criswell,1,769bd205-8bee-4ac2-b2d5-1288956e34c4,681867.0,coopercriswell,Criswell,Right,Cooper Criswell,BOS,4.03,3.69,58.0,103.0,106.0,99.0,0.832,7.76,2.33,9.0,1.09,1.4,0.197,0.506,0.208,0.309,0.406,,,,110.0,113.0,104.0,114.0,97.0,99.0,,,,0.266,,,0.3,,,1.17,-2.03,,,89.3,76.9,,,,,,,0.305,0.508,0.195,0.286,0.452,0.059,108.0,101.0,99.0,81.0,104.0,92.0,0.146,0.287,0.21,0.42,86.1,84.6,0.263,0.368,0.189,0.148,0.37,0.379,,,,,,,,,
29,2024-05-05,745913,Flyout,field_out,True,650489,681867,Willi Castro,Cooper Criswell,0,ed135ff3-be83-42e1-b1db-6a0edee1c664,681867.0,coopercriswell,Criswell,Right,Cooper Criswell,BOS,4.03,3.69,58.0,103.0,106.0,99.0,0.832,7.76,2.33,9.0,1.09,1.4,0.197,0.506,0.208,0.309,0.406,,,,110.0,113.0,104.0,114.0,97.0,99.0,,,,0.266,,,0.3,,,1.17,-2.03,,,89.3,76.9,,,,,,,0.305,0.508,0.195,0.286,0.452,0.059,108.0,101.0,99.0,81.0,104.0,92.0,0.146,0.287,0.21,0.42,86.1,84.6,0.263,0.368,0.189,0.148,0.37,0.379,,,,,,,,,
30,2024-05-05,745913,Flyout,field_out,True,642086,657746,Dominic Smith,Joe Ryan,0,c103dc4c-bac5-4d25-9cad-3bf2b0343071,657746.0,joeryan,Ryan,Right,Joe Ryan,MIN,3.53,3.08,114.2,107.0,100.0,105.0,0.757,9.73,1.49,7.53,1.26,0.74,0.244,0.431,0.203,0.283,0.481,96.0,110.0,106.0,114.0,106.0,104.0,105.0,104.0,113.0,103.0,104.0,95.0,0.051,0.485,0.229,0.235,1.28,0.01,-1.2,0.03,94.1,88.6,93.2,83.6,0.198,0.381,0.275,0.211,0.413,0.26,0.333,0.606,0.222,0.348,0.478,0.096,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,2024-05-05,745913,Single,single,False,624512,657746,Reese McGuire,Joe Ryan,0,6b74455f-e5e3-40f1-9d59-5e690a74d8a2,657746.0,joeryan,Ryan,Right,Joe Ryan,MIN,3.53,3.08,114.2,107.0,100.0,105.0,0.757,9.73,1.49,7.53,1.26,0.74,0.244,0.431,0.203,0.283,0.481,96.0,110.0,106.0,114.0,106.0,104.0,105.0,104.0,113.0,103.0,104.0,95.0,0.051,0.485,0.229,0.235,1.28,0.01,-1.2,0.03,94.1,88.6,93.2,83.6,0.198,0.381,0.275,0.211,0.413,0.26,0.333,0.606,0.222,0.348,0.478,0.096,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,2024-05-05,745913,Home Run,home_run,False,678882,657746,Ceddanne Rafaela,Joe Ryan,1,a932c827-2202-486d-b621-b2e21b4a41b5,657746.0,joeryan,Ryan,Right,Joe Ryan,MIN,3.53,3.08,114.2,107.0,100.0,105.0,0.757,9.73,1.49,7.53,1.26,0.74,0.244,0.431,0.203,0.283,0.481,96.0,110.0,106.0,114.0,106.0,104.0,105.0,104.0,113.0,103.0,104.0,95.0,0.051,0.485,0.229,0.235,1.28,0.01,-1.2,0.03,94.1,88.6,93.2,83.6,0.198,0.381,0.275,0.211,0.413,0.26,0.333,0.606,0.222,0.348,0.478,0.096,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,2024-05-05,745913,Pop Out,field_out,True,670097,657746,Zack Short,Joe Ryan,0,b6db2004-3da5-49a2-8e40-0968b1d0984a,657746.0,joeryan,Ryan,Right,Joe Ryan,MIN,3.53,3.08,114.2,107.0,100.0,105.0,0.757,9.73,1.49,7.53,1.26,0.74,0.244,0.431,0.203,0.283,0.481,96.0,110.0,106.0,114.0,106.0,104.0,105.0,104.0,113.0,103.0,104.0,95.0,0.051,0.485,0.229,0.235,1.28,0.01,-1.2,0.03,94.1,88.6,93.2,83.6,0.198,0.381,0.275,0.211,0.413,0.26,0.333,0.606,0.222,0.348,0.478,0.096,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,2024-05-05,745913,Flyout,field_out,True,680776,657746,Jarren Duran,Joe Ryan,0,875ab384-e0ce-4c81-ade9-2f80c230e7f6,657746.0,joeryan,Ryan,Right,Joe Ryan,MIN,3.53,3.08,114.2,107.0,100.0,105.0,0.757,9.73,1.49,7.53,1.26,0.74,0.244,0.431,0.203,0.283,0.481,96.0,110.0,106.0,114.0,106.0,104.0,105.0,104.0,113.0,103.0,104.0,95.0,0.051,0.485,0.229,0.235,1.28,0.01,-1.2,0.03,94.1,88.6,93.2,83.6,0.198,0.381,0.275,0.211,0.413,0.26,0.333,0.606,0.222,0.348,0.478,0.096,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,2024-05-05,745913,Double,double,False,467793,681867,Carlos Santana,Cooper Criswell,0,37005102-afeb-4f45-bb3a-4469d21a678c,681867.0,coopercriswell,Criswell,Right,Cooper Criswell,BOS,4.03,3.69,58.0,103.0,106.0,99.0,0.832,7.76,2.33,9.0,1.09,1.4,0.197,0.506,0.208,0.309,0.406,,,,110.0,113.0,104.0,114.0,97.0,99.0,,,,0.266,,,0.3,,,1.17,-2.03,,,89.3,76.9,,,,,,,0.305,0.508,0.195,0.286,0.452,0.059,108.0,101.0,99.0,81.0,104.0,92.0,0.146,0.287,0.21,0.42,86.1,84.6,0.263,0.368,0.189,0.148,0.37,0.379,,,,,,,,,
36,2024-05-05,745913,Pop Out,field_out,True,669304,681867,Jose Miranda,Cooper Criswell,0,b3f32f52-2061-44c1-a54c-02ce9e96756b,681867.0,coopercriswell,Criswell,Right,Cooper Criswell,BOS,4.03,3.69,58.0,103.0,106.0,99.0,0.832,7.76,2.33,9.0,1.09,1.4,0.197,0.506,0.208,0.309,0.406,,,,110.0,113.0,104.0,114.0,97.0,99.0,,,,0.266,,,0.3,,,1.17,-2.03,,,89.3,76.9,,,,,,,0.305,0.508,0.195,0.286,0.452,0.059,108.0,101.0,99.0,81.0,104.0,92.0,0.146,0.287,0.21,0.42,86.1,84.6,0.263,0.368,0.189,0.148,0.37,0.379,,,,,,,,,
