,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,SL%,CU%,CH%,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFC,vCH,vSI,vSL,vCU,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ KC,Loc+ KC,Pit+ KC,FA%,KC%,wFA/C,wKC/C,vFA,vKC,FF_ba,FF_slg,FF_whiff
0,2024-08-03,745636,Walk,walk,False,660271,687765,Shohei Ohtani,Mitch Spence,0,3eed91f3-91ce-4e0d-b835-52cb68111d4a,687765.0,mitchspence,Spence,Right,Mitch Spence,OAK,4.54,3.84,121.0,103.0,100.0,101.0,0.79,7.44,2.83,9.22,1.19,1.36,0.18,0.448,0.139,0.3,0.408,72.0,86.0,83.0,109.0,116.0,115.0,38.0,97.0,86.0,124.0,104.0,109.0,99.0,100.0,96.0,0.14,0.395,0.341,0.109,0.015,-0.24,-0.5,0.02,-0.39,-8.95,90.8,88.5,92.0,84.3,80.1,0.265,0.464,0.183,0.265,0.482,0.275,0.29,0.339,0.156,0.185,0.292,0.319,0.625,0.875,0.0,,,,,,,,,,,,,,,
1,2024-08-03,745636,Lineout,field_out,True,606192,687765,Teoscar Hernández,Mitch Spence,1,45316a41-dd5c-4b8a-b6d1-e5bd61a0d5fd,687765.0,mitchspence,Spence,Right,Mitch Spence,OAK,4.54,3.84,121.0,103.0,100.0,101.0,0.79,7.44,2.83,9.22,1.19,1.36,0.18,0.448,0.139,0.3,0.408,72.0,86.0,83.0,109.0,116.0,115.0,38.0,97.0,86.0,124.0,104.0,109.0,99.0,100.0,96.0,0.14,0.395,0.341,0.109,0.015,-0.24,-0.5,0.02,-0.39,-8.95,90.8,88.5,92.0,84.3,80.1,0.265,0.464,0.183,0.265,0.482,0.275,0.29,0.339,0.156,0.185,0.292,0.319,0.625,0.875,0.0,,,,,,,,,,,,,,,
2,2024-08-03,745636,Strikeout,strikeout,True,666158,687765,Gavin Lux,Mitch Spence,0,1073210c-6903-4d67-b1a0-99c2a424c0e7,687765.0,mitchspence,Spence,Right,Mitch Spence,OAK,4.54,3.84,121.0,103.0,100.0,101.0,0.79,7.44,2.83,9.22,1.19,1.36,0.18,0.448,0.139,0.3,0.408,72.0,86.0,83.0,109.0,116.0,115.0,38.0,97.0,86.0,124.0,104.0,109.0,99.0,100.0,96.0,0.14,0.395,0.341,0.109,0.015,-0.24,-0.5,0.02,-0.39,-8.95,90.8,88.5,92.0,84.3,80.1,0.265,0.464,0.183,0.265,0.482,0.275,0.29,0.339,0.156,0.185,0.292,0.319,0.625,0.875,0.0,,,,,,,,,,,,,,,
3,2024-08-03,745636,Groundout,field_out,True,669257,687765,Will Smith,Mitch Spence,0,3ae05d95-3c42-4fc0-8b15-757fa31b9a2b,687765.0,mitchspence,Spence,Right,Mitch Spence,OAK,4.54,3.84,121.0,103.0,100.0,101.0,0.79,7.44,2.83,9.22,1.19,1.36,0.18,0.448,0.139,0.3,0.408,72.0,86.0,83.0,109.0,116.0,115.0,38.0,97.0,86.0,124.0,104.0,109.0,99.0,100.0,96.0,0.14,0.395,0.341,0.109,0.015,-0.24,-0.5,0.02,-0.39,-8.95,90.8,88.5,92.0,84.3,80.1,0.265,0.464,0.183,0.265,0.482,0.275,0.29,0.339,0.156,0.185,0.292,0.319,0.625,0.875,0.0,,,,,,,,,,,,,,,
4,2024-08-03,745636,Single,single,False,671732,656427,Lawrence Butler,Jack Flaherty,0,a7503e85-4c9a-4b15-8a47-fe1c9380ff9a,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,3.07,3.27,135.0,104.0,96.0,104.0,0.713,11.13,1.73,7.47,1.4,1.06,0.232,0.435,0.159,0.297,0.384,86.0,86.0,83.0,,,,75.0,83.0,69.0,95.0,105.0,105.0,,,,0.023,,0.304,,0.03,,-5.92,0.23,,-0.26,,85.8,90.7,84.7,,,,,0.212,0.462,0.36,0.6,1.2,0.357,0.156,0.177,0.443,0.111,0.333,0.111,95.0,106.0,104.0,104.0,105.0,110.0,0.434,0.208,0.61,2.39,93.5,77.5,0.248,0.396,0.245
5,2024-08-03,745636,Single,single,False,609280,656427,Miguel Andujar,Jack Flaherty,1,65320f07-fc1f-4a06-90e9-4410176fa6be,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,3.07,3.27,135.0,104.0,96.0,104.0,0.713,11.13,1.73,7.47,1.4,1.06,0.232,0.435,0.159,0.297,0.384,86.0,86.0,83.0,,,,75.0,83.0,69.0,95.0,105.0,105.0,,,,0.023,,0.304,,0.03,,-5.92,0.23,,-0.26,,85.8,90.7,84.7,,,,,0.212,0.462,0.36,0.6,1.2,0.357,0.156,0.177,0.443,0.111,0.333,0.111,95.0,106.0,104.0,104.0,105.0,110.0,0.434,0.208,0.61,2.39,93.5,77.5,0.248,0.396,0.245
6,2024-08-03,745636,Pop Out,field_out,True,668709,656427,JJ Bleday,Jack Flaherty,0,d6f89642-ed5a-4874-b1fd-ff4a82ca1427,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,3.07,3.27,135.0,104.0,96.0,104.0,0.713,11.13,1.73,7.47,1.4,1.06,0.232,0.435,0.159,0.297,0.384,86.0,86.0,83.0,,,,75.0,83.0,69.0,95.0,105.0,105.0,,,,0.023,,0.304,,0.03,,-5.92,0.23,,-0.26,,85.8,90.7,84.7,,,,,0.212,0.462,0.36,0.6,1.2,0.357,0.156,0.177,0.443,0.111,0.333,0.111,95.0,106.0,104.0,104.0,105.0,110.0,0.434,0.208,0.61,2.39,93.5,77.5,0.248,0.396,0.245
7,2024-08-03,745636,Strikeout,strikeout,True,667670,656427,Brent Rooker,Jack Flaherty,0,de4f152a-250d-43cc-8a82-e245081c03c9,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,3.07,3.27,135.0,104.0,96.0,104.0,0.713,11.13,1.73,7.47,1.4,1.06,0.232,0.435,0.159,0.297,0.384,86.0,86.0,83.0,,,,75.0,83.0,69.0,95.0,105.0,105.0,,,,0.023,,0.304,,0.03,,-5.92,0.23,,-0.26,,85.8,90.7,84.7,,,,,0.212,0.462,0.36,0.6,1.2,0.357,0.156,0.177,0.443,0.111,0.333,0.111,95.0,106.0,104.0,104.0,105.0,110.0,0.434,0.208,0.61,2.39,93.5,77.5,0.248,0.396,0.245
8,2024-08-03,745636,Strikeout,strikeout,True,669127,656427,Shea Langeliers,Jack Flaherty,0,bd9acc88-31b8-4312-8c6b-07b335a1d0e3,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,3.07,3.27,135.0,104.0,96.0,104.0,0.713,11.13,1.73,7.47,1.4,1.06,0.232,0.435,0.159,0.297,0.384,86.0,86.0,83.0,,,,75.0,83.0,69.0,95.0,105.0,105.0,,,,0.023,,0.304,,0.03,,-5.92,0.23,,-0.26,,85.8,90.7,84.7,,,,,0.212,0.462,0.36,0.6,1.2,0.357,0.156,0.177,0.443,0.111,0.333,0.111,95.0,106.0,104.0,104.0,105.0,110.0,0.434,0.208,0.61,2.39,93.5,77.5,0.248,0.396,0.245
9,2024-08-03,745636,Groundout,field_out,True,518792,687765,Jason Heyward,Mitch Spence,0,b6dd80ec-fed7-446d-ad08-ff2509edad78,687765.0,mitchspence,Spence,Right,Mitch Spence,OAK,4.54,3.84,121.0,103.0,100.0,101.0,0.79,7.44,2.83,9.22,1.19,1.36,0.18,0.448,0.139,0.3,0.408,72.0,86.0,83.0,109.0,116.0,115.0,38.0,97.0,86.0,124.0,104.0,109.0,99.0,100.0,96.0,0.14,0.395,0.341,0.109,0.015,-0.24,-0.5,0.02,-0.39,-8.95,90.8,88.5,92.0,84.3,80.1,0.265,0.464,0.183,0.265,0.482,0.275,0.29,0.339,0.156,0.185,0.292,0.319,0.625,0.875,0.0,,,,,,,,,,,,,,,
