,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-06-21,746624,Single,single,False,676914,471911,Davis Schneider,Carlos Carrasco,0,f83e973e-e278-4fe5-a42f-56fc4f3ee3fb,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,CLE,5.02,4.83,86.0,98.0,90.0,96.0,0.797,7.12,2.72,9.52,1.47,1.4,0.172,0.425,0.146,0.31,0.396,104.0,105.0,103.0,106.0,102.0,105.0,63.0,94.0,85.0,90.0,95.0,90.0,99.0,102.0,106.0,0.19,0.243,0.283,0.062,0.222,-2.15,-1.29,-0.69,2.26,0.06,91.5,86.7,91.1,83.1,80.4,0.2,0.267,0.37,0.212,0.362,0.276,0.387,0.653,0.137,0.295,0.541,0.123,0.059,0.176,0.242,,,,,,,,,
1,2024-06-21,746624,Grounded Into DP,grounded_into_double_play,True,457759,471911,Justin Turner,Carlos Carrasco,1,54c1583f-292b-4790-bd1f-13dbde560cc3,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,CLE,5.02,4.83,86.0,98.0,90.0,96.0,0.797,7.12,2.72,9.52,1.47,1.4,0.172,0.425,0.146,0.31,0.396,104.0,105.0,103.0,106.0,102.0,105.0,63.0,94.0,85.0,90.0,95.0,90.0,99.0,102.0,106.0,0.19,0.243,0.283,0.062,0.222,-2.15,-1.29,-0.69,2.26,0.06,91.5,86.7,91.1,83.1,80.4,0.2,0.267,0.37,0.212,0.362,0.276,0.387,0.653,0.137,0.295,0.541,0.123,0.059,0.176,0.242,,,,,,,,,
2,2024-06-21,746624,Lineout,field_out,True,665489,471911,Vladimir Guerrero Jr.,Carlos Carrasco,0,4dcb584f-8476-4eac-b29d-30fe1470f124,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,CLE,5.02,4.83,86.0,98.0,90.0,96.0,0.797,7.12,2.72,9.52,1.47,1.4,0.172,0.425,0.146,0.31,0.396,104.0,105.0,103.0,106.0,102.0,105.0,63.0,94.0,85.0,90.0,95.0,90.0,99.0,102.0,106.0,0.19,0.243,0.283,0.062,0.222,-2.15,-1.29,-0.69,2.26,0.06,91.5,86.7,91.1,83.1,80.4,0.2,0.267,0.37,0.212,0.362,0.276,0.387,0.653,0.137,0.295,0.541,0.123,0.059,0.176,0.242,,,,,,,,,
3,2024-06-21,746624,Flyout,field_out,True,680757,684320,Steven Kwan,Yariel Rodríguez,0,13b01118-83c7-4275-a65c-461aceb95387,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,3.67,4.19,34.1,98.0,96.0,97.0,0.773,9.44,4.98,7.34,0.79,1.15,0.253,0.418,0.176,0.264,0.403,,,,92.0,92.0,98.0,90.0,95.0,90.0,80.0,102.0,99.0,116.0,101.0,107.0,0.093,0.441,0.271,0.115,,0.9,3.88,-0.9,-3.05,,94.2,,93.6,84.4,77.7,0.245,0.429,0.344,,,,0.22,0.341,0.206,0.154,0.154,0.125,0.333,0.778,0.25,75.0,115.0,106.0,0.08,-1.28,89.2,0.182,0.273,0.235
4,2024-06-21,746624,Groundout,field_out,True,665926,684320,Andrés Giménez,Yariel Rodríguez,0,7dc5d153-e3f7-4175-8e3c-176ebcc1d2a4,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,3.67,4.19,34.1,98.0,96.0,97.0,0.773,9.44,4.98,7.34,0.79,1.15,0.253,0.418,0.176,0.264,0.403,,,,92.0,92.0,98.0,90.0,95.0,90.0,80.0,102.0,99.0,116.0,101.0,107.0,0.093,0.441,0.271,0.115,,0.9,3.88,-0.9,-3.05,,94.2,,93.6,84.4,77.7,0.245,0.429,0.344,,,,0.22,0.341,0.206,0.154,0.154,0.125,0.333,0.778,0.25,75.0,115.0,106.0,0.08,-1.28,89.2,0.182,0.273,0.235
5,2024-06-21,746624,Groundout,field_out,True,608070,684320,José Ramírez,Yariel Rodríguez,0,fab10874-3a79-4cde-bb53-ac84a74b26a3,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,3.67,4.19,34.1,98.0,96.0,97.0,0.773,9.44,4.98,7.34,0.79,1.15,0.253,0.418,0.176,0.264,0.403,,,,92.0,92.0,98.0,90.0,95.0,90.0,80.0,102.0,99.0,116.0,101.0,107.0,0.093,0.441,0.271,0.115,,0.9,3.88,-0.9,-3.05,,94.2,,93.6,84.4,77.7,0.245,0.429,0.344,,,,0.22,0.341,0.206,0.154,0.154,0.125,0.333,0.778,0.25,75.0,115.0,106.0,0.08,-1.28,89.2,0.182,0.273,0.235
6,2024-06-21,746624,Strikeout,strikeout,True,662139,471911,Daulton Varsho,Carlos Carrasco,0,59fc34d9-eaf8-49ef-b37f-6d2385fec8b3,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,CLE,5.02,4.83,86.0,98.0,90.0,96.0,0.797,7.12,2.72,9.52,1.47,1.4,0.172,0.425,0.146,0.31,0.396,104.0,105.0,103.0,106.0,102.0,105.0,63.0,94.0,85.0,90.0,95.0,90.0,99.0,102.0,106.0,0.19,0.243,0.283,0.062,0.222,-2.15,-1.29,-0.69,2.26,0.06,91.5,86.7,91.1,83.1,80.4,0.2,0.267,0.37,0.212,0.362,0.276,0.387,0.653,0.137,0.295,0.541,0.123,0.059,0.176,0.242,,,,,,,,,
7,2024-06-21,746624,Strikeout,strikeout,True,643376,471911,Danny Jansen,Carlos Carrasco,0,1e1965a7-74cf-4ceb-a48d-2458d8b8835f,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,CLE,5.02,4.83,86.0,98.0,90.0,96.0,0.797,7.12,2.72,9.52,1.47,1.4,0.172,0.425,0.146,0.31,0.396,104.0,105.0,103.0,106.0,102.0,105.0,63.0,94.0,85.0,90.0,95.0,90.0,99.0,102.0,106.0,0.19,0.243,0.283,0.062,0.222,-2.15,-1.29,-0.69,2.26,0.06,91.5,86.7,91.1,83.1,80.4,0.2,0.267,0.37,0.212,0.362,0.276,0.387,0.653,0.137,0.295,0.541,0.123,0.059,0.176,0.242,,,,,,,,,
8,2024-06-21,746624,Strikeout,strikeout,True,543807,471911,George Springer,Carlos Carrasco,0,cffd1a57-c4e9-43c3-882e-0157a04b193b,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,CLE,5.02,4.83,86.0,98.0,90.0,96.0,0.797,7.12,2.72,9.52,1.47,1.4,0.172,0.425,0.146,0.31,0.396,104.0,105.0,103.0,106.0,102.0,105.0,63.0,94.0,85.0,90.0,95.0,90.0,99.0,102.0,106.0,0.19,0.243,0.283,0.062,0.222,-2.15,-1.29,-0.69,2.26,0.06,91.5,86.7,91.1,83.1,80.4,0.2,0.267,0.37,0.212,0.362,0.276,0.387,0.653,0.137,0.295,0.541,0.123,0.059,0.176,0.242,,,,,,,,,
9,2024-06-21,746624,Double,double,False,647304,684320,Josh Naylor,Yariel Rodríguez,0,5eba4ee6-32e0-4e6c-aee6-7bcc47d2b288,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,3.67,4.19,34.1,98.0,96.0,97.0,0.773,9.44,4.98,7.34,0.79,1.15,0.253,0.418,0.176,0.264,0.403,,,,92.0,92.0,98.0,90.0,95.0,90.0,80.0,102.0,99.0,116.0,101.0,107.0,0.093,0.441,0.271,0.115,,0.9,3.88,-0.9,-3.05,,94.2,,93.6,84.4,77.7,0.245,0.429,0.344,,,,0.22,0.341,0.206,0.154,0.154,0.125,0.333,0.778,0.25,75.0,115.0,106.0,0.08,-1.28,89.2,0.182,0.273,0.235
10,2024-06-21,746624,Walk,walk,False,671289,684320,Tyler Freeman,Yariel Rodríguez,0,9c3429d7-67be-439f-876b-22445c7fdc5e,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,3.67,4.19,34.1,98.0,96.0,97.0,0.773,9.44,4.98,7.34,0.79,1.15,0.253,0.418,0.176,0.264,0.403,,,,92.0,92.0,98.0,90.0,95.0,90.0,80.0,102.0,99.0,116.0,101.0,107.0,0.093,0.441,0.271,0.115,,0.9,3.88,-0.9,-3.05,,94.2,,93.6,84.4,77.7,0.245,0.429,0.344,,,,0.22,0.341,0.206,0.154,0.154,0.125,0.333,0.778,0.25,75.0,115.0,106.0,0.08,-1.28,89.2,0.182,0.273,0.235
11,2024-06-21,746624,Walk,walk,False,686823,684320,Will Brennan,Yariel Rodríguez,1,664b7a30-2e94-4dcf-881b-6bb0fc1bd853,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,3.67,4.19,34.1,98.0,96.0,97.0,0.773,9.44,4.98,7.34,0.79,1.15,0.253,0.418,0.176,0.264,0.403,,,,92.0,92.0,98.0,90.0,95.0,90.0,80.0,102.0,99.0,116.0,101.0,107.0,0.093,0.441,0.271,0.115,,0.9,3.88,-0.9,-3.05,,94.2,,93.6,84.4,77.7,0.245,0.429,0.344,,,,0.22,0.341,0.206,0.154,0.154,0.125,0.333,0.778,0.25,75.0,115.0,106.0,0.08,-1.28,89.2,0.182,0.273,0.235
12,2024-06-21,746624,Walk,walk,False,671286,684320,Johnathan Rodriguez,Yariel Rodríguez,1,06a23f2c-2163-4642-aa51-b0164a1e75ce,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,3.67,4.19,34.1,98.0,96.0,97.0,0.773,9.44,4.98,7.34,0.79,1.15,0.253,0.418,0.176,0.264,0.403,,,,92.0,92.0,98.0,90.0,95.0,90.0,80.0,102.0,99.0,116.0,101.0,107.0,0.093,0.441,0.271,0.115,,0.9,3.88,-0.9,-3.05,,94.2,,93.6,84.4,77.7,0.245,0.429,0.344,,,,0.22,0.341,0.206,0.154,0.154,0.125,0.333,0.778,0.25,75.0,115.0,106.0,0.08,-1.28,89.2,0.182,0.273,0.235
13,2024-06-21,746624,Strikeout,strikeout,True,677587,684320,Brayan Rocchio,Yariel Rodríguez,0,da684917-33a6-46a1-b645-d736c65baa38,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,3.67,4.19,34.1,98.0,96.0,97.0,0.773,9.44,4.98,7.34,0.79,1.15,0.253,0.418,0.176,0.264,0.403,,,,92.0,92.0,98.0,90.0,95.0,90.0,80.0,102.0,99.0,116.0,101.0,107.0,0.093,0.441,0.271,0.115,,0.9,3.88,-0.9,-3.05,,94.2,,93.6,84.4,77.7,0.245,0.429,0.344,,,,0.22,0.341,0.206,0.154,0.154,0.125,0.333,0.778,0.25,75.0,115.0,106.0,0.08,-1.28,89.2,0.182,0.273,0.235
14,2024-06-21,746624,Single,single,False,595978,684320,Austin Hedges,Yariel Rodríguez,1,f44f1c40-2527-4466-bef6-18b59cab7492,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,3.67,4.19,34.1,98.0,96.0,97.0,0.773,9.44,4.98,7.34,0.79,1.15,0.253,0.418,0.176,0.264,0.403,,,,92.0,92.0,98.0,90.0,95.0,90.0,80.0,102.0,99.0,116.0,101.0,107.0,0.093,0.441,0.271,0.115,,0.9,3.88,-0.9,-3.05,,94.2,,93.6,84.4,77.7,0.245,0.429,0.344,,,,0.22,0.341,0.206,0.154,0.154,0.125,0.333,0.778,0.25,75.0,115.0,106.0,0.08,-1.28,89.2,0.182,0.273,0.235
15,2024-06-21,746624,Forceout,force_out,True,680757,670102,Steven Kwan,Bowden Francis,1,45abca59-ea17-4297-b06d-4e5ad660cdd8,670102.0,bowdenfrancis,Francis,Right,Bowden Francis,TOR,5.82,4.76,38.2,100.0,101.0,103.0,0.813,7.91,3.26,10.01,1.86,0.82,0.211,0.496,0.179,0.325,0.455,,,,103.0,95.0,100.0,98.0,102.0,103.0,,,,89.0,97.0,97.0,,0.536,0.059,0.284,,0.67,,-7.31,-1.52,,93.3,,,83.8,73.5,0.4,1.1,0.294,,,,0.233,0.442,0.182,,,,0.297,0.486,0.225,118.0,106.0,110.0,0.121,-2.38,84.5,0.348,0.348,0.205
