,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,SL%,CH%,wFC/C,wSI/C,wSL/C,wCH/C,vFC,vCH,vSI,vSL,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ KC,Loc+ KC,Pit+ KC,FA%,KC%,wFA/C,wKC/C,vFA,vKC,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS
0,2024-05-24,746713,Single,single,False,605141,668933,Mookie Betts,Graham Ashcraft,0,cef9ec12-51ca-40ea-ab47-b09842111b25,668933.0,grahamashcraft,Ashcraft,Right,Graham Ashcraft,CIN,5.24,5.02,77.1,98.0,113.0,96.0,0.795,6.63,3.14,10.36,1.28,1.54,0.273,0.369,0.154,0.277,0.43,87.0,78.0,79.0,71.0,100.0,84.0,119.0,98.0,109.0,125.0,99.0,92.0,0.172,0.479,0.319,0.03,-1.58,-2.75,1.37,-3.79,95.6,90.5,94.8,88.4,0.329,0.52,0.161,0.145,0.217,0.367,0.333,0.5,0.119,0.333,0.333,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-05-24,746713,Forceout,force_out,True,660271,668933,Shohei Ohtani,Graham Ashcraft,1,ce89fd07-bce5-4404-8d27-625f1df8e3d7,668933.0,grahamashcraft,Ashcraft,Right,Graham Ashcraft,CIN,5.24,5.02,77.1,98.0,113.0,96.0,0.795,6.63,3.14,10.36,1.28,1.54,0.273,0.369,0.154,0.277,0.43,87.0,78.0,79.0,71.0,100.0,84.0,119.0,98.0,109.0,125.0,99.0,92.0,0.172,0.479,0.319,0.03,-1.58,-2.75,1.37,-3.79,95.6,90.5,94.8,88.4,0.329,0.52,0.161,0.145,0.217,0.367,0.333,0.5,0.119,0.333,0.333,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-05-24,746713,Strikeout,strikeout,True,518692,668933,Freddie Freeman,Graham Ashcraft,0,8d0868c9-149d-4fcc-b023-cb1a69495bbe,668933.0,grahamashcraft,Ashcraft,Right,Graham Ashcraft,CIN,5.24,5.02,77.1,98.0,113.0,96.0,0.795,6.63,3.14,10.36,1.28,1.54,0.273,0.369,0.154,0.277,0.43,87.0,78.0,79.0,71.0,100.0,84.0,119.0,98.0,109.0,125.0,99.0,92.0,0.172,0.479,0.319,0.03,-1.58,-2.75,1.37,-3.79,95.6,90.5,94.8,88.4,0.329,0.52,0.161,0.145,0.217,0.367,0.333,0.5,0.119,0.333,0.333,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-05-24,746713,Flyout,field_out,True,669257,668933,Will Smith,Graham Ashcraft,0,f82b9ca9-ad09-450b-b173-e69cefca5805,668933.0,grahamashcraft,Ashcraft,Right,Graham Ashcraft,CIN,5.24,5.02,77.1,98.0,113.0,96.0,0.795,6.63,3.14,10.36,1.28,1.54,0.273,0.369,0.154,0.277,0.43,87.0,78.0,79.0,71.0,100.0,84.0,119.0,98.0,109.0,125.0,99.0,92.0,0.172,0.479,0.319,0.03,-1.58,-2.75,1.37,-3.79,95.6,90.5,94.8,88.4,0.329,0.52,0.161,0.145,0.217,0.367,0.333,0.5,0.119,0.333,0.333,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-05-24,746713,Walk,walk,False,656413,572020,Stuart Fairchild,James Paxton,0,2cb5a7d0-1b6d-4be8-9a96-774971a12d90,572020.0,jamespaxton,Paxton,Left,James Paxton,LAD,4.38,4.83,84.1,97.0,73.0,90.0,0.821,6.08,4.7,8.32,1.07,0.85,0.269,0.322,0.14,0.337,0.417,71.0,97.0,96.0,65.0,98.0,92.0,,,,82.0,95.0,84.0,0.032,0.037,,0.07,-3.42,-4.92,,-1.66,84.0,82.6,92.6,,0.308,0.769,0.13,,,,0.462,0.692,0.095,0.217,0.348,0.31,69.0,98.0,85.0,79.0,96.0,96.0,0.577,0.284,0.34,-0.23,93.2,80.8,0.243,0.381,0.138,0.224,0.355,0.358,,,,,,,,,,,,
5,2024-05-24,746713,Sac Bunt,sac_bunt,True,682829,572020,Elly De La Cruz,James Paxton,1,2c5057fe-8cf1-45ac-98dd-a67e4c8191b3,572020.0,jamespaxton,Paxton,Left,James Paxton,LAD,4.38,4.83,84.1,97.0,73.0,90.0,0.821,6.08,4.7,8.32,1.07,0.85,0.269,0.322,0.14,0.337,0.417,71.0,97.0,96.0,65.0,98.0,92.0,,,,82.0,95.0,84.0,0.032,0.037,,0.07,-3.42,-4.92,,-1.66,84.0,82.6,92.6,,0.308,0.769,0.13,,,,0.462,0.692,0.095,0.217,0.348,0.31,69.0,98.0,85.0,79.0,96.0,96.0,0.577,0.284,0.34,-0.23,93.2,80.8,0.243,0.381,0.138,0.224,0.355,0.358,,,,,,,,,,,,
6,2024-05-24,746713,Walk,walk,False,600869,572020,Jeimer Candelario,James Paxton,0,93459396-f6f2-456a-a809-329ea9607442,572020.0,jamespaxton,Paxton,Left,James Paxton,LAD,4.38,4.83,84.1,97.0,73.0,90.0,0.821,6.08,4.7,8.32,1.07,0.85,0.269,0.322,0.14,0.337,0.417,71.0,97.0,96.0,65.0,98.0,92.0,,,,82.0,95.0,84.0,0.032,0.037,,0.07,-3.42,-4.92,,-1.66,84.0,82.6,92.6,,0.308,0.769,0.13,,,,0.462,0.692,0.095,0.217,0.348,0.31,69.0,98.0,85.0,79.0,96.0,96.0,0.577,0.284,0.34,-0.23,93.2,80.8,0.243,0.381,0.138,0.224,0.355,0.358,,,,,,,,,,,,
7,2024-05-24,746713,Home Run,home_run,False,668715,572020,Spencer Steer,James Paxton,1,5837e50f-f3da-41ed-a9df-3b50243d173c,572020.0,jamespaxton,Paxton,Left,James Paxton,LAD,4.38,4.83,84.1,97.0,73.0,90.0,0.821,6.08,4.7,8.32,1.07,0.85,0.269,0.322,0.14,0.337,0.417,71.0,97.0,96.0,65.0,98.0,92.0,,,,82.0,95.0,84.0,0.032,0.037,,0.07,-3.42,-4.92,,-1.66,84.0,82.6,92.6,,0.308,0.769,0.13,,,,0.462,0.692,0.095,0.217,0.348,0.31,69.0,98.0,85.0,79.0,96.0,96.0,0.577,0.284,0.34,-0.23,93.2,80.8,0.243,0.381,0.138,0.224,0.355,0.358,,,,,,,,,,,,
8,2024-05-24,746713,Flyout,field_out,True,663886,572020,Tyler Stephenson,James Paxton,0,f1dfc3b1-1243-4c6a-9c23-cc1e1b2bd528,572020.0,jamespaxton,Paxton,Left,James Paxton,LAD,4.38,4.83,84.1,97.0,73.0,90.0,0.821,6.08,4.7,8.32,1.07,0.85,0.269,0.322,0.14,0.337,0.417,71.0,97.0,96.0,65.0,98.0,92.0,,,,82.0,95.0,84.0,0.032,0.037,,0.07,-3.42,-4.92,,-1.66,84.0,82.6,92.6,,0.308,0.769,0.13,,,,0.462,0.692,0.095,0.217,0.348,0.31,69.0,98.0,85.0,79.0,96.0,96.0,0.577,0.284,0.34,-0.23,93.2,80.8,0.243,0.381,0.138,0.224,0.355,0.358,,,,,,,,,,,,
9,2024-05-24,746713,Groundout,field_out,True,669289,572020,Santiago Espinal,James Paxton,0,8aa6f94f-20f8-4900-9882-02a66f3394dd,572020.0,jamespaxton,Paxton,Left,James Paxton,LAD,4.38,4.83,84.1,97.0,73.0,90.0,0.821,6.08,4.7,8.32,1.07,0.85,0.269,0.322,0.14,0.337,0.417,71.0,97.0,96.0,65.0,98.0,92.0,,,,82.0,95.0,84.0,0.032,0.037,,0.07,-3.42,-4.92,,-1.66,84.0,82.6,92.6,,0.308,0.769,0.13,,,,0.462,0.692,0.095,0.217,0.348,0.31,69.0,98.0,85.0,79.0,96.0,96.0,0.577,0.284,0.34,-0.23,93.2,80.8,0.243,0.381,0.138,0.224,0.355,0.358,,,,,,,,,,,,
