,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CH%,wFA/C,wSL/C,wCH/C,vFA,vCH,vSL,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CU%,wSI/C,wCU/C,vSI,vCU,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,vSC (sc),SC%,wSC/C
0,2024-09-28,745685,Strikeout,strikeout,True,643396,661563,Isiah Kiner-Falefa,Luis Gil,0,a6e01365-d3d5-4b98-8b9f-0ce54cd312ee,661563.0,luisgil,Gil,Right,Luis Gil,NYY,3.5,3.83,151.2,95.0,110.0,100.0,0.742,10.15,4.57,6.17,1.07,0.76,0.266,0.429,0.168,0.321,0.398,80.0,93.0,93.0,128.0,96.0,102.0,108.0,94.0,105.0,0.488,0.259,0.253,0.06,1.37,0.37,96.6,91.6,87.5,0.205,0.395,0.285,0.171,0.312,0.315,0.179,0.282,0.269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-28,745685,Single,single,False,668804,661563,Bryan Reynolds,Luis Gil,0,306c9914-9b85-4cbd-b650-ef8de62e69fd,661563.0,luisgil,Gil,Right,Luis Gil,NYY,3.5,3.83,151.2,95.0,110.0,100.0,0.742,10.15,4.57,6.17,1.07,0.76,0.266,0.429,0.168,0.321,0.398,80.0,93.0,93.0,128.0,96.0,102.0,108.0,94.0,105.0,0.488,0.259,0.253,0.06,1.37,0.37,96.6,91.6,87.5,0.205,0.395,0.285,0.171,0.312,0.315,0.179,0.282,0.269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-28,745685,Strikeout,strikeout,True,665833,661563,Oneil Cruz,Luis Gil,0,ec584a00-a65e-4a99-9acf-fb3c5147a8af,661563.0,luisgil,Gil,Right,Luis Gil,NYY,3.5,3.83,151.2,95.0,110.0,100.0,0.742,10.15,4.57,6.17,1.07,0.76,0.266,0.429,0.168,0.321,0.398,80.0,93.0,93.0,128.0,96.0,102.0,108.0,94.0,105.0,0.488,0.259,0.253,0.06,1.37,0.37,96.6,91.6,87.5,0.205,0.395,0.285,0.171,0.312,0.315,0.179,0.282,0.269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-28,745685,Lineout,field_out,True,693304,661563,Nick Gonzales,Luis Gil,0,907d61b4-a618-415c-9572-256884c4fe06,661563.0,luisgil,Gil,Right,Luis Gil,NYY,3.5,3.83,151.2,95.0,110.0,100.0,0.742,10.15,4.57,6.17,1.07,0.76,0.266,0.429,0.168,0.321,0.398,80.0,93.0,93.0,128.0,96.0,102.0,108.0,94.0,105.0,0.488,0.259,0.253,0.06,1.37,0.37,96.6,91.6,87.5,0.205,0.395,0.285,0.171,0.312,0.315,0.179,0.282,0.269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-09-28,745685,Groundout,field_out,True,691176,694973,Jasson Domínguez,Paul Skenes,0,d5445faa-ca63-4d17-a09e-ed1b5cae5c24,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,1.96,2.5,133.0,103.0,102.0,103.0,0.736,11.5,2.17,6.36,0.68,1.66,0.216,0.464,0.193,0.232,0.427,82.0,108.0,107.0,98.0,107.0,103.0,131.0,101.0,113.0,0.392,0.162,0.054,0.64,0.8,2.34,98.8,87.3,85.4,0.23,0.351,0.242,0.286,0.571,0.328,0.088,0.118,0.548,105.0,100.0,104.0,80.0,95.0,86.0,0.284,0.108,3.52,-0.18,94.0,83.0,0.184,0.234,0.293,0.104,0.188,0.226,0.25,0.375,0.337,,,,,,,,,,,,,,,,,,,,,
5,2024-09-28,745685,Strikeout,strikeout,True,665742,694973,Juan Soto,Paul Skenes,0,3b2339d0-65e2-4bed-84d5-942e87e75265,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,1.96,2.5,133.0,103.0,102.0,103.0,0.736,11.5,2.17,6.36,0.68,1.66,0.216,0.464,0.193,0.232,0.427,82.0,108.0,107.0,98.0,107.0,103.0,131.0,101.0,113.0,0.392,0.162,0.054,0.64,0.8,2.34,98.8,87.3,85.4,0.23,0.351,0.242,0.286,0.571,0.328,0.088,0.118,0.548,105.0,100.0,104.0,80.0,95.0,86.0,0.284,0.108,3.52,-0.18,94.0,83.0,0.184,0.234,0.293,0.104,0.188,0.226,0.25,0.375,0.337,,,,,,,,,,,,,,,,,,,,,
6,2024-09-28,745685,Strikeout,strikeout,True,592450,694973,Aaron Judge,Paul Skenes,0,c025b838-2054-4388-bee6-71621519117b,694973.0,paulskenes,Skenes,Right,Paul Skenes,PIT,1.96,2.5,133.0,103.0,102.0,103.0,0.736,11.5,2.17,6.36,0.68,1.66,0.216,0.464,0.193,0.232,0.427,82.0,108.0,107.0,98.0,107.0,103.0,131.0,101.0,113.0,0.392,0.162,0.054,0.64,0.8,2.34,98.8,87.3,85.4,0.23,0.351,0.242,0.286,0.571,0.328,0.088,0.118,0.548,105.0,100.0,104.0,80.0,95.0,86.0,0.284,0.108,3.52,-0.18,94.0,83.0,0.184,0.234,0.293,0.104,0.188,0.226,0.25,0.375,0.337,,,,,,,,,,,,,,,,,,,,,
7,2024-09-28,745685,Flyout,field_out,True,641943,661563,Joshua Palacios,Luis Gil,0,e59bae84-c279-4fd0-89de-538a4c13a558,661563.0,luisgil,Gil,Right,Luis Gil,NYY,3.5,3.83,151.2,95.0,110.0,100.0,0.742,10.15,4.57,6.17,1.07,0.76,0.266,0.429,0.168,0.321,0.398,80.0,93.0,93.0,128.0,96.0,102.0,108.0,94.0,105.0,0.488,0.259,0.253,0.06,1.37,0.37,96.6,91.6,87.5,0.205,0.395,0.285,0.171,0.312,0.315,0.179,0.282,0.269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-09-28,745685,Strikeout,strikeout,True,669707,661563,Jared Triolo,Luis Gil,0,d9d60523-a748-4b06-ba60-3b9ed433d803,661563.0,luisgil,Gil,Right,Luis Gil,NYY,3.5,3.83,151.2,95.0,110.0,100.0,0.742,10.15,4.57,6.17,1.07,0.76,0.266,0.429,0.168,0.321,0.398,80.0,93.0,93.0,128.0,96.0,102.0,108.0,94.0,105.0,0.488,0.259,0.253,0.06,1.37,0.37,96.6,91.6,87.5,0.205,0.395,0.285,0.171,0.312,0.315,0.179,0.282,0.269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-09-28,745685,Home Run,home_run,False,518735,661563,Yasmani Grandal,Luis Gil,0,f0c4fe53-462b-4baf-886e-9a0e33b5ac59,661563.0,luisgil,Gil,Right,Luis Gil,NYY,3.5,3.83,151.2,95.0,110.0,100.0,0.742,10.15,4.57,6.17,1.07,0.76,0.266,0.429,0.168,0.321,0.398,80.0,93.0,93.0,128.0,96.0,102.0,108.0,94.0,105.0,0.488,0.259,0.253,0.06,1.37,0.37,96.6,91.6,87.5,0.205,0.395,0.285,0.171,0.312,0.315,0.179,0.282,0.269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
