,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,CU%,CH%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vFS,vCH,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,ST_ba,ST_slg,ST_whiff,FS_ba,FS_slg,FS_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff
0,2024-07-25,744907,Groundout,field_out,True,680700,605135,Richie Palacios,Chris Bassitt,0,3d1db361-53e6-400c-a1c1-25f56ca07381,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,TOR,3.71,4.22,114.0,100.0,94.0,98.0,0.822,8.37,3.63,9.16,0.79,1.21,0.282,0.341,0.193,0.315,0.45,77.0,89.0,86.0,106.0,88.0,100.0,65.0,106.0,96.0,95.0,104.0,99.0,123.0,97.0,107.0,78.0,103.0,94.0,96.0,90.0,87.0,0.413,0.03,0.202,0.049,0.108,0.145,0.053,-2.99,0.96,-2.4,0.23,-0.29,0.46,-0.92,92.7,89.7,83.9,84.5,92.6,77.5,70.8,0.337,0.412,0.111,0.152,0.253,0.271,0.193,0.281,0.282,0.22,0.317,0.403,0.28,0.32,0.171,0.25,0.45,0.098,0.333,0.556,0.138,0.25,0.5,0.286
1,2024-07-25,744907,Flyout,field_out,True,670623,605135,Isaac Paredes,Chris Bassitt,0,47129f8d-7968-495e-821d-de1cfb575c37,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,TOR,3.71,4.22,114.0,100.0,94.0,98.0,0.822,8.37,3.63,9.16,0.79,1.21,0.282,0.341,0.193,0.315,0.45,77.0,89.0,86.0,106.0,88.0,100.0,65.0,106.0,96.0,95.0,104.0,99.0,123.0,97.0,107.0,78.0,103.0,94.0,96.0,90.0,87.0,0.413,0.03,0.202,0.049,0.108,0.145,0.053,-2.99,0.96,-2.4,0.23,-0.29,0.46,-0.92,92.7,89.7,83.9,84.5,92.6,77.5,70.8,0.337,0.412,0.111,0.152,0.253,0.271,0.193,0.281,0.282,0.22,0.317,0.403,0.28,0.32,0.171,0.25,0.45,0.098,0.333,0.556,0.138,0.25,0.5,0.286
2,2024-07-25,744907,Home Run,home_run,False,664040,605135,Brandon Lowe,Chris Bassitt,0,f5c17245-c0ab-473b-809a-a0913ac2e5d2,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,TOR,3.71,4.22,114.0,100.0,94.0,98.0,0.822,8.37,3.63,9.16,0.79,1.21,0.282,0.341,0.193,0.315,0.45,77.0,89.0,86.0,106.0,88.0,100.0,65.0,106.0,96.0,95.0,104.0,99.0,123.0,97.0,107.0,78.0,103.0,94.0,96.0,90.0,87.0,0.413,0.03,0.202,0.049,0.108,0.145,0.053,-2.99,0.96,-2.4,0.23,-0.29,0.46,-0.92,92.7,89.7,83.9,84.5,92.6,77.5,70.8,0.337,0.412,0.111,0.152,0.253,0.271,0.193,0.281,0.282,0.22,0.317,0.403,0.28,0.32,0.171,0.25,0.45,0.098,0.333,0.556,0.138,0.25,0.5,0.286
3,2024-07-25,744907,Flyout,field_out,True,668227,605135,Randy Arozarena,Chris Bassitt,0,78a2d6f9-99c0-4a44-95b5-bb8abb69e6bf,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,TOR,3.71,4.22,114.0,100.0,94.0,98.0,0.822,8.37,3.63,9.16,0.79,1.21,0.282,0.341,0.193,0.315,0.45,77.0,89.0,86.0,106.0,88.0,100.0,65.0,106.0,96.0,95.0,104.0,99.0,123.0,97.0,107.0,78.0,103.0,94.0,96.0,90.0,87.0,0.413,0.03,0.202,0.049,0.108,0.145,0.053,-2.99,0.96,-2.4,0.23,-0.29,0.46,-0.92,92.7,89.7,83.9,84.5,92.6,77.5,70.8,0.337,0.412,0.111,0.152,0.253,0.271,0.193,0.281,0.282,0.22,0.317,0.403,0.28,0.32,0.171,0.25,0.45,0.098,0.333,0.556,0.138,0.25,0.5,0.286
4,2024-07-25,744907,Pop Out,field_out,True,543807,671737,George Springer,Taj Bradley,0,21579af1-8193-4274-ae34-22e83d9460fc,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,2.63,3.69,75.1,97.0,115.0,103.0,0.749,10.75,3.11,6.33,1.19,1.04,0.227,0.384,0.092,0.378,0.422,,,,99.0,85.0,90.0,125.0,97.0,101.0,,,,,,,90.0,99.0,97.0,121.0,100.0,115.0,,0.427,0.206,0.278,,0.089,,0.27,2.31,2.06,,,-0.73,,96.4,90.8,90.6,,,,78.9,,,,0.143,0.265,0.328,0.167,0.417,0.346,,,,0.141,0.196,0.337,,,,,,,0.263,0.466,0.208
5,2024-07-25,744907,Double,double,False,687462,671737,Spencer Horwitz,Taj Bradley,0,bf19ed79-b49f-45a5-a3db-a223a0e52cd3,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,2.63,3.69,75.1,97.0,115.0,103.0,0.749,10.75,3.11,6.33,1.19,1.04,0.227,0.384,0.092,0.378,0.422,,,,99.0,85.0,90.0,125.0,97.0,101.0,,,,,,,90.0,99.0,97.0,121.0,100.0,115.0,,0.427,0.206,0.278,,0.089,,0.27,2.31,2.06,,,-0.73,,96.4,90.8,90.6,,,,78.9,,,,0.143,0.265,0.328,0.167,0.417,0.346,,,,0.141,0.196,0.337,,,,,,,0.263,0.466,0.208
6,2024-07-25,744907,Single,single,False,665489,671737,Vladimir Guerrero Jr.,Taj Bradley,0,38fc8f31-068e-42e0-be81-f27f1c306016,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,2.63,3.69,75.1,97.0,115.0,103.0,0.749,10.75,3.11,6.33,1.19,1.04,0.227,0.384,0.092,0.378,0.422,,,,99.0,85.0,90.0,125.0,97.0,101.0,,,,,,,90.0,99.0,97.0,121.0,100.0,115.0,,0.427,0.206,0.278,,0.089,,0.27,2.31,2.06,,,-0.73,,96.4,90.8,90.6,,,,78.9,,,,0.143,0.265,0.328,0.167,0.417,0.346,,,,0.141,0.196,0.337,,,,,,,0.263,0.466,0.208
7,2024-07-25,744907,Strikeout,strikeout,True,457759,671737,Justin Turner,Taj Bradley,0,eb91b345-5751-4dc0-8f32-a4baf428d44f,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,2.63,3.69,75.1,97.0,115.0,103.0,0.749,10.75,3.11,6.33,1.19,1.04,0.227,0.384,0.092,0.378,0.422,,,,99.0,85.0,90.0,125.0,97.0,101.0,,,,,,,90.0,99.0,97.0,121.0,100.0,115.0,,0.427,0.206,0.278,,0.089,,0.27,2.31,2.06,,,-0.73,,96.4,90.8,90.6,,,,78.9,,,,0.143,0.265,0.328,0.167,0.417,0.346,,,,0.141,0.196,0.337,,,,,,,0.263,0.466,0.208
8,2024-07-25,744907,Strikeout,strikeout,True,662139,671737,Daulton Varsho,Taj Bradley,0,4a52704a-926d-4bea-99ff-9354cf3f90bc,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,2.63,3.69,75.1,97.0,115.0,103.0,0.749,10.75,3.11,6.33,1.19,1.04,0.227,0.384,0.092,0.378,0.422,,,,99.0,85.0,90.0,125.0,97.0,101.0,,,,,,,90.0,99.0,97.0,121.0,100.0,115.0,,0.427,0.206,0.278,,0.089,,0.27,2.31,2.06,,,-0.73,,96.4,90.8,90.6,,,,78.9,,,,0.143,0.265,0.328,0.167,0.417,0.346,,,,0.141,0.196,0.337,,,,,,,0.263,0.466,0.208
9,2024-07-25,744907,Flyout,field_out,True,666139,605135,Josh Lowe,Chris Bassitt,0,502f8086-b24c-445d-9a56-5d2d2a30e9ca,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,TOR,3.71,4.22,114.0,100.0,94.0,98.0,0.822,8.37,3.63,9.16,0.79,1.21,0.282,0.341,0.193,0.315,0.45,77.0,89.0,86.0,106.0,88.0,100.0,65.0,106.0,96.0,95.0,104.0,99.0,123.0,97.0,107.0,78.0,103.0,94.0,96.0,90.0,87.0,0.413,0.03,0.202,0.049,0.108,0.145,0.053,-2.99,0.96,-2.4,0.23,-0.29,0.46,-0.92,92.7,89.7,83.9,84.5,92.6,77.5,70.8,0.337,0.412,0.111,0.152,0.253,0.271,0.193,0.281,0.282,0.22,0.317,0.403,0.28,0.32,0.171,0.25,0.45,0.098,0.333,0.556,0.138,0.25,0.5,0.286
