,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff,Stf+ SL,Loc+ SL,Pit+ SL,SL_ba,SL_slg,SL_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-07-24,745472,Lineout,field_out,True,691026,527048,Masyn Winn,Martín Pérez,0,ee78bdaf-464c-4b8e-86fd-8f7d446c53c0,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,PIT,5.2,5.72,83.0,103.0,71.0,95.0,0.839,6.83,3.47,11.39,1.41,1.28,0.193,0.484,0.153,0.335,0.42,77.0,106.0,97.0,70.0,98.0,96.0,52.0,92.0,90.0,75.0,103.0,96.0,65.0,105.0,94.0,0.375,0.058,0.25,0.001,0.104,0.213,-5.96,-0.72,-0.02,-51.11,0.69,-3.18,91.5,88.4,83.4,91.0,82.8,78.3,0.294,0.419,0.095,0.329,0.565,0.287,0.292,0.583,0.196,0.32,0.36,0.296,0.389,0.611,0.032,,,,,,,,,,,,,,,
1,2024-07-24,745472,Lineout,field_out,True,676475,527048,Alec Burleson,Martín Pérez,0,35c38ff1-b150-4a6f-a579-380f33e20dc5,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,PIT,5.2,5.72,83.0,103.0,71.0,95.0,0.839,6.83,3.47,11.39,1.41,1.28,0.193,0.484,0.153,0.335,0.42,77.0,106.0,97.0,70.0,98.0,96.0,52.0,92.0,90.0,75.0,103.0,96.0,65.0,105.0,94.0,0.375,0.058,0.25,0.001,0.104,0.213,-5.96,-0.72,-0.02,-51.11,0.69,-3.18,91.5,88.4,83.4,91.0,82.8,78.3,0.294,0.419,0.095,0.329,0.565,0.287,0.292,0.583,0.196,0.32,0.36,0.296,0.389,0.611,0.032,,,,,,,,,,,,,,,
2,2024-07-24,745472,Walk,walk,False,575929,527048,Willson Contreras,Martín Pérez,0,f912fa39-bf7b-47f7-9cf7-6b4572a30c4b,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,PIT,5.2,5.72,83.0,103.0,71.0,95.0,0.839,6.83,3.47,11.39,1.41,1.28,0.193,0.484,0.153,0.335,0.42,77.0,106.0,97.0,70.0,98.0,96.0,52.0,92.0,90.0,75.0,103.0,96.0,65.0,105.0,94.0,0.375,0.058,0.25,0.001,0.104,0.213,-5.96,-0.72,-0.02,-51.11,0.69,-3.18,91.5,88.4,83.4,91.0,82.8,78.3,0.294,0.419,0.095,0.329,0.565,0.287,0.292,0.583,0.196,0.32,0.36,0.296,0.389,0.611,0.032,,,,,,,,,,,,,,,
3,2024-07-24,745472,Forceout,force_out,True,571448,527048,Nolan Arenado,Martín Pérez,1,5aa81b30-79d1-452b-8619-f500712fd04a,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,PIT,5.2,5.72,83.0,103.0,71.0,95.0,0.839,6.83,3.47,11.39,1.41,1.28,0.193,0.484,0.153,0.335,0.42,77.0,106.0,97.0,70.0,98.0,96.0,52.0,92.0,90.0,75.0,103.0,96.0,65.0,105.0,94.0,0.375,0.058,0.25,0.001,0.104,0.213,-5.96,-0.72,-0.02,-51.11,0.69,-3.18,91.5,88.4,83.4,91.0,82.8,78.3,0.294,0.419,0.095,0.329,0.565,0.287,0.292,0.583,0.196,0.32,0.36,0.296,0.389,0.611,0.032,,,,,,,,,,,,,,,
4,2024-07-24,745472,Strikeout,strikeout,True,457705,669461,Andrew McCutchen,Matthew Liberatore,0,aa0d8e18-549d-4813-b566-0e7b74fa444a,669461.0,matthewliberatore,Liberatore,Left,Matthew Liberatore,STL,4.75,4.19,55.0,100.0,94.0,98.0,0.767,7.2,3.27,8.18,1.15,0.97,0.224,0.348,0.118,0.304,0.457,48.0,88.0,89.0,129.0,97.0,103.0,66.0,96.0,87.0,78.0,103.0,99.0,100.0,110.0,109.0,0.191,0.27,0.112,0.294,0.07,0.063,-0.02,-1.91,-2.8,3.22,-0.25,-0.04,94.3,91.7,87.7,95.1,87.5,77.8,0.354,0.583,0.124,0.125,0.5,0.208,0.476,0.667,0.258,0.143,0.143,0.238,0.222,0.556,0.148,130.0,101.0,107.0,0.151,0.192,0.423,,,,,,,,,
5,2024-07-24,745472,Lineout,field_out,True,693304,669461,Nick Gonzales,Matthew Liberatore,0,0f5bad11-c7ee-41d1-9ab5-2124636a30f0,669461.0,matthewliberatore,Liberatore,Left,Matthew Liberatore,STL,4.75,4.19,55.0,100.0,94.0,98.0,0.767,7.2,3.27,8.18,1.15,0.97,0.224,0.348,0.118,0.304,0.457,48.0,88.0,89.0,129.0,97.0,103.0,66.0,96.0,87.0,78.0,103.0,99.0,100.0,110.0,109.0,0.191,0.27,0.112,0.294,0.07,0.063,-0.02,-1.91,-2.8,3.22,-0.25,-0.04,94.3,91.7,87.7,95.1,87.5,77.8,0.354,0.583,0.124,0.125,0.5,0.208,0.476,0.667,0.258,0.143,0.143,0.238,0.222,0.556,0.148,130.0,101.0,107.0,0.151,0.192,0.423,,,,,,,,,
6,2024-07-24,745472,Walk,walk,False,656582,669461,Connor Joe,Matthew Liberatore,0,662bae14-fd29-4150-a2bf-8c482953bea4,669461.0,matthewliberatore,Liberatore,Left,Matthew Liberatore,STL,4.75,4.19,55.0,100.0,94.0,98.0,0.767,7.2,3.27,8.18,1.15,0.97,0.224,0.348,0.118,0.304,0.457,48.0,88.0,89.0,129.0,97.0,103.0,66.0,96.0,87.0,78.0,103.0,99.0,100.0,110.0,109.0,0.191,0.27,0.112,0.294,0.07,0.063,-0.02,-1.91,-2.8,3.22,-0.25,-0.04,94.3,91.7,87.7,95.1,87.5,77.8,0.354,0.583,0.124,0.125,0.5,0.208,0.476,0.667,0.258,0.143,0.143,0.238,0.222,0.556,0.148,130.0,101.0,107.0,0.151,0.192,0.423,,,,,,,,,
7,2024-07-24,745472,Pop Out,field_out,True,665833,669461,Oneil Cruz,Matthew Liberatore,0,b9918e0c-25b0-44d8-9cea-dbb9e0a28a62,669461.0,matthewliberatore,Liberatore,Left,Matthew Liberatore,STL,4.75,4.19,55.0,100.0,94.0,98.0,0.767,7.2,3.27,8.18,1.15,0.97,0.224,0.348,0.118,0.304,0.457,48.0,88.0,89.0,129.0,97.0,103.0,66.0,96.0,87.0,78.0,103.0,99.0,100.0,110.0,109.0,0.191,0.27,0.112,0.294,0.07,0.063,-0.02,-1.91,-2.8,3.22,-0.25,-0.04,94.3,91.7,87.7,95.1,87.5,77.8,0.354,0.583,0.124,0.125,0.5,0.208,0.476,0.667,0.258,0.143,0.143,0.238,0.222,0.556,0.148,130.0,101.0,107.0,0.151,0.192,0.423,,,,,,,,,
8,2024-07-24,745472,Strikeout,strikeout,True,502671,527048,Paul Goldschmidt,Martín Pérez,0,e82fc649-3035-47b9-b7aa-fffeb8b439fe,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,PIT,5.2,5.72,83.0,103.0,71.0,95.0,0.839,6.83,3.47,11.39,1.41,1.28,0.193,0.484,0.153,0.335,0.42,77.0,106.0,97.0,70.0,98.0,96.0,52.0,92.0,90.0,75.0,103.0,96.0,65.0,105.0,94.0,0.375,0.058,0.25,0.001,0.104,0.213,-5.96,-0.72,-0.02,-51.11,0.69,-3.18,91.5,88.4,83.4,91.0,82.8,78.3,0.294,0.419,0.095,0.329,0.565,0.287,0.292,0.583,0.196,0.32,0.36,0.296,0.389,0.611,0.032,,,,,,,,,,,,,,,
9,2024-07-24,745472,Groundout,field_out,True,680977,527048,Brendan Donovan,Martín Pérez,0,3731c8d9-8740-4628-9744-d905e069bdd3,527048.0,martinperez,"Pérez, M",Left,Martín Pérez,PIT,5.2,5.72,83.0,103.0,71.0,95.0,0.839,6.83,3.47,11.39,1.41,1.28,0.193,0.484,0.153,0.335,0.42,77.0,106.0,97.0,70.0,98.0,96.0,52.0,92.0,90.0,75.0,103.0,96.0,65.0,105.0,94.0,0.375,0.058,0.25,0.001,0.104,0.213,-5.96,-0.72,-0.02,-51.11,0.69,-3.18,91.5,88.4,83.4,91.0,82.8,78.3,0.294,0.419,0.095,0.329,0.565,0.287,0.292,0.583,0.196,0.32,0.36,0.296,0.389,0.611,0.032,,,,,,,,,,,,,,,
