,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,SI%,FA%,SL%,KC%,wFA/C,wSI/C,wSL/C,wKC/C,vFA,vSI,vSL,vKC,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,CU%,CH%,wCU/C,wCH/C,vCH,vCU,CH_ba,CH_slg,CH_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,vSC (sc),SC%,wSC/C,SC_ba,SC_slg,SC_whiff
0,2024-08-17,745140,Walk,walk,False,660271,669467,Shohei Ohtani,Andre Pallante,0,ac1c0f1b-4e08-465b-a4c1-d1299d327ea8,669467.0,andrepallante,Pallante,Right,Andre Pallante,STL,3.8,3.47,92.1,95.0,91.0,96.0,0.816,6.63,3.41,8.48,0.58,2.83,0.239,0.396,0.186,0.253,0.424,87.0,90.0,93.0,83.0,99.0,88.0,114.0,102.0,108.0,88.0,98.0,107.0,0.195,0.516,0.161,0.128,1.43,0.28,-0.29,-1.13,94.7,95.0,87.9,79.9,0.238,0.302,0.177,0.234,0.344,0.14,0.302,0.415,0.284,0.208,0.34,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-17,745140,Flyout,field_out,True,605141,669467,Mookie Betts,Andre Pallante,1,3977e323-00ef-4867-a640-7e2e89599af5,669467.0,andrepallante,Pallante,Right,Andre Pallante,STL,3.8,3.47,92.1,95.0,91.0,96.0,0.816,6.63,3.41,8.48,0.58,2.83,0.239,0.396,0.186,0.253,0.424,87.0,90.0,93.0,83.0,99.0,88.0,114.0,102.0,108.0,88.0,98.0,107.0,0.195,0.516,0.161,0.128,1.43,0.28,-0.29,-1.13,94.7,95.0,87.9,79.9,0.238,0.302,0.177,0.234,0.344,0.14,0.302,0.415,0.284,0.208,0.34,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-17,745140,Single,single,False,518692,669467,Freddie Freeman,Andre Pallante,1,137d57e4-0903-4f02-bef3-d55132885ec5,669467.0,andrepallante,Pallante,Right,Andre Pallante,STL,3.8,3.47,92.1,95.0,91.0,96.0,0.816,6.63,3.41,8.48,0.58,2.83,0.239,0.396,0.186,0.253,0.424,87.0,90.0,93.0,83.0,99.0,88.0,114.0,102.0,108.0,88.0,98.0,107.0,0.195,0.516,0.161,0.128,1.43,0.28,-0.29,-1.13,94.7,95.0,87.9,79.9,0.238,0.302,0.177,0.234,0.344,0.14,0.302,0.415,0.284,0.208,0.34,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-17,745140,Forceout,force_out,True,669257,669467,Will Smith,Andre Pallante,1,68267057-c422-4b6e-bd61-a0ebf4da13a5,669467.0,andrepallante,Pallante,Right,Andre Pallante,STL,3.8,3.47,92.1,95.0,91.0,96.0,0.816,6.63,3.41,8.48,0.58,2.83,0.239,0.396,0.186,0.253,0.424,87.0,90.0,93.0,83.0,99.0,88.0,114.0,102.0,108.0,88.0,98.0,107.0,0.195,0.516,0.161,0.128,1.43,0.28,-0.29,-1.13,94.7,95.0,87.9,79.9,0.238,0.302,0.177,0.234,0.344,0.14,0.302,0.415,0.284,0.208,0.34,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-08-17,745140,Strikeout,strikeout,True,666158,669467,Gavin Lux,Andre Pallante,0,f934976e-a650-4826-8a6c-bd9b7c2a04f4,669467.0,andrepallante,Pallante,Right,Andre Pallante,STL,3.8,3.47,92.1,95.0,91.0,96.0,0.816,6.63,3.41,8.48,0.58,2.83,0.239,0.396,0.186,0.253,0.424,87.0,90.0,93.0,83.0,99.0,88.0,114.0,102.0,108.0,88.0,98.0,107.0,0.195,0.516,0.161,0.128,1.43,0.28,-0.29,-1.13,94.7,95.0,87.9,79.9,0.238,0.302,0.177,0.234,0.344,0.14,0.302,0.415,0.284,0.208,0.34,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-08-17,745140,Flyout,field_out,True,691026,676272,Masyn Winn,Bobby Miller,0,ea10cef0-691e-46ca-a6a1-05a457f74bec,676272.0,bobbymiller,"Miller, Bo",Right,Bobby Miller,LAD,7.25,6.53,44.2,94.0,114.0,98.0,0.77,8.06,4.43,10.48,2.42,1.29,0.221,0.368,0.11,0.419,0.405,118.0,92.0,95.0,98.0,97.0,92.0,114.0,102.0,110.0,,,,0.108,0.419,0.107,,-0.94,-2.24,-4.0,,97.5,97.1,88.9,,0.302,0.593,0.18,0.421,0.632,0.159,0.333,0.667,0.306,0.381,0.571,0.333,108.0,88.0,94.0,123.0,99.0,104.0,0.173,0.192,-1.34,0.65,86.3,79.5,0.125,0.25,0.403,,,,,,,,,,,,,,,
6,2024-08-17,745140,Single,single,False,676475,676272,Alec Burleson,Bobby Miller,0,3abc9e60-96bd-47cf-8a5e-a9f3cb070f9c,676272.0,bobbymiller,"Miller, Bo",Right,Bobby Miller,LAD,7.25,6.53,44.2,94.0,114.0,98.0,0.77,8.06,4.43,10.48,2.42,1.29,0.221,0.368,0.11,0.419,0.405,118.0,92.0,95.0,98.0,97.0,92.0,114.0,102.0,110.0,,,,0.108,0.419,0.107,,-0.94,-2.24,-4.0,,97.5,97.1,88.9,,0.302,0.593,0.18,0.421,0.632,0.159,0.333,0.667,0.306,0.381,0.571,0.333,108.0,88.0,94.0,123.0,99.0,104.0,0.173,0.192,-1.34,0.65,86.3,79.5,0.125,0.25,0.403,,,,,,,,,,,,,,,
7,2024-08-17,745140,Single,single,False,575929,676272,Willson Contreras,Bobby Miller,1,d55f9c23-92c1-484c-a87f-11215ac8c27f,676272.0,bobbymiller,"Miller, Bo",Right,Bobby Miller,LAD,7.25,6.53,44.2,94.0,114.0,98.0,0.77,8.06,4.43,10.48,2.42,1.29,0.221,0.368,0.11,0.419,0.405,118.0,92.0,95.0,98.0,97.0,92.0,114.0,102.0,110.0,,,,0.108,0.419,0.107,,-0.94,-2.24,-4.0,,97.5,97.1,88.9,,0.302,0.593,0.18,0.421,0.632,0.159,0.333,0.667,0.306,0.381,0.571,0.333,108.0,88.0,94.0,123.0,99.0,104.0,0.173,0.192,-1.34,0.65,86.3,79.5,0.125,0.25,0.403,,,,,,,,,,,,,,,
8,2024-08-17,745140,Flyout,field_out,True,680977,676272,Brendan Donovan,Bobby Miller,1,9df41b95-c659-47a3-84a0-05e60111f225,676272.0,bobbymiller,"Miller, Bo",Right,Bobby Miller,LAD,7.25,6.53,44.2,94.0,114.0,98.0,0.77,8.06,4.43,10.48,2.42,1.29,0.221,0.368,0.11,0.419,0.405,118.0,92.0,95.0,98.0,97.0,92.0,114.0,102.0,110.0,,,,0.108,0.419,0.107,,-0.94,-2.24,-4.0,,97.5,97.1,88.9,,0.302,0.593,0.18,0.421,0.632,0.159,0.333,0.667,0.306,0.381,0.571,0.333,108.0,88.0,94.0,123.0,99.0,104.0,0.173,0.192,-1.34,0.65,86.3,79.5,0.125,0.25,0.403,,,,,,,,,,,,,,,
9,2024-08-17,745140,Flyout,field_out,True,571448,676272,Nolan Arenado,Bobby Miller,0,7a483851-d583-413d-914b-09ffc1d76b8a,676272.0,bobbymiller,"Miller, Bo",Right,Bobby Miller,LAD,7.25,6.53,44.2,94.0,114.0,98.0,0.77,8.06,4.43,10.48,2.42,1.29,0.221,0.368,0.11,0.419,0.405,118.0,92.0,95.0,98.0,97.0,92.0,114.0,102.0,110.0,,,,0.108,0.419,0.107,,-0.94,-2.24,-4.0,,97.5,97.1,88.9,,0.302,0.593,0.18,0.421,0.632,0.159,0.333,0.667,0.306,0.381,0.571,0.333,108.0,88.0,94.0,123.0,99.0,104.0,0.173,0.192,-1.34,0.65,86.3,79.5,0.125,0.25,0.403,,,,,,,,,,,,,,,
10,2024-08-17,745140,Single,single,False,500743,669467,Miguel Rojas,Andre Pallante,0,989462e9-d47c-44b2-89d4-2e262b7735be,669467.0,andrepallante,Pallante,Right,Andre Pallante,STL,3.8,3.47,92.1,95.0,91.0,96.0,0.816,6.63,3.41,8.48,0.58,2.83,0.239,0.396,0.186,0.253,0.424,87.0,90.0,93.0,83.0,99.0,88.0,114.0,102.0,108.0,88.0,98.0,107.0,0.195,0.516,0.161,0.128,1.43,0.28,-0.29,-1.13,94.7,95.0,87.9,79.9,0.238,0.302,0.177,0.234,0.344,0.14,0.302,0.415,0.284,0.208,0.34,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2024-08-17,745140,Groundout,field_out,True,681624,669467,Andy Pages,Andre Pallante,1,9ac3b20f-89a3-423d-b240-c888e252314e,669467.0,andrepallante,Pallante,Right,Andre Pallante,STL,3.8,3.47,92.1,95.0,91.0,96.0,0.816,6.63,3.41,8.48,0.58,2.83,0.239,0.396,0.186,0.253,0.424,87.0,90.0,93.0,83.0,99.0,88.0,114.0,102.0,108.0,88.0,98.0,107.0,0.195,0.516,0.161,0.128,1.43,0.28,-0.29,-1.13,94.7,95.0,87.9,79.9,0.238,0.302,0.177,0.234,0.344,0.14,0.302,0.415,0.284,0.208,0.34,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2024-08-17,745140,Single,single,False,595281,669467,Kevin Kiermaier,Andre Pallante,0,ce9d6100-8f3b-49b3-8d92-ea8be7e67fa8,669467.0,andrepallante,Pallante,Right,Andre Pallante,STL,3.8,3.47,92.1,95.0,91.0,96.0,0.816,6.63,3.41,8.48,0.58,2.83,0.239,0.396,0.186,0.253,0.424,87.0,90.0,93.0,83.0,99.0,88.0,114.0,102.0,108.0,88.0,98.0,107.0,0.195,0.516,0.161,0.128,1.43,0.28,-0.29,-1.13,94.7,95.0,87.9,79.9,0.238,0.302,0.177,0.234,0.344,0.14,0.302,0.415,0.284,0.208,0.34,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2024-08-17,745140,Flyout,field_out,True,571771,669467,Enrique Hernández,Andre Pallante,0,24865a65-984c-43eb-b479-5a666a13e427,669467.0,andrepallante,Pallante,Right,Andre Pallante,STL,3.8,3.47,92.1,95.0,91.0,96.0,0.816,6.63,3.41,8.48,0.58,2.83,0.239,0.396,0.186,0.253,0.424,87.0,90.0,93.0,83.0,99.0,88.0,114.0,102.0,108.0,88.0,98.0,107.0,0.195,0.516,0.161,0.128,1.43,0.28,-0.29,-1.13,94.7,95.0,87.9,79.9,0.238,0.302,0.177,0.234,0.344,0.14,0.302,0.415,0.284,0.208,0.34,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2024-08-17,745140,Walk,walk,False,663457,676272,Lars Nootbaar,Bobby Miller,0,29bcfb7d-54b9-4bde-93cf-2c875733848b,676272.0,bobbymiller,"Miller, Bo",Right,Bobby Miller,LAD,7.25,6.53,44.2,94.0,114.0,98.0,0.77,8.06,4.43,10.48,2.42,1.29,0.221,0.368,0.11,0.419,0.405,118.0,92.0,95.0,98.0,97.0,92.0,114.0,102.0,110.0,,,,0.108,0.419,0.107,,-0.94,-2.24,-4.0,,97.5,97.1,88.9,,0.302,0.593,0.18,0.421,0.632,0.159,0.333,0.667,0.306,0.381,0.571,0.333,108.0,88.0,94.0,123.0,99.0,104.0,0.173,0.192,-1.34,0.65,86.3,79.5,0.125,0.25,0.403,,,,,,,,,,,,,,,
15,2024-08-17,745140,Grounded Into DP,grounded_into_double_play,True,502671,676272,Paul Goldschmidt,Bobby Miller,1,854cc39c-b5a6-4020-a8fd-d304bf832f84,676272.0,bobbymiller,"Miller, Bo",Right,Bobby Miller,LAD,7.25,6.53,44.2,94.0,114.0,98.0,0.77,8.06,4.43,10.48,2.42,1.29,0.221,0.368,0.11,0.419,0.405,118.0,92.0,95.0,98.0,97.0,92.0,114.0,102.0,110.0,,,,0.108,0.419,0.107,,-0.94,-2.24,-4.0,,97.5,97.1,88.9,,0.302,0.593,0.18,0.421,0.632,0.159,0.333,0.667,0.306,0.381,0.571,0.333,108.0,88.0,94.0,123.0,99.0,104.0,0.173,0.192,-1.34,0.65,86.3,79.5,0.125,0.25,0.403,,,,,,,,,,,,,,,
16,2024-08-17,745140,Flyout,field_out,True,669357,676272,Nolan Gorman,Bobby Miller,0,6973366b-5859-4322-b3b7-05e5de4e9e48,676272.0,bobbymiller,"Miller, Bo",Right,Bobby Miller,LAD,7.25,6.53,44.2,94.0,114.0,98.0,0.77,8.06,4.43,10.48,2.42,1.29,0.221,0.368,0.11,0.419,0.405,118.0,92.0,95.0,98.0,97.0,92.0,114.0,102.0,110.0,,,,0.108,0.419,0.107,,-0.94,-2.24,-4.0,,97.5,97.1,88.9,,0.302,0.593,0.18,0.421,0.632,0.159,0.333,0.667,0.306,0.381,0.571,0.333,108.0,88.0,94.0,123.0,99.0,104.0,0.173,0.192,-1.34,0.65,86.3,79.5,0.125,0.25,0.403,,,,,,,,,,,,,,,
17,2024-08-17,745140,Strikeout,strikeout,False,660271,669467,Shohei Ohtani,Andre Pallante,1,8fc9f092-c717-4726-9f0d-0547d152551d,669467.0,andrepallante,Pallante,Right,Andre Pallante,STL,3.8,3.47,92.1,95.0,91.0,96.0,0.816,6.63,3.41,8.48,0.58,2.83,0.239,0.396,0.186,0.253,0.424,87.0,90.0,93.0,83.0,99.0,88.0,114.0,102.0,108.0,88.0,98.0,107.0,0.195,0.516,0.161,0.128,1.43,0.28,-0.29,-1.13,94.7,95.0,87.9,79.9,0.238,0.302,0.177,0.234,0.344,0.14,0.302,0.415,0.284,0.208,0.34,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2024-08-17,745140,Flyout,field_out,True,605141,669467,Mookie Betts,Andre Pallante,0,2946badc-df90-4239-8cb9-884bfa55b8b4,669467.0,andrepallante,Pallante,Right,Andre Pallante,STL,3.8,3.47,92.1,95.0,91.0,96.0,0.816,6.63,3.41,8.48,0.58,2.83,0.239,0.396,0.186,0.253,0.424,87.0,90.0,93.0,83.0,99.0,88.0,114.0,102.0,108.0,88.0,98.0,107.0,0.195,0.516,0.161,0.128,1.43,0.28,-0.29,-1.13,94.7,95.0,87.9,79.9,0.238,0.302,0.177,0.234,0.344,0.14,0.302,0.415,0.284,0.208,0.34,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2024-08-17,745140,Strikeout,strikeout,True,518692,669467,Freddie Freeman,Andre Pallante,1,d6bfe751-c582-470e-8530-59526c2fbfbe,669467.0,andrepallante,Pallante,Right,Andre Pallante,STL,3.8,3.47,92.1,95.0,91.0,96.0,0.816,6.63,3.41,8.48,0.58,2.83,0.239,0.396,0.186,0.253,0.424,87.0,90.0,93.0,83.0,99.0,88.0,114.0,102.0,108.0,88.0,98.0,107.0,0.195,0.516,0.161,0.128,1.43,0.28,-0.29,-1.13,94.7,95.0,87.9,79.9,0.238,0.302,0.177,0.234,0.344,0.14,0.302,0.415,0.284,0.208,0.34,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,2024-08-17,745140,Flyout,field_out,True,669257,669467,Will Smith,Andre Pallante,0,87ffaa7a-3d12-4ba5-bd73-80255e3e8a2f,669467.0,andrepallante,Pallante,Right,Andre Pallante,STL,3.8,3.47,92.1,95.0,91.0,96.0,0.816,6.63,3.41,8.48,0.58,2.83,0.239,0.396,0.186,0.253,0.424,87.0,90.0,93.0,83.0,99.0,88.0,114.0,102.0,108.0,88.0,98.0,107.0,0.195,0.516,0.161,0.128,1.43,0.28,-0.29,-1.13,94.7,95.0,87.9,79.9,0.238,0.302,0.177,0.234,0.344,0.14,0.302,0.415,0.284,0.208,0.34,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2024-08-17,745140,Flyout,field_out,True,687363,676272,Victor Scott II,Bobby Miller,0,b13f5f6c-8722-4e44-b68a-89c87839682a,676272.0,bobbymiller,"Miller, Bo",Right,Bobby Miller,LAD,7.25,6.53,44.2,94.0,114.0,98.0,0.77,8.06,4.43,10.48,2.42,1.29,0.221,0.368,0.11,0.419,0.405,118.0,92.0,95.0,98.0,97.0,92.0,114.0,102.0,110.0,,,,0.108,0.419,0.107,,-0.94,-2.24,-4.0,,97.5,97.1,88.9,,0.302,0.593,0.18,0.421,0.632,0.159,0.333,0.667,0.306,0.381,0.571,0.333,108.0,88.0,94.0,123.0,99.0,104.0,0.173,0.192,-1.34,0.65,86.3,79.5,0.125,0.25,0.403,,,,,,,,,,,,,,,
