,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,ST_ba,ST_slg,ST_whiff,FC_ba,FC_slg,FC_whiff,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-08-25,746754,Lineout,field_out,True,678009,686563,Parker Meadows,Jonathan Cannon,0,3c0afb34-7d39-4858-bceb-7980a5e47bef,686563.0,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.57,4.72,90.2,101.0,92.0,99.0,0.808,6.25,2.78,9.73,1.29,1.03,0.224,0.38,0.153,0.292,0.394,93.0,106.0,107.0,74.0,102.0,95.0,86.0,100.0,93.0,117.0,100.0,107.0,79.0,103.0,95.0,0.3,0.099,0.204,0.22,0.177,-3.29,0.52,-0.33,-0.8,-0.28,94.5,90.1,85.7,93.3,81.9,0.315,0.5,0.117,0.247,0.435,0.279,0.243,0.414,0.288,0.246,0.431,0.196,0.357,0.571,0.254,,,,,,,,,,,,,,,,,,,,,
1,2024-08-25,746754,Walk,walk,False,682985,686563,Riley Greene,Jonathan Cannon,0,1aeaa8ec-8fea-40e0-a1c1-0a022fb2c0bf,686563.0,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.57,4.72,90.2,101.0,92.0,99.0,0.808,6.25,2.78,9.73,1.29,1.03,0.224,0.38,0.153,0.292,0.394,93.0,106.0,107.0,74.0,102.0,95.0,86.0,100.0,93.0,117.0,100.0,107.0,79.0,103.0,95.0,0.3,0.099,0.204,0.22,0.177,-3.29,0.52,-0.33,-0.8,-0.28,94.5,90.1,85.7,93.3,81.9,0.315,0.5,0.117,0.247,0.435,0.279,0.243,0.414,0.288,0.246,0.431,0.196,0.357,0.571,0.254,,,,,,,,,,,,,,,,,,,,,
2,2024-08-25,746754,Catcher Interference,catcher_interf,False,681481,686563,Kerry Carpenter,Jonathan Cannon,1,05c7dbc4-5f9f-4d1f-8554-ac5cb1d44344,686563.0,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.57,4.72,90.2,101.0,92.0,99.0,0.808,6.25,2.78,9.73,1.29,1.03,0.224,0.38,0.153,0.292,0.394,93.0,106.0,107.0,74.0,102.0,95.0,86.0,100.0,93.0,117.0,100.0,107.0,79.0,103.0,95.0,0.3,0.099,0.204,0.22,0.177,-3.29,0.52,-0.33,-0.8,-0.28,94.5,90.1,85.7,93.3,81.9,0.315,0.5,0.117,0.247,0.435,0.279,0.243,0.414,0.288,0.246,0.431,0.196,0.357,0.571,0.254,,,,,,,,,,,,,,,,,,,,,
3,2024-08-25,746754,Walk,walk,False,690993,686563,Colt Keith,Jonathan Cannon,1,83f450c6-3ffe-47ed-97a0-e8715148f32b,686563.0,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.57,4.72,90.2,101.0,92.0,99.0,0.808,6.25,2.78,9.73,1.29,1.03,0.224,0.38,0.153,0.292,0.394,93.0,106.0,107.0,74.0,102.0,95.0,86.0,100.0,93.0,117.0,100.0,107.0,79.0,103.0,95.0,0.3,0.099,0.204,0.22,0.177,-3.29,0.52,-0.33,-0.8,-0.28,94.5,90.1,85.7,93.3,81.9,0.315,0.5,0.117,0.247,0.435,0.279,0.243,0.414,0.288,0.246,0.431,0.196,0.357,0.571,0.254,,,,,,,,,,,,,,,,,,,,,
4,2024-08-25,746754,Grounded Into DP,grounded_into_double_play,True,690291,686563,Jace Jung,Jonathan Cannon,1,5e74c2ce-ce6a-4ec4-ac3c-988df4a410f1,686563.0,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.57,4.72,90.2,101.0,92.0,99.0,0.808,6.25,2.78,9.73,1.29,1.03,0.224,0.38,0.153,0.292,0.394,93.0,106.0,107.0,74.0,102.0,95.0,86.0,100.0,93.0,117.0,100.0,107.0,79.0,103.0,95.0,0.3,0.099,0.204,0.22,0.177,-3.29,0.52,-0.33,-0.8,-0.28,94.5,90.1,85.7,93.3,81.9,0.315,0.5,0.117,0.247,0.435,0.279,0.243,0.414,0.288,0.246,0.431,0.196,0.357,0.571,0.254,,,,,,,,,,,,,,,,,,,,,
5,2024-08-25,746754,Walk,walk,False,670032,689225,Nicky Lopez,Beau Brieske,0,7723242b-f041-4d60-ae6e-f83c126628b6,689225.0,beaubrieske,Brieske,Right,Beau Brieske,DET,4.44,3.57,50.2,103.0,108.0,103.0,0.779,9.59,3.38,8.7,0.53,0.98,0.191,0.348,0.156,0.333,0.409,101.0,108.0,112.0,115.0,101.0,100.0,86.0,106.0,98.0,124.0,96.0,102.0,,,,0.17,0.369,,0.197,0.264,0.67,,1.62,-1.81,0.06,95.9,,88.4,95.5,86.1,0.262,0.333,0.149,0.242,0.403,0.324,,,,,,,0.254,0.317,0.204,0.269,0.615,0.258,,,,,,,,,,,,,,,,,,
6,2024-08-25,746754,Groundout,field_out,True,667452,689225,Corey Julks,Beau Brieske,1,284ae40e-9e02-4200-bc97-d795b17ce9ad,689225.0,beaubrieske,Brieske,Right,Beau Brieske,DET,4.44,3.57,50.2,103.0,108.0,103.0,0.779,9.59,3.38,8.7,0.53,0.98,0.191,0.348,0.156,0.333,0.409,101.0,108.0,112.0,115.0,101.0,100.0,86.0,106.0,98.0,124.0,96.0,102.0,,,,0.17,0.369,,0.197,0.264,0.67,,1.62,-1.81,0.06,95.9,,88.4,95.5,86.1,0.262,0.333,0.149,0.242,0.403,0.324,,,,,,,0.254,0.317,0.204,0.269,0.615,0.258,,,,,,,,,,,,,,,,,,
7,2024-08-25,746754,Double,double,False,643217,689225,Andrew Benintendi,Beau Brieske,1,cd23034a-3265-4696-87a7-b8c20c76b98d,689225.0,beaubrieske,Brieske,Right,Beau Brieske,DET,4.44,3.57,50.2,103.0,108.0,103.0,0.779,9.59,3.38,8.7,0.53,0.98,0.191,0.348,0.156,0.333,0.409,101.0,108.0,112.0,115.0,101.0,100.0,86.0,106.0,98.0,124.0,96.0,102.0,,,,0.17,0.369,,0.197,0.264,0.67,,1.62,-1.81,0.06,95.9,,88.4,95.5,86.1,0.262,0.333,0.149,0.242,0.403,0.324,,,,,,,0.254,0.317,0.204,0.269,0.615,0.258,,,,,,,,,,,,,,,,,,
8,2024-08-25,746754,Double,double,False,683734,689225,Andrew Vaughn,Beau Brieske,1,31c758a8-a363-4580-8dfd-a9e413e39f64,689225.0,beaubrieske,Brieske,Right,Beau Brieske,DET,4.44,3.57,50.2,103.0,108.0,103.0,0.779,9.59,3.38,8.7,0.53,0.98,0.191,0.348,0.156,0.333,0.409,101.0,108.0,112.0,115.0,101.0,100.0,86.0,106.0,98.0,124.0,96.0,102.0,,,,0.17,0.369,,0.197,0.264,0.67,,1.62,-1.81,0.06,95.9,,88.4,95.5,86.1,0.262,0.333,0.149,0.242,0.403,0.324,,,,,,,0.254,0.317,0.204,0.269,0.615,0.258,,,,,,,,,,,,,,,,,,
9,2024-08-25,746754,Lineout,field_out,True,657757,689225,Gavin Sheets,Beau Brieske,0,e29719bd-7e97-4ffc-bc27-bdbceccb7a7e,689225.0,beaubrieske,Brieske,Right,Beau Brieske,DET,4.44,3.57,50.2,103.0,108.0,103.0,0.779,9.59,3.38,8.7,0.53,0.98,0.191,0.348,0.156,0.333,0.409,101.0,108.0,112.0,115.0,101.0,100.0,86.0,106.0,98.0,124.0,96.0,102.0,,,,0.17,0.369,,0.197,0.264,0.67,,1.62,-1.81,0.06,95.9,,88.4,95.5,86.1,0.262,0.333,0.149,0.242,0.403,0.324,,,,,,,0.254,0.317,0.204,0.269,0.615,0.258,,,,,,,,,,,,,,,,,,
