,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,KC%,wFC/C,wKC/C,vFC,vKC,FC_ba,FC_slg,FC_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
10,2024-05-28,745903,Strikeout,strikeout,True,686469,680573,Vinnie Pasquantino,Simeon Woods Richardson,0,5832952b-3d8a-4913-b8a9-9578cd3c4987,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,3.51,3.82,82.0,106.0,87.0,101.0,0.81,7.79,2.63,7.68,0.88,0.88,0.31,0.401,0.145,0.293,0.439,101.0,107.0,112.0,96.0,102.0,101.0,72.0,101.0,89.0,95.0,112.0,109.0,0.4,0.309,0.078,0.213,1.41,1.55,0.19,-2.69,93.1,82.9,86.7,75.4,0.248,0.291,0.201,0.181,0.284,0.257,0.268,0.571,0.18,0.278,0.556,0.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2024-05-28,745903,Flyout,field_out,True,676369,680573,Nelson Velázquez,Simeon Woods Richardson,0,7e40c090-a1c0-4f75-aec3-790071625a95,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,3.51,3.82,82.0,106.0,87.0,101.0,0.81,7.79,2.63,7.68,0.88,0.88,0.31,0.401,0.145,0.293,0.439,101.0,107.0,112.0,96.0,102.0,101.0,72.0,101.0,89.0,95.0,112.0,109.0,0.4,0.309,0.078,0.213,1.41,1.55,0.19,-2.69,93.1,82.9,86.7,75.4,0.248,0.291,0.201,0.181,0.284,0.257,0.268,0.571,0.18,0.278,0.556,0.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2024-05-28,745903,Single,single,False,679845,680573,Nick Loftin,Simeon Woods Richardson,0,b75be5c5-8f03-4a45-9ed5-d34cdf6a4b43,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,3.51,3.82,82.0,106.0,87.0,101.0,0.81,7.79,2.63,7.68,0.88,0.88,0.31,0.401,0.145,0.293,0.439,101.0,107.0,112.0,96.0,102.0,101.0,72.0,101.0,89.0,95.0,112.0,109.0,0.4,0.309,0.078,0.213,1.41,1.55,0.19,-2.69,93.1,82.9,86.7,75.4,0.248,0.291,0.201,0.181,0.284,0.257,0.268,0.571,0.18,0.278,0.556,0.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2024-05-28,745903,Strikeout,strikeout,True,592669,680573,Hunter Renfroe,Simeon Woods Richardson,0,20cc7005-8be1-483e-83d8-ccd1554fcbee,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,3.51,3.82,82.0,106.0,87.0,101.0,0.81,7.79,2.63,7.68,0.88,0.88,0.31,0.401,0.145,0.293,0.439,101.0,107.0,112.0,96.0,102.0,101.0,72.0,101.0,89.0,95.0,112.0,109.0,0.4,0.309,0.078,0.213,1.41,1.55,0.19,-2.69,93.1,82.9,86.7,75.4,0.248,0.291,0.201,0.181,0.284,0.257,0.268,0.571,0.18,0.278,0.556,0.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2024-05-28,745903,Single,single,False,467793,666142,Carlos Santana,Cole Ragans,0,15135997-2671-481b-892d-db2ed5d34411,666142.0,coleragans,Ragans,Left,Cole Ragans,KCR,3.16,3.27,116.2,99.0,109.0,104.0,0.692,10.88,2.93,7.33,0.62,1.07,0.254,0.39,0.159,0.295,0.409,110.0,99.0,102.0,,,,109.0,101.0,107.0,134.0,103.0,112.0,0.406,0.12,,0.247,1.1,-1.6,,1.11,95.8,85.3,86.7,,0.206,0.351,0.239,0.242,0.387,0.368,0.205,0.286,0.493,0.158,0.158,0.354,99.0,94.0,100.0,89.0,98.0,93.0,0.128,0.099,1.57,1.27,91.3,81.1,0.304,0.326,0.224,,,,,,,,,,,,,,,,,,
15,2024-05-28,745903,Lineout,field_out,True,543877,666142,Christian Vázquez,Cole Ragans,0,84a0b4a0-3f1e-4256-9fc7-88c583d6721d,666142.0,coleragans,Ragans,Left,Cole Ragans,KCR,3.16,3.27,116.2,99.0,109.0,104.0,0.692,10.88,2.93,7.33,0.62,1.07,0.254,0.39,0.159,0.295,0.409,110.0,99.0,102.0,,,,109.0,101.0,107.0,134.0,103.0,112.0,0.406,0.12,,0.247,1.1,-1.6,,1.11,95.8,85.3,86.7,,0.206,0.351,0.239,0.242,0.387,0.368,0.205,0.286,0.493,0.158,0.158,0.354,99.0,94.0,100.0,89.0,98.0,93.0,0.128,0.099,1.57,1.27,91.3,81.1,0.304,0.326,0.224,,,,,,,,,,,,,,,,,,
16,2024-05-28,745903,Flyout,field_out,True,622534,666142,Manuel Margot,Cole Ragans,0,cc4d51c4-4135-4472-9c9c-9e6b8f2c8265,666142.0,coleragans,Ragans,Left,Cole Ragans,KCR,3.16,3.27,116.2,99.0,109.0,104.0,0.692,10.88,2.93,7.33,0.62,1.07,0.254,0.39,0.159,0.295,0.409,110.0,99.0,102.0,,,,109.0,101.0,107.0,134.0,103.0,112.0,0.406,0.12,,0.247,1.1,-1.6,,1.11,95.8,85.3,86.7,,0.206,0.351,0.239,0.242,0.387,0.368,0.205,0.286,0.493,0.158,0.158,0.354,99.0,94.0,100.0,89.0,98.0,93.0,0.128,0.099,1.57,1.27,91.3,81.1,0.304,0.326,0.224,,,,,,,,,,,,,,,,,,
17,2024-05-28,745903,Forceout,force_out,True,621043,666142,Carlos Correa,Cole Ragans,1,f78a84f3-1052-4e8f-adca-7f7e1cc5121a,666142.0,coleragans,Ragans,Left,Cole Ragans,KCR,3.16,3.27,116.2,99.0,109.0,104.0,0.692,10.88,2.93,7.33,0.62,1.07,0.254,0.39,0.159,0.295,0.409,110.0,99.0,102.0,,,,109.0,101.0,107.0,134.0,103.0,112.0,0.406,0.12,,0.247,1.1,-1.6,,1.11,95.8,85.3,86.7,,0.206,0.351,0.239,0.242,0.387,0.368,0.205,0.286,0.493,0.158,0.158,0.354,99.0,94.0,100.0,89.0,98.0,93.0,0.128,0.099,1.57,1.27,91.3,81.1,0.304,0.326,0.224,,,,,,,,,,,,,,,,,,
18,2024-05-28,745903,Groundout,field_out,True,641658,680573,Garrett Hampson,Simeon Woods Richardson,0,43cd4a2a-10fd-4053-9b56-dfd3df25a68b,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,3.51,3.82,82.0,106.0,87.0,101.0,0.81,7.79,2.63,7.68,0.88,0.88,0.31,0.401,0.145,0.293,0.439,101.0,107.0,112.0,96.0,102.0,101.0,72.0,101.0,89.0,95.0,112.0,109.0,0.4,0.309,0.078,0.213,1.41,1.55,0.19,-2.69,93.1,82.9,86.7,75.4,0.248,0.291,0.201,0.181,0.284,0.257,0.268,0.571,0.18,0.278,0.556,0.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2024-05-28,745903,Walk,walk,False,664728,680573,Kyle Isbel,Simeon Woods Richardson,0,05e312a1-9f27-4f05-9327-4fb17ce2f58b,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,3.51,3.82,82.0,106.0,87.0,101.0,0.81,7.79,2.63,7.68,0.88,0.88,0.31,0.401,0.145,0.293,0.439,101.0,107.0,112.0,96.0,102.0,101.0,72.0,101.0,89.0,95.0,112.0,109.0,0.4,0.309,0.078,0.213,1.41,1.55,0.19,-2.69,93.1,82.9,86.7,75.4,0.248,0.291,0.201,0.181,0.284,0.257,0.268,0.571,0.18,0.278,0.556,0.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,2024-05-28,745903,Groundout,field_out,True,672580,680573,Maikel Garcia,Simeon Woods Richardson,1,a7ee1754-1ed8-402a-aab9-87f39e80c97c,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,3.51,3.82,82.0,106.0,87.0,101.0,0.81,7.79,2.63,7.68,0.88,0.88,0.31,0.401,0.145,0.293,0.439,101.0,107.0,112.0,96.0,102.0,101.0,72.0,101.0,89.0,95.0,112.0,109.0,0.4,0.309,0.078,0.213,1.41,1.55,0.19,-2.69,93.1,82.9,86.7,75.4,0.248,0.291,0.201,0.181,0.284,0.257,0.268,0.571,0.18,0.278,0.556,0.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2024-05-28,745903,Strikeout,strikeout,True,677951,680573,Bobby Witt Jr.,Simeon Woods Richardson,0,950f2123-f55e-490d-91dc-ee1ea28c21a6,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,3.51,3.82,82.0,106.0,87.0,101.0,0.81,7.79,2.63,7.68,0.88,0.88,0.31,0.401,0.145,0.293,0.439,101.0,107.0,112.0,96.0,102.0,101.0,72.0,101.0,89.0,95.0,112.0,109.0,0.4,0.309,0.078,0.213,1.41,1.55,0.19,-2.69,93.1,82.9,86.7,75.4,0.248,0.291,0.201,0.181,0.284,0.257,0.268,0.571,0.18,0.278,0.556,0.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,2024-05-28,745903,Strikeout,strikeout,True,680777,666142,Ryan Jeffers,Cole Ragans,0,921e95ad-dd35-40d6-a5cc-1d8c00fac7b8,666142.0,coleragans,Ragans,Left,Cole Ragans,KCR,3.16,3.27,116.2,99.0,109.0,104.0,0.692,10.88,2.93,7.33,0.62,1.07,0.254,0.39,0.159,0.295,0.409,110.0,99.0,102.0,,,,109.0,101.0,107.0,134.0,103.0,112.0,0.406,0.12,,0.247,1.1,-1.6,,1.11,95.8,85.3,86.7,,0.206,0.351,0.239,0.242,0.387,0.368,0.205,0.286,0.493,0.158,0.158,0.354,99.0,94.0,100.0,89.0,98.0,93.0,0.128,0.099,1.57,1.27,91.3,81.1,0.304,0.326,0.224,,,,,,,,,,,,,,,,,,
23,2024-05-28,745903,Strikeout,strikeout,True,669304,666142,Jose Miranda,Cole Ragans,0,e5079e1f-c7e9-499a-81ea-8a2cc358f023,666142.0,coleragans,Ragans,Left,Cole Ragans,KCR,3.16,3.27,116.2,99.0,109.0,104.0,0.692,10.88,2.93,7.33,0.62,1.07,0.254,0.39,0.159,0.295,0.409,110.0,99.0,102.0,,,,109.0,101.0,107.0,134.0,103.0,112.0,0.406,0.12,,0.247,1.1,-1.6,,1.11,95.8,85.3,86.7,,0.206,0.351,0.239,0.242,0.387,0.368,0.205,0.286,0.493,0.158,0.158,0.354,99.0,94.0,100.0,89.0,98.0,93.0,0.128,0.099,1.57,1.27,91.3,81.1,0.304,0.326,0.224,,,,,,,,,,,,,,,,,,
24,2024-05-28,745903,Single,single,False,621439,666142,Byron Buxton,Cole Ragans,0,22a760d0-982e-4937-8bca-145ac492905d,666142.0,coleragans,Ragans,Left,Cole Ragans,KCR,3.16,3.27,116.2,99.0,109.0,104.0,0.692,10.88,2.93,7.33,0.62,1.07,0.254,0.39,0.159,0.295,0.409,110.0,99.0,102.0,,,,109.0,101.0,107.0,134.0,103.0,112.0,0.406,0.12,,0.247,1.1,-1.6,,1.11,95.8,85.3,86.7,,0.206,0.351,0.239,0.242,0.387,0.368,0.205,0.286,0.493,0.158,0.158,0.354,99.0,94.0,100.0,89.0,98.0,93.0,0.128,0.099,1.57,1.27,91.3,81.1,0.304,0.326,0.224,,,,,,,,,,,,,,,,,,
25,2024-05-28,745903,Groundout,field_out,True,650489,666142,Willi Castro,Cole Ragans,1,1da69f4a-1002-46c1-abdb-fdefcc9e8800,666142.0,coleragans,Ragans,Left,Cole Ragans,KCR,3.16,3.27,116.2,99.0,109.0,104.0,0.692,10.88,2.93,7.33,0.62,1.07,0.254,0.39,0.159,0.295,0.409,110.0,99.0,102.0,,,,109.0,101.0,107.0,134.0,103.0,112.0,0.406,0.12,,0.247,1.1,-1.6,,1.11,95.8,85.3,86.7,,0.206,0.351,0.239,0.242,0.387,0.368,0.205,0.286,0.493,0.158,0.158,0.354,99.0,94.0,100.0,89.0,98.0,93.0,0.128,0.099,1.57,1.27,91.3,81.1,0.304,0.326,0.224,,,,,,,,,,,,,,,,,,
26,2024-05-28,745903,Flyout,field_out,True,521692,680573,Salvador Perez,Simeon Woods Richardson,0,d824ed12-7d0c-432b-b250-49374ab44b2a,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,3.51,3.82,82.0,106.0,87.0,101.0,0.81,7.79,2.63,7.68,0.88,0.88,0.31,0.401,0.145,0.293,0.439,101.0,107.0,112.0,96.0,102.0,101.0,72.0,101.0,89.0,95.0,112.0,109.0,0.4,0.309,0.078,0.213,1.41,1.55,0.19,-2.69,93.1,82.9,86.7,75.4,0.248,0.291,0.201,0.181,0.284,0.257,0.268,0.571,0.18,0.278,0.556,0.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,2024-05-28,745903,Groundout,field_out,True,666023,680573,Freddy Fermin,Simeon Woods Richardson,0,13013966-9620-4917-964f-21f0ff68eaf2,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,3.51,3.82,82.0,106.0,87.0,101.0,0.81,7.79,2.63,7.68,0.88,0.88,0.31,0.401,0.145,0.293,0.439,101.0,107.0,112.0,96.0,102.0,101.0,72.0,101.0,89.0,95.0,112.0,109.0,0.4,0.309,0.078,0.213,1.41,1.55,0.19,-2.69,93.1,82.9,86.7,75.4,0.248,0.291,0.201,0.181,0.284,0.257,0.268,0.571,0.18,0.278,0.556,0.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,2024-05-28,745903,Strikeout,strikeout,True,676369,680573,Nelson Velázquez,Simeon Woods Richardson,0,e866fc56-48fb-4964-9a1f-dd880027e7aa,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,3.51,3.82,82.0,106.0,87.0,101.0,0.81,7.79,2.63,7.68,0.88,0.88,0.31,0.401,0.145,0.293,0.439,101.0,107.0,112.0,96.0,102.0,101.0,72.0,101.0,89.0,95.0,112.0,109.0,0.4,0.309,0.078,0.213,1.41,1.55,0.19,-2.69,93.1,82.9,86.7,75.4,0.248,0.291,0.201,0.181,0.284,0.257,0.268,0.571,0.18,0.278,0.556,0.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,2024-05-28,745903,Single,single,False,571657,666142,Kyle Farmer,Cole Ragans,0,cddda6c5-f3b1-4754-8957-004d87803030,666142.0,coleragans,Ragans,Left,Cole Ragans,KCR,3.16,3.27,116.2,99.0,109.0,104.0,0.692,10.88,2.93,7.33,0.62,1.07,0.254,0.39,0.159,0.295,0.409,110.0,99.0,102.0,,,,109.0,101.0,107.0,134.0,103.0,112.0,0.406,0.12,,0.247,1.1,-1.6,,1.11,95.8,85.3,86.7,,0.206,0.351,0.239,0.242,0.387,0.368,0.205,0.286,0.493,0.158,0.158,0.354,99.0,94.0,100.0,89.0,98.0,93.0,0.128,0.099,1.57,1.27,91.3,81.1,0.304,0.326,0.224,,,,,,,,,,,,,,,,,,
30,2024-05-28,745903,Strikeout,strikeout,True,467793,666142,Carlos Santana,Cole Ragans,1,065ae3e8-abe3-4fb9-b173-a97c445a714a,666142.0,coleragans,Ragans,Left,Cole Ragans,KCR,3.16,3.27,116.2,99.0,109.0,104.0,0.692,10.88,2.93,7.33,0.62,1.07,0.254,0.39,0.159,0.295,0.409,110.0,99.0,102.0,,,,109.0,101.0,107.0,134.0,103.0,112.0,0.406,0.12,,0.247,1.1,-1.6,,1.11,95.8,85.3,86.7,,0.206,0.351,0.239,0.242,0.387,0.368,0.205,0.286,0.493,0.158,0.158,0.354,99.0,94.0,100.0,89.0,98.0,93.0,0.128,0.099,1.57,1.27,91.3,81.1,0.304,0.326,0.224,,,,,,,,,,,,,,,,,,
31,2024-05-28,745903,Field Error,field_error,False,543877,666142,Christian Vázquez,Cole Ragans,1,da614794-dec2-4bec-853d-37a33705dd98,666142.0,coleragans,Ragans,Left,Cole Ragans,KCR,3.16,3.27,116.2,99.0,109.0,104.0,0.692,10.88,2.93,7.33,0.62,1.07,0.254,0.39,0.159,0.295,0.409,110.0,99.0,102.0,,,,109.0,101.0,107.0,134.0,103.0,112.0,0.406,0.12,,0.247,1.1,-1.6,,1.11,95.8,85.3,86.7,,0.206,0.351,0.239,0.242,0.387,0.368,0.205,0.286,0.493,0.158,0.158,0.354,99.0,94.0,100.0,89.0,98.0,93.0,0.128,0.099,1.57,1.27,91.3,81.1,0.304,0.326,0.224,,,,,,,,,,,,,,,,,,
32,2024-05-28,745903,Double,double,False,622534,666142,Manuel Margot,Cole Ragans,1,caa539bd-dc4c-4d75-94ae-127cf4743617,666142.0,coleragans,Ragans,Left,Cole Ragans,KCR,3.16,3.27,116.2,99.0,109.0,104.0,0.692,10.88,2.93,7.33,0.62,1.07,0.254,0.39,0.159,0.295,0.409,110.0,99.0,102.0,,,,109.0,101.0,107.0,134.0,103.0,112.0,0.406,0.12,,0.247,1.1,-1.6,,1.11,95.8,85.3,86.7,,0.206,0.351,0.239,0.242,0.387,0.368,0.205,0.286,0.493,0.158,0.158,0.354,99.0,94.0,100.0,89.0,98.0,93.0,0.128,0.099,1.57,1.27,91.3,81.1,0.304,0.326,0.224,,,,,,,,,,,,,,,,,,
33,2024-05-28,745903,Strikeout,strikeout,True,621043,666142,Carlos Correa,Cole Ragans,0,b8b115b5-2493-4db7-84ce-5622b55d047f,666142.0,coleragans,Ragans,Left,Cole Ragans,KCR,3.16,3.27,116.2,99.0,109.0,104.0,0.692,10.88,2.93,7.33,0.62,1.07,0.254,0.39,0.159,0.295,0.409,110.0,99.0,102.0,,,,109.0,101.0,107.0,134.0,103.0,112.0,0.406,0.12,,0.247,1.1,-1.6,,1.11,95.8,85.3,86.7,,0.206,0.351,0.239,0.242,0.387,0.368,0.205,0.286,0.493,0.158,0.158,0.354,99.0,94.0,100.0,89.0,98.0,93.0,0.128,0.099,1.57,1.27,91.3,81.1,0.304,0.326,0.224,,,,,,,,,,,,,,,,,,
