,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-06-12,745811,Lineout,field_out,True,672640,656849,Otto Lopez,David Peterson,0,dc54378c-ccb5-4a1a-89cd-b804f6790e3f,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,NYM,3.09,5.36,43.2,98.0,93.0,97.0,0.799,6.6,3.92,8.86,0.82,2.14,0.267,0.296,0.096,0.289,0.429,88.0,90.0,93.0,88.0,102.0,102.0,68.0,102.0,91.0,102.0,99.0,98.0,111.0,98.0,103.0,0.318,0.236,0.207,0.074,0.165,-0.1,1.06,-3.49,-0.18,0.9,93.5,84.8,92.2,85.5,79.1,0.327,0.418,0.125,0.333,0.564,0.318,0.2,0.257,0.189,0.107,0.214,0.213,0.2,0.3,0.333,,,,,,,,,,,,,,,,,,
1,2024-06-12,745811,Flyout,field_out,True,650559,656849,Bryan De La Cruz,David Peterson,0,7aa0b209-8fa8-4b4e-95a0-5410324f16cc,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,NYM,3.09,5.36,43.2,98.0,93.0,97.0,0.799,6.6,3.92,8.86,0.82,2.14,0.267,0.296,0.096,0.289,0.429,88.0,90.0,93.0,88.0,102.0,102.0,68.0,102.0,91.0,102.0,99.0,98.0,111.0,98.0,103.0,0.318,0.236,0.207,0.074,0.165,-0.1,1.06,-3.49,-0.18,0.9,93.5,84.8,92.2,85.5,79.1,0.327,0.418,0.125,0.333,0.564,0.318,0.2,0.257,0.189,0.107,0.214,0.213,0.2,0.3,0.333,,,,,,,,,,,,,,,,,,
2,2024-06-12,745811,Strikeout,strikeout,True,605137,656849,Josh Bell,David Peterson,0,d862bba7-68d3-4bf9-8904-9f979ab18808,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,NYM,3.09,5.36,43.2,98.0,93.0,97.0,0.799,6.6,3.92,8.86,0.82,2.14,0.267,0.296,0.096,0.289,0.429,88.0,90.0,93.0,88.0,102.0,102.0,68.0,102.0,91.0,102.0,99.0,98.0,111.0,98.0,103.0,0.318,0.236,0.207,0.074,0.165,-0.1,1.06,-3.49,-0.18,0.9,93.5,84.8,92.2,85.5,79.1,0.327,0.418,0.125,0.333,0.564,0.318,0.2,0.257,0.189,0.107,0.214,0.213,0.2,0.3,0.333,,,,,,,,,,,,,,,,,,
3,2024-06-12,745811,Double,double,False,596019,666129,Francisco Lindor,Braxton Garrett,0,0b2e546c-d546-4dce-ad4d-2582f6cc1144,666129.0,braxtongarrett,"Garrett, B",Left,Braxton Garrett,MIA,5.35,4.36,37.0,100.0,88.0,96.0,0.802,8.27,0.97,9.73,1.22,1.71,0.186,0.508,0.178,0.373,0.42,59.0,101.0,97.0,74.0,106.0,101.0,57.0,103.0,94.0,85.0,101.0,93.0,121.0,95.0,100.0,0.333,0.141,0.265,0.044,0.124,0.36,0.94,-0.31,-1.73,-6.36,90.7,83.1,90.0,82.8,77.4,0.226,0.34,0.136,0.211,0.316,0.286,0.263,0.316,0.219,0.4,0.75,0.304,0.4,1.0,0.154,98.0,105.0,95.0,0.092,1.96,86.4,0.313,0.438,0.161,,,,,,,,,
4,2024-06-12,745811,Home Run,home_run,False,664056,666129,Harrison Bader,Braxton Garrett,1,4b03595f-575c-4bb3-9388-c08e7673a45f,666129.0,braxtongarrett,"Garrett, B",Left,Braxton Garrett,MIA,5.35,4.36,37.0,100.0,88.0,96.0,0.802,8.27,0.97,9.73,1.22,1.71,0.186,0.508,0.178,0.373,0.42,59.0,101.0,97.0,74.0,106.0,101.0,57.0,103.0,94.0,85.0,101.0,93.0,121.0,95.0,100.0,0.333,0.141,0.265,0.044,0.124,0.36,0.94,-0.31,-1.73,-6.36,90.7,83.1,90.0,82.8,77.4,0.226,0.34,0.136,0.211,0.316,0.286,0.263,0.316,0.219,0.4,0.75,0.304,0.4,1.0,0.154,98.0,105.0,95.0,0.092,1.96,86.4,0.313,0.438,0.161,,,,,,,,,
5,2024-06-12,745811,Strikeout,strikeout,True,502110,666129,J.D. Martinez,Braxton Garrett,0,3dd0355d-01a2-460b-82a9-3da3d4cc16a0,666129.0,braxtongarrett,"Garrett, B",Left,Braxton Garrett,MIA,5.35,4.36,37.0,100.0,88.0,96.0,0.802,8.27,0.97,9.73,1.22,1.71,0.186,0.508,0.178,0.373,0.42,59.0,101.0,97.0,74.0,106.0,101.0,57.0,103.0,94.0,85.0,101.0,93.0,121.0,95.0,100.0,0.333,0.141,0.265,0.044,0.124,0.36,0.94,-0.31,-1.73,-6.36,90.7,83.1,90.0,82.8,77.4,0.226,0.34,0.136,0.211,0.316,0.286,0.263,0.316,0.219,0.4,0.75,0.304,0.4,1.0,0.154,98.0,105.0,95.0,0.092,1.96,86.4,0.313,0.438,0.161,,,,,,,,,
6,2024-06-12,745811,Flyout,field_out,True,624413,666129,Pete Alonso,Braxton Garrett,0,299f2113-41ae-4691-9706-d7ce14697488,666129.0,braxtongarrett,"Garrett, B",Left,Braxton Garrett,MIA,5.35,4.36,37.0,100.0,88.0,96.0,0.802,8.27,0.97,9.73,1.22,1.71,0.186,0.508,0.178,0.373,0.42,59.0,101.0,97.0,74.0,106.0,101.0,57.0,103.0,94.0,85.0,101.0,93.0,121.0,95.0,100.0,0.333,0.141,0.265,0.044,0.124,0.36,0.94,-0.31,-1.73,-6.36,90.7,83.1,90.0,82.8,77.4,0.226,0.34,0.136,0.211,0.316,0.286,0.263,0.316,0.219,0.4,0.75,0.304,0.4,1.0,0.154,98.0,105.0,95.0,0.092,1.96,86.4,0.313,0.438,0.161,,,,,,,,,
7,2024-06-12,745811,Groundout,field_out,True,516782,666129,Starling Marte,Braxton Garrett,0,9ceec2c5-e022-4ecb-a105-87bbdd04e628,666129.0,braxtongarrett,"Garrett, B",Left,Braxton Garrett,MIA,5.35,4.36,37.0,100.0,88.0,96.0,0.802,8.27,0.97,9.73,1.22,1.71,0.186,0.508,0.178,0.373,0.42,59.0,101.0,97.0,74.0,106.0,101.0,57.0,103.0,94.0,85.0,101.0,93.0,121.0,95.0,100.0,0.333,0.141,0.265,0.044,0.124,0.36,0.94,-0.31,-1.73,-6.36,90.7,83.1,90.0,82.8,77.4,0.226,0.34,0.136,0.211,0.316,0.286,0.263,0.316,0.219,0.4,0.75,0.304,0.4,1.0,0.154,98.0,105.0,95.0,0.092,1.96,86.4,0.313,0.438,0.161,,,,,,,,,
8,2024-06-12,745811,Single,single,False,669394,656849,Jake Burger,David Peterson,0,cd8eb37f-f318-46b3-8229-d15bb611485d,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,NYM,3.09,5.36,43.2,98.0,93.0,97.0,0.799,6.6,3.92,8.86,0.82,2.14,0.267,0.296,0.096,0.289,0.429,88.0,90.0,93.0,88.0,102.0,102.0,68.0,102.0,91.0,102.0,99.0,98.0,111.0,98.0,103.0,0.318,0.236,0.207,0.074,0.165,-0.1,1.06,-3.49,-0.18,0.9,93.5,84.8,92.2,85.5,79.1,0.327,0.418,0.125,0.333,0.564,0.318,0.2,0.257,0.189,0.107,0.214,0.213,0.2,0.3,0.333,,,,,,,,,,,,,,,,,,
9,2024-06-12,745811,Single,single,False,665862,656849,Jazz Chisholm Jr.,David Peterson,1,d0416030-7b27-42b1-90d3-bf5194b003b1,656849.0,davidpeterson,"Peterson, D",Left,David Peterson,NYM,3.09,5.36,43.2,98.0,93.0,97.0,0.799,6.6,3.92,8.86,0.82,2.14,0.267,0.296,0.096,0.289,0.429,88.0,90.0,93.0,88.0,102.0,102.0,68.0,102.0,91.0,102.0,99.0,98.0,111.0,98.0,103.0,0.318,0.236,0.207,0.074,0.165,-0.1,1.06,-3.49,-0.18,0.9,93.5,84.8,92.2,85.5,79.1,0.327,0.418,0.125,0.333,0.564,0.318,0.2,0.257,0.189,0.107,0.214,0.213,0.2,0.3,0.333,,,,,,,,,,,,,,,,,,
