,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,SI%,FA%,CU%,CH%,wFA/C,wSI/C,wCU/C,wCH/C,vFA,vCH,vSI,vCU,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,SL_ba,SL_slg,SL_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff
0,2024-09-18,746172,Groundout,field_out,True,670032,686799,Nicky Lopez,Jack Kochanowicz,0,f7159b27-e41f-4b73-8f07-1c226ecd29c9,686799.0,jackkochanowicz,Kochanowicz,Right,Jack Kochanowicz,LAA,4.56,5.53,51.1,101.0,100.0,102.0,0.865,3.51,1.58,10.34,1.23,2.06,0.202,0.371,0.157,0.354,0.519,71.0,101.0,98.0,112.0,94.0,106.0,91.0,102.0,96.0,99.0,103.0,101.0,0.71,0.053,0.203,0.034,0.45,0.06,-1.79,-3.24,96.3,88.4,95.8,85.1,0.318,0.473,0.117,0.258,0.452,0.239,0.333,0.444,0.071,0.111,0.444,0.412,,,,,,,,,,,,,,,,,,,,,
1,2024-09-18,746172,Strikeout,strikeout,True,676113,686799,Zach DeLoach,Jack Kochanowicz,0,7f9ee53d-1174-4699-9ee9-487a46653ecf,686799.0,jackkochanowicz,Kochanowicz,Right,Jack Kochanowicz,LAA,4.56,5.53,51.1,101.0,100.0,102.0,0.865,3.51,1.58,10.34,1.23,2.06,0.202,0.371,0.157,0.354,0.519,71.0,101.0,98.0,112.0,94.0,106.0,91.0,102.0,96.0,99.0,103.0,101.0,0.71,0.053,0.203,0.034,0.45,0.06,-1.79,-3.24,96.3,88.4,95.8,85.1,0.318,0.473,0.117,0.258,0.452,0.239,0.333,0.444,0.071,0.111,0.444,0.412,,,,,,,,,,,,,,,,,,,,,
2,2024-09-18,746172,Strikeout,strikeout,True,643217,686799,Andrew Benintendi,Jack Kochanowicz,0,fe881a13-e835-461a-9b7c-8403d76eddc6,686799.0,jackkochanowicz,Kochanowicz,Right,Jack Kochanowicz,LAA,4.56,5.53,51.1,101.0,100.0,102.0,0.865,3.51,1.58,10.34,1.23,2.06,0.202,0.371,0.157,0.354,0.519,71.0,101.0,98.0,112.0,94.0,106.0,91.0,102.0,96.0,99.0,103.0,101.0,0.71,0.053,0.203,0.034,0.45,0.06,-1.79,-3.24,96.3,88.4,95.8,85.1,0.318,0.473,0.117,0.258,0.452,0.239,0.333,0.444,0.071,0.111,0.444,0.412,,,,,,,,,,,,,,,,,,,,,
3,2024-09-18,746172,Flyout,field_out,True,621493,694363,Taylor Ward,Jared Shuster,0,cc3df9d4-aa46-460b-a6a2-4d8cc4cb40a6,694363.0,jaredshuster,Shuster,Left,Jared Shuster,CHW,4.35,4.88,70.1,100.0,75.0,93.0,0.788,6.65,3.71,9.34,1.15,0.8,0.282,0.401,0.145,0.26,0.413,71.0,99.0,94.0,,,,71.0,98.0,86.0,68.0,105.0,92.0,0.046,0.38,,0.288,-0.54,-0.66,,-0.79,92.5,84.1,91.9,,0.313,0.5,0.088,,,,0.253,0.387,0.296,0.277,0.491,0.162,86.0,105.0,102.0,0.286,0.54,86.0,0.25,0.319,0.274,,,,,,,,,,,,
4,2024-09-18,746172,Lineout,field_out,True,605346,694363,Jack López,Jared Shuster,0,099108a4-904f-4783-9e77-9dc66811c26f,694363.0,jaredshuster,Shuster,Left,Jared Shuster,CHW,4.35,4.88,70.1,100.0,75.0,93.0,0.788,6.65,3.71,9.34,1.15,0.8,0.282,0.401,0.145,0.26,0.413,71.0,99.0,94.0,,,,71.0,98.0,86.0,68.0,105.0,92.0,0.046,0.38,,0.288,-0.54,-0.66,,-0.79,92.5,84.1,91.9,,0.313,0.5,0.088,,,,0.253,0.387,0.296,0.277,0.491,0.162,86.0,105.0,102.0,0.286,0.54,86.0,0.25,0.319,0.274,,,,,,,,,,,,
5,2024-09-18,746172,Pop Out,field_out,True,694384,694363,Nolan Schanuel,Jared Shuster,0,6d437fbd-02c0-4309-b4a1-bc7b8584be52,694363.0,jaredshuster,Shuster,Left,Jared Shuster,CHW,4.35,4.88,70.1,100.0,75.0,93.0,0.788,6.65,3.71,9.34,1.15,0.8,0.282,0.401,0.145,0.26,0.413,71.0,99.0,94.0,,,,71.0,98.0,86.0,68.0,105.0,92.0,0.046,0.38,,0.288,-0.54,-0.66,,-0.79,92.5,84.1,91.9,,0.313,0.5,0.088,,,,0.253,0.387,0.296,0.277,0.491,0.162,86.0,105.0,102.0,0.286,0.54,86.0,0.25,0.319,0.274,,,,,,,,,,,,
6,2024-09-18,746172,Groundout,field_out,True,683734,686799,Andrew Vaughn,Jack Kochanowicz,0,8941b0dd-60aa-4240-b170-d38533a90d33,686799.0,jackkochanowicz,Kochanowicz,Right,Jack Kochanowicz,LAA,4.56,5.53,51.1,101.0,100.0,102.0,0.865,3.51,1.58,10.34,1.23,2.06,0.202,0.371,0.157,0.354,0.519,71.0,101.0,98.0,112.0,94.0,106.0,91.0,102.0,96.0,99.0,103.0,101.0,0.71,0.053,0.203,0.034,0.45,0.06,-1.79,-3.24,96.3,88.4,95.8,85.1,0.318,0.473,0.117,0.258,0.452,0.239,0.333,0.444,0.071,0.111,0.444,0.412,,,,,,,,,,,,,,,,,,,,,
7,2024-09-18,746172,Lineout,field_out,True,657757,686799,Gavin Sheets,Jack Kochanowicz,0,aebf612d-6346-40ca-a518-881246f0b929,686799.0,jackkochanowicz,Kochanowicz,Right,Jack Kochanowicz,LAA,4.56,5.53,51.1,101.0,100.0,102.0,0.865,3.51,1.58,10.34,1.23,2.06,0.202,0.371,0.157,0.354,0.519,71.0,101.0,98.0,112.0,94.0,106.0,91.0,102.0,96.0,99.0,103.0,101.0,0.71,0.053,0.203,0.034,0.45,0.06,-1.79,-3.24,96.3,88.4,95.8,85.1,0.318,0.473,0.117,0.258,0.452,0.239,0.333,0.444,0.071,0.111,0.444,0.412,,,,,,,,,,,,,,,,,,,,,
8,2024-09-18,746172,Single,single,False,672820,686799,Lenyn Sosa,Jack Kochanowicz,0,2508e305-c1d9-4f80-ae17-38b046243e9c,686799.0,jackkochanowicz,Kochanowicz,Right,Jack Kochanowicz,LAA,4.56,5.53,51.1,101.0,100.0,102.0,0.865,3.51,1.58,10.34,1.23,2.06,0.202,0.371,0.157,0.354,0.519,71.0,101.0,98.0,112.0,94.0,106.0,91.0,102.0,96.0,99.0,103.0,101.0,0.71,0.053,0.203,0.034,0.45,0.06,-1.79,-3.24,96.3,88.4,95.8,85.1,0.318,0.473,0.117,0.258,0.452,0.239,0.333,0.444,0.071,0.111,0.444,0.412,,,,,,,,,,,,,,,,,,,,,
9,2024-09-18,746172,Single,single,False,666150,686799,Dominic Fletcher,Jack Kochanowicz,1,8a3bc77f-3219-46d0-adb4-256710f7e5f1,686799.0,jackkochanowicz,Kochanowicz,Right,Jack Kochanowicz,LAA,4.56,5.53,51.1,101.0,100.0,102.0,0.865,3.51,1.58,10.34,1.23,2.06,0.202,0.371,0.157,0.354,0.519,71.0,101.0,98.0,112.0,94.0,106.0,91.0,102.0,96.0,99.0,103.0,101.0,0.71,0.053,0.203,0.034,0.45,0.06,-1.79,-3.24,96.3,88.4,95.8,85.1,0.318,0.473,0.117,0.258,0.452,0.239,0.333,0.444,0.071,0.111,0.444,0.412,,,,,,,,,,,,,,,,,,,,,
