,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,wFC/C,wSI/C,vFC,vSI,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-05-21,746716,Lineout,field_out,True,650333,671096,Luis Arraez,Andrew Abbott,0,ed75bb5b-d46b-48db-9405-fa53094a3556,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.39,3.51,106.1,98.0,91.0,96.0,0.81,7.28,3.39,7.53,1.52,0.68,0.256,0.358,0.177,0.256,0.427,99.0,92.0,97.0,99.0,98.0,100.0,77.0,96.0,89.0,124.0,104.0,111.0,0.546,0.165,0.121,0.167,0.21,0.44,-1.54,0.81,92.9,84.7,82.8,80.7,0.233,0.406,0.193,0.188,0.302,0.253,0.167,0.379,0.285,0.324,0.676,0.147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-05-21,746716,Single,single,False,665487,671096,Fernando Tatis Jr.,Andrew Abbott,0,75ef4c35-56ee-4fc2-a759-4ba8cd15f19b,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.39,3.51,106.1,98.0,91.0,96.0,0.81,7.28,3.39,7.53,1.52,0.68,0.256,0.358,0.177,0.256,0.427,99.0,92.0,97.0,99.0,98.0,100.0,77.0,96.0,89.0,124.0,104.0,111.0,0.546,0.165,0.121,0.167,0.21,0.44,-1.54,0.81,92.9,84.7,82.8,80.7,0.233,0.406,0.193,0.188,0.302,0.253,0.167,0.379,0.285,0.324,0.676,0.147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-05-21,746716,Lineout,field_out,True,595777,671096,Jurickson Profar,Andrew Abbott,0,4f6fdd0d-def8-4dba-acc6-9a9781480c57,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.39,3.51,106.1,98.0,91.0,96.0,0.81,7.28,3.39,7.53,1.52,0.68,0.256,0.358,0.177,0.256,0.427,99.0,92.0,97.0,99.0,98.0,100.0,77.0,96.0,89.0,124.0,104.0,111.0,0.546,0.165,0.121,0.167,0.21,0.44,-1.54,0.81,92.9,84.7,82.8,80.7,0.233,0.406,0.193,0.188,0.302,0.253,0.167,0.379,0.285,0.324,0.676,0.147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-05-21,746716,Forceout,force_out,True,592518,671096,Manny Machado,Andrew Abbott,1,3a06cc8e-203c-48fa-adbf-c7ed25d0fa63,671096.0,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.39,3.51,106.1,98.0,91.0,96.0,0.81,7.28,3.39,7.53,1.52,0.68,0.256,0.358,0.177,0.256,0.427,99.0,92.0,97.0,99.0,98.0,100.0,77.0,96.0,89.0,124.0,104.0,111.0,0.546,0.165,0.121,0.167,0.21,0.44,-1.54,0.81,92.9,84.7,82.8,80.7,0.233,0.406,0.193,0.188,0.302,0.253,0.167,0.379,0.285,0.324,0.676,0.147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-05-21,746716,Walk,walk,False,674441,605397,Jacob Hurtubise,Joe Musgrove,0,5e26f595-c511-46bc-a1b9-41343308cf64,605397.0,joemusgrove,Musgrove,Right,Joe Musgrove,SDP,5.66,5.95,49.1,101.0,116.0,102.0,0.733,8.03,2.74,10.58,1.82,1.17,0.176,0.453,0.101,0.338,0.425,129.0,97.0,107.0,142.0,106.0,111.0,90.0,98.0,93.0,148.0,91.0,101.0,0.242,0.221,0.211,0.086,-3.58,0.31,-0.49,-3.04,92.4,86.8,81.6,81.2,0.349,0.698,0.208,0.211,0.579,0.333,0.35,0.65,0.389,0.237,0.421,0.342,59.0,110.0,96.0,96.0,104.0,100.0,0.051,0.189,-0.26,1.06,89.9,92.1,0.405,0.541,0.247,0.364,0.364,0.136,,,,,,,,,,,,,,,
5,2024-05-21,746716,Single,single,False,682829,605397,Elly De La Cruz,Joe Musgrove,1,5973a7e5-cfdf-43a7-8b42-0cd936684f13,605397.0,joemusgrove,Musgrove,Right,Joe Musgrove,SDP,5.66,5.95,49.1,101.0,116.0,102.0,0.733,8.03,2.74,10.58,1.82,1.17,0.176,0.453,0.101,0.338,0.425,129.0,97.0,107.0,142.0,106.0,111.0,90.0,98.0,93.0,148.0,91.0,101.0,0.242,0.221,0.211,0.086,-3.58,0.31,-0.49,-3.04,92.4,86.8,81.6,81.2,0.349,0.698,0.208,0.211,0.579,0.333,0.35,0.65,0.389,0.237,0.421,0.342,59.0,110.0,96.0,96.0,104.0,100.0,0.051,0.189,-0.26,1.06,89.9,92.1,0.405,0.541,0.247,0.364,0.364,0.136,,,,,,,,,,,,,,,
6,2024-05-21,746716,Strikeout,strikeout,True,600869,605397,Jeimer Candelario,Joe Musgrove,0,33242c33-f655-4ed8-bdbc-84b7d153d1eb,605397.0,joemusgrove,Musgrove,Right,Joe Musgrove,SDP,5.66,5.95,49.1,101.0,116.0,102.0,0.733,8.03,2.74,10.58,1.82,1.17,0.176,0.453,0.101,0.338,0.425,129.0,97.0,107.0,142.0,106.0,111.0,90.0,98.0,93.0,148.0,91.0,101.0,0.242,0.221,0.211,0.086,-3.58,0.31,-0.49,-3.04,92.4,86.8,81.6,81.2,0.349,0.698,0.208,0.211,0.579,0.333,0.35,0.65,0.389,0.237,0.421,0.342,59.0,110.0,96.0,96.0,104.0,100.0,0.051,0.189,-0.26,1.06,89.9,92.1,0.405,0.541,0.247,0.364,0.364,0.136,,,,,,,,,,,,,,,
7,2024-05-21,746716,Hit By Pitch,hit_by_pitch,False,641584,605397,Jake Fraley,Joe Musgrove,1,993983cc-4ea2-4436-b513-d2f0101cd00d,605397.0,joemusgrove,Musgrove,Right,Joe Musgrove,SDP,5.66,5.95,49.1,101.0,116.0,102.0,0.733,8.03,2.74,10.58,1.82,1.17,0.176,0.453,0.101,0.338,0.425,129.0,97.0,107.0,142.0,106.0,111.0,90.0,98.0,93.0,148.0,91.0,101.0,0.242,0.221,0.211,0.086,-3.58,0.31,-0.49,-3.04,92.4,86.8,81.6,81.2,0.349,0.698,0.208,0.211,0.579,0.333,0.35,0.65,0.389,0.237,0.421,0.342,59.0,110.0,96.0,96.0,104.0,100.0,0.051,0.189,-0.26,1.06,89.9,92.1,0.405,0.541,0.247,0.364,0.364,0.136,,,,,,,,,,,,,,,
8,2024-05-21,746716,Strikeout,strikeout,True,663886,605397,Tyler Stephenson,Joe Musgrove,0,c2f66fd1-7df1-4ff8-adc9-4d4cba4d95e3,605397.0,joemusgrove,Musgrove,Right,Joe Musgrove,SDP,5.66,5.95,49.1,101.0,116.0,102.0,0.733,8.03,2.74,10.58,1.82,1.17,0.176,0.453,0.101,0.338,0.425,129.0,97.0,107.0,142.0,106.0,111.0,90.0,98.0,93.0,148.0,91.0,101.0,0.242,0.221,0.211,0.086,-3.58,0.31,-0.49,-3.04,92.4,86.8,81.6,81.2,0.349,0.698,0.208,0.211,0.579,0.333,0.35,0.65,0.389,0.237,0.421,0.342,59.0,110.0,96.0,96.0,104.0,100.0,0.051,0.189,-0.26,1.06,89.9,92.1,0.405,0.541,0.247,0.364,0.364,0.136,,,,,,,,,,,,,,,
9,2024-05-21,746716,Groundout,field_out,True,645801,605397,Mike Ford,Joe Musgrove,0,efd6dd3f-4d49-4ed1-b3c9-8a9bea7926be,605397.0,joemusgrove,Musgrove,Right,Joe Musgrove,SDP,5.66,5.95,49.1,101.0,116.0,102.0,0.733,8.03,2.74,10.58,1.82,1.17,0.176,0.453,0.101,0.338,0.425,129.0,97.0,107.0,142.0,106.0,111.0,90.0,98.0,93.0,148.0,91.0,101.0,0.242,0.221,0.211,0.086,-3.58,0.31,-0.49,-3.04,92.4,86.8,81.6,81.2,0.349,0.698,0.208,0.211,0.579,0.333,0.35,0.65,0.389,0.237,0.421,0.342,59.0,110.0,96.0,96.0,104.0,100.0,0.051,0.189,-0.26,1.06,89.9,92.1,0.405,0.541,0.247,0.364,0.364,0.136,,,,,,,,,,,,,,,
