,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,SI%,FA%,SL%,KC%,CH%,wFA/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vCH,vSI,vSL,vKC,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,ST_ba,ST_slg,ST_whiff,FC_ba,FC_slg,FC_whiff
0,2024-08-31,746424,Groundout,field_out,True,680776,669373,Jarren Duran,Tarik Skubal,0,08f722bb-effa-4d12-88a1-c0ab28ab67bd,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.53,2.76,174.0,103.0,103.0,106.0,0.72,10.76,1.71,6.88,0.72,1.25,0.258,0.386,0.174,0.258,0.478,97.0,104.0,114.0,112.0,103.0,103.0,95.0,105.0,104.0,109.0,98.0,102.0,95.0,90.0,100.0,0.216,0.321,0.152,0.045,0.267,1.48,1.28,0.54,2.49,1.14,96.9,86.2,96.6,88.7,78.5,0.222,0.34,0.479,0.211,0.311,0.251,0.208,0.312,0.162,0.181,0.389,0.352,0.118,0.118,0.184,,,,,,,,,,,,,,,,,,
1,2024-08-31,746424,Pop Out,field_out,True,608701,669373,Rob Refsnyder,Tarik Skubal,0,6aba9b48-affc-4888-8752-2937f96ac9c4,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.53,2.76,174.0,103.0,103.0,106.0,0.72,10.76,1.71,6.88,0.72,1.25,0.258,0.386,0.174,0.258,0.478,97.0,104.0,114.0,112.0,103.0,103.0,95.0,105.0,104.0,109.0,98.0,102.0,95.0,90.0,100.0,0.216,0.321,0.152,0.045,0.267,1.48,1.28,0.54,2.49,1.14,96.9,86.2,96.6,88.7,78.5,0.222,0.34,0.479,0.211,0.311,0.251,0.208,0.312,0.162,0.181,0.389,0.352,0.118,0.118,0.184,,,,,,,,,,,,,,,,,,
2,2024-08-31,746424,Home Run,home_run,False,641933,669373,Tyler O'Neill,Tarik Skubal,0,f8830090-5def-4764-a32d-7ffb943f65c3,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.53,2.76,174.0,103.0,103.0,106.0,0.72,10.76,1.71,6.88,0.72,1.25,0.258,0.386,0.174,0.258,0.478,97.0,104.0,114.0,112.0,103.0,103.0,95.0,105.0,104.0,109.0,98.0,102.0,95.0,90.0,100.0,0.216,0.321,0.152,0.045,0.267,1.48,1.28,0.54,2.49,1.14,96.9,86.2,96.6,88.7,78.5,0.222,0.34,0.479,0.211,0.311,0.251,0.208,0.312,0.162,0.181,0.389,0.352,0.118,0.118,0.184,,,,,,,,,,,,,,,,,,
3,2024-08-31,746424,Strikeout,strikeout,True,646240,669373,Rafael Devers,Tarik Skubal,0,d57253ea-b8aa-4223-872f-b75131d1b07f,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.53,2.76,174.0,103.0,103.0,106.0,0.72,10.76,1.71,6.88,0.72,1.25,0.258,0.386,0.174,0.258,0.478,97.0,104.0,114.0,112.0,103.0,103.0,95.0,105.0,104.0,109.0,98.0,102.0,95.0,90.0,100.0,0.216,0.321,0.152,0.045,0.267,1.48,1.28,0.54,2.49,1.14,96.9,86.2,96.6,88.7,78.5,0.222,0.34,0.479,0.211,0.311,0.251,0.208,0.312,0.162,0.181,0.389,0.352,0.118,0.118,0.184,,,,,,,,,,,,,,,,,,
4,2024-08-31,746424,Pop Out,field_out,True,678009,601713,Parker Meadows,Nick Pivetta,0,ec9a6b1b-2e3d-4cee-9882-8fd7eab5eb3b,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,4.38,3.77,123.1,105.0,134.0,108.0,0.778,10.73,2.26,8.1,1.75,0.64,0.22,0.401,0.131,0.367,0.447,,,,124.0,105.0,109.0,,,,154.0,103.0,111.0,,,,,0.479,0.301,,,0.71,,0.4,,,94.0,,,82.7,,,,,0.252,0.414,0.211,,,,0.095,0.286,0.314,0.174,0.457,0.197,119.0,105.0,104.0,105.0,96.0,82.0,0.067,0.154,-4.87,0.02,88.3,80.1,0.22,0.413,0.353,0.387,0.903,0.224
5,2024-08-31,746424,Strikeout,strikeout,True,682985,601713,Riley Greene,Nick Pivetta,0,4c1f0706-facd-424a-93b6-8e434b2b9277,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,4.38,3.77,123.1,105.0,134.0,108.0,0.778,10.73,2.26,8.1,1.75,0.64,0.22,0.401,0.131,0.367,0.447,,,,124.0,105.0,109.0,,,,154.0,103.0,111.0,,,,,0.479,0.301,,,0.71,,0.4,,,94.0,,,82.7,,,,,0.252,0.414,0.211,,,,0.095,0.286,0.314,0.174,0.457,0.197,119.0,105.0,104.0,105.0,96.0,82.0,0.067,0.154,-4.87,0.02,88.3,80.1,0.22,0.413,0.353,0.387,0.903,0.224
6,2024-08-31,746424,Strikeout,strikeout,True,663837,601713,Matt Vierling,Nick Pivetta,0,32036ace-ebf0-4205-84af-27cd88be4f39,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,4.38,3.77,123.1,105.0,134.0,108.0,0.778,10.73,2.26,8.1,1.75,0.64,0.22,0.401,0.131,0.367,0.447,,,,124.0,105.0,109.0,,,,154.0,103.0,111.0,,,,,0.479,0.301,,,0.71,,0.4,,,94.0,,,82.7,,,,,0.252,0.414,0.211,,,,0.095,0.286,0.314,0.174,0.457,0.197,119.0,105.0,104.0,105.0,96.0,82.0,0.067,0.154,-4.87,0.02,88.3,80.1,0.22,0.413,0.353,0.387,0.903,0.224
7,2024-08-31,746424,Single,single,True,663853,669373,Romy Gonzalez,Tarik Skubal,1,e7e45a08-534f-4a19-be2c-e9254e484f22,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.53,2.76,174.0,103.0,103.0,106.0,0.72,10.76,1.71,6.88,0.72,1.25,0.258,0.386,0.174,0.258,0.478,97.0,104.0,114.0,112.0,103.0,103.0,95.0,105.0,104.0,109.0,98.0,102.0,95.0,90.0,100.0,0.216,0.321,0.152,0.045,0.267,1.48,1.28,0.54,2.49,1.14,96.9,86.2,96.6,88.7,78.5,0.222,0.34,0.479,0.211,0.311,0.251,0.208,0.312,0.162,0.181,0.389,0.352,0.118,0.118,0.184,,,,,,,,,,,,,,,,,,
8,2024-08-31,746424,Lineout,field_out,True,657136,669373,Connor Wong,Tarik Skubal,0,c0afc6e8-97fd-4240-a32f-3a956fb30932,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.53,2.76,174.0,103.0,103.0,106.0,0.72,10.76,1.71,6.88,0.72,1.25,0.258,0.386,0.174,0.258,0.478,97.0,104.0,114.0,112.0,103.0,103.0,95.0,105.0,104.0,109.0,98.0,102.0,95.0,90.0,100.0,0.216,0.321,0.152,0.045,0.267,1.48,1.28,0.54,2.49,1.14,96.9,86.2,96.6,88.7,78.5,0.222,0.34,0.479,0.211,0.311,0.251,0.208,0.312,0.162,0.181,0.389,0.352,0.118,0.118,0.184,,,,,,,,,,,,,,,,,,
9,2024-08-31,746424,Groundout,field_out,True,671213,669373,Triston Casas,Tarik Skubal,0,001067bd-c69a-4d1a-aa79-b3238c876991,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.53,2.76,174.0,103.0,103.0,106.0,0.72,10.76,1.71,6.88,0.72,1.25,0.258,0.386,0.174,0.258,0.478,97.0,104.0,114.0,112.0,103.0,103.0,95.0,105.0,104.0,109.0,98.0,102.0,95.0,90.0,100.0,0.216,0.321,0.152,0.045,0.267,1.48,1.28,0.54,2.49,1.14,96.9,86.2,96.6,88.7,78.5,0.222,0.34,0.479,0.211,0.311,0.251,0.208,0.312,0.162,0.181,0.389,0.352,0.118,0.118,0.184,,,,,,,,,,,,,,,,,,
