,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,KC%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wKC/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,vKC,ST_ba,ST_slg,ST_whiff,SI_ba,SI_slg,SI_whiff,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-08-29,745135,Flyout,field_out,True,650333,543243,Luis Arraez,Sonny Gray,0,7d07c969-6dbe-47c6-b319-ad7ec9978133,543243.0,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.96,3.92,147.2,103.0,110.0,105.0,0.732,10.91,2.19,7.74,1.28,1.27,0.193,0.433,0.15,0.356,0.433,70.0,91.0,86.0,119.0,96.0,97.0,106.0,96.0,101.0,95.0,115.0,112.0,152.0,116.0,127.0,91.0,98.0,96.0,0.164,0.238,0.183,0.198,0.148,0.0,0.068,0.26,0.26,1.13,0.75,0.63,-2.43,-1.98,92.4,87.8,88.3,92.9,84.8,80.0,75.4,0.152,0.222,0.424,0.205,0.411,0.201,0.317,0.564,0.187,0.289,0.506,0.284,0.213,0.459,0.321,0.36,0.68,0.321,,,,,,,,,,,,
1,2024-08-29,745135,Groundout,field_out,True,595777,543243,Jurickson Profar,Sonny Gray,0,58247d38-cc95-42f0-8fa4-883bef29ddc9,543243.0,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.96,3.92,147.2,103.0,110.0,105.0,0.732,10.91,2.19,7.74,1.28,1.27,0.193,0.433,0.15,0.356,0.433,70.0,91.0,86.0,119.0,96.0,97.0,106.0,96.0,101.0,95.0,115.0,112.0,152.0,116.0,127.0,91.0,98.0,96.0,0.164,0.238,0.183,0.198,0.148,0.0,0.068,0.26,0.26,1.13,0.75,0.63,-2.43,-1.98,92.4,87.8,88.3,92.9,84.8,80.0,75.4,0.152,0.222,0.424,0.205,0.411,0.201,0.317,0.564,0.187,0.289,0.506,0.284,0.213,0.459,0.321,0.36,0.68,0.321,,,,,,,,,,,,
2,2024-08-29,745135,Groundout,field_out,True,630105,543243,Jake Cronenworth,Sonny Gray,0,2ce27f45-84fd-40da-9ec2-bc1e7b632a33,543243.0,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.96,3.92,147.2,103.0,110.0,105.0,0.732,10.91,2.19,7.74,1.28,1.27,0.193,0.433,0.15,0.356,0.433,70.0,91.0,86.0,119.0,96.0,97.0,106.0,96.0,101.0,95.0,115.0,112.0,152.0,116.0,127.0,91.0,98.0,96.0,0.164,0.238,0.183,0.198,0.148,0.0,0.068,0.26,0.26,1.13,0.75,0.63,-2.43,-1.98,92.4,87.8,88.3,92.9,84.8,80.0,75.4,0.152,0.222,0.424,0.205,0.411,0.201,0.317,0.564,0.187,0.289,0.506,0.284,0.213,0.459,0.321,0.36,0.68,0.321,,,,,,,,,,,,
3,2024-08-29,745135,Strikeout,strikeout,True,691026,650633,Masyn Winn,Michael King,0,3f3f9ee3-af53-4443-9f66-8024145e0cbc,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.05,3.49,150.2,102.0,94.0,100.0,0.734,10.57,3.4,7.47,0.96,1.07,0.224,0.422,0.206,0.275,0.416,87.0,103.0,97.0,,,,84.0,103.0,101.0,88.0,105.0,98.0,113.0,97.0,102.0,,,,0.27,0.247,,0.233,,,0.25,-0.65,,0.88,-0.03,,,1.72,93.6,,86.7,92.9,82.8,,,0.213,0.326,0.346,0.203,0.391,0.201,0.261,0.403,0.253,,,,,,,0.202,0.275,0.358,0.286,0.536,0.255,,,,,,,,,
4,2024-08-29,745135,Single,single,False,676475,650633,Alec Burleson,Michael King,0,799f1043-fb19-4b30-8ea7-2d0ba6e47202,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.05,3.49,150.2,102.0,94.0,100.0,0.734,10.57,3.4,7.47,0.96,1.07,0.224,0.422,0.206,0.275,0.416,87.0,103.0,97.0,,,,84.0,103.0,101.0,88.0,105.0,98.0,113.0,97.0,102.0,,,,0.27,0.247,,0.233,,,0.25,-0.65,,0.88,-0.03,,,1.72,93.6,,86.7,92.9,82.8,,,0.213,0.326,0.346,0.203,0.391,0.201,0.261,0.403,0.253,,,,,,,0.202,0.275,0.358,0.286,0.536,0.255,,,,,,,,,
5,2024-08-29,745135,Groundout,field_out,True,571448,650633,Nolan Arenado,Michael King,1,c9eca344-5bf3-4122-be55-a7ea90c53df1,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.05,3.49,150.2,102.0,94.0,100.0,0.734,10.57,3.4,7.47,0.96,1.07,0.224,0.422,0.206,0.275,0.416,87.0,103.0,97.0,,,,84.0,103.0,101.0,88.0,105.0,98.0,113.0,97.0,102.0,,,,0.27,0.247,,0.233,,,0.25,-0.65,,0.88,-0.03,,,1.72,93.6,,86.7,92.9,82.8,,,0.213,0.326,0.346,0.203,0.391,0.201,0.261,0.403,0.253,,,,,,,0.202,0.275,0.358,0.286,0.536,0.255,,,,,,,,,
6,2024-08-29,745135,Walk,walk,False,663609,650633,Luken Baker,Michael King,0,8853c1f2-ab32-4f47-b3e0-84e6e9af717b,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.05,3.49,150.2,102.0,94.0,100.0,0.734,10.57,3.4,7.47,0.96,1.07,0.224,0.422,0.206,0.275,0.416,87.0,103.0,97.0,,,,84.0,103.0,101.0,88.0,105.0,98.0,113.0,97.0,102.0,,,,0.27,0.247,,0.233,,,0.25,-0.65,,0.88,-0.03,,,1.72,93.6,,86.7,92.9,82.8,,,0.213,0.326,0.346,0.203,0.391,0.201,0.261,0.403,0.253,,,,,,,0.202,0.275,0.358,0.286,0.536,0.255,,,,,,,,,
7,2024-08-29,745135,Strikeout,strikeout,True,680977,650633,Brendan Donovan,Michael King,1,80cb674c-7218-4367-b694-edf8bc0da5ff,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.05,3.49,150.2,102.0,94.0,100.0,0.734,10.57,3.4,7.47,0.96,1.07,0.224,0.422,0.206,0.275,0.416,87.0,103.0,97.0,,,,84.0,103.0,101.0,88.0,105.0,98.0,113.0,97.0,102.0,,,,0.27,0.247,,0.233,,,0.25,-0.65,,0.88,-0.03,,,1.72,93.6,,86.7,92.9,82.8,,,0.213,0.326,0.346,0.203,0.391,0.201,0.261,0.403,0.253,,,,,,,0.202,0.275,0.358,0.286,0.536,0.255,,,,,,,,,
8,2024-08-29,745135,Lineout,field_out,True,592518,543243,Manny Machado,Sonny Gray,0,eec1a46a-3424-4236-a3ea-5817caef78e9,543243.0,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.96,3.92,147.2,103.0,110.0,105.0,0.732,10.91,2.19,7.74,1.28,1.27,0.193,0.433,0.15,0.356,0.433,70.0,91.0,86.0,119.0,96.0,97.0,106.0,96.0,101.0,95.0,115.0,112.0,152.0,116.0,127.0,91.0,98.0,96.0,0.164,0.238,0.183,0.198,0.148,0.0,0.068,0.26,0.26,1.13,0.75,0.63,-2.43,-1.98,92.4,87.8,88.3,92.9,84.8,80.0,75.4,0.152,0.222,0.424,0.205,0.411,0.201,0.317,0.564,0.187,0.289,0.506,0.284,0.213,0.459,0.321,0.36,0.68,0.321,,,,,,,,,,,,
9,2024-08-29,745135,Strikeout,strikeout,True,456781,543243,Donovan Solano,Sonny Gray,0,c712bcd9-70f8-4f6f-a427-2519bba3a6c2,543243.0,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.96,3.92,147.2,103.0,110.0,105.0,0.732,10.91,2.19,7.74,1.28,1.27,0.193,0.433,0.15,0.356,0.433,70.0,91.0,86.0,119.0,96.0,97.0,106.0,96.0,101.0,95.0,115.0,112.0,152.0,116.0,127.0,91.0,98.0,96.0,0.164,0.238,0.183,0.198,0.148,0.0,0.068,0.26,0.26,1.13,0.75,0.63,-2.43,-1.98,92.4,87.8,88.3,92.9,84.8,80.0,75.4,0.152,0.222,0.424,0.205,0.411,0.201,0.317,0.564,0.187,0.289,0.506,0.284,0.213,0.459,0.321,0.36,0.68,0.321,,,,,,,,,,,,
