,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,CU%,wFA/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFS,vSI,vSL,vCU,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ KC,Loc+ KC,Pit+ KC,KC%,CH%,wKC/C,wCH/C,vCH,vKC,CH_ba,CH_slg,CH_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff
0,2024-04-29,744945,Groundout,field_out,True,672580,684320,Maikel Garcia,Yariel Rodríguez,0,bc36fa9f-3985-458b-a22c-c56822f51458,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,3.67,4.19,34.1,98.0,96.0,97.0,0.773,9.44,4.98,7.34,0.79,1.15,0.253,0.418,0.176,0.264,0.403,92.0,92.0,98.0,90.0,95.0,90.0,80.0,102.0,99.0,116.0,101.0,107.0,75.0,115.0,106.0,0.093,0.441,0.08,0.271,0.115,0.9,-1.28,3.88,-0.9,-3.05,94.2,89.2,93.6,84.4,77.7,0.245,0.429,0.344,0.22,0.341,0.206,0.154,0.154,0.125,0.182,0.273,0.235,0.333,0.778,0.25,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-04-29,744945,Single,single,False,677951,684320,Bobby Witt Jr.,Yariel Rodríguez,0,6e6995a6-fe62-4d62-a39a-693c1369fc5b,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,3.67,4.19,34.1,98.0,96.0,97.0,0.773,9.44,4.98,7.34,0.79,1.15,0.253,0.418,0.176,0.264,0.403,92.0,92.0,98.0,90.0,95.0,90.0,80.0,102.0,99.0,116.0,101.0,107.0,75.0,115.0,106.0,0.093,0.441,0.08,0.271,0.115,0.9,-1.28,3.88,-0.9,-3.05,94.2,89.2,93.6,84.4,77.7,0.245,0.429,0.344,0.22,0.341,0.206,0.154,0.154,0.125,0.182,0.273,0.235,0.333,0.778,0.25,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-04-29,744945,Flyout,field_out,True,686469,684320,Vinnie Pasquantino,Yariel Rodríguez,0,270ac3b4-b736-4578-8a79-cdff6be30f91,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,3.67,4.19,34.1,98.0,96.0,97.0,0.773,9.44,4.98,7.34,0.79,1.15,0.253,0.418,0.176,0.264,0.403,92.0,92.0,98.0,90.0,95.0,90.0,80.0,102.0,99.0,116.0,101.0,107.0,75.0,115.0,106.0,0.093,0.441,0.08,0.271,0.115,0.9,-1.28,3.88,-0.9,-3.05,94.2,89.2,93.6,84.4,77.7,0.245,0.429,0.344,0.22,0.341,0.206,0.154,0.154,0.125,0.182,0.273,0.235,0.333,0.778,0.25,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-04-29,744945,Double,double,False,676369,684320,Nelson Velázquez,Yariel Rodríguez,1,b9c7804f-1028-40d4-a1d9-52c6fd764faa,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,3.67,4.19,34.1,98.0,96.0,97.0,0.773,9.44,4.98,7.34,0.79,1.15,0.253,0.418,0.176,0.264,0.403,92.0,92.0,98.0,90.0,95.0,90.0,80.0,102.0,99.0,116.0,101.0,107.0,75.0,115.0,106.0,0.093,0.441,0.08,0.271,0.115,0.9,-1.28,3.88,-0.9,-3.05,94.2,89.2,93.6,84.4,77.7,0.245,0.429,0.344,0.22,0.341,0.206,0.154,0.154,0.125,0.182,0.273,0.235,0.333,0.778,0.25,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-04-29,744945,Single,single,False,686681,684320,Michael Massey,Yariel Rodríguez,1,cbbb6d33-a2ea-404a-b3ac-cee2d2a2003a,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,3.67,4.19,34.1,98.0,96.0,97.0,0.773,9.44,4.98,7.34,0.79,1.15,0.253,0.418,0.176,0.264,0.403,92.0,92.0,98.0,90.0,95.0,90.0,80.0,102.0,99.0,116.0,101.0,107.0,75.0,115.0,106.0,0.093,0.441,0.08,0.271,0.115,0.9,-1.28,3.88,-0.9,-3.05,94.2,89.2,93.6,84.4,77.7,0.245,0.429,0.344,0.22,0.341,0.206,0.154,0.154,0.125,0.182,0.273,0.235,0.333,0.778,0.25,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-04-29,744945,Flyout,field_out,True,666023,684320,Freddy Fermin,Yariel Rodríguez,0,6c728ad0-7146-4ae8-aa68-b3422ef181b2,684320.0,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,3.67,4.19,34.1,98.0,96.0,97.0,0.773,9.44,4.98,7.34,0.79,1.15,0.253,0.418,0.176,0.264,0.403,92.0,92.0,98.0,90.0,95.0,90.0,80.0,102.0,99.0,116.0,101.0,107.0,75.0,115.0,106.0,0.093,0.441,0.08,0.271,0.115,0.9,-1.28,3.88,-0.9,-3.05,94.2,89.2,93.6,84.4,77.7,0.245,0.429,0.344,0.22,0.341,0.206,0.154,0.154,0.125,0.182,0.273,0.235,0.333,0.778,0.25,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-04-29,744945,Strikeout,strikeout,True,543807,680742,George Springer,Jonathan Bowlan,0,ce8eaaba-fcbe-4ab3-a7af-491835e99261,680742.0,jonathanbowlan,Bowlan,Right,Jonathan Bowlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,1.5,0.286,0.25,1.0,0.353,0.667,1.667,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-04-29,744945,Walk,walk,False,665489,680742,Vladimir Guerrero Jr.,Jonathan Bowlan,0,02fbafa2-98ec-42c9-bc8d-b6dd7a00dd6a,680742.0,jonathanbowlan,Bowlan,Right,Jonathan Bowlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,1.5,0.286,0.25,1.0,0.353,0.667,1.667,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-04-29,744945,Home Run,home_run,False,457759,680742,Justin Turner,Jonathan Bowlan,1,a8381a3b-cd15-4211-b381-8f49a3697935,680742.0,jonathanbowlan,Bowlan,Right,Jonathan Bowlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,1.5,0.286,0.25,1.0,0.353,0.667,1.667,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-04-29,744945,Strikeout,strikeout,True,662139,680742,Daulton Varsho,Jonathan Bowlan,0,ec4ee2cf-643e-4eab-8bcb-f1b95507c559,680742.0,jonathanbowlan,Bowlan,Right,Jonathan Bowlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,1.5,0.286,0.25,1.0,0.353,0.667,1.667,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
