,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FC%,FS%,wFC/C,wFS/C,wSI/C,vFC,vFS,vSI,SI_ba,SI_slg,SI_whiff,SV_ba,SV_slg,SV_whiff,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-09-28,747066,Strikeout,strikeout,True,624428,625643,Adam Frazier,Reynaldo López,0,7cb71790-f462-4b86-aae7-e293045ae7ab,625643.0,reynaldolopez,"López, R",Right,Reynaldo López,ATL,1.99,3.88,135.2,102.0,96.0,101.0,0.75,9.82,2.79,7.16,0.66,1.03,0.279,0.365,0.142,0.311,0.439,75.0,110.0,105.0,84.0,99.0,104.0,91.0,103.0,99.0,113.0,100.0,105.0,0.552,0.294,0.116,0.038,1.19,1.45,1.61,-3.58,95.5,86.1,85.0,77.0,0.266,0.369,0.165,0.168,0.257,0.443,0.151,0.264,0.364,0.263,0.737,0.349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-28,747066,Strikeout,strikeout,True,672580,625643,Maikel Garcia,Reynaldo López,0,2b072124-6f24-4bda-ad7e-2edfc6d0cbfa,625643.0,reynaldolopez,"López, R",Right,Reynaldo López,ATL,1.99,3.88,135.2,102.0,96.0,101.0,0.75,9.82,2.79,7.16,0.66,1.03,0.279,0.365,0.142,0.311,0.439,75.0,110.0,105.0,84.0,99.0,104.0,91.0,103.0,99.0,113.0,100.0,105.0,0.552,0.294,0.116,0.038,1.19,1.45,1.61,-3.58,95.5,86.1,85.0,77.0,0.266,0.369,0.165,0.168,0.257,0.443,0.151,0.264,0.364,0.263,0.737,0.349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-28,747066,Lineout,field_out,True,521692,625643,Salvador Perez,Reynaldo López,0,c800bd65-8488-42b4-8e30-5afe96b7ba9a,625643.0,reynaldolopez,"López, R",Right,Reynaldo López,ATL,1.99,3.88,135.2,102.0,96.0,101.0,0.75,9.82,2.79,7.16,0.66,1.03,0.279,0.365,0.142,0.311,0.439,75.0,110.0,105.0,84.0,99.0,104.0,91.0,103.0,99.0,113.0,100.0,105.0,0.552,0.294,0.116,0.038,1.19,1.45,1.61,-3.58,95.5,86.1,85.0,77.0,0.266,0.369,0.165,0.168,0.257,0.443,0.151,0.264,0.364,0.263,0.737,0.349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-28,747066,Strikeout,strikeout,True,671739,607625,Michael Harris II,Seth Lugo,0,d76ea4ab-a98f-4cef-bc24-e6a095ef450f,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,3.0,3.72,206.2,101.0,97.0,100.0,0.795,7.88,2.09,7.71,0.7,1.2,0.212,0.386,0.156,0.303,0.43,93.0,100.0,98.0,126.0,100.0,110.0,75.0,103.0,95.0,125.0,97.0,105.0,0.24,0.135,0.262,0.069,0.7,-0.67,1.44,0.08,92.2,87.4,85.2,79.4,0.234,0.392,0.173,0.213,0.387,0.2,0.179,0.274,0.34,0.208,0.333,0.291,68.0,101.0,92.0,97.0,103.0,103.0,93.0,107.0,106.0,0.185,0.082,0.026,2.86,0.07,0.65,90.1,85.7,92.1,0.274,0.381,0.129,0.215,0.28,0.285,0.228,0.228,0.23,0.36,0.72,0.106,0.105,0.421,0.351,,,,,,
4,2024-09-28,747066,Groundout,field_out,True,645277,607625,Ozzie Albies,Seth Lugo,0,e30dd4b3-1d12-45d1-b986-c33f7cad3751,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,3.0,3.72,206.2,101.0,97.0,100.0,0.795,7.88,2.09,7.71,0.7,1.2,0.212,0.386,0.156,0.303,0.43,93.0,100.0,98.0,126.0,100.0,110.0,75.0,103.0,95.0,125.0,97.0,105.0,0.24,0.135,0.262,0.069,0.7,-0.67,1.44,0.08,92.2,87.4,85.2,79.4,0.234,0.392,0.173,0.213,0.387,0.2,0.179,0.274,0.34,0.208,0.333,0.291,68.0,101.0,92.0,97.0,103.0,103.0,93.0,107.0,106.0,0.185,0.082,0.026,2.86,0.07,0.65,90.1,85.7,92.1,0.274,0.381,0.129,0.215,0.28,0.285,0.228,0.228,0.23,0.36,0.72,0.106,0.105,0.421,0.351,,,,,,
5,2024-09-28,747066,Walk,walk,False,542303,607625,Marcell Ozuna,Seth Lugo,0,c6efa277-a4dc-4bc0-ad4a-dcd06abf15eb,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,3.0,3.72,206.2,101.0,97.0,100.0,0.795,7.88,2.09,7.71,0.7,1.2,0.212,0.386,0.156,0.303,0.43,93.0,100.0,98.0,126.0,100.0,110.0,75.0,103.0,95.0,125.0,97.0,105.0,0.24,0.135,0.262,0.069,0.7,-0.67,1.44,0.08,92.2,87.4,85.2,79.4,0.234,0.392,0.173,0.213,0.387,0.2,0.179,0.274,0.34,0.208,0.333,0.291,68.0,101.0,92.0,97.0,103.0,103.0,93.0,107.0,106.0,0.185,0.082,0.026,2.86,0.07,0.65,90.1,85.7,92.1,0.274,0.381,0.129,0.215,0.28,0.285,0.228,0.228,0.23,0.36,0.72,0.106,0.105,0.421,0.351,,,,,,
6,2024-09-28,747066,Single,single,False,621566,607625,Matt Olson,Seth Lugo,1,c049f20d-18e0-43db-a357-77227eb34cef,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,3.0,3.72,206.2,101.0,97.0,100.0,0.795,7.88,2.09,7.71,0.7,1.2,0.212,0.386,0.156,0.303,0.43,93.0,100.0,98.0,126.0,100.0,110.0,75.0,103.0,95.0,125.0,97.0,105.0,0.24,0.135,0.262,0.069,0.7,-0.67,1.44,0.08,92.2,87.4,85.2,79.4,0.234,0.392,0.173,0.213,0.387,0.2,0.179,0.274,0.34,0.208,0.333,0.291,68.0,101.0,92.0,97.0,103.0,103.0,93.0,107.0,106.0,0.185,0.082,0.026,2.86,0.07,0.65,90.1,85.7,92.1,0.274,0.381,0.129,0.215,0.28,0.285,0.228,0.228,0.23,0.36,0.72,0.106,0.105,0.421,0.351,,,,,,
7,2024-09-28,747066,Groundout,field_out,True,624585,607625,Jorge Soler,Seth Lugo,0,8075ad0d-d293-4abe-a202-9cae395ecac7,607625.0,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,3.0,3.72,206.2,101.0,97.0,100.0,0.795,7.88,2.09,7.71,0.7,1.2,0.212,0.386,0.156,0.303,0.43,93.0,100.0,98.0,126.0,100.0,110.0,75.0,103.0,95.0,125.0,97.0,105.0,0.24,0.135,0.262,0.069,0.7,-0.67,1.44,0.08,92.2,87.4,85.2,79.4,0.234,0.392,0.173,0.213,0.387,0.2,0.179,0.274,0.34,0.208,0.333,0.291,68.0,101.0,92.0,97.0,103.0,103.0,93.0,107.0,106.0,0.185,0.082,0.026,2.86,0.07,0.65,90.1,85.7,92.1,0.274,0.381,0.129,0.215,0.28,0.285,0.228,0.228,0.23,0.36,0.72,0.106,0.105,0.421,0.351,,,,,,
8,2024-09-28,747066,Groundout,field_out,True,669004,625643,MJ Melendez,Reynaldo López,0,e00ff784-4d9f-4c61-9f65-7598f46a9a7c,625643.0,reynaldolopez,"López, R",Right,Reynaldo López,ATL,1.99,3.88,135.2,102.0,96.0,101.0,0.75,9.82,2.79,7.16,0.66,1.03,0.279,0.365,0.142,0.311,0.439,75.0,110.0,105.0,84.0,99.0,104.0,91.0,103.0,99.0,113.0,100.0,105.0,0.552,0.294,0.116,0.038,1.19,1.45,1.61,-3.58,95.5,86.1,85.0,77.0,0.266,0.369,0.165,0.168,0.257,0.443,0.151,0.264,0.364,0.263,0.737,0.349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-09-28,747066,Strikeout,strikeout,True,657557,625643,Paul DeJong,Reynaldo López,0,98cfbedf-9c68-4a57-9830-6a4609f8ea5b,625643.0,reynaldolopez,"López, R",Right,Reynaldo López,ATL,1.99,3.88,135.2,102.0,96.0,101.0,0.75,9.82,2.79,7.16,0.66,1.03,0.279,0.365,0.142,0.311,0.439,75.0,110.0,105.0,84.0,99.0,104.0,91.0,103.0,99.0,113.0,100.0,105.0,0.552,0.294,0.116,0.038,1.19,1.45,1.61,-3.58,95.5,86.1,85.0,77.0,0.266,0.369,0.165,0.168,0.257,0.443,0.151,0.264,0.364,0.263,0.737,0.349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
