,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wSI/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vCU,SI_ba,SI_slg,SI_whiff,SV_ba,SV_slg,SV_whiff,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,ST_ba,ST_slg,ST_whiff,SL_ba,SL_slg,SL_whiff,vKN (sc),EP%,KN%,wEP/C,wKN/C,vEP,KC_ba,KC_slg,KC_whiff,CU_ba,CU_slg,CU_whiff
0,2024-08-20,744896,Single,single,False,663697,621244,Jonathan India,José Berríos,0,0b00751d-2580-4dd2-a773-cf3dfdc4f245,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,3.72,5.07,164.1,103.0,92.0,99.0,0.814,7.06,2.52,8.0,1.53,1.14,0.258,0.412,0.153,0.348,0.414,88.0,105.0,103.0,109.0,102.0,106.0,83.0,99.0,92.0,86.0,103.0,95.0,82.0,106.0,97.0,0.335,0.185,0.032,0.287,0.161,-1.7,-1.18,0.68,0.44,1.22,94.2,91.6,84.8,93.5,83.2,0.282,0.388,0.123,0.184,0.385,0.302,0.167,0.377,0.253,0.318,0.591,0.2,0.333,0.381,0.087,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-20,744896,Lineout,field_out,True,682829,621244,Elly De La Cruz,José Berríos,0,3d3de650-709c-4c7b-bb58-a5fe9433ab91,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,3.72,5.07,164.1,103.0,92.0,99.0,0.814,7.06,2.52,8.0,1.53,1.14,0.258,0.412,0.153,0.348,0.414,88.0,105.0,103.0,109.0,102.0,106.0,83.0,99.0,92.0,86.0,103.0,95.0,82.0,106.0,97.0,0.335,0.185,0.032,0.287,0.161,-1.7,-1.18,0.68,0.44,1.22,94.2,91.6,84.8,93.5,83.2,0.282,0.388,0.123,0.184,0.385,0.302,0.167,0.377,0.253,0.318,0.591,0.2,0.333,0.381,0.087,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-20,744896,Grounded Into DP,grounded_into_double_play,True,663886,621244,Tyler Stephenson,José Berríos,1,047a151c-5d69-44d8-906b-e0d58659cba6,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,3.72,5.07,164.1,103.0,92.0,99.0,0.814,7.06,2.52,8.0,1.53,1.14,0.258,0.412,0.153,0.348,0.414,88.0,105.0,103.0,109.0,102.0,106.0,83.0,99.0,92.0,86.0,103.0,95.0,82.0,106.0,97.0,0.335,0.185,0.032,0.287,0.161,-1.7,-1.18,0.68,0.44,1.22,94.2,91.6,84.8,93.5,83.2,0.282,0.388,0.123,0.184,0.385,0.302,0.167,0.377,0.253,0.318,0.591,0.2,0.333,0.381,0.087,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-20,744896,Strikeout,strikeout,True,543807,686730,George Springer,Carson Spiers,0,4976e6d7-865b-4bae-b66e-0b81726824d9,686730.0,carsonspiers,Spiers,Right,Carson Spiers,CIN,5.13,4.2,73.2,104.0,87.0,100.0,0.803,7.94,2.08,10.38,1.71,0.86,0.236,0.422,0.186,0.346,0.459,70.0,102.0,90.0,,,,74.0,103.0,95.0,76.0,109.0,101.0,82.0,103.0,98.0,0.174,0.281,0.183,,0.136,-0.69,-0.26,1.2,,-5.15,92.2,87.8,86.5,92.0,,0.286,0.518,0.14,,,,0.388,0.735,0.185,0.209,0.384,0.219,0.292,0.458,0.198,121.0,108.0,114.0,0.226,-1.29,81.3,0.3,0.567,0.322,0.0,0.0,0.167,,,,,,,,,,,,
4,2024-08-20,744896,Triple,triple,False,662139,686730,Daulton Varsho,Carson Spiers,0,a9e93fa3-a710-45fe-b906-9126e1ee5a97,686730.0,carsonspiers,Spiers,Right,Carson Spiers,CIN,5.13,4.2,73.2,104.0,87.0,100.0,0.803,7.94,2.08,10.38,1.71,0.86,0.236,0.422,0.186,0.346,0.459,70.0,102.0,90.0,,,,74.0,103.0,95.0,76.0,109.0,101.0,82.0,103.0,98.0,0.174,0.281,0.183,,0.136,-0.69,-0.26,1.2,,-5.15,92.2,87.8,86.5,92.0,,0.286,0.518,0.14,,,,0.388,0.735,0.185,0.209,0.384,0.219,0.292,0.458,0.198,121.0,108.0,114.0,0.226,-1.29,81.3,0.3,0.567,0.322,0.0,0.0,0.167,,,,,,,,,,,,
5,2024-08-20,744896,Groundout,field_out,True,665489,686730,Vladimir Guerrero Jr.,Carson Spiers,0,8383d026-7c83-47ed-bc79-57ddae777c92,686730.0,carsonspiers,Spiers,Right,Carson Spiers,CIN,5.13,4.2,73.2,104.0,87.0,100.0,0.803,7.94,2.08,10.38,1.71,0.86,0.236,0.422,0.186,0.346,0.459,70.0,102.0,90.0,,,,74.0,103.0,95.0,76.0,109.0,101.0,82.0,103.0,98.0,0.174,0.281,0.183,,0.136,-0.69,-0.26,1.2,,-5.15,92.2,87.8,86.5,92.0,,0.286,0.518,0.14,,,,0.388,0.735,0.185,0.209,0.384,0.219,0.292,0.458,0.198,121.0,108.0,114.0,0.226,-1.29,81.3,0.3,0.567,0.322,0.0,0.0,0.167,,,,,,,,,,,,
6,2024-08-20,744896,Single,single,False,695238,686730,Will Wagner,Carson Spiers,1,a16f65a0-2b47-4b7c-8706-0de6a58610d4,686730.0,carsonspiers,Spiers,Right,Carson Spiers,CIN,5.13,4.2,73.2,104.0,87.0,100.0,0.803,7.94,2.08,10.38,1.71,0.86,0.236,0.422,0.186,0.346,0.459,70.0,102.0,90.0,,,,74.0,103.0,95.0,76.0,109.0,101.0,82.0,103.0,98.0,0.174,0.281,0.183,,0.136,-0.69,-0.26,1.2,,-5.15,92.2,87.8,86.5,92.0,,0.286,0.518,0.14,,,,0.388,0.735,0.185,0.209,0.384,0.219,0.292,0.458,0.198,121.0,108.0,114.0,0.226,-1.29,81.3,0.3,0.567,0.322,0.0,0.0,0.167,,,,,,,,,,,,
7,2024-08-20,744896,Groundout,field_out,True,672386,686730,Alejandro Kirk,Carson Spiers,0,7869a085-cf97-4521-8834-b342d9f6735f,686730.0,carsonspiers,Spiers,Right,Carson Spiers,CIN,5.13,4.2,73.2,104.0,87.0,100.0,0.803,7.94,2.08,10.38,1.71,0.86,0.236,0.422,0.186,0.346,0.459,70.0,102.0,90.0,,,,74.0,103.0,95.0,76.0,109.0,101.0,82.0,103.0,98.0,0.174,0.281,0.183,,0.136,-0.69,-0.26,1.2,,-5.15,92.2,87.8,86.5,92.0,,0.286,0.518,0.14,,,,0.388,0.735,0.185,0.209,0.384,0.219,0.292,0.458,0.198,121.0,108.0,114.0,0.226,-1.29,81.3,0.3,0.567,0.322,0.0,0.0,0.167,,,,,,,,,,,,
8,2024-08-20,744896,Flyout,field_out,True,670770,621244,TJ Friedl,José Berríos,0,88235c6f-d992-4c6c-a574-ccad30e2f14b,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,3.72,5.07,164.1,103.0,92.0,99.0,0.814,7.06,2.52,8.0,1.53,1.14,0.258,0.412,0.153,0.348,0.414,88.0,105.0,103.0,109.0,102.0,106.0,83.0,99.0,92.0,86.0,103.0,95.0,82.0,106.0,97.0,0.335,0.185,0.032,0.287,0.161,-1.7,-1.18,0.68,0.44,1.22,94.2,91.6,84.8,93.5,83.2,0.282,0.388,0.123,0.184,0.385,0.302,0.167,0.377,0.253,0.318,0.591,0.2,0.333,0.381,0.087,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-08-20,744896,Groundout,field_out,True,668715,621244,Spencer Steer,José Berríos,0,8c71536b-c8c1-4b8c-8e12-228623d757ec,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,3.72,5.07,164.1,103.0,92.0,99.0,0.814,7.06,2.52,8.0,1.53,1.14,0.258,0.412,0.153,0.348,0.414,88.0,105.0,103.0,109.0,102.0,106.0,83.0,99.0,92.0,86.0,103.0,95.0,82.0,106.0,97.0,0.335,0.185,0.032,0.287,0.161,-1.7,-1.18,0.68,0.44,1.22,94.2,91.6,84.8,93.5,83.2,0.282,0.388,0.123,0.184,0.385,0.302,0.167,0.377,0.253,0.318,0.591,0.2,0.333,0.381,0.087,,,,,,,,,,,,,,,,,,,,,,,,
