,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,SI%,FA%,SL%,KC%,CH%,wFA/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vCH,vSI,vSL,vKC,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,ST_ba,ST_slg,ST_whiff
0,2024-08-17,746434,Groundout,field_out,True,650402,672456,Gleyber Torres,Keider Montero,0,8b19ce11-2da6-4bf9-8be1-9f4438076c92,672456.0,keidermontero,Montero,Right,Keider Montero,DET,5.17,5.04,69.2,99.0,96.0,99.0,0.814,7.49,3.1,9.04,1.68,1.05,0.232,0.469,0.121,0.372,0.466,85.0,87.0,88.0,92.0,100.0,95.0,83.0,104.0,96.0,107.0,100.0,105.0,96.0,100.0,110.0,0.061,0.437,0.297,0.105,0.099,0.33,2.04,1.03,-5.65,-3.43,94.9,85.9,94.2,83.2,78.9,0.27,0.468,0.18,0.195,0.322,0.272,0.364,0.818,0.194,0.333,0.619,0.28,0.308,0.308,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-17,746434,Lineout,field_out,True,665742,672456,Juan Soto,Keider Montero,0,07951f65-af52-483e-8747-de77018fb2c1,672456.0,keidermontero,Montero,Right,Keider Montero,DET,5.17,5.04,69.2,99.0,96.0,99.0,0.814,7.49,3.1,9.04,1.68,1.05,0.232,0.469,0.121,0.372,0.466,85.0,87.0,88.0,92.0,100.0,95.0,83.0,104.0,96.0,107.0,100.0,105.0,96.0,100.0,110.0,0.061,0.437,0.297,0.105,0.099,0.33,2.04,1.03,-5.65,-3.43,94.9,85.9,94.2,83.2,78.9,0.27,0.468,0.18,0.195,0.322,0.272,0.364,0.818,0.194,0.333,0.619,0.28,0.308,0.308,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-17,746434,Strikeout,strikeout,True,592450,672456,Aaron Judge,Keider Montero,0,386f0425-d50a-4e21-86d5-956c7058013f,672456.0,keidermontero,Montero,Right,Keider Montero,DET,5.17,5.04,69.2,99.0,96.0,99.0,0.814,7.49,3.1,9.04,1.68,1.05,0.232,0.469,0.121,0.372,0.466,85.0,87.0,88.0,92.0,100.0,95.0,83.0,104.0,96.0,107.0,100.0,105.0,96.0,100.0,110.0,0.061,0.437,0.297,0.105,0.099,0.33,2.04,1.03,-5.65,-3.43,94.9,85.9,94.2,83.2,78.9,0.27,0.468,0.18,0.195,0.322,0.272,0.364,0.818,0.194,0.333,0.619,0.28,0.308,0.308,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-17,746434,Strikeout,strikeout,True,663837,607074,Matt Vierling,Carlos Rodón,0,1e2eab34-2301-43cd-8b80-a5963de93e2d,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.31,4.17,146.1,97.0,123.0,103.0,0.719,9.9,2.89,8.36,1.54,0.66,0.267,0.389,0.146,0.329,0.396,129.0,91.0,103.0,115.0,99.0,102.0,,,,145.0,104.0,113.0,,,,,0.492,0.26,,0.125,0.12,,-0.91,,1.72,95.5,85.5,,86.9,,0.264,0.524,0.211,0.219,0.393,0.386,0.269,0.423,0.297,0.172,0.188,0.479,,,,103.0,86.0,93.0,100.0,83.0,83.0,0.041,0.082,-3.06,-0.76,91.8,81.0,0.353,0.647,0.255,,,,,,,,,,,,
4,2024-08-17,746434,Pop Out,field_out,True,628451,607074,Andy Ibáñez,Carlos Rodón,0,cedc1103-985a-4f47-84cf-7914bdf51cc5,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.31,4.17,146.1,97.0,123.0,103.0,0.719,9.9,2.89,8.36,1.54,0.66,0.267,0.389,0.146,0.329,0.396,129.0,91.0,103.0,115.0,99.0,102.0,,,,145.0,104.0,113.0,,,,,0.492,0.26,,0.125,0.12,,-0.91,,1.72,95.5,85.5,,86.9,,0.264,0.524,0.211,0.219,0.393,0.386,0.269,0.423,0.297,0.172,0.188,0.479,,,,103.0,86.0,93.0,100.0,83.0,83.0,0.041,0.082,-3.06,-0.76,91.8,81.0,0.353,0.647,0.255,,,,,,,,,,,,
5,2024-08-17,746434,Double,double,False,669234,607074,Justyn-Henry Malloy,Carlos Rodón,0,64d06f13-f9f1-4f59-8c2a-3edf2f561639,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.31,4.17,146.1,97.0,123.0,103.0,0.719,9.9,2.89,8.36,1.54,0.66,0.267,0.389,0.146,0.329,0.396,129.0,91.0,103.0,115.0,99.0,102.0,,,,145.0,104.0,113.0,,,,,0.492,0.26,,0.125,0.12,,-0.91,,1.72,95.5,85.5,,86.9,,0.264,0.524,0.211,0.219,0.393,0.386,0.269,0.423,0.297,0.172,0.188,0.479,,,,103.0,86.0,93.0,100.0,83.0,83.0,0.041,0.082,-3.06,-0.76,91.8,81.0,0.353,0.647,0.255,,,,,,,,,,,,
6,2024-08-17,746434,Single,single,False,690993,607074,Colt Keith,Carlos Rodón,1,7236a868-e573-4491-acdf-b580913dde60,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.31,4.17,146.1,97.0,123.0,103.0,0.719,9.9,2.89,8.36,1.54,0.66,0.267,0.389,0.146,0.329,0.396,129.0,91.0,103.0,115.0,99.0,102.0,,,,145.0,104.0,113.0,,,,,0.492,0.26,,0.125,0.12,,-0.91,,1.72,95.5,85.5,,86.9,,0.264,0.524,0.211,0.219,0.393,0.386,0.269,0.423,0.297,0.172,0.188,0.479,,,,103.0,86.0,93.0,100.0,83.0,83.0,0.041,0.082,-3.06,-0.76,91.8,81.0,0.353,0.647,0.255,,,,,,,,,,,,
7,2024-08-17,746434,Lineout,field_out,True,693307,607074,Dillon Dingler,Carlos Rodón,0,40f229b4-efc2-4d75-b3b4-f499c460717a,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.31,4.17,146.1,97.0,123.0,103.0,0.719,9.9,2.89,8.36,1.54,0.66,0.267,0.389,0.146,0.329,0.396,129.0,91.0,103.0,115.0,99.0,102.0,,,,145.0,104.0,113.0,,,,,0.492,0.26,,0.125,0.12,,-0.91,,1.72,95.5,85.5,,86.9,,0.264,0.524,0.211,0.219,0.393,0.386,0.269,0.423,0.297,0.172,0.188,0.479,,,,103.0,86.0,93.0,100.0,83.0,83.0,0.041,0.082,-3.06,-0.76,91.8,81.0,0.353,0.647,0.255,,,,,,,,,,,,
8,2024-08-17,746434,Walk,walk,False,669224,672456,Austin Wells,Keider Montero,0,efca956e-ae89-4a36-8214-6be6013e3aee,672456.0,keidermontero,Montero,Right,Keider Montero,DET,5.17,5.04,69.2,99.0,96.0,99.0,0.814,7.49,3.1,9.04,1.68,1.05,0.232,0.469,0.121,0.372,0.466,85.0,87.0,88.0,92.0,100.0,95.0,83.0,104.0,96.0,107.0,100.0,105.0,96.0,100.0,110.0,0.061,0.437,0.297,0.105,0.099,0.33,2.04,1.03,-5.65,-3.43,94.9,85.9,94.2,83.2,78.9,0.27,0.468,0.18,0.195,0.322,0.272,0.364,0.818,0.194,0.333,0.619,0.28,0.308,0.308,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-08-17,746434,Forceout,force_out,True,519317,672456,Giancarlo Stanton,Keider Montero,1,e0f2bb69-747c-4c4f-993d-757079f2c22c,672456.0,keidermontero,Montero,Right,Keider Montero,DET,5.17,5.04,69.2,99.0,96.0,99.0,0.814,7.49,3.1,9.04,1.68,1.05,0.232,0.469,0.121,0.372,0.466,85.0,87.0,88.0,92.0,100.0,95.0,83.0,104.0,96.0,107.0,100.0,105.0,96.0,100.0,110.0,0.061,0.437,0.297,0.105,0.099,0.33,2.04,1.03,-5.65,-3.43,94.9,85.9,94.2,83.2,78.9,0.27,0.468,0.18,0.195,0.322,0.272,0.364,0.818,0.194,0.333,0.619,0.28,0.308,0.308,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
