,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,SI%,wSI/C,vSI,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff
0,2024-08-17,745952,Groundout,field_out,True,680757,642547,Steven Kwan,Freddy Peralta,0,1e0b41c9-f4d8-4028-b4c9-4639c40328cf,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,3.7,3.78,148.1,98.0,103.0,100.0,0.722,10.44,3.4,7.28,1.33,0.84,0.263,0.384,0.218,0.305,0.38,80.0,93.0,88.0,102.0,99.0,106.0,113.0,98.0,101.0,98.0,101.0,107.0,0.541,0.228,0.055,0.175,0.14,0.15,-0.49,1.4,94.3,87.6,81.3,77.6,0.236,0.419,0.25,0.194,0.363,0.409,0.198,0.26,0.379,0.25,0.375,0.313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-17,745952,Flyout,field_out,True,686823,642547,Will Brennan,Freddy Peralta,0,13d4add0-977e-4b23-a7e8-4d7c9fe30cba,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,3.7,3.78,148.1,98.0,103.0,100.0,0.722,10.44,3.4,7.28,1.33,0.84,0.263,0.384,0.218,0.305,0.38,80.0,93.0,88.0,102.0,99.0,106.0,113.0,98.0,101.0,98.0,101.0,107.0,0.541,0.228,0.055,0.175,0.14,0.15,-0.49,1.4,94.3,87.6,81.3,77.6,0.236,0.419,0.25,0.194,0.363,0.409,0.198,0.26,0.379,0.25,0.375,0.313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-17,745952,Pop Out,field_out,True,608070,642547,José Ramírez,Freddy Peralta,0,600c3dfb-7470-44ad-a317-6101eb4c4641,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,3.7,3.78,148.1,98.0,103.0,100.0,0.722,10.44,3.4,7.28,1.33,0.84,0.263,0.384,0.218,0.305,0.38,80.0,93.0,88.0,102.0,99.0,106.0,113.0,98.0,101.0,98.0,101.0,107.0,0.541,0.228,0.055,0.175,0.14,0.15,-0.49,1.4,94.3,87.6,81.3,77.6,0.236,0.419,0.25,0.194,0.363,0.409,0.198,0.26,0.379,0.25,0.375,0.313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-17,745952,Walk,walk,False,668930,676440,Brice Turang,Tanner Bibee,0,1ad98f26-7049-4281-ad73-b88ea4cb3136,676440.0,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.65,3.7,143.0,104.0,100.0,106.0,0.764,9.82,2.2,7.99,1.2,0.78,0.281,0.417,0.148,0.299,0.453,84.0,102.0,110.0,120.0,111.0,113.0,93.0,103.0,99.0,114.0,104.0,112.0,0.443,0.261,0.11,0.185,-0.86,1.5,-0.6,0.44,94.6,82.4,86.1,81.4,0.29,0.496,0.201,0.162,0.269,0.365,0.241,0.402,0.274,0.187,0.427,0.237,0.0,-3.49,92.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-08-17,745952,Flyout,field_out,True,694192,676440,Jackson Chourio,Tanner Bibee,0,467d6535-8685-4fa0-8e64-f26b33bbf724,676440.0,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.65,3.7,143.0,104.0,100.0,106.0,0.764,9.82,2.2,7.99,1.2,0.78,0.281,0.417,0.148,0.299,0.453,84.0,102.0,110.0,120.0,111.0,113.0,93.0,103.0,99.0,114.0,104.0,112.0,0.443,0.261,0.11,0.185,-0.86,1.5,-0.6,0.44,94.6,82.4,86.1,81.4,0.29,0.496,0.201,0.162,0.269,0.365,0.241,0.402,0.274,0.187,0.427,0.237,0.0,-3.49,92.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-08-17,745952,Double,double,False,596142,676440,Gary Sánchez,Tanner Bibee,1,5ecb9c69-0596-4801-b70b-ddf4afb55cdd,676440.0,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.65,3.7,143.0,104.0,100.0,106.0,0.764,9.82,2.2,7.99,1.2,0.78,0.281,0.417,0.148,0.299,0.453,84.0,102.0,110.0,120.0,111.0,113.0,93.0,103.0,99.0,114.0,104.0,112.0,0.443,0.261,0.11,0.185,-0.86,1.5,-0.6,0.44,94.6,82.4,86.1,81.4,0.29,0.496,0.201,0.162,0.269,0.365,0.241,0.402,0.274,0.187,0.427,0.237,0.0,-3.49,92.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-08-17,745952,Strikeout,strikeout,True,661388,676440,William Contreras,Tanner Bibee,0,1d494122-f96a-4bab-b227-8d25e7d6bc2f,676440.0,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.65,3.7,143.0,104.0,100.0,106.0,0.764,9.82,2.2,7.99,1.2,0.78,0.281,0.417,0.148,0.299,0.453,84.0,102.0,110.0,120.0,111.0,113.0,93.0,103.0,99.0,114.0,104.0,112.0,0.443,0.261,0.11,0.185,-0.86,1.5,-0.6,0.44,94.6,82.4,86.1,81.4,0.29,0.496,0.201,0.162,0.269,0.365,0.241,0.402,0.274,0.187,0.427,0.237,0.0,-3.49,92.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-08-17,745952,Flyout,field_out,True,642715,676440,Willy Adames,Tanner Bibee,0,627ef407-f5a0-4d72-83aa-eee332b99ac7,676440.0,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.65,3.7,143.0,104.0,100.0,106.0,0.764,9.82,2.2,7.99,1.2,0.78,0.281,0.417,0.148,0.299,0.453,84.0,102.0,110.0,120.0,111.0,113.0,93.0,103.0,99.0,114.0,104.0,112.0,0.443,0.261,0.11,0.185,-0.86,1.5,-0.6,0.44,94.6,82.4,86.1,81.4,0.29,0.496,0.201,0.162,0.269,0.365,0.241,0.402,0.274,0.187,0.427,0.237,0.0,-3.49,92.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-08-17,745952,Pop Out,field_out,True,647304,642547,Josh Naylor,Freddy Peralta,0,9e8e508e-6758-44d9-a7cb-f7bffd797e99,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,3.7,3.78,148.1,98.0,103.0,100.0,0.722,10.44,3.4,7.28,1.33,0.84,0.263,0.384,0.218,0.305,0.38,80.0,93.0,88.0,102.0,99.0,106.0,113.0,98.0,101.0,98.0,101.0,107.0,0.541,0.228,0.055,0.175,0.14,0.15,-0.49,1.4,94.3,87.6,81.3,77.6,0.236,0.419,0.25,0.194,0.363,0.409,0.198,0.26,0.379,0.25,0.375,0.313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-08-17,745952,Walk,walk,False,657041,642547,Lane Thomas,Freddy Peralta,0,d03340ce-0b71-45ce-8390-8dc8b3b109f2,642547.0,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,3.7,3.78,148.1,98.0,103.0,100.0,0.722,10.44,3.4,7.28,1.33,0.84,0.263,0.384,0.218,0.305,0.38,80.0,93.0,88.0,102.0,99.0,106.0,113.0,98.0,101.0,98.0,101.0,107.0,0.541,0.228,0.055,0.175,0.14,0.15,-0.49,1.4,94.3,87.6,81.3,77.6,0.236,0.419,0.25,0.194,0.363,0.409,0.198,0.26,0.379,0.25,0.375,0.313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
