,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,KC%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vKC,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,CU%,wFS/C,wCU/C,vFS,vCU,FS_ba,FS_slg,FS_whiff,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff
0,2024-08-30,747156,Double,double,False,660271,668678,Shohei Ohtani,Zac Gallen,0,09772962-914c-44d7-9d59-014f1ac0b564,668678.0,zacgallen,Gallen,Right,Zac Gallen,ARI,3.69,4.08,127.0,100.0,99.0,100.0,0.768,8.93,3.33,8.22,0.64,1.43,0.227,0.406,0.134,0.347,0.349,86.0,108.0,98.0,99.0,94.0,95.0,132.0,80.0,80.0,105.0,101.0,101.0,107.0,109.0,111.0,89.0,86.0,79.0,0.001,0.461,0.034,0.084,0.277,0.142,-0.97,-1.26,-1.0,0.42,2.6,0.8,93.5,90.3,86.6,94.7,86.9,80.8,0.305,0.487,0.129,0.149,0.224,0.372,0.265,0.373,0.271,0.242,0.364,0.306,0.286,0.714,0.333,,,,,,,,,,,,,,,,,,,,,
1,2024-08-30,747156,Groundout,field_out,True,605141,668678,Mookie Betts,Zac Gallen,1,fa0de2d0-3ee4-495e-a49f-043a89a237ed,668678.0,zacgallen,Gallen,Right,Zac Gallen,ARI,3.69,4.08,127.0,100.0,99.0,100.0,0.768,8.93,3.33,8.22,0.64,1.43,0.227,0.406,0.134,0.347,0.349,86.0,108.0,98.0,99.0,94.0,95.0,132.0,80.0,80.0,105.0,101.0,101.0,107.0,109.0,111.0,89.0,86.0,79.0,0.001,0.461,0.034,0.084,0.277,0.142,-0.97,-1.26,-1.0,0.42,2.6,0.8,93.5,90.3,86.6,94.7,86.9,80.8,0.305,0.487,0.129,0.149,0.224,0.372,0.265,0.373,0.271,0.242,0.364,0.306,0.286,0.714,0.333,,,,,,,,,,,,,,,,,,,,,
2,2024-08-30,747156,Home Run,home_run,False,518692,668678,Freddie Freeman,Zac Gallen,1,dbe06447-8c76-42f7-a2c9-1364b0443adf,668678.0,zacgallen,Gallen,Right,Zac Gallen,ARI,3.69,4.08,127.0,100.0,99.0,100.0,0.768,8.93,3.33,8.22,0.64,1.43,0.227,0.406,0.134,0.347,0.349,86.0,108.0,98.0,99.0,94.0,95.0,132.0,80.0,80.0,105.0,101.0,101.0,107.0,109.0,111.0,89.0,86.0,79.0,0.001,0.461,0.034,0.084,0.277,0.142,-0.97,-1.26,-1.0,0.42,2.6,0.8,93.5,90.3,86.6,94.7,86.9,80.8,0.305,0.487,0.129,0.149,0.224,0.372,0.265,0.373,0.271,0.242,0.364,0.306,0.286,0.714,0.333,,,,,,,,,,,,,,,,,,,,,
3,2024-08-30,747156,Strikeout,strikeout,True,606192,668678,Teoscar Hernández,Zac Gallen,0,b169aec8-8f2c-4ed7-8d89-7d0b2359b79a,668678.0,zacgallen,Gallen,Right,Zac Gallen,ARI,3.69,4.08,127.0,100.0,99.0,100.0,0.768,8.93,3.33,8.22,0.64,1.43,0.227,0.406,0.134,0.347,0.349,86.0,108.0,98.0,99.0,94.0,95.0,132.0,80.0,80.0,105.0,101.0,101.0,107.0,109.0,111.0,89.0,86.0,79.0,0.001,0.461,0.034,0.084,0.277,0.142,-0.97,-1.26,-1.0,0.42,2.6,0.8,93.5,90.3,86.6,94.7,86.9,80.8,0.305,0.487,0.129,0.149,0.224,0.372,0.265,0.373,0.271,0.242,0.364,0.306,0.286,0.714,0.333,,,,,,,,,,,,,,,,,,,,,
4,2024-08-30,747156,Double,double,False,666158,668678,Gavin Lux,Zac Gallen,0,e764b81d-a526-44c6-8b05-7730530a22fe,668678.0,zacgallen,Gallen,Right,Zac Gallen,ARI,3.69,4.08,127.0,100.0,99.0,100.0,0.768,8.93,3.33,8.22,0.64,1.43,0.227,0.406,0.134,0.347,0.349,86.0,108.0,98.0,99.0,94.0,95.0,132.0,80.0,80.0,105.0,101.0,101.0,107.0,109.0,111.0,89.0,86.0,79.0,0.001,0.461,0.034,0.084,0.277,0.142,-0.97,-1.26,-1.0,0.42,2.6,0.8,93.5,90.3,86.6,94.7,86.9,80.8,0.305,0.487,0.129,0.149,0.224,0.372,0.265,0.373,0.271,0.242,0.364,0.306,0.286,0.714,0.333,,,,,,,,,,,,,,,,,,,,,
5,2024-08-30,747156,Lineout,field_out,True,669257,668678,Will Smith,Zac Gallen,0,2b8e209f-2e75-4c13-ab2c-9c531779c05d,668678.0,zacgallen,Gallen,Right,Zac Gallen,ARI,3.69,4.08,127.0,100.0,99.0,100.0,0.768,8.93,3.33,8.22,0.64,1.43,0.227,0.406,0.134,0.347,0.349,86.0,108.0,98.0,99.0,94.0,95.0,132.0,80.0,80.0,105.0,101.0,101.0,107.0,109.0,111.0,89.0,86.0,79.0,0.001,0.461,0.034,0.084,0.277,0.142,-0.97,-1.26,-1.0,0.42,2.6,0.8,93.5,90.3,86.6,94.7,86.9,80.8,0.305,0.487,0.129,0.149,0.224,0.372,0.265,0.373,0.271,0.242,0.364,0.306,0.286,0.714,0.333,,,,,,,,,,,,,,,,,,,,,
6,2024-08-30,747156,Double,double,False,672695,477132,Geraldo Perdomo,Clayton Kershaw,0,056ab3fe-7828-4db1-8148-c8702a598333,477132.0,claytonkershaw,Kershaw,Left,Clayton Kershaw,LAD,4.5,4.46,30.0,100.0,101.0,100.0,0.79,7.2,2.7,10.8,0.6,1.12,0.134,0.485,0.144,0.289,0.461,58.0,86.0,76.0,90.0,99.0,94.0,,,,108.0,103.0,104.0,,,,,,,0.006,0.351,,0.437,,0.022,-2.6,,-2.4,-0.1,,3.86,89.9,,84.2,90.2,86.0,,0.429,0.514,0.078,0.174,0.348,0.317,,,,0.281,0.421,0.256,,,,114.0,99.0,107.0,61.0,72.0,74.0,0.022,0.163,-4.6,0.68,82.9,72.1,0.333,0.333,0.333,,,,,,
7,2024-08-30,747156,Groundout,field_out,True,545341,477132,Randal Grichuk,Clayton Kershaw,1,beedf7e2-30f2-4ae4-a773-38830de3ae6a,477132.0,claytonkershaw,Kershaw,Left,Clayton Kershaw,LAD,4.5,4.46,30.0,100.0,101.0,100.0,0.79,7.2,2.7,10.8,0.6,1.12,0.134,0.485,0.144,0.289,0.461,58.0,86.0,76.0,90.0,99.0,94.0,,,,108.0,103.0,104.0,,,,,,,0.006,0.351,,0.437,,0.022,-2.6,,-2.4,-0.1,,3.86,89.9,,84.2,90.2,86.0,,0.429,0.514,0.078,0.174,0.348,0.317,,,,0.281,0.421,0.256,,,,114.0,99.0,107.0,61.0,72.0,74.0,0.022,0.163,-4.6,0.68,82.9,72.1,0.333,0.333,0.333,,,,,,
8,2024-08-30,747156,Walk,walk,False,666971,477132,Lourdes Gurriel Jr.,Clayton Kershaw,0,3e61ec24-14a8-4fd5-8d76-808624ee3e36,477132.0,claytonkershaw,Kershaw,Left,Clayton Kershaw,LAD,4.5,4.46,30.0,100.0,101.0,100.0,0.79,7.2,2.7,10.8,0.6,1.12,0.134,0.485,0.144,0.289,0.461,58.0,86.0,76.0,90.0,99.0,94.0,,,,108.0,103.0,104.0,,,,,,,0.006,0.351,,0.437,,0.022,-2.6,,-2.4,-0.1,,3.86,89.9,,84.2,90.2,86.0,,0.429,0.514,0.078,0.174,0.348,0.317,,,,0.281,0.421,0.256,,,,114.0,99.0,107.0,61.0,72.0,74.0,0.022,0.163,-4.6,0.68,82.9,72.1,0.333,0.333,0.333,,,,,,
9,2024-08-30,747156,Single,single,False,605137,477132,Josh Bell,Clayton Kershaw,1,eb8e8fe5-a064-4485-a351-f24ac8693df0,477132.0,claytonkershaw,Kershaw,Left,Clayton Kershaw,LAD,4.5,4.46,30.0,100.0,101.0,100.0,0.79,7.2,2.7,10.8,0.6,1.12,0.134,0.485,0.144,0.289,0.461,58.0,86.0,76.0,90.0,99.0,94.0,,,,108.0,103.0,104.0,,,,,,,0.006,0.351,,0.437,,0.022,-2.6,,-2.4,-0.1,,3.86,89.9,,84.2,90.2,86.0,,0.429,0.514,0.078,0.174,0.348,0.317,,,,0.281,0.421,0.256,,,,114.0,99.0,107.0,61.0,72.0,74.0,0.022,0.163,-4.6,0.68,82.9,72.1,0.333,0.333,0.333,,,,,,
