,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,vFA,vFC,vFS,vSI,vSL,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ KC,Loc+ KC,Pit+ KC,KC%,CH%,wKC/C,wCH/C,vCH,vKC,CU_ba,CU_slg,CU_whiff,ST_ba,ST_slg,ST_whiff,CH_ba,CH_slg,CH_whiff,CU%,wCU/C,vCU,vSC (sc),SC%,wSC/C,SC_ba,SC_slg,SC_whiff,Stf+ CU,Loc+ CU,Pit+ CU
0,2024-08-14,745951,Field Error,field_error,False,660271,593423,Shohei Ohtani,Frankie Montas,0,e7395148-89bb-4368-962f-32e3fcfee4d0,593423.0,frankiemontas,Montas,Right,Frankie Montas,- - -,4.64,4.53,120.1,101.0,99.0,99.0,0.786,7.93,3.81,8.6,1.2,1.14,0.225,0.39,0.154,0.297,0.426,84.0,105.0,99.0,84.0,100.0,98.0,119.0,101.0,103.0,107.0,96.0,94.0,121.0,98.0,106.0,0.176,0.355,0.18,0.191,0.099,0.12,-1.28,-0.61,1.23,-1.51,95.5,90.4,85.9,94.6,85.0,0.209,0.356,0.223,0.247,0.36,0.109,0.241,0.337,0.407,0.338,0.606,0.223,0.29,0.548,0.279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-14,745951,Single,single,False,605141,593423,Mookie Betts,Frankie Montas,1,09261921-8f47-4f26-8207-9282f9ecd25a,593423.0,frankiemontas,Montas,Right,Frankie Montas,- - -,4.64,4.53,120.1,101.0,99.0,99.0,0.786,7.93,3.81,8.6,1.2,1.14,0.225,0.39,0.154,0.297,0.426,84.0,105.0,99.0,84.0,100.0,98.0,119.0,101.0,103.0,107.0,96.0,94.0,121.0,98.0,106.0,0.176,0.355,0.18,0.191,0.099,0.12,-1.28,-0.61,1.23,-1.51,95.5,90.4,85.9,94.6,85.0,0.209,0.356,0.223,0.247,0.36,0.109,0.241,0.337,0.407,0.338,0.606,0.223,0.29,0.548,0.279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-14,745951,Single,single,False,518692,593423,Freddie Freeman,Frankie Montas,1,0ea0f854-791e-4ec0-92c3-e7161e034e59,593423.0,frankiemontas,Montas,Right,Frankie Montas,- - -,4.64,4.53,120.1,101.0,99.0,99.0,0.786,7.93,3.81,8.6,1.2,1.14,0.225,0.39,0.154,0.297,0.426,84.0,105.0,99.0,84.0,100.0,98.0,119.0,101.0,103.0,107.0,96.0,94.0,121.0,98.0,106.0,0.176,0.355,0.18,0.191,0.099,0.12,-1.28,-0.61,1.23,-1.51,95.5,90.4,85.9,94.6,85.0,0.209,0.356,0.223,0.247,0.36,0.109,0.241,0.337,0.407,0.338,0.606,0.223,0.29,0.548,0.279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-14,745951,Walk,walk,False,606192,593423,Teoscar Hernández,Frankie Montas,1,5df3c352-a4d4-40ae-96fa-9ce6d27aa2b1,593423.0,frankiemontas,Montas,Right,Frankie Montas,- - -,4.64,4.53,120.1,101.0,99.0,99.0,0.786,7.93,3.81,8.6,1.2,1.14,0.225,0.39,0.154,0.297,0.426,84.0,105.0,99.0,84.0,100.0,98.0,119.0,101.0,103.0,107.0,96.0,94.0,121.0,98.0,106.0,0.176,0.355,0.18,0.191,0.099,0.12,-1.28,-0.61,1.23,-1.51,95.5,90.4,85.9,94.6,85.0,0.209,0.356,0.223,0.247,0.36,0.109,0.241,0.337,0.407,0.338,0.606,0.223,0.29,0.548,0.279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-08-14,745951,Strikeout,strikeout,True,666158,593423,Gavin Lux,Frankie Montas,0,e9facafe-06eb-4fdd-ac5d-652b072fae8c,593423.0,frankiemontas,Montas,Right,Frankie Montas,- - -,4.64,4.53,120.1,101.0,99.0,99.0,0.786,7.93,3.81,8.6,1.2,1.14,0.225,0.39,0.154,0.297,0.426,84.0,105.0,99.0,84.0,100.0,98.0,119.0,101.0,103.0,107.0,96.0,94.0,121.0,98.0,106.0,0.176,0.355,0.18,0.191,0.099,0.12,-1.28,-0.61,1.23,-1.51,95.5,90.4,85.9,94.6,85.0,0.209,0.356,0.223,0.247,0.36,0.109,0.241,0.337,0.407,0.338,0.606,0.223,0.29,0.548,0.279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-08-14,745951,Sac Fly,sac_fly,True,571771,593423,Enrique Hernández,Frankie Montas,1,71379b78-cb0e-4e1d-b259-06f8e68759a4,593423.0,frankiemontas,Montas,Right,Frankie Montas,- - -,4.64,4.53,120.1,101.0,99.0,99.0,0.786,7.93,3.81,8.6,1.2,1.14,0.225,0.39,0.154,0.297,0.426,84.0,105.0,99.0,84.0,100.0,98.0,119.0,101.0,103.0,107.0,96.0,94.0,121.0,98.0,106.0,0.176,0.355,0.18,0.191,0.099,0.12,-1.28,-0.61,1.23,-1.51,95.5,90.4,85.9,94.6,85.0,0.209,0.356,0.223,0.247,0.36,0.109,0.241,0.337,0.407,0.338,0.606,0.223,0.29,0.548,0.279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-08-14,745951,Double,double,False,595281,593423,Kevin Kiermaier,Frankie Montas,1,527eb06f-3503-46a1-9e8f-1e25ce9f9e57,593423.0,frankiemontas,Montas,Right,Frankie Montas,- - -,4.64,4.53,120.1,101.0,99.0,99.0,0.786,7.93,3.81,8.6,1.2,1.14,0.225,0.39,0.154,0.297,0.426,84.0,105.0,99.0,84.0,100.0,98.0,119.0,101.0,103.0,107.0,96.0,94.0,121.0,98.0,106.0,0.176,0.355,0.18,0.191,0.099,0.12,-1.28,-0.61,1.23,-1.51,95.5,90.4,85.9,94.6,85.0,0.209,0.356,0.223,0.247,0.36,0.109,0.241,0.337,0.407,0.338,0.606,0.223,0.29,0.548,0.279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-08-14,745951,Lineout,field_out,True,605131,593423,Austin Barnes,Frankie Montas,0,7d762629-2a49-4297-a767-53e547cefec4,593423.0,frankiemontas,Montas,Right,Frankie Montas,- - -,4.64,4.53,120.1,101.0,99.0,99.0,0.786,7.93,3.81,8.6,1.2,1.14,0.225,0.39,0.154,0.297,0.426,84.0,105.0,99.0,84.0,100.0,98.0,119.0,101.0,103.0,107.0,96.0,94.0,121.0,98.0,106.0,0.176,0.355,0.18,0.191,0.099,0.12,-1.28,-0.61,1.23,-1.51,95.5,90.4,85.9,94.6,85.0,0.209,0.356,0.223,0.247,0.36,0.109,0.241,0.337,0.407,0.338,0.606,0.223,0.29,0.548,0.279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-08-14,745951,Walk,walk,False,668930,621111,Brice Turang,Walker Buehler,0,fd035552-3d70-40cb-a256-672617b61346,621111.0,walkerbuehler,Buehler,Right,Walker Buehler,LAD,5.88,5.14,49.0,102.0,96.0,101.0,0.833,7.16,3.31,11.39,2.02,1.2,0.226,0.44,0.143,0.369,0.446,92.0,99.0,97.0,82.0,106.0,99.0,126.0,106.0,114.0,103.0,101.0,98.0,,,,0.178,0.284,0.203,,0.091,-3.55,2.17,,-0.43,-2.54,95.2,91.4,,95.0,83.5,0.392,0.804,0.187,0.273,0.295,0.128,,,,0.205,0.359,0.204,,,,76.0,101.0,95.0,104.0,100.0,109.0,0.179,0.065,-1.76,-6.86,90.0,78.4,0.265,0.471,0.258,0.15,0.45,0.161,0.529,0.765,0.071,,,,,,,,,,,,
9,2024-08-14,745951,Walk,walk,False,694192,621111,Jackson Chourio,Walker Buehler,1,18b336a8-d020-461c-a6eb-87e527b8ce1b,621111.0,walkerbuehler,Buehler,Right,Walker Buehler,LAD,5.88,5.14,49.0,102.0,96.0,101.0,0.833,7.16,3.31,11.39,2.02,1.2,0.226,0.44,0.143,0.369,0.446,92.0,99.0,97.0,82.0,106.0,99.0,126.0,106.0,114.0,103.0,101.0,98.0,,,,0.178,0.284,0.203,,0.091,-3.55,2.17,,-0.43,-2.54,95.2,91.4,,95.0,83.5,0.392,0.804,0.187,0.273,0.295,0.128,,,,0.205,0.359,0.204,,,,76.0,101.0,95.0,104.0,100.0,109.0,0.179,0.065,-1.76,-6.86,90.0,78.4,0.265,0.471,0.258,0.15,0.45,0.161,0.529,0.765,0.071,,,,,,,,,,,,
