,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,SI%,FA%,SL%,KC%,CH%,wFA/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vCH,vSI,vSL,vKC,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU
10,2024-04-07,746493,Groundout,field_out,True,690993,671212,Colt Keith,Joe Boyle,1,8893d344-2cb1-409e-ace0-5d0727279e74,671212.0,joeboyle,Boyle,Right,Joe Boyle,OAK,7.16,4.79,27.2,88.0,110.0,92.0,0.757,9.43,7.48,8.13,0.98,0.87,0.263,0.25,0.171,0.263,0.38,,,,95.0,84.0,84.0,,,,128.0,106.0,117.0,,,,,0.575,0.36,,,-0.8,,0.13,,,96.6,,,86.7,,0.268,0.411,0.216,0.25,0.75,0.5,,,,,,,,,,110.0,75.0,87.0,0.065,0.58,80.4
11,2024-04-07,746493,Single,single,False,676116,656427,Ryan Noda,Jack Flaherty,0,5167e066-2331-4dac-bfcc-eca8bda4d7a0,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,DET,3.13,2.9,100.2,104.0,96.0,104.0,0.697,11.35,1.52,7.15,1.34,1.25,0.224,0.461,0.159,0.306,0.389,94.0,82.0,78.0,96.0,106.0,104.0,70.0,86.0,72.0,95.0,105.0,107.0,103.0,104.0,108.0,0.024,0.44,0.313,0.191,0.033,0.74,-7.15,0.85,2.33,-0.51,93.6,86.0,90.7,84.9,77.5,0.226,0.377,0.25,0.205,0.426,0.391,0.161,0.194,0.445,0.143,0.429,0.133,0.75,1.5,0.3,,,,,,
12,2024-04-07,746493,Flyout,field_out,True,669127,656427,Shea Langeliers,Jack Flaherty,0,380eb7dc-0bb6-4d0b-a6f3-050928a2eab0,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,DET,3.13,2.9,100.2,104.0,96.0,104.0,0.697,11.35,1.52,7.15,1.34,1.25,0.224,0.461,0.159,0.306,0.389,94.0,82.0,78.0,96.0,106.0,104.0,70.0,86.0,72.0,95.0,105.0,107.0,103.0,104.0,108.0,0.024,0.44,0.313,0.191,0.033,0.74,-7.15,0.85,2.33,-0.51,93.6,86.0,90.7,84.9,77.5,0.226,0.377,0.25,0.205,0.426,0.391,0.161,0.194,0.445,0.143,0.429,0.133,0.75,1.5,0.3,,,,,,
13,2024-04-07,746493,Groundout,field_out,True,669397,656427,Nick Allen,Jack Flaherty,1,065f529d-b211-4786-bc03-3820e5446723,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,DET,3.13,2.9,100.2,104.0,96.0,104.0,0.697,11.35,1.52,7.15,1.34,1.25,0.224,0.461,0.159,0.306,0.389,94.0,82.0,78.0,96.0,106.0,104.0,70.0,86.0,72.0,95.0,105.0,107.0,103.0,104.0,108.0,0.024,0.44,0.313,0.191,0.033,0.74,-7.15,0.85,2.33,-0.51,93.6,86.0,90.7,84.9,77.5,0.226,0.377,0.25,0.205,0.426,0.391,0.161,0.194,0.445,0.143,0.429,0.133,0.75,1.5,0.3,,,,,,
14,2024-04-07,746493,Hit By Pitch,hit_by_pitch,False,647351,656427,Abraham Toro,Jack Flaherty,0,cf95bfe0-8610-42d3-8830-c8ef95aaba5a,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,DET,3.13,2.9,100.2,104.0,96.0,104.0,0.697,11.35,1.52,7.15,1.34,1.25,0.224,0.461,0.159,0.306,0.389,94.0,82.0,78.0,96.0,106.0,104.0,70.0,86.0,72.0,95.0,105.0,107.0,103.0,104.0,108.0,0.024,0.44,0.313,0.191,0.033,0.74,-7.15,0.85,2.33,-0.51,93.6,86.0,90.7,84.9,77.5,0.226,0.377,0.25,0.205,0.426,0.391,0.161,0.194,0.445,0.143,0.429,0.133,0.75,1.5,0.3,,,,,,
15,2024-04-07,746493,Home Run,home_run,False,680869,656427,Zack Gelof,Jack Flaherty,1,f77f1688-f49a-4352-8567-f1ffdfb80b43,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,DET,3.13,2.9,100.2,104.0,96.0,104.0,0.697,11.35,1.52,7.15,1.34,1.25,0.224,0.461,0.159,0.306,0.389,94.0,82.0,78.0,96.0,106.0,104.0,70.0,86.0,72.0,95.0,105.0,107.0,103.0,104.0,108.0,0.024,0.44,0.313,0.191,0.033,0.74,-7.15,0.85,2.33,-0.51,93.6,86.0,90.7,84.9,77.5,0.226,0.377,0.25,0.205,0.426,0.391,0.161,0.194,0.445,0.143,0.429,0.133,0.75,1.5,0.3,,,,,,
16,2024-04-07,746493,Strikeout,strikeout,True,668709,656427,JJ Bleday,Jack Flaherty,0,b7834a9d-3c75-4895-8fd0-8a54b3af6d45,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,DET,3.13,2.9,100.2,104.0,96.0,104.0,0.697,11.35,1.52,7.15,1.34,1.25,0.224,0.461,0.159,0.306,0.389,94.0,82.0,78.0,96.0,106.0,104.0,70.0,86.0,72.0,95.0,105.0,107.0,103.0,104.0,108.0,0.024,0.44,0.313,0.191,0.033,0.74,-7.15,0.85,2.33,-0.51,93.6,86.0,90.7,84.9,77.5,0.226,0.377,0.25,0.205,0.426,0.391,0.161,0.194,0.445,0.143,0.429,0.133,0.75,1.5,0.3,,,,,,
17,2024-04-07,746493,Hit By Pitch,hit_by_pitch,False,592192,671212,Mark Canha,Joe Boyle,0,d0e790bf-9230-4448-a9ff-abeed26799fd,671212.0,joeboyle,Boyle,Right,Joe Boyle,OAK,7.16,4.79,27.2,88.0,110.0,92.0,0.757,9.43,7.48,8.13,0.98,0.87,0.263,0.25,0.171,0.263,0.38,,,,95.0,84.0,84.0,,,,128.0,106.0,117.0,,,,,0.575,0.36,,,-0.8,,0.13,,,96.6,,,86.7,,0.268,0.411,0.216,0.25,0.75,0.5,,,,,,,,,,110.0,75.0,87.0,0.065,0.58,80.4
18,2024-04-07,746493,Strikeout,strikeout,True,570482,671212,Gio Urshela,Joe Boyle,0,0573cb41-17e4-4e22-913c-ecc2a82e755e,671212.0,joeboyle,Boyle,Right,Joe Boyle,OAK,7.16,4.79,27.2,88.0,110.0,92.0,0.757,9.43,7.48,8.13,0.98,0.87,0.263,0.25,0.171,0.263,0.38,,,,95.0,84.0,84.0,,,,128.0,106.0,117.0,,,,,0.575,0.36,,,-0.8,,0.13,,,96.6,,,86.7,,0.268,0.411,0.216,0.25,0.75,0.5,,,,,,,,,,110.0,75.0,87.0,0.065,0.58,80.4
19,2024-04-07,746493,Strikeout,strikeout,True,656716,671212,Zach McKinstry,Joe Boyle,0,e7e5beba-9072-43ba-9068-cf9ca7f48635,671212.0,joeboyle,Boyle,Right,Joe Boyle,OAK,7.16,4.79,27.2,88.0,110.0,92.0,0.757,9.43,7.48,8.13,0.98,0.87,0.263,0.25,0.171,0.263,0.38,,,,95.0,84.0,84.0,,,,128.0,106.0,117.0,,,,,0.575,0.36,,,-0.8,,0.13,,,96.6,,,86.7,,0.268,0.411,0.216,0.25,0.75,0.5,,,,,,,,,,110.0,75.0,87.0,0.065,0.58,80.4
20,2024-04-07,746493,Lineout,field_out,True,608348,671212,Carson Kelly,Joe Boyle,0,16ac9698-b804-4561-94b5-520bb7469e36,671212.0,joeboyle,Boyle,Right,Joe Boyle,OAK,7.16,4.79,27.2,88.0,110.0,92.0,0.757,9.43,7.48,8.13,0.98,0.87,0.263,0.25,0.171,0.263,0.38,,,,95.0,84.0,84.0,,,,128.0,106.0,117.0,,,,,0.575,0.36,,,-0.8,,0.13,,,96.6,,,86.7,,0.268,0.411,0.216,0.25,0.75,0.5,,,,,,,,,,110.0,75.0,87.0,0.065,0.58,80.4
21,2024-04-07,746493,Strikeout,strikeout,True,667670,656427,Brent Rooker,Jack Flaherty,0,4d1fede4-e0fc-4716-9fbd-2ba0171cfe6e,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,DET,3.13,2.9,100.2,104.0,96.0,104.0,0.697,11.35,1.52,7.15,1.34,1.25,0.224,0.461,0.159,0.306,0.389,94.0,82.0,78.0,96.0,106.0,104.0,70.0,86.0,72.0,95.0,105.0,107.0,103.0,104.0,108.0,0.024,0.44,0.313,0.191,0.033,0.74,-7.15,0.85,2.33,-0.51,93.6,86.0,90.7,84.9,77.5,0.226,0.377,0.25,0.205,0.426,0.391,0.161,0.194,0.445,0.143,0.429,0.133,0.75,1.5,0.3,,,,,,
22,2024-04-07,746493,Groundout,field_out,True,664913,656427,Seth Brown,Jack Flaherty,0,67696a49-9856-4b72-8b33-f7ebd87aa87a,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,DET,3.13,2.9,100.2,104.0,96.0,104.0,0.697,11.35,1.52,7.15,1.34,1.25,0.224,0.461,0.159,0.306,0.389,94.0,82.0,78.0,96.0,106.0,104.0,70.0,86.0,72.0,95.0,105.0,107.0,103.0,104.0,108.0,0.024,0.44,0.313,0.191,0.033,0.74,-7.15,0.85,2.33,-0.51,93.6,86.0,90.7,84.9,77.5,0.226,0.377,0.25,0.205,0.426,0.391,0.161,0.194,0.445,0.143,0.429,0.133,0.75,1.5,0.3,,,,,,
23,2024-04-07,746493,Groundout,field_out,True,605204,656427,J.D. Davis,Jack Flaherty,0,85fe8779-064e-4cab-9349-7c8a7b2f362a,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,DET,3.13,2.9,100.2,104.0,96.0,104.0,0.697,11.35,1.52,7.15,1.34,1.25,0.224,0.461,0.159,0.306,0.389,94.0,82.0,78.0,96.0,106.0,104.0,70.0,86.0,72.0,95.0,105.0,107.0,103.0,104.0,108.0,0.024,0.44,0.313,0.191,0.033,0.74,-7.15,0.85,2.33,-0.51,93.6,86.0,90.7,84.9,77.5,0.226,0.377,0.25,0.205,0.426,0.391,0.161,0.194,0.445,0.143,0.429,0.133,0.75,1.5,0.3,,,,,,
24,2024-04-07,746493,Strikeout,strikeout,True,678009,671212,Parker Meadows,Joe Boyle,0,b8fd7757-44d5-471c-b3d9-6e3f5fa172ff,671212.0,joeboyle,Boyle,Right,Joe Boyle,OAK,7.16,4.79,27.2,88.0,110.0,92.0,0.757,9.43,7.48,8.13,0.98,0.87,0.263,0.25,0.171,0.263,0.38,,,,95.0,84.0,84.0,,,,128.0,106.0,117.0,,,,,0.575,0.36,,,-0.8,,0.13,,,96.6,,,86.7,,0.268,0.411,0.216,0.25,0.75,0.5,,,,,,,,,,110.0,75.0,87.0,0.065,0.58,80.4
25,2024-04-07,746493,Walk,walk,False,682985,671212,Riley Greene,Joe Boyle,0,ab2166c5-3282-43d3-82d9-b3eb1d345cd3,671212.0,joeboyle,Boyle,Right,Joe Boyle,OAK,7.16,4.79,27.2,88.0,110.0,92.0,0.757,9.43,7.48,8.13,0.98,0.87,0.263,0.25,0.171,0.263,0.38,,,,95.0,84.0,84.0,,,,128.0,106.0,117.0,,,,,0.575,0.36,,,-0.8,,0.13,,,96.6,,,86.7,,0.268,0.411,0.216,0.25,0.75,0.5,,,,,,,,,,110.0,75.0,87.0,0.065,0.58,80.4
26,2024-04-07,746493,Grounded Into DP,grounded_into_double_play,True,679529,671212,Spencer Torkelson,Joe Boyle,1,50706690-519b-479c-855e-e84fe692564b,671212.0,joeboyle,Boyle,Right,Joe Boyle,OAK,7.16,4.79,27.2,88.0,110.0,92.0,0.757,9.43,7.48,8.13,0.98,0.87,0.263,0.25,0.171,0.263,0.38,,,,95.0,84.0,84.0,,,,128.0,106.0,117.0,,,,,0.575,0.36,,,-0.8,,0.13,,,96.6,,,86.7,,0.268,0.411,0.216,0.25,0.75,0.5,,,,,,,,,,110.0,75.0,87.0,0.065,0.58,80.4
27,2024-04-07,746493,Walk,walk,False,676116,656427,Ryan Noda,Jack Flaherty,0,01829a48-e311-435a-acf3-a96a14911897,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,DET,3.13,2.9,100.2,104.0,96.0,104.0,0.697,11.35,1.52,7.15,1.34,1.25,0.224,0.461,0.159,0.306,0.389,94.0,82.0,78.0,96.0,106.0,104.0,70.0,86.0,72.0,95.0,105.0,107.0,103.0,104.0,108.0,0.024,0.44,0.313,0.191,0.033,0.74,-7.15,0.85,2.33,-0.51,93.6,86.0,90.7,84.9,77.5,0.226,0.377,0.25,0.205,0.426,0.391,0.161,0.194,0.445,0.143,0.429,0.133,0.75,1.5,0.3,,,,,,
28,2024-04-07,746493,Flyout,field_out,True,669127,656427,Shea Langeliers,Jack Flaherty,0,3c3536bd-f312-4cf3-8f9e-b54f378bf9a8,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,DET,3.13,2.9,100.2,104.0,96.0,104.0,0.697,11.35,1.52,7.15,1.34,1.25,0.224,0.461,0.159,0.306,0.389,94.0,82.0,78.0,96.0,106.0,104.0,70.0,86.0,72.0,95.0,105.0,107.0,103.0,104.0,108.0,0.024,0.44,0.313,0.191,0.033,0.74,-7.15,0.85,2.33,-0.51,93.6,86.0,90.7,84.9,77.5,0.226,0.377,0.25,0.205,0.426,0.391,0.161,0.194,0.445,0.143,0.429,0.133,0.75,1.5,0.3,,,,,,
29,2024-04-07,746493,Single,single,False,669397,656427,Nick Allen,Jack Flaherty,1,e5801dcd-07db-4248-abdb-f17f228d31bc,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,DET,3.13,2.9,100.2,104.0,96.0,104.0,0.697,11.35,1.52,7.15,1.34,1.25,0.224,0.461,0.159,0.306,0.389,94.0,82.0,78.0,96.0,106.0,104.0,70.0,86.0,72.0,95.0,105.0,107.0,103.0,104.0,108.0,0.024,0.44,0.313,0.191,0.033,0.74,-7.15,0.85,2.33,-0.51,93.6,86.0,90.7,84.9,77.5,0.226,0.377,0.25,0.205,0.426,0.391,0.161,0.194,0.445,0.143,0.429,0.133,0.75,1.5,0.3,,,,,,
30,2024-04-07,746493,Single,single,False,647351,656427,Abraham Toro,Jack Flaherty,1,084f0946-4426-45cc-b307-dc5a5ddead2d,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,DET,3.13,2.9,100.2,104.0,96.0,104.0,0.697,11.35,1.52,7.15,1.34,1.25,0.224,0.461,0.159,0.306,0.389,94.0,82.0,78.0,96.0,106.0,104.0,70.0,86.0,72.0,95.0,105.0,107.0,103.0,104.0,108.0,0.024,0.44,0.313,0.191,0.033,0.74,-7.15,0.85,2.33,-0.51,93.6,86.0,90.7,84.9,77.5,0.226,0.377,0.25,0.205,0.426,0.391,0.161,0.194,0.445,0.143,0.429,0.133,0.75,1.5,0.3,,,,,,
31,2024-04-07,746493,Strikeout,strikeout,True,680869,656427,Zack Gelof,Jack Flaherty,0,2585ea51-3440-4c9f-b333-f5b64b20d9fc,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,DET,3.13,2.9,100.2,104.0,96.0,104.0,0.697,11.35,1.52,7.15,1.34,1.25,0.224,0.461,0.159,0.306,0.389,94.0,82.0,78.0,96.0,106.0,104.0,70.0,86.0,72.0,95.0,105.0,107.0,103.0,104.0,108.0,0.024,0.44,0.313,0.191,0.033,0.74,-7.15,0.85,2.33,-0.51,93.6,86.0,90.7,84.9,77.5,0.226,0.377,0.25,0.205,0.426,0.391,0.161,0.194,0.445,0.143,0.429,0.133,0.75,1.5,0.3,,,,,,
32,2024-04-07,746493,Single,single,True,668709,656427,JJ Bleday,Jack Flaherty,1,77fc316d-348d-4b35-907d-70b401916b02,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,DET,3.13,2.9,100.2,104.0,96.0,104.0,0.697,11.35,1.52,7.15,1.34,1.25,0.224,0.461,0.159,0.306,0.389,94.0,82.0,78.0,96.0,106.0,104.0,70.0,86.0,72.0,95.0,105.0,107.0,103.0,104.0,108.0,0.024,0.44,0.313,0.191,0.033,0.74,-7.15,0.85,2.33,-0.51,93.6,86.0,90.7,84.9,77.5,0.226,0.377,0.25,0.205,0.426,0.391,0.161,0.194,0.445,0.143,0.429,0.133,0.75,1.5,0.3,,,,,,
33,2024-04-07,746493,Lineout,field_out,True,681481,671212,Kerry Carpenter,Joe Boyle,0,13652649-7679-4ab5-8817-ecb88a743191,671212.0,joeboyle,Boyle,Right,Joe Boyle,OAK,7.16,4.79,27.2,88.0,110.0,92.0,0.757,9.43,7.48,8.13,0.98,0.87,0.263,0.25,0.171,0.263,0.38,,,,95.0,84.0,84.0,,,,128.0,106.0,117.0,,,,,0.575,0.36,,,-0.8,,0.13,,,96.6,,,86.7,,0.268,0.411,0.216,0.25,0.75,0.5,,,,,,,,,,110.0,75.0,87.0,0.065,0.58,80.4
34,2024-04-07,746493,Single,single,False,690993,671212,Colt Keith,Joe Boyle,0,9d814a34-fce3-4444-af08-cafd8db27a20,671212.0,joeboyle,Boyle,Right,Joe Boyle,OAK,7.16,4.79,27.2,88.0,110.0,92.0,0.757,9.43,7.48,8.13,0.98,0.87,0.263,0.25,0.171,0.263,0.38,,,,95.0,84.0,84.0,,,,128.0,106.0,117.0,,,,,0.575,0.36,,,-0.8,,0.13,,,96.6,,,86.7,,0.268,0.411,0.216,0.25,0.75,0.5,,,,,,,,,,110.0,75.0,87.0,0.065,0.58,80.4
35,2024-04-07,746493,Strikeout,strikeout,True,592192,671212,Mark Canha,Joe Boyle,0,0b924cee-c3ee-4924-a49f-c5e7f23508bd,671212.0,joeboyle,Boyle,Right,Joe Boyle,OAK,7.16,4.79,27.2,88.0,110.0,92.0,0.757,9.43,7.48,8.13,0.98,0.87,0.263,0.25,0.171,0.263,0.38,,,,95.0,84.0,84.0,,,,128.0,106.0,117.0,,,,,0.575,0.36,,,-0.8,,0.13,,,96.6,,,86.7,,0.268,0.411,0.216,0.25,0.75,0.5,,,,,,,,,,110.0,75.0,87.0,0.065,0.58,80.4
36,2024-04-07,746493,Lineout,field_out,True,570482,671212,Gio Urshela,Joe Boyle,0,bbbfaa75-2b5a-4fa4-a90b-429564316c1e,671212.0,joeboyle,Boyle,Right,Joe Boyle,OAK,7.16,4.79,27.2,88.0,110.0,92.0,0.757,9.43,7.48,8.13,0.98,0.87,0.263,0.25,0.171,0.263,0.38,,,,95.0,84.0,84.0,,,,128.0,106.0,117.0,,,,,0.575,0.36,,,-0.8,,0.13,,,96.6,,,86.7,,0.268,0.411,0.216,0.25,0.75,0.5,,,,,,,,,,110.0,75.0,87.0,0.065,0.58,80.4
37,2024-04-07,746493,Single,single,False,671732,656427,Lawrence Butler,Jack Flaherty,0,bbc1bc7f-bd49-4a37-ac76-a79c627a5f8c,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,DET,3.13,2.9,100.2,104.0,96.0,104.0,0.697,11.35,1.52,7.15,1.34,1.25,0.224,0.461,0.159,0.306,0.389,94.0,82.0,78.0,96.0,106.0,104.0,70.0,86.0,72.0,95.0,105.0,107.0,103.0,104.0,108.0,0.024,0.44,0.313,0.191,0.033,0.74,-7.15,0.85,2.33,-0.51,93.6,86.0,90.7,84.9,77.5,0.226,0.377,0.25,0.205,0.426,0.391,0.161,0.194,0.445,0.143,0.429,0.133,0.75,1.5,0.3,,,,,,
