,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FS%,SL%,CU%,wFA/C,wFS/C,wSL/C,wCU/C,vFA,vFS,vSL,vCU,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CH%,wSI/C,wCH/C,vCH,vSI,ST_ba,ST_slg,ST_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff
0,2024-09-12,744805,Strikeout,strikeout,True,681393,680730,Connor Norby,Mitchell Parker,0,5d906b3b-2dc3-49c9-9a2f-67d2d259862e,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,4.24,4.3,142.1,100.0,88.0,98.0,0.799,8.03,2.47,8.98,1.07,0.9,0.252,0.439,0.133,0.32,0.446,99.0,96.0,96.0,79.0,102.0,97.0,107.0,107.0,110.0,90.0,96.0,96.0,0.486,0.189,0.105,0.22,0.08,-0.09,-0.73,0.53,92.5,85.6,84.5,80.4,0.276,0.437,0.119,0.212,0.354,0.378,0.25,0.365,0.26,0.238,0.429,0.359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-12,744805,Field Error,field_error,False,681146,680730,Jonah Bride,Mitchell Parker,0,ad2b428d-8d24-494d-92ec-17bb351c90ec,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,4.24,4.3,142.1,100.0,88.0,98.0,0.799,8.03,2.47,8.98,1.07,0.9,0.252,0.439,0.133,0.32,0.446,99.0,96.0,96.0,79.0,102.0,97.0,107.0,107.0,110.0,90.0,96.0,96.0,0.486,0.189,0.105,0.22,0.08,-0.09,-0.73,0.53,92.5,85.6,84.5,80.4,0.276,0.437,0.119,0.212,0.354,0.378,0.25,0.365,0.26,0.238,0.429,0.359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-12,744805,Strikeout,strikeout,True,669394,680730,Jake Burger,Mitchell Parker,0,06d7276c-b0fc-4bd0-9058-6b87ddc5a0e5,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,4.24,4.3,142.1,100.0,88.0,98.0,0.799,8.03,2.47,8.98,1.07,0.9,0.252,0.439,0.133,0.32,0.446,99.0,96.0,96.0,79.0,102.0,97.0,107.0,107.0,110.0,90.0,96.0,96.0,0.486,0.189,0.105,0.22,0.08,-0.09,-0.73,0.53,92.5,85.6,84.5,80.4,0.276,0.437,0.119,0.212,0.354,0.378,0.25,0.365,0.26,0.238,0.429,0.359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-12,744805,Forceout,force_out,True,672640,680730,Otto Lopez,Mitchell Parker,1,1e003a5f-17ad-4b37-8a98-c80e481905ce,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,4.24,4.3,142.1,100.0,88.0,98.0,0.799,8.03,2.47,8.98,1.07,0.9,0.252,0.439,0.133,0.32,0.446,99.0,96.0,96.0,79.0,102.0,97.0,107.0,107.0,110.0,90.0,96.0,96.0,0.486,0.189,0.105,0.22,0.08,-0.09,-0.73,0.53,92.5,85.6,84.5,80.4,0.276,0.437,0.119,0.212,0.354,0.378,0.25,0.365,0.26,0.238,0.429,0.359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-09-12,744805,Double,double,False,682928,670766,CJ Abrams,Darren McCaughan,0,4647926c-4a09-4252-b245-b74850406b97,670766.0,darrenmccaughan,McCaughan,Right,Darren McCaughan,- - -,7.06,6.14,29.1,95.0,87.0,92.0,0.892,4.6,3.68,12.58,1.84,0.67,0.218,0.464,0.127,0.291,0.443,,,,47.0,92.0,79.0,117.0,97.0,105.0,,,,0.183,,0.403,,-1.6,,-3.29,,89.3,,81.8,,0.296,0.481,0.174,,,,,,,,,,64.0,93.0,79.0,79.0,95.0,87.0,0.314,0.1,-2.2,-1.28,81.1,88.9,0.326,0.696,0.128,0.371,0.486,0.054,0.357,0.429,0.222,,,,,,,,,
5,2024-09-12,744805,Single,single,False,686611,670766,Dylan Crews,Darren McCaughan,1,1c43ce92-1a06-4387-b05d-d2ab3aafef42,670766.0,darrenmccaughan,McCaughan,Right,Darren McCaughan,- - -,7.06,6.14,29.1,95.0,87.0,92.0,0.892,4.6,3.68,12.58,1.84,0.67,0.218,0.464,0.127,0.291,0.443,,,,47.0,92.0,79.0,117.0,97.0,105.0,,,,0.183,,0.403,,-1.6,,-3.29,,89.3,,81.8,,0.296,0.481,0.174,,,,,,,,,,64.0,93.0,79.0,79.0,95.0,87.0,0.314,0.1,-2.2,-1.28,81.1,88.9,0.326,0.696,0.128,0.371,0.486,0.054,0.357,0.429,0.222,,,,,,,,,
6,2024-09-12,744805,Walk,walk,False,695578,670766,James Wood,Darren McCaughan,1,d68e9667-cade-4e4e-a4c4-c9161dc14e92,670766.0,darrenmccaughan,McCaughan,Right,Darren McCaughan,- - -,7.06,6.14,29.1,95.0,87.0,92.0,0.892,4.6,3.68,12.58,1.84,0.67,0.218,0.464,0.127,0.291,0.443,,,,47.0,92.0,79.0,117.0,97.0,105.0,,,,0.183,,0.403,,-1.6,,-3.29,,89.3,,81.8,,0.296,0.481,0.174,,,,,,,,,,64.0,93.0,79.0,79.0,95.0,87.0,0.314,0.1,-2.2,-1.28,81.1,88.9,0.326,0.696,0.128,0.371,0.486,0.054,0.357,0.429,0.222,,,,,,,,,
7,2024-09-12,744805,Lineout,field_out,True,665953,670766,Andrés Chaparro,Darren McCaughan,0,bda77f8c-8c28-4a5b-9a9b-5665f886cfc5,670766.0,darrenmccaughan,McCaughan,Right,Darren McCaughan,- - -,7.06,6.14,29.1,95.0,87.0,92.0,0.892,4.6,3.68,12.58,1.84,0.67,0.218,0.464,0.127,0.291,0.443,,,,47.0,92.0,79.0,117.0,97.0,105.0,,,,0.183,,0.403,,-1.6,,-3.29,,89.3,,81.8,,0.296,0.481,0.174,,,,,,,,,,64.0,93.0,79.0,79.0,95.0,87.0,0.314,0.1,-2.2,-1.28,81.1,88.9,0.326,0.696,0.128,0.371,0.486,0.054,0.357,0.429,0.222,,,,,,,,,
8,2024-09-12,744805,Double,double,False,677588,670766,José Tena,Darren McCaughan,1,e93baf30-8b94-450c-9d40-8a1747a54ad9,670766.0,darrenmccaughan,McCaughan,Right,Darren McCaughan,- - -,7.06,6.14,29.1,95.0,87.0,92.0,0.892,4.6,3.68,12.58,1.84,0.67,0.218,0.464,0.127,0.291,0.443,,,,47.0,92.0,79.0,117.0,97.0,105.0,,,,0.183,,0.403,,-1.6,,-3.29,,89.3,,81.8,,0.296,0.481,0.174,,,,,,,,,,64.0,93.0,79.0,79.0,95.0,87.0,0.314,0.1,-2.2,-1.28,81.1,88.9,0.326,0.696,0.128,0.371,0.486,0.054,0.357,0.429,0.222,,,,,,,,,
9,2024-09-12,744805,Flyout,field_out,True,660688,670766,Keibert Ruiz,Darren McCaughan,0,e46d2f06-d469-42ed-a338-47a9022bad88,670766.0,darrenmccaughan,McCaughan,Right,Darren McCaughan,- - -,7.06,6.14,29.1,95.0,87.0,92.0,0.892,4.6,3.68,12.58,1.84,0.67,0.218,0.464,0.127,0.291,0.443,,,,47.0,92.0,79.0,117.0,97.0,105.0,,,,0.183,,0.403,,-1.6,,-3.29,,89.3,,81.8,,0.296,0.481,0.174,,,,,,,,,,64.0,93.0,79.0,79.0,95.0,87.0,0.314,0.1,-2.2,-1.28,81.1,88.9,0.326,0.696,0.128,0.371,0.486,0.054,0.357,0.429,0.222,,,,,,,,,
10,2024-09-12,744805,Groundout,field_out,True,671277,670766,Luis García Jr.,Darren McCaughan,0,a656c428-401b-4f41-ba42-bd46cacf1f68,670766.0,darrenmccaughan,McCaughan,Right,Darren McCaughan,- - -,7.06,6.14,29.1,95.0,87.0,92.0,0.892,4.6,3.68,12.58,1.84,0.67,0.218,0.464,0.127,0.291,0.443,,,,47.0,92.0,79.0,117.0,97.0,105.0,,,,0.183,,0.403,,-1.6,,-3.29,,89.3,,81.8,,0.296,0.481,0.174,,,,,,,,,,64.0,93.0,79.0,79.0,95.0,87.0,0.314,0.1,-2.2,-1.28,81.1,88.9,0.326,0.696,0.128,0.371,0.486,0.054,0.357,0.429,0.222,,,,,,,,,
11,2024-09-12,744805,Flyout,field_out,True,665506,680730,Cristian Pache,Mitchell Parker,0,da51c0ef-89ce-4271-9373-68de36612d0d,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,4.24,4.3,142.1,100.0,88.0,98.0,0.799,8.03,2.47,8.98,1.07,0.9,0.252,0.439,0.133,0.32,0.446,99.0,96.0,96.0,79.0,102.0,97.0,107.0,107.0,110.0,90.0,96.0,96.0,0.486,0.189,0.105,0.22,0.08,-0.09,-0.73,0.53,92.5,85.6,84.5,80.4,0.276,0.437,0.119,0.212,0.354,0.378,0.25,0.365,0.26,0.238,0.429,0.359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2024-09-12,744805,Flyout,field_out,True,669065,680730,Kyle Stowers,Mitchell Parker,0,478d3497-c945-4e74-abcf-11d27aa7f71b,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,4.24,4.3,142.1,100.0,88.0,98.0,0.799,8.03,2.47,8.98,1.07,0.9,0.252,0.439,0.133,0.32,0.446,99.0,96.0,96.0,79.0,102.0,97.0,107.0,107.0,110.0,90.0,96.0,96.0,0.486,0.189,0.105,0.22,0.08,-0.09,-0.73,0.53,92.5,85.6,84.5,80.4,0.276,0.437,0.119,0.212,0.354,0.378,0.25,0.365,0.26,0.238,0.429,0.359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2024-09-12,744805,Groundout,field_out,True,682073,680730,David Hensley,Mitchell Parker,0,eb96d2dc-80fa-4e05-b697-af7d3a31d853,680730.0,mitchellparker,Parker,Left,Mitchell Parker,WSN,4.24,4.3,142.1,100.0,88.0,98.0,0.799,8.03,2.47,8.98,1.07,0.9,0.252,0.439,0.133,0.32,0.446,99.0,96.0,96.0,79.0,102.0,97.0,107.0,107.0,110.0,90.0,96.0,96.0,0.486,0.189,0.105,0.22,0.08,-0.09,-0.73,0.53,92.5,85.6,84.5,80.4,0.276,0.437,0.119,0.212,0.354,0.378,0.25,0.365,0.26,0.238,0.429,0.359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2024-09-12,744805,Flyout,field_out,True,608336,670766,Joey Gallo,Darren McCaughan,0,03875092-7306-40ea-b337-3689cad2b2f3,670766.0,darrenmccaughan,McCaughan,Right,Darren McCaughan,- - -,7.06,6.14,29.1,95.0,87.0,92.0,0.892,4.6,3.68,12.58,1.84,0.67,0.218,0.464,0.127,0.291,0.443,,,,47.0,92.0,79.0,117.0,97.0,105.0,,,,0.183,,0.403,,-1.6,,-3.29,,89.3,,81.8,,0.296,0.481,0.174,,,,,,,,,,64.0,93.0,79.0,79.0,95.0,87.0,0.314,0.1,-2.2,-1.28,81.1,88.9,0.326,0.696,0.128,0.371,0.486,0.054,0.357,0.429,0.222,,,,,,,,,
15,2024-09-12,744805,Groundout,field_out,True,696285,670766,Jacob Young,Darren McCaughan,0,244ac970-bd15-41da-b969-e99fb2b73bb6,670766.0,darrenmccaughan,McCaughan,Right,Darren McCaughan,- - -,7.06,6.14,29.1,95.0,87.0,92.0,0.892,4.6,3.68,12.58,1.84,0.67,0.218,0.464,0.127,0.291,0.443,,,,47.0,92.0,79.0,117.0,97.0,105.0,,,,0.183,,0.403,,-1.6,,-3.29,,89.3,,81.8,,0.296,0.481,0.174,,,,,,,,,,64.0,93.0,79.0,79.0,95.0,87.0,0.314,0.1,-2.2,-1.28,81.1,88.9,0.326,0.696,0.128,0.371,0.486,0.054,0.357,0.429,0.222,,,,,,,,,
16,2024-09-12,744805,Walk,walk,False,682928,670766,CJ Abrams,Darren McCaughan,0,8c9639ba-df74-40a7-85d9-704d4ff703cd,670766.0,darrenmccaughan,McCaughan,Right,Darren McCaughan,- - -,7.06,6.14,29.1,95.0,87.0,92.0,0.892,4.6,3.68,12.58,1.84,0.67,0.218,0.464,0.127,0.291,0.443,,,,47.0,92.0,79.0,117.0,97.0,105.0,,,,0.183,,0.403,,-1.6,,-3.29,,89.3,,81.8,,0.296,0.481,0.174,,,,,,,,,,64.0,93.0,79.0,79.0,95.0,87.0,0.314,0.1,-2.2,-1.28,81.1,88.9,0.326,0.696,0.128,0.371,0.486,0.054,0.357,0.429,0.222,,,,,,,,,
