,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,KC%,CH%,wFA/C,wFC/C,wSI/C,wKC/C,wCH/C,vFA,vFC,vCH,vSI,vKC,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SL,Loc+ SL,Pit+ SL,SL%,CU%,wSL/C,wCU/C,vSL,vCU,SL_ba,SL_slg,SL_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff
0,2024-08-27,745540,Single,single,False,514888,605400,Jose Altuve,Aaron Nola,0,d947135c-d2cb-42aa-9fce-769b994ff7c1,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.3,3.86,166.1,105.0,104.0,104.0,0.789,8.28,2.27,8.17,1.24,1.29,0.203,0.474,0.161,0.303,0.407,79.0,102.0,90.0,90.0,103.0,99.0,100.0,109.0,106.0,134.0,107.0,114.0,69.0,99.0,92.0,0.208,0.267,0.094,0.328,0.103,0.99,-2.84,-0.37,1.49,-1.74,92.4,87.4,85.6,91.5,79.1,0.204,0.333,0.338,0.155,0.303,0.212,0.312,0.482,0.136,0.293,0.448,0.143,0.404,0.83,0.162,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-27,745540,Strikeout,strikeout,True,608324,605400,Alex Bregman,Aaron Nola,0,7e9c1b7a-d8a8-424d-a9ed-8fb2f5f7ba26,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.3,3.86,166.1,105.0,104.0,104.0,0.789,8.28,2.27,8.17,1.24,1.29,0.203,0.474,0.161,0.303,0.407,79.0,102.0,90.0,90.0,103.0,99.0,100.0,109.0,106.0,134.0,107.0,114.0,69.0,99.0,92.0,0.208,0.267,0.094,0.328,0.103,0.99,-2.84,-0.37,1.49,-1.74,92.4,87.4,85.6,91.5,79.1,0.204,0.333,0.338,0.155,0.303,0.212,0.312,0.482,0.136,0.293,0.448,0.143,0.404,0.83,0.162,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-27,745540,Forceout,force_out,True,670541,605400,Yordan Alvarez,Aaron Nola,1,b4b2cfa2-2b34-4e23-abb8-dd02cc87f75d,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.3,3.86,166.1,105.0,104.0,104.0,0.789,8.28,2.27,8.17,1.24,1.29,0.203,0.474,0.161,0.303,0.407,79.0,102.0,90.0,90.0,103.0,99.0,100.0,109.0,106.0,134.0,107.0,114.0,69.0,99.0,92.0,0.208,0.267,0.094,0.328,0.103,0.99,-2.84,-0.37,1.49,-1.74,92.4,87.4,85.6,91.5,79.1,0.204,0.333,0.338,0.155,0.303,0.212,0.312,0.482,0.136,0.293,0.448,0.143,0.404,0.83,0.162,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-27,745540,Strikeout,strikeout,True,673237,605400,Yainer Diaz,Aaron Nola,0,0950b018-db98-4734-87c4-e6d6a075ddbb,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.3,3.86,166.1,105.0,104.0,104.0,0.789,8.28,2.27,8.17,1.24,1.29,0.203,0.474,0.161,0.303,0.407,79.0,102.0,90.0,90.0,103.0,99.0,100.0,109.0,106.0,134.0,107.0,114.0,69.0,99.0,92.0,0.208,0.267,0.094,0.328,0.103,0.99,-2.84,-0.37,1.49,-1.74,92.4,87.4,85.6,91.5,79.1,0.204,0.333,0.338,0.155,0.303,0.212,0.312,0.482,0.136,0.293,0.448,0.143,0.404,0.83,0.162,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-08-27,745540,Groundout,field_out,True,656941,434378,Kyle Schwarber,Justin Verlander,0,f3da4350-9962-46c5-9313-a50d898c651b,434378.0,justinverlander,Verlander,Right,Justin Verlander,HOU,4.16,3.78,67.0,102.0,120.0,105.0,0.801,8.06,2.55,8.46,1.61,0.48,0.298,0.333,0.197,0.283,0.445,113.0,94.0,100.0,122.0,101.0,105.0,,,,,,,,,,,0.49,,,0.093,0.19,,,,0.97,93.5,,84.2,,,0.306,0.5,0.202,0.257,0.463,0.217,,,,0.167,0.167,0.288,,,,111.0,102.0,99.0,130.0,109.0,115.0,0.194,0.223,-0.02,-1.02,86.7,77.7,0.22,0.407,0.229,,,,,,,,,,,,
5,2024-08-27,745540,Walk,walk,False,607208,434378,Trea Turner,Justin Verlander,0,2d6f401c-83ff-4e06-a9cb-c7b45c65df26,434378.0,justinverlander,Verlander,Right,Justin Verlander,HOU,4.16,3.78,67.0,102.0,120.0,105.0,0.801,8.06,2.55,8.46,1.61,0.48,0.298,0.333,0.197,0.283,0.445,113.0,94.0,100.0,122.0,101.0,105.0,,,,,,,,,,,0.49,,,0.093,0.19,,,,0.97,93.5,,84.2,,,0.306,0.5,0.202,0.257,0.463,0.217,,,,0.167,0.167,0.288,,,,111.0,102.0,99.0,130.0,109.0,115.0,0.194,0.223,-0.02,-1.02,86.7,77.7,0.22,0.407,0.229,,,,,,,,,,,,
6,2024-08-27,745540,Single,single,False,547180,434378,Bryce Harper,Justin Verlander,1,f069cf78-529c-4a94-952f-e0300c07d8eb,434378.0,justinverlander,Verlander,Right,Justin Verlander,HOU,4.16,3.78,67.0,102.0,120.0,105.0,0.801,8.06,2.55,8.46,1.61,0.48,0.298,0.333,0.197,0.283,0.445,113.0,94.0,100.0,122.0,101.0,105.0,,,,,,,,,,,0.49,,,0.093,0.19,,,,0.97,93.5,,84.2,,,0.306,0.5,0.202,0.257,0.463,0.217,,,,0.167,0.167,0.288,,,,111.0,102.0,99.0,130.0,109.0,115.0,0.194,0.223,-0.02,-1.02,86.7,77.7,0.22,0.407,0.229,,,,,,,,,,,,
7,2024-08-27,745540,Grounded Into DP,grounded_into_double_play,True,664761,434378,Alec Bohm,Justin Verlander,1,4a5bac60-321f-42a9-8501-b11b0b86c6d1,434378.0,justinverlander,Verlander,Right,Justin Verlander,HOU,4.16,3.78,67.0,102.0,120.0,105.0,0.801,8.06,2.55,8.46,1.61,0.48,0.298,0.333,0.197,0.283,0.445,113.0,94.0,100.0,122.0,101.0,105.0,,,,,,,,,,,0.49,,,0.093,0.19,,,,0.97,93.5,,84.2,,,0.306,0.5,0.202,0.257,0.463,0.217,,,,0.167,0.167,0.288,,,,111.0,102.0,99.0,130.0,109.0,115.0,0.194,0.223,-0.02,-1.02,86.7,77.7,0.22,0.407,0.229,,,,,,,,,,,,
8,2024-08-27,745540,Flyout,field_out,True,572138,605400,Jon Singleton,Aaron Nola,0,04dac99d-1ddc-4a3d-81c6-1b6a4709e59f,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.3,3.86,166.1,105.0,104.0,104.0,0.789,8.28,2.27,8.17,1.24,1.29,0.203,0.474,0.161,0.303,0.407,79.0,102.0,90.0,90.0,103.0,99.0,100.0,109.0,106.0,134.0,107.0,114.0,69.0,99.0,92.0,0.208,0.267,0.094,0.328,0.103,0.99,-2.84,-0.37,1.49,-1.74,92.4,87.4,85.6,91.5,79.1,0.204,0.333,0.338,0.155,0.303,0.212,0.312,0.482,0.136,0.293,0.448,0.143,0.404,0.83,0.162,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-08-27,745540,Flyout,field_out,True,665161,605400,Jeremy Peña,Aaron Nola,0,77916062-2036-4384-825e-b6123793c881,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.3,3.86,166.1,105.0,104.0,104.0,0.789,8.28,2.27,8.17,1.24,1.29,0.203,0.474,0.161,0.303,0.407,79.0,102.0,90.0,90.0,103.0,99.0,100.0,109.0,106.0,134.0,107.0,114.0,69.0,99.0,92.0,0.208,0.267,0.094,0.328,0.103,0.99,-2.84,-0.37,1.49,-1.74,92.4,87.4,85.6,91.5,79.1,0.204,0.333,0.338,0.155,0.303,0.212,0.312,0.482,0.136,0.293,0.448,0.143,0.404,0.83,0.162,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2024-08-27,745540,Strikeout,strikeout,True,592325,605400,Ben Gamel,Aaron Nola,0,d924b7ca-4c1d-4784-9d0b-ca67a02e0477,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.3,3.86,166.1,105.0,104.0,104.0,0.789,8.28,2.27,8.17,1.24,1.29,0.203,0.474,0.161,0.303,0.407,79.0,102.0,90.0,90.0,103.0,99.0,100.0,109.0,106.0,134.0,107.0,114.0,69.0,99.0,92.0,0.208,0.267,0.094,0.328,0.103,0.99,-2.84,-0.37,1.49,-1.74,92.4,87.4,85.6,91.5,79.1,0.204,0.333,0.338,0.155,0.303,0.212,0.312,0.482,0.136,0.293,0.448,0.143,0.404,0.83,0.162,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2024-08-27,745540,Groundout,field_out,True,592206,434378,Nick Castellanos,Justin Verlander,0,8c45c827-cd1d-42af-917a-8125186a1c12,434378.0,justinverlander,Verlander,Right,Justin Verlander,HOU,4.16,3.78,67.0,102.0,120.0,105.0,0.801,8.06,2.55,8.46,1.61,0.48,0.298,0.333,0.197,0.283,0.445,113.0,94.0,100.0,122.0,101.0,105.0,,,,,,,,,,,0.49,,,0.093,0.19,,,,0.97,93.5,,84.2,,,0.306,0.5,0.202,0.257,0.463,0.217,,,,0.167,0.167,0.288,,,,111.0,102.0,99.0,130.0,109.0,115.0,0.194,0.223,-0.02,-1.02,86.7,77.7,0.22,0.407,0.229,,,,,,,,,,,,
12,2024-08-27,745540,Groundout,field_out,True,681082,434378,Bryson Stott,Justin Verlander,0,c56f9feb-08ab-4823-8375-acfc6416fb26,434378.0,justinverlander,Verlander,Right,Justin Verlander,HOU,4.16,3.78,67.0,102.0,120.0,105.0,0.801,8.06,2.55,8.46,1.61,0.48,0.298,0.333,0.197,0.283,0.445,113.0,94.0,100.0,122.0,101.0,105.0,,,,,,,,,,,0.49,,,0.093,0.19,,,,0.97,93.5,,84.2,,,0.306,0.5,0.202,0.257,0.463,0.217,,,,0.167,0.167,0.288,,,,111.0,102.0,99.0,130.0,109.0,115.0,0.194,0.223,-0.02,-1.02,86.7,77.7,0.22,0.407,0.229,,,,,,,,,,,,
13,2024-08-27,745540,Single,single,False,592663,434378,J.T. Realmuto,Justin Verlander,0,39326e50-b386-49c5-82e8-2168b9323834,434378.0,justinverlander,Verlander,Right,Justin Verlander,HOU,4.16,3.78,67.0,102.0,120.0,105.0,0.801,8.06,2.55,8.46,1.61,0.48,0.298,0.333,0.197,0.283,0.445,113.0,94.0,100.0,122.0,101.0,105.0,,,,,,,,,,,0.49,,,0.093,0.19,,,,0.97,93.5,,84.2,,,0.306,0.5,0.202,0.257,0.463,0.217,,,,0.167,0.167,0.288,,,,111.0,102.0,99.0,130.0,109.0,115.0,0.194,0.223,-0.02,-1.02,86.7,77.7,0.22,0.407,0.229,,,,,,,,,,,,
