,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,ST_ba,ST_slg,ST_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,KC%,wKC/C,vKC,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS
0,2024-09-19,746823,Single,single,False,682928,665871,CJ Abrams,Javier Assad,0,c33c2737-3ee3-4e83-ac8a-ce72269215f5,665871.0,javierassad,Assad,Right,Javier Assad,CHC,3.34,4.69,142.2,99.0,86.0,94.0,0.844,7.63,3.79,8.52,1.07,1.1,0.267,0.363,0.148,0.293,0.422,71.0,92.0,89.0,99.0,102.0,98.0,68.0,102.0,92.0,76.0,101.0,92.0,115.0,94.0,100.0,96.0,97.0,92.0,0.353,0.162,0.217,0.106,0.115,0.046,-1.0,-0.44,0.84,-1.52,-0.07,-1.53,91.5,87.9,83.8,91.5,80.1,76.8,0.226,0.341,0.107,0.308,0.548,0.147,0.329,0.486,0.199,0.169,0.31,0.31,0.171,0.366,0.333,0.296,0.296,0.125,0.364,0.636,0.368,,,,,,,,,,,,
1,2024-09-19,746823,Strikeout,strikeout,True,686611,665871,Dylan Crews,Javier Assad,1,0c368cae-a1f2-40a6-ad42-f356803aa056,665871.0,javierassad,Assad,Right,Javier Assad,CHC,3.34,4.69,142.2,99.0,86.0,94.0,0.844,7.63,3.79,8.52,1.07,1.1,0.267,0.363,0.148,0.293,0.422,71.0,92.0,89.0,99.0,102.0,98.0,68.0,102.0,92.0,76.0,101.0,92.0,115.0,94.0,100.0,96.0,97.0,92.0,0.353,0.162,0.217,0.106,0.115,0.046,-1.0,-0.44,0.84,-1.52,-0.07,-1.53,91.5,87.9,83.8,91.5,80.1,76.8,0.226,0.341,0.107,0.308,0.548,0.147,0.329,0.486,0.199,0.169,0.31,0.31,0.171,0.366,0.333,0.296,0.296,0.125,0.364,0.636,0.368,,,,,,,,,,,,
2,2024-09-19,746823,Walk,walk,False,695578,665871,James Wood,Javier Assad,1,58bb4caf-ebd1-4ea7-8f11-5fce9d2a9b6e,665871.0,javierassad,Assad,Right,Javier Assad,CHC,3.34,4.69,142.2,99.0,86.0,94.0,0.844,7.63,3.79,8.52,1.07,1.1,0.267,0.363,0.148,0.293,0.422,71.0,92.0,89.0,99.0,102.0,98.0,68.0,102.0,92.0,76.0,101.0,92.0,115.0,94.0,100.0,96.0,97.0,92.0,0.353,0.162,0.217,0.106,0.115,0.046,-1.0,-0.44,0.84,-1.52,-0.07,-1.53,91.5,87.9,83.8,91.5,80.1,76.8,0.226,0.341,0.107,0.308,0.548,0.147,0.329,0.486,0.199,0.169,0.31,0.31,0.171,0.366,0.333,0.296,0.296,0.125,0.364,0.636,0.368,,,,,,,,,,,,
3,2024-09-19,746823,Single,single,False,665953,665871,Andrés Chaparro,Javier Assad,1,e0aa6a5d-9543-46b1-bd6f-07322900aba4,665871.0,javierassad,Assad,Right,Javier Assad,CHC,3.34,4.69,142.2,99.0,86.0,94.0,0.844,7.63,3.79,8.52,1.07,1.1,0.267,0.363,0.148,0.293,0.422,71.0,92.0,89.0,99.0,102.0,98.0,68.0,102.0,92.0,76.0,101.0,92.0,115.0,94.0,100.0,96.0,97.0,92.0,0.353,0.162,0.217,0.106,0.115,0.046,-1.0,-0.44,0.84,-1.52,-0.07,-1.53,91.5,87.9,83.8,91.5,80.1,76.8,0.226,0.341,0.107,0.308,0.548,0.147,0.329,0.486,0.199,0.169,0.31,0.31,0.171,0.366,0.333,0.296,0.296,0.125,0.364,0.636,0.368,,,,,,,,,,,,
4,2024-09-19,746823,Strikeout,strikeout,True,677588,665871,José Tena,Javier Assad,0,cb43a49c-402f-4b00-879d-3eedb17fc6bc,665871.0,javierassad,Assad,Right,Javier Assad,CHC,3.34,4.69,142.2,99.0,86.0,94.0,0.844,7.63,3.79,8.52,1.07,1.1,0.267,0.363,0.148,0.293,0.422,71.0,92.0,89.0,99.0,102.0,98.0,68.0,102.0,92.0,76.0,101.0,92.0,115.0,94.0,100.0,96.0,97.0,92.0,0.353,0.162,0.217,0.106,0.115,0.046,-1.0,-0.44,0.84,-1.52,-0.07,-1.53,91.5,87.9,83.8,91.5,80.1,76.8,0.226,0.341,0.107,0.308,0.548,0.147,0.329,0.486,0.199,0.169,0.31,0.31,0.171,0.366,0.333,0.296,0.296,0.125,0.364,0.636,0.368,,,,,,,,,,,,
5,2024-09-19,746823,Strikeout,strikeout,True,660688,665871,Keibert Ruiz,Javier Assad,0,9489f4c3-9c0c-48da-b0d8-6315ae008570,665871.0,javierassad,Assad,Right,Javier Assad,CHC,3.34,4.69,142.2,99.0,86.0,94.0,0.844,7.63,3.79,8.52,1.07,1.1,0.267,0.363,0.148,0.293,0.422,71.0,92.0,89.0,99.0,102.0,98.0,68.0,102.0,92.0,76.0,101.0,92.0,115.0,94.0,100.0,96.0,97.0,92.0,0.353,0.162,0.217,0.106,0.115,0.046,-1.0,-0.44,0.84,-1.52,-0.07,-1.53,91.5,87.9,83.8,91.5,80.1,76.8,0.226,0.341,0.107,0.308,0.548,0.147,0.329,0.486,0.199,0.169,0.31,0.31,0.171,0.366,0.333,0.296,0.296,0.125,0.364,0.636,0.368,,,,,,,,,,,,
6,2024-09-19,746823,Groundout,field_out,True,664023,571578,Ian Happ,Patrick Corbin,0,b03aeb0b-2d20-4be9-8d82-190ac98457ca,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.58,5.57,169.1,101.0,76.0,94.0,0.787,7.23,2.82,10.74,1.28,1.5,0.213,0.39,0.138,0.337,0.397,88.0,96.0,96.0,71.0,100.0,96.0,54.0,97.0,84.0,71.0,103.0,92.0,87.0,97.0,97.0,76.0,107.0,98.0,0.342,0.077,0.19,0.339,0.016,0.034,-1.42,-0.36,-1.78,0.27,-2.27,-5.53,91.3,85.6,81.0,91.5,80.0,70.1,0.337,0.556,0.09,0.299,0.44,0.228,0.311,0.578,0.133,0.5,1.25,0.526,,,,0.409,0.773,0.279,0.22,0.346,0.356,0.001,4.69,63.2,,,,,,,,,
7,2024-09-19,746823,Single,single,False,621020,571578,Dansby Swanson,Patrick Corbin,0,b66dce96-8901-448c-bd24-a7fa4c5ce2a2,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.58,5.57,169.1,101.0,76.0,94.0,0.787,7.23,2.82,10.74,1.28,1.5,0.213,0.39,0.138,0.337,0.397,88.0,96.0,96.0,71.0,100.0,96.0,54.0,97.0,84.0,71.0,103.0,92.0,87.0,97.0,97.0,76.0,107.0,98.0,0.342,0.077,0.19,0.339,0.016,0.034,-1.42,-0.36,-1.78,0.27,-2.27,-5.53,91.3,85.6,81.0,91.5,80.0,70.1,0.337,0.556,0.09,0.299,0.44,0.228,0.311,0.578,0.133,0.5,1.25,0.526,,,,0.409,0.773,0.279,0.22,0.346,0.356,0.001,4.69,63.2,,,,,,,,,
8,2024-09-19,746823,Single,single,False,673548,571578,Seiya Suzuki,Patrick Corbin,1,2ecb80da-0011-401d-a29d-f4cebaaeadb4,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.58,5.57,169.1,101.0,76.0,94.0,0.787,7.23,2.82,10.74,1.28,1.5,0.213,0.39,0.138,0.337,0.397,88.0,96.0,96.0,71.0,100.0,96.0,54.0,97.0,84.0,71.0,103.0,92.0,87.0,97.0,97.0,76.0,107.0,98.0,0.342,0.077,0.19,0.339,0.016,0.034,-1.42,-0.36,-1.78,0.27,-2.27,-5.53,91.3,85.6,81.0,91.5,80.0,70.1,0.337,0.556,0.09,0.299,0.44,0.228,0.311,0.578,0.133,0.5,1.25,0.526,,,,0.409,0.773,0.279,0.22,0.346,0.356,0.001,4.69,63.2,,,,,,,,,
9,2024-09-19,746823,Single,single,False,641355,571578,Cody Bellinger,Patrick Corbin,1,fa24baa9-c710-4a94-bb13-bb01a802fd9f,571578.0,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.58,5.57,169.1,101.0,76.0,94.0,0.787,7.23,2.82,10.74,1.28,1.5,0.213,0.39,0.138,0.337,0.397,88.0,96.0,96.0,71.0,100.0,96.0,54.0,97.0,84.0,71.0,103.0,92.0,87.0,97.0,97.0,76.0,107.0,98.0,0.342,0.077,0.19,0.339,0.016,0.034,-1.42,-0.36,-1.78,0.27,-2.27,-5.53,91.3,85.6,81.0,91.5,80.0,70.1,0.337,0.556,0.09,0.299,0.44,0.228,0.311,0.578,0.133,0.5,1.25,0.526,,,,0.409,0.773,0.279,0.22,0.346,0.356,0.001,4.69,63.2,,,,,,,,,
