,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,CU%,CH%,wFC/C,wSI/C,wCU/C,wCH/C,vFC,vCH,vSI,vCU,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,vKN (sc),Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,KN%,wFA/C,wSL/C,wKN/C,vFA,vSL,KC_ba,KC_slg,KC_whiff,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-04-24,746567,Single,single,False,593428,621389,Xander Bogaerts,Ty Blach,0,338c68b1-c624-4870-a192-8cb9253a7025,621389.0,tyblach,Blach,Left,Ty Blach,COL,5.46,6.26,59.1,103.0,70.0,90.0,0.875,4.85,1.97,12.29,1.52,1.26,0.247,0.379,0.11,0.333,0.466,70.0,98.0,89.0,37.0,94.0,92.0,77.0,106.0,90.0,79.0,107.0,89.0,0.51,0.121,0.122,0.247,0.63,-1.47,-0.42,-2.76,83.2,80.0,89.1,79.2,0.376,0.576,0.092,0.367,0.517,0.217,0.211,0.5,0.203,0.174,0.348,0.191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-04-24,746567,Walk,walk,False,665487,621389,Fernando Tatis Jr.,Ty Blach,1,38cf3efe-f493-4e96-9fb0-63013bc8148a,621389.0,tyblach,Blach,Left,Ty Blach,COL,5.46,6.26,59.1,103.0,70.0,90.0,0.875,4.85,1.97,12.29,1.52,1.26,0.247,0.379,0.11,0.333,0.466,70.0,98.0,89.0,37.0,94.0,92.0,77.0,106.0,90.0,79.0,107.0,89.0,0.51,0.121,0.122,0.247,0.63,-1.47,-0.42,-2.76,83.2,80.0,89.1,79.2,0.376,0.576,0.092,0.367,0.517,0.217,0.211,0.5,0.203,0.174,0.348,0.191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-04-24,746567,Flyout,field_out,True,630105,621389,Jake Cronenworth,Ty Blach,0,ce6007c7-c7bd-4d41-aeb2-5e2e39265a1b,621389.0,tyblach,Blach,Left,Ty Blach,COL,5.46,6.26,59.1,103.0,70.0,90.0,0.875,4.85,1.97,12.29,1.52,1.26,0.247,0.379,0.11,0.333,0.466,70.0,98.0,89.0,37.0,94.0,92.0,77.0,106.0,90.0,79.0,107.0,89.0,0.51,0.121,0.122,0.247,0.63,-1.47,-0.42,-2.76,83.2,80.0,89.1,79.2,0.376,0.576,0.092,0.367,0.517,0.217,0.211,0.5,0.203,0.174,0.348,0.191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-04-24,746567,Walk,walk,False,595777,621389,Jurickson Profar,Ty Blach,1,4cc6b71c-5445-48fd-8638-fddf5205d9fa,621389.0,tyblach,Blach,Left,Ty Blach,COL,5.46,6.26,59.1,103.0,70.0,90.0,0.875,4.85,1.97,12.29,1.52,1.26,0.247,0.379,0.11,0.333,0.466,70.0,98.0,89.0,37.0,94.0,92.0,77.0,106.0,90.0,79.0,107.0,89.0,0.51,0.121,0.122,0.247,0.63,-1.47,-0.42,-2.76,83.2,80.0,89.1,79.2,0.376,0.576,0.092,0.367,0.517,0.217,0.211,0.5,0.203,0.174,0.348,0.191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-04-24,746567,Double,double,False,673490,621389,Ha-Seong Kim,Ty Blach,1,92e60ca5-a694-4521-99dc-bd149e91f0ba,621389.0,tyblach,Blach,Left,Ty Blach,COL,5.46,6.26,59.1,103.0,70.0,90.0,0.875,4.85,1.97,12.29,1.52,1.26,0.247,0.379,0.11,0.333,0.466,70.0,98.0,89.0,37.0,94.0,92.0,77.0,106.0,90.0,79.0,107.0,89.0,0.51,0.121,0.122,0.247,0.63,-1.47,-0.42,-2.76,83.2,80.0,89.1,79.2,0.376,0.576,0.092,0.367,0.517,0.217,0.211,0.5,0.203,0.174,0.348,0.191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-04-24,746567,Sac Fly,sac_fly,True,701538,621389,Jackson Merrill,Ty Blach,1,fc9a7b45-cee6-4dd4-a0e9-407b1c0601ef,621389.0,tyblach,Blach,Left,Ty Blach,COL,5.46,6.26,59.1,103.0,70.0,90.0,0.875,4.85,1.97,12.29,1.52,1.26,0.247,0.379,0.11,0.333,0.466,70.0,98.0,89.0,37.0,94.0,92.0,77.0,106.0,90.0,79.0,107.0,89.0,0.51,0.121,0.122,0.247,0.63,-1.47,-0.42,-2.76,83.2,80.0,89.1,79.2,0.376,0.576,0.092,0.367,0.517,0.217,0.211,0.5,0.203,0.174,0.348,0.191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-04-24,746567,Single,single,False,666703,621389,Eguy Rosario,Ty Blach,1,a2bdc8f2-9253-46ef-a02b-9c1f68354483,621389.0,tyblach,Blach,Left,Ty Blach,COL,5.46,6.26,59.1,103.0,70.0,90.0,0.875,4.85,1.97,12.29,1.52,1.26,0.247,0.379,0.11,0.333,0.466,70.0,98.0,89.0,37.0,94.0,92.0,77.0,106.0,90.0,79.0,107.0,89.0,0.51,0.121,0.122,0.247,0.63,-1.47,-0.42,-2.76,83.2,80.0,89.1,79.2,0.376,0.576,0.092,0.367,0.517,0.217,0.211,0.5,0.203,0.174,0.348,0.191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-04-24,746567,Lineout,field_out,True,640492,621389,José Azocar,Ty Blach,0,d56ca9e4-caba-49a7-bd06-f2b1cceff90b,621389.0,tyblach,Blach,Left,Ty Blach,COL,5.46,6.26,59.1,103.0,70.0,90.0,0.875,4.85,1.97,12.29,1.52,1.26,0.247,0.379,0.11,0.333,0.466,70.0,98.0,89.0,37.0,94.0,92.0,77.0,106.0,90.0,79.0,107.0,89.0,0.51,0.121,0.122,0.247,0.63,-1.47,-0.42,-2.76,83.2,80.0,89.1,79.2,0.376,0.576,0.092,0.367,0.517,0.217,0.211,0.5,0.203,0.174,0.348,0.191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-04-24,746567,Strikeout,strikeout,True,453568,663362,Charlie Blackmon,Matt Waldron,0,4fdda5bc-ffdd-405c-81a0-7cba3512010f,663362.0,mattwaldron,Waldron,Right,Matt Waldron,SDP,3.59,3.74,112.2,104.0,83.0,98.0,0.811,7.91,2.48,7.99,0.96,0.86,0.206,0.394,0.176,0.3,0.439,,,,,,,74.0,107.0,101.0,82.0,96.0,88.0,0.134,0.062,,,1.49,0.78,,,87.0,,90.0,,0.288,0.411,0.067,,,,0.208,0.292,0.145,,,,77.6,57.0,107.0,92.0,113.0,101.0,106.0,0.202,0.206,0.395,0.35,0.59,-0.13,90.7,79.1,0.21,0.325,0.272,0.247,0.419,0.208,0.228,0.443,0.186,,,,,,,,,,,,
9,2024-04-24,746567,Strikeout,strikeout,True,678662,663362,Ezequiel Tovar,Matt Waldron,0,56f127cd-2fe6-4c21-96d8-bc709a5a8a3d,663362.0,mattwaldron,Waldron,Right,Matt Waldron,SDP,3.59,3.74,112.2,104.0,83.0,98.0,0.811,7.91,2.48,7.99,0.96,0.86,0.206,0.394,0.176,0.3,0.439,,,,,,,74.0,107.0,101.0,82.0,96.0,88.0,0.134,0.062,,,1.49,0.78,,,87.0,,90.0,,0.288,0.411,0.067,,,,0.208,0.292,0.145,,,,77.6,57.0,107.0,92.0,113.0,101.0,106.0,0.202,0.206,0.395,0.35,0.59,-0.13,90.7,79.1,0.21,0.325,0.272,0.247,0.419,0.208,0.228,0.443,0.186,,,,,,,,,,,,
10,2024-04-24,746567,Groundout,field_out,True,641857,663362,Ryan McMahon,Matt Waldron,0,05002d52-c90b-4a85-9c26-2017efa2b34f,663362.0,mattwaldron,Waldron,Right,Matt Waldron,SDP,3.59,3.74,112.2,104.0,83.0,98.0,0.811,7.91,2.48,7.99,0.96,0.86,0.206,0.394,0.176,0.3,0.439,,,,,,,74.0,107.0,101.0,82.0,96.0,88.0,0.134,0.062,,,1.49,0.78,,,87.0,,90.0,,0.288,0.411,0.067,,,,0.208,0.292,0.145,,,,77.6,57.0,107.0,92.0,113.0,101.0,106.0,0.202,0.206,0.395,0.35,0.59,-0.13,90.7,79.1,0.21,0.325,0.272,0.247,0.419,0.208,0.228,0.443,0.186,,,,,,,,,,,,
11,2024-04-24,746567,Single,single,False,543309,621389,Kyle Higashioka,Ty Blach,0,9e5dca94-dab4-48e7-b9b1-fa17a102242b,621389.0,tyblach,Blach,Left,Ty Blach,COL,5.46,6.26,59.1,103.0,70.0,90.0,0.875,4.85,1.97,12.29,1.52,1.26,0.247,0.379,0.11,0.333,0.466,70.0,98.0,89.0,37.0,94.0,92.0,77.0,106.0,90.0,79.0,107.0,89.0,0.51,0.121,0.122,0.247,0.63,-1.47,-0.42,-2.76,83.2,80.0,89.1,79.2,0.376,0.576,0.092,0.367,0.517,0.217,0.211,0.5,0.203,0.174,0.348,0.191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2024-04-24,746567,Single,single,False,593428,621389,Xander Bogaerts,Ty Blach,1,c81d5626-d25d-48d0-b6f2-b8b9b7cad9a8,621389.0,tyblach,Blach,Left,Ty Blach,COL,5.46,6.26,59.1,103.0,70.0,90.0,0.875,4.85,1.97,12.29,1.52,1.26,0.247,0.379,0.11,0.333,0.466,70.0,98.0,89.0,37.0,94.0,92.0,77.0,106.0,90.0,79.0,107.0,89.0,0.51,0.121,0.122,0.247,0.63,-1.47,-0.42,-2.76,83.2,80.0,89.1,79.2,0.376,0.576,0.092,0.367,0.517,0.217,0.211,0.5,0.203,0.174,0.348,0.191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2024-04-24,746567,Flyout,field_out,True,665487,621389,Fernando Tatis Jr.,Ty Blach,0,e049d804-01f5-409d-bcd5-70c852d5519d,621389.0,tyblach,Blach,Left,Ty Blach,COL,5.46,6.26,59.1,103.0,70.0,90.0,0.875,4.85,1.97,12.29,1.52,1.26,0.247,0.379,0.11,0.333,0.466,70.0,98.0,89.0,37.0,94.0,92.0,77.0,106.0,90.0,79.0,107.0,89.0,0.51,0.121,0.122,0.247,0.63,-1.47,-0.42,-2.76,83.2,80.0,89.1,79.2,0.376,0.576,0.092,0.367,0.517,0.217,0.211,0.5,0.203,0.174,0.348,0.191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
