,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,wFC/C,wSI/C,vFC,vSI,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SI_ba,SI_slg,SI_whiff
0,2024-08-04,745879,Walk,walk,False,678246,680573,Miguel Vargas,Simeon Woods Richardson,0,77fd8cd9-849d-4456-890b-53ab6408faa0,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,3.85,4.06,117.0,104.0,88.0,100.0,0.807,7.85,2.92,7.69,1.08,0.83,0.282,0.413,0.148,0.285,0.436,103.0,106.0,112.0,102.0,102.0,102.0,73.0,101.0,89.0,94.0,108.0,106.0,0.406,0.314,0.081,0.199,0.81,1.13,1.69,-2.11,93.2,82.9,86.5,75.9,0.256,0.36,0.213,0.191,0.299,0.252,0.256,0.513,0.196,0.194,0.355,0.224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-04,745879,Strikeout,strikeout,True,681460,680573,Brooks Baldwin,Simeon Woods Richardson,0,df739d47-5dc9-4940-b23d-39020295fd0e,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,3.85,4.06,117.0,104.0,88.0,100.0,0.807,7.85,2.92,7.69,1.08,0.83,0.282,0.413,0.148,0.285,0.436,103.0,106.0,112.0,102.0,102.0,102.0,73.0,101.0,89.0,94.0,108.0,106.0,0.406,0.314,0.081,0.199,0.81,1.13,1.69,-2.11,93.2,82.9,86.5,75.9,0.256,0.36,0.213,0.191,0.299,0.252,0.256,0.513,0.196,0.194,0.355,0.224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-04,745879,Strikeout,strikeout,True,673357,680573,Luis Robert Jr.,Simeon Woods Richardson,0,2b8abdae-d187-457f-bb31-87fce25f544d,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,3.85,4.06,117.0,104.0,88.0,100.0,0.807,7.85,2.92,7.69,1.08,0.83,0.282,0.413,0.148,0.285,0.436,103.0,106.0,112.0,102.0,102.0,102.0,73.0,101.0,89.0,94.0,108.0,106.0,0.406,0.314,0.081,0.199,0.81,1.13,1.69,-2.11,93.2,82.9,86.5,75.9,0.256,0.36,0.213,0.191,0.299,0.252,0.256,0.513,0.196,0.194,0.355,0.224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-04,745879,Single,single,False,683734,680573,Andrew Vaughn,Simeon Woods Richardson,1,d48300f3-5e71-4e48-a76b-397dd793f940,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,3.85,4.06,117.0,104.0,88.0,100.0,0.807,7.85,2.92,7.69,1.08,0.83,0.282,0.413,0.148,0.285,0.436,103.0,106.0,112.0,102.0,102.0,102.0,73.0,101.0,89.0,94.0,108.0,106.0,0.406,0.314,0.081,0.199,0.81,1.13,1.69,-2.11,93.2,82.9,86.5,75.9,0.256,0.36,0.213,0.191,0.299,0.252,0.256,0.513,0.196,0.194,0.355,0.224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-08-04,745879,Walk,walk,False,672820,680573,Lenyn Sosa,Simeon Woods Richardson,1,6cc6efe7-6530-49c7-9d60-d8493f7842ab,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,3.85,4.06,117.0,104.0,88.0,100.0,0.807,7.85,2.92,7.69,1.08,0.83,0.282,0.413,0.148,0.285,0.436,103.0,106.0,112.0,102.0,102.0,102.0,73.0,101.0,89.0,94.0,108.0,106.0,0.406,0.314,0.081,0.199,0.81,1.13,1.69,-2.11,93.2,82.9,86.5,75.9,0.256,0.36,0.213,0.191,0.299,0.252,0.256,0.513,0.196,0.194,0.355,0.224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-08-04,745879,Groundout,field_out,True,643217,680573,Andrew Benintendi,Simeon Woods Richardson,0,aebb74f9-dc03-45de-97e0-29c92ddafc2d,680573.0,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,3.85,4.06,117.0,104.0,88.0,100.0,0.807,7.85,2.92,7.69,1.08,0.83,0.282,0.413,0.148,0.285,0.436,103.0,106.0,112.0,102.0,102.0,102.0,73.0,101.0,89.0,94.0,108.0,106.0,0.406,0.314,0.081,0.199,0.81,1.13,1.69,-2.11,93.2,82.9,86.5,75.9,0.256,0.36,0.213,0.191,0.299,0.252,0.256,0.513,0.196,0.194,0.355,0.224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-08-04,745879,Single,single,False,650489,623167,Willi Castro,Chris Flexen,0,0a8397cd-0747-4335-b705-7044f01c0fd3,623167.0,chrisflexen,Flexen,Right,Chris Flexen,CHW,5.29,4.75,134.1,97.0,52.0,91.0,0.803,6.3,3.68,9.92,1.27,0.79,0.255,0.401,0.164,0.315,0.374,126.0,98.0,104.0,82.0,99.0,100.0,-4.0,92.0,81.0,149.0,102.0,102.0,0.373,0.087,0.119,0.149,-0.85,-1.74,0.16,-1.46,91.3,81.3,80.1,72.1,0.266,0.488,0.117,0.319,0.447,0.253,0.259,0.42,0.362,0.26,0.42,0.309,87.0,119.0,94.0,45.0,102.0,92.0,0.002,0.271,-0.4,2.93,87.4,91.3,0.303,0.497,0.21,,,,,,,,,,,,,,,
7,2024-08-04,745879,Strikeout,strikeout,True,663616,623167,Trevor Larnach,Chris Flexen,1,edb55bde-24ac-4c7e-ba41-290863373e57,623167.0,chrisflexen,Flexen,Right,Chris Flexen,CHW,5.29,4.75,134.1,97.0,52.0,91.0,0.803,6.3,3.68,9.92,1.27,0.79,0.255,0.401,0.164,0.315,0.374,126.0,98.0,104.0,82.0,99.0,100.0,-4.0,92.0,81.0,149.0,102.0,102.0,0.373,0.087,0.119,0.149,-0.85,-1.74,0.16,-1.46,91.3,81.3,80.1,72.1,0.266,0.488,0.117,0.319,0.447,0.253,0.259,0.42,0.362,0.26,0.42,0.309,87.0,119.0,94.0,45.0,102.0,92.0,0.002,0.271,-0.4,2.93,87.4,91.3,0.303,0.497,0.21,,,,,,,,,,,,,,,
8,2024-08-04,745879,Walk,walk,False,621439,623167,Byron Buxton,Chris Flexen,0,7e863d3b-a033-40dd-8ea2-9c513ec366da,623167.0,chrisflexen,Flexen,Right,Chris Flexen,CHW,5.29,4.75,134.1,97.0,52.0,91.0,0.803,6.3,3.68,9.92,1.27,0.79,0.255,0.401,0.164,0.315,0.374,126.0,98.0,104.0,82.0,99.0,100.0,-4.0,92.0,81.0,149.0,102.0,102.0,0.373,0.087,0.119,0.149,-0.85,-1.74,0.16,-1.46,91.3,81.3,80.1,72.1,0.266,0.488,0.117,0.319,0.447,0.253,0.259,0.42,0.362,0.26,0.42,0.309,87.0,119.0,94.0,45.0,102.0,92.0,0.002,0.271,-0.4,2.93,87.4,91.3,0.303,0.497,0.21,,,,,,,,,,,,,,,
9,2024-08-04,745879,Walk,walk,False,668904,623167,Royce Lewis,Chris Flexen,1,1125a720-74f3-4a27-befb-16fdf68f69ff,623167.0,chrisflexen,Flexen,Right,Chris Flexen,CHW,5.29,4.75,134.1,97.0,52.0,91.0,0.803,6.3,3.68,9.92,1.27,0.79,0.255,0.401,0.164,0.315,0.374,126.0,98.0,104.0,82.0,99.0,100.0,-4.0,92.0,81.0,149.0,102.0,102.0,0.373,0.087,0.119,0.149,-0.85,-1.74,0.16,-1.46,91.3,81.3,80.1,72.1,0.266,0.488,0.117,0.319,0.447,0.253,0.259,0.42,0.362,0.26,0.42,0.309,87.0,119.0,94.0,45.0,102.0,92.0,0.002,0.271,-0.4,2.93,87.4,91.3,0.303,0.497,0.21,,,,,,,,,,,,,,,
