,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-08-21,747084,Strikeout,strikeout,True,656941,608331,Kyle Schwarber,Max Fried,0,0ad3ba5c-d098-4b0b-b3ad-274ca8feb9dd,608331.0,maxfried,Fried,Left,Max Fried,ATL,3.5,3.6,133.2,98.0,95.0,99.0,0.776,8.48,3.1,7.74,0.67,2.35,0.258,0.412,0.16,0.247,0.415,93.0,100.0,103.0,113.0,103.0,107.0,81.0,92.0,93.0,95.0,99.0,97.0,97.0,97.0,95.0,88.0,95.0,93.0,0.158,0.325,0.056,0.109,0.212,0.14,0.72,-0.46,1.37,0.34,1.06,1.87,93.8,89.1,85.8,93.6,82.7,74.4,0.278,0.354,0.187,0.165,0.32,0.344,0.266,0.287,0.143,0.162,0.235,0.258,0.213,0.298,0.286,0.313,0.313,0.341,0.25,0.25,0.31,,,,,,,,,,,,,,,
1,2024-08-21,747084,Groundout,field_out,True,607208,608331,Trea Turner,Max Fried,0,0cb9ccb9-43d8-4c41-9930-34be6d5b21ce,608331.0,maxfried,Fried,Left,Max Fried,ATL,3.5,3.6,133.2,98.0,95.0,99.0,0.776,8.48,3.1,7.74,0.67,2.35,0.258,0.412,0.16,0.247,0.415,93.0,100.0,103.0,113.0,103.0,107.0,81.0,92.0,93.0,95.0,99.0,97.0,97.0,97.0,95.0,88.0,95.0,93.0,0.158,0.325,0.056,0.109,0.212,0.14,0.72,-0.46,1.37,0.34,1.06,1.87,93.8,89.1,85.8,93.6,82.7,74.4,0.278,0.354,0.187,0.165,0.32,0.344,0.266,0.287,0.143,0.162,0.235,0.258,0.213,0.298,0.286,0.313,0.313,0.341,0.25,0.25,0.31,,,,,,,,,,,,,,,
2,2024-08-21,747084,Groundout,field_out,True,547180,608331,Bryce Harper,Max Fried,0,60a49caf-f416-450a-a512-790b3ef84556,608331.0,maxfried,Fried,Left,Max Fried,ATL,3.5,3.6,133.2,98.0,95.0,99.0,0.776,8.48,3.1,7.74,0.67,2.35,0.258,0.412,0.16,0.247,0.415,93.0,100.0,103.0,113.0,103.0,107.0,81.0,92.0,93.0,95.0,99.0,97.0,97.0,97.0,95.0,88.0,95.0,93.0,0.158,0.325,0.056,0.109,0.212,0.14,0.72,-0.46,1.37,0.34,1.06,1.87,93.8,89.1,85.8,93.6,82.7,74.4,0.278,0.354,0.187,0.165,0.32,0.344,0.266,0.287,0.143,0.162,0.235,0.258,0.213,0.298,0.286,0.313,0.313,0.341,0.25,0.25,0.31,,,,,,,,,,,,,,,
3,2024-08-21,747084,Groundout,field_out,True,671739,605400,Michael Harris II,Aaron Nola,0,2db48513-b99c-4ad2-b584-1db0bbaa0e1a,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.3,3.86,166.1,105.0,104.0,104.0,0.789,8.28,2.27,8.17,1.24,1.29,0.203,0.474,0.161,0.303,0.407,79.0,102.0,90.0,,,,90.0,103.0,99.0,100.0,109.0,106.0,,,,69.0,99.0,92.0,0.208,0.267,0.094,,,0.103,0.99,-2.84,-0.37,,,-1.74,92.4,87.4,85.6,91.5,,,0.155,0.303,0.212,0.204,0.333,0.338,0.312,0.482,0.136,0.293,0.448,0.143,,,,0.404,0.83,0.162,,,,134.0,107.0,114.0,0.328,1.49,79.1,,,,,,,,,
4,2024-08-21,747084,Single,single,False,593160,605400,Whit Merrifield,Aaron Nola,0,6f536d3b-00e6-4dec-87e0-28bb37ba34c2,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.3,3.86,166.1,105.0,104.0,104.0,0.789,8.28,2.27,8.17,1.24,1.29,0.203,0.474,0.161,0.303,0.407,79.0,102.0,90.0,,,,90.0,103.0,99.0,100.0,109.0,106.0,,,,69.0,99.0,92.0,0.208,0.267,0.094,,,0.103,0.99,-2.84,-0.37,,,-1.74,92.4,87.4,85.6,91.5,,,0.155,0.303,0.212,0.204,0.333,0.338,0.312,0.482,0.136,0.293,0.448,0.143,,,,0.404,0.83,0.162,,,,134.0,107.0,114.0,0.328,1.49,79.1,,,,,,,,,
5,2024-08-21,747084,Flyout,field_out,True,542303,605400,Marcell Ozuna,Aaron Nola,0,5c79d30d-bd2b-4310-a561-b54ad795d65b,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.3,3.86,166.1,105.0,104.0,104.0,0.789,8.28,2.27,8.17,1.24,1.29,0.203,0.474,0.161,0.303,0.407,79.0,102.0,90.0,,,,90.0,103.0,99.0,100.0,109.0,106.0,,,,69.0,99.0,92.0,0.208,0.267,0.094,,,0.103,0.99,-2.84,-0.37,,,-1.74,92.4,87.4,85.6,91.5,,,0.155,0.303,0.212,0.204,0.333,0.338,0.312,0.482,0.136,0.293,0.448,0.143,,,,0.404,0.83,0.162,,,,134.0,107.0,114.0,0.328,1.49,79.1,,,,,,,,,
6,2024-08-21,747084,Groundout,field_out,True,621566,605400,Matt Olson,Aaron Nola,0,08c3e980-468d-4d71-9f7d-1543234e73bf,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.3,3.86,166.1,105.0,104.0,104.0,0.789,8.28,2.27,8.17,1.24,1.29,0.203,0.474,0.161,0.303,0.407,79.0,102.0,90.0,,,,90.0,103.0,99.0,100.0,109.0,106.0,,,,69.0,99.0,92.0,0.208,0.267,0.094,,,0.103,0.99,-2.84,-0.37,,,-1.74,92.4,87.4,85.6,91.5,,,0.155,0.303,0.212,0.204,0.333,0.338,0.312,0.482,0.136,0.293,0.448,0.143,,,,0.404,0.83,0.162,,,,134.0,107.0,114.0,0.328,1.49,79.1,,,,,,,,,
7,2024-08-21,747084,Groundout,field_out,True,664761,608331,Alec Bohm,Max Fried,0,0eae8379-363c-432d-a72c-ee2fd1a06bb1,608331.0,maxfried,Fried,Left,Max Fried,ATL,3.5,3.6,133.2,98.0,95.0,99.0,0.776,8.48,3.1,7.74,0.67,2.35,0.258,0.412,0.16,0.247,0.415,93.0,100.0,103.0,113.0,103.0,107.0,81.0,92.0,93.0,95.0,99.0,97.0,97.0,97.0,95.0,88.0,95.0,93.0,0.158,0.325,0.056,0.109,0.212,0.14,0.72,-0.46,1.37,0.34,1.06,1.87,93.8,89.1,85.8,93.6,82.7,74.4,0.278,0.354,0.187,0.165,0.32,0.344,0.266,0.287,0.143,0.162,0.235,0.258,0.213,0.298,0.286,0.313,0.313,0.341,0.25,0.25,0.31,,,,,,,,,,,,,,,
8,2024-08-21,747084,Strikeout,strikeout,True,592206,608331,Nick Castellanos,Max Fried,0,b9caca13-8d6b-432c-8376-39e35a8e7fb6,608331.0,maxfried,Fried,Left,Max Fried,ATL,3.5,3.6,133.2,98.0,95.0,99.0,0.776,8.48,3.1,7.74,0.67,2.35,0.258,0.412,0.16,0.247,0.415,93.0,100.0,103.0,113.0,103.0,107.0,81.0,92.0,93.0,95.0,99.0,97.0,97.0,97.0,95.0,88.0,95.0,93.0,0.158,0.325,0.056,0.109,0.212,0.14,0.72,-0.46,1.37,0.34,1.06,1.87,93.8,89.1,85.8,93.6,82.7,74.4,0.278,0.354,0.187,0.165,0.32,0.344,0.266,0.287,0.143,0.162,0.235,0.258,0.213,0.298,0.286,0.313,0.313,0.341,0.25,0.25,0.31,,,,,,,,,,,,,,,
9,2024-08-21,747084,Groundout,field_out,True,592663,608331,J.T. Realmuto,Max Fried,0,98c06133-c2d1-42ec-babd-e6b59b7ffb06,608331.0,maxfried,Fried,Left,Max Fried,ATL,3.5,3.6,133.2,98.0,95.0,99.0,0.776,8.48,3.1,7.74,0.67,2.35,0.258,0.412,0.16,0.247,0.415,93.0,100.0,103.0,113.0,103.0,107.0,81.0,92.0,93.0,95.0,99.0,97.0,97.0,97.0,95.0,88.0,95.0,93.0,0.158,0.325,0.056,0.109,0.212,0.14,0.72,-0.46,1.37,0.34,1.06,1.87,93.8,89.1,85.8,93.6,82.7,74.4,0.278,0.354,0.187,0.165,0.32,0.344,0.266,0.287,0.143,0.162,0.235,0.258,0.213,0.298,0.286,0.313,0.313,0.341,0.25,0.25,0.31,,,,,,,,,,,,,,,
10,2024-08-21,747084,Single,single,False,669221,605400,Sean Murphy,Aaron Nola,0,421acead-c8ef-4e68-8a2e-7ddfafb74782,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.3,3.86,166.1,105.0,104.0,104.0,0.789,8.28,2.27,8.17,1.24,1.29,0.203,0.474,0.161,0.303,0.407,79.0,102.0,90.0,,,,90.0,103.0,99.0,100.0,109.0,106.0,,,,69.0,99.0,92.0,0.208,0.267,0.094,,,0.103,0.99,-2.84,-0.37,,,-1.74,92.4,87.4,85.6,91.5,,,0.155,0.303,0.212,0.204,0.333,0.338,0.312,0.482,0.136,0.293,0.448,0.143,,,,0.404,0.83,0.162,,,,134.0,107.0,114.0,0.328,1.49,79.1,,,,,,,,,
11,2024-08-21,747084,Forceout,force_out,True,672284,605400,Jarred Kelenic,Aaron Nola,1,aada101d-82e5-43cb-bb34-7c4a6df8a722,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.3,3.86,166.1,105.0,104.0,104.0,0.789,8.28,2.27,8.17,1.24,1.29,0.203,0.474,0.161,0.303,0.407,79.0,102.0,90.0,,,,90.0,103.0,99.0,100.0,109.0,106.0,,,,69.0,99.0,92.0,0.208,0.267,0.094,,,0.103,0.99,-2.84,-0.37,,,-1.74,92.4,87.4,85.6,91.5,,,0.155,0.303,0.212,0.204,0.333,0.338,0.312,0.482,0.136,0.293,0.448,0.143,,,,0.404,0.83,0.162,,,,134.0,107.0,114.0,0.328,1.49,79.1,,,,,,,,,
12,2024-08-21,747084,Groundout,field_out,True,606115,605400,Orlando Arcia,Aaron Nola,1,632e80da-7540-4acf-b83f-7f93714e201d,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.3,3.86,166.1,105.0,104.0,104.0,0.789,8.28,2.27,8.17,1.24,1.29,0.203,0.474,0.161,0.303,0.407,79.0,102.0,90.0,,,,90.0,103.0,99.0,100.0,109.0,106.0,,,,69.0,99.0,92.0,0.208,0.267,0.094,,,0.103,0.99,-2.84,-0.37,,,-1.74,92.4,87.4,85.6,91.5,,,0.155,0.303,0.212,0.204,0.333,0.338,0.312,0.482,0.136,0.293,0.448,0.143,,,,0.404,0.83,0.162,,,,134.0,107.0,114.0,0.328,1.49,79.1,,,,,,,,,
13,2024-08-21,747084,Strikeout,strikeout,True,657656,605400,Ramón Laureano,Aaron Nola,0,762ded2e-b059-4731-97e8-efbe35c20ba0,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.3,3.86,166.1,105.0,104.0,104.0,0.789,8.28,2.27,8.17,1.24,1.29,0.203,0.474,0.161,0.303,0.407,79.0,102.0,90.0,,,,90.0,103.0,99.0,100.0,109.0,106.0,,,,69.0,99.0,92.0,0.208,0.267,0.094,,,0.103,0.99,-2.84,-0.37,,,-1.74,92.4,87.4,85.6,91.5,,,0.155,0.303,0.212,0.204,0.333,0.338,0.312,0.482,0.136,0.293,0.448,0.143,,,,0.404,0.83,0.162,,,,134.0,107.0,114.0,0.328,1.49,79.1,,,,,,,,,
14,2024-08-21,747084,Single,single,False,642215,608331,Weston Wilson,Max Fried,0,ebaa36f8-c63a-4229-ae53-55c77a1e2a49,608331.0,maxfried,Fried,Left,Max Fried,ATL,3.5,3.6,133.2,98.0,95.0,99.0,0.776,8.48,3.1,7.74,0.67,2.35,0.258,0.412,0.16,0.247,0.415,93.0,100.0,103.0,113.0,103.0,107.0,81.0,92.0,93.0,95.0,99.0,97.0,97.0,97.0,95.0,88.0,95.0,93.0,0.158,0.325,0.056,0.109,0.212,0.14,0.72,-0.46,1.37,0.34,1.06,1.87,93.8,89.1,85.8,93.6,82.7,74.4,0.278,0.354,0.187,0.165,0.32,0.344,0.266,0.287,0.143,0.162,0.235,0.258,0.213,0.298,0.286,0.313,0.313,0.341,0.25,0.25,0.31,,,,,,,,,,,,,,,
