,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,FA%,SL%,KC%,CH%,wFA/C,wSL/C,wKC/C,wCH/C,vFA,vCH,vSL,vKC,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,CU%,wFC/C,wSI/C,wCU/C,vFC,vSI,vCU,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-07-23,744828,Groundout,field_out,True,650333,687792,Luis Arraez,DJ Herz,0,b107498e-b1b4-41f4-b064-80e1416c94ba,687792.0,djherz,Herz,Left,DJ Herz,WSN,4.95,3.34,36.1,98.0,93.0,97.0,0.734,11.15,2.72,9.91,1.98,0.75,0.26,0.433,0.135,0.385,0.43,107.0,98.0,97.0,92.0,100.0,99.0,93.0,97.0,100.0,99.0,65.0,77.0,0.542,0.156,0.051,0.251,0.0,-3.43,0.88,-0.65,93.4,83.1,86.3,81.0,0.289,0.408,0.321,0.233,0.488,0.268,0.28,0.68,0.222,0.25,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-07-23,744828,Flyout,field_out,True,595777,687792,Jurickson Profar,DJ Herz,0,c0718b83-fc89-4ed3-93b8-878fcbb6095d,687792.0,djherz,Herz,Left,DJ Herz,WSN,4.95,3.34,36.1,98.0,93.0,97.0,0.734,11.15,2.72,9.91,1.98,0.75,0.26,0.433,0.135,0.385,0.43,107.0,98.0,97.0,92.0,100.0,99.0,93.0,97.0,100.0,99.0,65.0,77.0,0.542,0.156,0.051,0.251,0.0,-3.43,0.88,-0.65,93.4,83.1,86.3,81.0,0.289,0.408,0.321,0.233,0.488,0.268,0.28,0.68,0.222,0.25,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-07-23,744828,Groundout,field_out,True,593428,687792,Xander Bogaerts,DJ Herz,0,0663b04c-269e-4298-acf6-96698363c2d1,687792.0,djherz,Herz,Left,DJ Herz,WSN,4.95,3.34,36.1,98.0,93.0,97.0,0.734,11.15,2.72,9.91,1.98,0.75,0.26,0.433,0.135,0.385,0.43,107.0,98.0,97.0,92.0,100.0,99.0,93.0,97.0,100.0,99.0,65.0,77.0,0.542,0.156,0.051,0.251,0.0,-3.43,0.88,-0.65,93.4,83.1,86.3,81.0,0.289,0.408,0.321,0.233,0.488,0.268,0.28,0.68,0.222,0.25,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-07-23,744828,Pop Out,field_out,True,682928,681190,CJ Abrams,Randy Vásquez,0,0ee6bc0c-22e6-4978-8abb-9a36f144e6e0,681190.0,randyvasquez,"Vásquez, R",Right,Randy Vásquez,SDP,4.17,5.87,69.0,102.0,106.0,100.0,0.839,5.74,1.96,11.35,1.43,1.01,0.199,0.398,0.186,0.335,0.436,97.0,100.0,99.0,91.0,103.0,99.0,137.0,100.0,108.0,,,,0.313,0.105,,0.125,-0.58,-0.47,,-3.96,94.3,88.5,82.4,,0.316,0.5,0.215,0.395,0.711,0.114,0.258,0.452,0.241,0.204,0.367,0.233,125.0,103.0,106.0,102.0,102.0,97.0,104.0,100.0,94.0,0.144,0.114,0.198,1.62,-2.6,0.33,90.2,94.2,82.3,0.407,0.593,0.11,0.276,0.379,0.181,,,,,,,,,
4,2024-07-23,744828,Field Error,field_error,False,657041,681190,Lane Thomas,Randy Vásquez,0,4a836038-742f-4303-b6f2-9fdbad591ba6,681190.0,randyvasquez,"Vásquez, R",Right,Randy Vásquez,SDP,4.17,5.87,69.0,102.0,106.0,100.0,0.839,5.74,1.96,11.35,1.43,1.01,0.199,0.398,0.186,0.335,0.436,97.0,100.0,99.0,91.0,103.0,99.0,137.0,100.0,108.0,,,,0.313,0.105,,0.125,-0.58,-0.47,,-3.96,94.3,88.5,82.4,,0.316,0.5,0.215,0.395,0.711,0.114,0.258,0.452,0.241,0.204,0.367,0.233,125.0,103.0,106.0,102.0,102.0,97.0,104.0,100.0,94.0,0.144,0.114,0.198,1.62,-2.6,0.33,90.2,94.2,82.3,0.407,0.593,0.11,0.276,0.379,0.181,,,,,,,,,
5,2024-07-23,744828,Flyout,field_out,True,608385,681190,Jesse Winker,Randy Vásquez,0,9d9cab6b-04e3-4d34-910a-00fe7ecc2096,681190.0,randyvasquez,"Vásquez, R",Right,Randy Vásquez,SDP,4.17,5.87,69.0,102.0,106.0,100.0,0.839,5.74,1.96,11.35,1.43,1.01,0.199,0.398,0.186,0.335,0.436,97.0,100.0,99.0,91.0,103.0,99.0,137.0,100.0,108.0,,,,0.313,0.105,,0.125,-0.58,-0.47,,-3.96,94.3,88.5,82.4,,0.316,0.5,0.215,0.395,0.711,0.114,0.258,0.452,0.241,0.204,0.367,0.233,125.0,103.0,106.0,102.0,102.0,97.0,104.0,100.0,94.0,0.144,0.114,0.198,1.62,-2.6,0.33,90.2,94.2,82.3,0.407,0.593,0.11,0.276,0.379,0.181,,,,,,,,,
6,2024-07-23,744828,Flyout,field_out,True,660766,681190,Juan Yepez,Randy Vásquez,1,3373a64f-7dda-4c69-b605-61ae24be7c53,681190.0,randyvasquez,"Vásquez, R",Right,Randy Vásquez,SDP,4.17,5.87,69.0,102.0,106.0,100.0,0.839,5.74,1.96,11.35,1.43,1.01,0.199,0.398,0.186,0.335,0.436,97.0,100.0,99.0,91.0,103.0,99.0,137.0,100.0,108.0,,,,0.313,0.105,,0.125,-0.58,-0.47,,-3.96,94.3,88.5,82.4,,0.316,0.5,0.215,0.395,0.711,0.114,0.258,0.452,0.241,0.204,0.367,0.233,125.0,103.0,106.0,102.0,102.0,97.0,104.0,100.0,94.0,0.144,0.114,0.198,1.62,-2.6,0.33,90.2,94.2,82.3,0.407,0.593,0.11,0.276,0.379,0.181,,,,,,,,,
7,2024-07-23,744828,Strikeout,strikeout,True,592518,687792,Manny Machado,DJ Herz,0,8318ef27-bbcd-480a-adb7-12db3b83380a,687792.0,djherz,Herz,Left,DJ Herz,WSN,4.95,3.34,36.1,98.0,93.0,97.0,0.734,11.15,2.72,9.91,1.98,0.75,0.26,0.433,0.135,0.385,0.43,107.0,98.0,97.0,92.0,100.0,99.0,93.0,97.0,100.0,99.0,65.0,77.0,0.542,0.156,0.051,0.251,0.0,-3.43,0.88,-0.65,93.4,83.1,86.3,81.0,0.289,0.408,0.321,0.233,0.488,0.268,0.28,0.68,0.222,0.25,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-07-23,744828,Strikeout,strikeout,True,630105,687792,Jake Cronenworth,DJ Herz,0,32558fdd-90f5-489d-b625-a2e596c9b4f5,687792.0,djherz,Herz,Left,DJ Herz,WSN,4.95,3.34,36.1,98.0,93.0,97.0,0.734,11.15,2.72,9.91,1.98,0.75,0.26,0.433,0.135,0.385,0.43,107.0,98.0,97.0,92.0,100.0,99.0,93.0,97.0,100.0,99.0,65.0,77.0,0.542,0.156,0.051,0.251,0.0,-3.43,0.88,-0.65,93.4,83.1,86.3,81.0,0.289,0.408,0.321,0.233,0.488,0.268,0.28,0.68,0.222,0.25,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-07-23,744828,Flyout,field_out,True,673490,687792,Ha-Seong Kim,DJ Herz,0,fb20a242-7d84-4d2d-bd10-fddd0c57c5ad,687792.0,djherz,Herz,Left,DJ Herz,WSN,4.95,3.34,36.1,98.0,93.0,97.0,0.734,11.15,2.72,9.91,1.98,0.75,0.26,0.433,0.135,0.385,0.43,107.0,98.0,97.0,92.0,100.0,99.0,93.0,97.0,100.0,99.0,65.0,77.0,0.542,0.156,0.051,0.251,0.0,-3.43,0.88,-0.65,93.4,83.1,86.3,81.0,0.289,0.408,0.321,0.233,0.488,0.268,0.28,0.68,0.222,0.25,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
