,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FC%,FS%,SL%,wFC/C,wFS/C,wSI/C,wSL/C,vFC,vFS,vSI,vSL,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,FA%,CH%,wFA/C,wCH/C,vFA,vCH,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff
0,2024-04-28,746967,Groundout,field_out,True,663538,656557,Nico Hoerner,Tanner Houck,0,592c60d8-1720-46ef-9cc6-b11d15738dc7,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,2.54,3.72,117.0,103.0,109.0,107.0,0.786,8.62,2.0,7.31,0.38,2.29,0.185,0.445,0.106,0.312,0.442,96.0,103.0,97.0,115.0,102.0,113.0,95.0,93.0,93.0,116.0,105.0,111.0,0.299,0.022,0.255,0.423,-0.99,1.83,0.49,1.85,87.1,88.4,93.4,83.1,0.191,0.275,0.294,0.275,0.344,0.129,0.188,0.234,0.233,0.2,0.4,0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-04-28,746967,Flyout,field_out,True,643565,656557,Mike Tauchman,Tanner Houck,0,8b652526-0cf5-4fd8-8422-a7e00281e60e,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,2.54,3.72,117.0,103.0,109.0,107.0,0.786,8.62,2.0,7.31,0.38,2.29,0.185,0.445,0.106,0.312,0.442,96.0,103.0,97.0,115.0,102.0,113.0,95.0,93.0,93.0,116.0,105.0,111.0,0.299,0.022,0.255,0.423,-0.99,1.83,0.49,1.85,87.1,88.4,93.4,83.1,0.191,0.275,0.294,0.275,0.344,0.129,0.188,0.234,0.233,0.2,0.4,0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-04-28,746967,Groundout,field_out,True,664023,656557,Ian Happ,Tanner Houck,0,81b497ee-f9cb-4113-9e3a-a105c8699499,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,2.54,3.72,117.0,103.0,109.0,107.0,0.786,8.62,2.0,7.31,0.38,2.29,0.185,0.445,0.106,0.312,0.442,96.0,103.0,97.0,115.0,102.0,113.0,95.0,93.0,93.0,116.0,105.0,111.0,0.299,0.022,0.255,0.423,-0.99,1.83,0.49,1.85,87.1,88.4,93.4,83.1,0.191,0.275,0.294,0.275,0.344,0.129,0.188,0.234,0.233,0.2,0.4,0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-04-28,746967,Groundout,field_out,True,680776,669713,Jarren Duran,Hayden Wesneski,0,d617640b-3277-4f5c-b812-bd73e3b31633,669713.0,haydenwesneski,Wesneski,Right,Hayden Wesneski,CHC,3.94,4.36,61.2,100.0,91.0,98.0,0.764,8.46,3.06,7.74,1.61,1.11,0.275,0.418,0.214,0.269,0.402,91.0,100.0,95.0,132.0,100.0,111.0,76.0,97.0,98.0,,,,0.121,0.085,,0.399,2.33,,-0.74,0.19,88.1,,93.5,82.2,0.185,0.383,0.428,0.273,0.545,0.123,,,,0.182,0.182,0.209,94.0,101.0,101.0,50.0,100.0,85.0,0.368,0.027,-0.5,1.36,94.5,86.9,0.25,0.444,0.132,0.143,0.143,0.214,,,,,,,,,
4,2024-04-28,746967,Field Error,field_error,False,646240,669713,Rafael Devers,Hayden Wesneski,0,d3837fd6-9581-4bf5-92a2-f7f2e6257ef4,669713.0,haydenwesneski,Wesneski,Right,Hayden Wesneski,CHC,3.94,4.36,61.2,100.0,91.0,98.0,0.764,8.46,3.06,7.74,1.61,1.11,0.275,0.418,0.214,0.269,0.402,91.0,100.0,95.0,132.0,100.0,111.0,76.0,97.0,98.0,,,,0.121,0.085,,0.399,2.33,,-0.74,0.19,88.1,,93.5,82.2,0.185,0.383,0.428,0.273,0.545,0.123,,,,0.182,0.182,0.209,94.0,101.0,101.0,50.0,100.0,85.0,0.368,0.027,-0.5,1.36,94.5,86.9,0.25,0.444,0.132,0.143,0.143,0.214,,,,,,,,,
5,2024-04-28,746967,Walk,walk,False,641933,669713,Tyler O'Neill,Hayden Wesneski,1,b78995e2-2f13-4d37-8432-c79beca06c9e,669713.0,haydenwesneski,Wesneski,Right,Hayden Wesneski,CHC,3.94,4.36,61.2,100.0,91.0,98.0,0.764,8.46,3.06,7.74,1.61,1.11,0.275,0.418,0.214,0.269,0.402,91.0,100.0,95.0,132.0,100.0,111.0,76.0,97.0,98.0,,,,0.121,0.085,,0.399,2.33,,-0.74,0.19,88.1,,93.5,82.2,0.185,0.383,0.428,0.273,0.545,0.123,,,,0.182,0.182,0.209,94.0,101.0,101.0,50.0,100.0,85.0,0.368,0.027,-0.5,1.36,94.5,86.9,0.25,0.444,0.132,0.143,0.143,0.214,,,,,,,,,
6,2024-04-28,746967,Flyout,field_out,True,677800,669713,Wilyer Abreu,Hayden Wesneski,0,adca9f8e-2f36-4121-97ba-01dfacde67a3,669713.0,haydenwesneski,Wesneski,Right,Hayden Wesneski,CHC,3.94,4.36,61.2,100.0,91.0,98.0,0.764,8.46,3.06,7.74,1.61,1.11,0.275,0.418,0.214,0.269,0.402,91.0,100.0,95.0,132.0,100.0,111.0,76.0,97.0,98.0,,,,0.121,0.085,,0.399,2.33,,-0.74,0.19,88.1,,93.5,82.2,0.185,0.383,0.428,0.273,0.545,0.123,,,,0.182,0.182,0.209,94.0,101.0,101.0,50.0,100.0,85.0,0.368,0.027,-0.5,1.36,94.5,86.9,0.25,0.444,0.132,0.143,0.143,0.214,,,,,,,,,
7,2024-04-28,746967,Single,single,False,657136,669713,Connor Wong,Hayden Wesneski,1,3e06129a-443c-45a9-b5af-c206a791de00,669713.0,haydenwesneski,Wesneski,Right,Hayden Wesneski,CHC,3.94,4.36,61.2,100.0,91.0,98.0,0.764,8.46,3.06,7.74,1.61,1.11,0.275,0.418,0.214,0.269,0.402,91.0,100.0,95.0,132.0,100.0,111.0,76.0,97.0,98.0,,,,0.121,0.085,,0.399,2.33,,-0.74,0.19,88.1,,93.5,82.2,0.185,0.383,0.428,0.273,0.545,0.123,,,,0.182,0.182,0.209,94.0,101.0,101.0,50.0,100.0,85.0,0.368,0.027,-0.5,1.36,94.5,86.9,0.25,0.444,0.132,0.143,0.143,0.214,,,,,,,,,
8,2024-04-28,746967,Groundout,field_out,True,807799,669713,Masataka Yoshida,Hayden Wesneski,0,b9b97b6e-ec42-40fa-8526-92ff6cf6cd93,669713.0,haydenwesneski,Wesneski,Right,Hayden Wesneski,CHC,3.94,4.36,61.2,100.0,91.0,98.0,0.764,8.46,3.06,7.74,1.61,1.11,0.275,0.418,0.214,0.269,0.402,91.0,100.0,95.0,132.0,100.0,111.0,76.0,97.0,98.0,,,,0.121,0.085,,0.399,2.33,,-0.74,0.19,88.1,,93.5,82.2,0.185,0.383,0.428,0.273,0.545,0.123,,,,0.182,0.182,0.209,94.0,101.0,101.0,50.0,100.0,85.0,0.368,0.027,-0.5,1.36,94.5,86.9,0.25,0.444,0.132,0.143,0.143,0.214,,,,,,,,,
9,2024-04-28,746967,Strikeout,strikeout,True,666624,656557,Christopher Morel,Tanner Houck,0,0c15a9c0-180b-4129-8b08-3e3f242c0b2e,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,2.54,3.72,117.0,103.0,109.0,107.0,0.786,8.62,2.0,7.31,0.38,2.29,0.185,0.445,0.106,0.312,0.442,96.0,103.0,97.0,115.0,102.0,113.0,95.0,93.0,93.0,116.0,105.0,111.0,0.299,0.022,0.255,0.423,-0.99,1.83,0.49,1.85,87.1,88.4,93.4,83.1,0.191,0.275,0.294,0.275,0.344,0.129,0.188,0.234,0.233,0.2,0.4,0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,
