,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,SL_ba,SL_slg,SL_whiff,FS_ba,FS_slg,FS_whiff
0,2024-08-03,746846,Flyout,field_out,True,691026,592791,Masyn Winn,Jameson Taillon,0,e4fc9dc9-c11b-43d7-ae90-cd15ff401ff1,592791.0,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,3.85,4.0,133.1,108.0,86.0,103.0,0.82,7.02,1.76,9.05,1.35,0.94,0.221,0.437,0.14,0.33,0.462,77.0,100.0,99.0,106.0,112.0,113.0,67.0,106.0,96.0,74.0,102.0,91.0,103.0,117.0,121.0,94.0,104.0,99.0,0.093,0.304,0.239,0.162,0.158,0.043,-0.42,2.08,0.74,0.75,-1.53,-4.08,92.4,86.6,86.1,92.7,80.6,79.7,0.292,0.518,0.139,0.266,0.323,0.186,0.186,0.314,0.34,0.253,0.462,0.229,0.268,0.39,0.093,0.32,0.68,0.116,,,,,,,,,,,,,,,,,,
1,2024-08-03,746846,Home Run,home_run,False,676475,592791,Alec Burleson,Jameson Taillon,0,bc34b2cb-1097-4c53-8c4b-2f4ed3f507cb,592791.0,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,3.85,4.0,133.1,108.0,86.0,103.0,0.82,7.02,1.76,9.05,1.35,0.94,0.221,0.437,0.14,0.33,0.462,77.0,100.0,99.0,106.0,112.0,113.0,67.0,106.0,96.0,74.0,102.0,91.0,103.0,117.0,121.0,94.0,104.0,99.0,0.093,0.304,0.239,0.162,0.158,0.043,-0.42,2.08,0.74,0.75,-1.53,-4.08,92.4,86.6,86.1,92.7,80.6,79.7,0.292,0.518,0.139,0.266,0.323,0.186,0.186,0.314,0.34,0.253,0.462,0.229,0.268,0.39,0.093,0.32,0.68,0.116,,,,,,,,,,,,,,,,,,
2,2024-08-03,746846,Flyout,field_out,True,575929,592791,Willson Contreras,Jameson Taillon,0,12cf8e03-ca1a-4db8-8600-0fca5e356572,592791.0,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,3.85,4.0,133.1,108.0,86.0,103.0,0.82,7.02,1.76,9.05,1.35,0.94,0.221,0.437,0.14,0.33,0.462,77.0,100.0,99.0,106.0,112.0,113.0,67.0,106.0,96.0,74.0,102.0,91.0,103.0,117.0,121.0,94.0,104.0,99.0,0.093,0.304,0.239,0.162,0.158,0.043,-0.42,2.08,0.74,0.75,-1.53,-4.08,92.4,86.6,86.1,92.7,80.6,79.7,0.292,0.518,0.139,0.266,0.323,0.186,0.186,0.314,0.34,0.253,0.462,0.229,0.268,0.39,0.093,0.32,0.68,0.116,,,,,,,,,,,,,,,,,,
3,2024-08-03,746846,Strikeout,strikeout,True,502671,592791,Paul Goldschmidt,Jameson Taillon,0,547e5b5e-0446-4574-b6b6-126f721148fe,592791.0,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,3.85,4.0,133.1,108.0,86.0,103.0,0.82,7.02,1.76,9.05,1.35,0.94,0.221,0.437,0.14,0.33,0.462,77.0,100.0,99.0,106.0,112.0,113.0,67.0,106.0,96.0,74.0,102.0,91.0,103.0,117.0,121.0,94.0,104.0,99.0,0.093,0.304,0.239,0.162,0.158,0.043,-0.42,2.08,0.74,0.75,-1.53,-4.08,92.4,86.6,86.1,92.7,80.6,79.7,0.292,0.518,0.139,0.266,0.323,0.186,0.186,0.314,0.34,0.253,0.462,0.229,0.268,0.39,0.093,0.32,0.68,0.116,,,,,,,,,,,,,,,,,,
4,2024-08-03,746846,Walk,walk,False,664023,502043,Ian Happ,Kyle Gibson,0,4f344a27-7115-4724-aa27-05f46a43db1a,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.54,5.04,140.2,98.0,93.0,95.0,0.757,8.19,3.58,8.83,1.22,1.38,0.221,0.426,0.161,0.35,0.36,97.0,92.0,87.0,104.0,103.0,103.0,81.0,89.0,84.0,85.0,101.0,96.0,104.0,103.0,105.0,94.0,95.0,91.0,0.271,0.125,0.209,0.219,0.087,0.089,-0.95,0.01,0.51,0.56,-2.04,0.49,91.4,88.7,84.9,90.7,80.8,78.4,0.255,0.564,0.056,0.33,0.505,0.209,0.214,0.338,0.416,0.313,0.719,0.451,0.272,0.404,0.086,0.208,0.292,0.343,,,,,,,,,,,,,,,,,,
5,2024-08-03,746846,Home Run,home_run,False,683737,502043,Michael Busch,Kyle Gibson,1,a68f1e68-ffb5-487e-99ab-78e085e2b3aa,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.54,5.04,140.2,98.0,93.0,95.0,0.757,8.19,3.58,8.83,1.22,1.38,0.221,0.426,0.161,0.35,0.36,97.0,92.0,87.0,104.0,103.0,103.0,81.0,89.0,84.0,85.0,101.0,96.0,104.0,103.0,105.0,94.0,95.0,91.0,0.271,0.125,0.209,0.219,0.087,0.089,-0.95,0.01,0.51,0.56,-2.04,0.49,91.4,88.7,84.9,90.7,80.8,78.4,0.255,0.564,0.056,0.33,0.505,0.209,0.214,0.338,0.416,0.313,0.719,0.451,0.272,0.404,0.086,0.208,0.292,0.343,,,,,,,,,,,,,,,,,,
6,2024-08-03,746846,Strikeout,strikeout,True,673548,502043,Seiya Suzuki,Kyle Gibson,0,6d0a6318-1be7-4db9-976e-d716a441a581,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.54,5.04,140.2,98.0,93.0,95.0,0.757,8.19,3.58,8.83,1.22,1.38,0.221,0.426,0.161,0.35,0.36,97.0,92.0,87.0,104.0,103.0,103.0,81.0,89.0,84.0,85.0,101.0,96.0,104.0,103.0,105.0,94.0,95.0,91.0,0.271,0.125,0.209,0.219,0.087,0.089,-0.95,0.01,0.51,0.56,-2.04,0.49,91.4,88.7,84.9,90.7,80.8,78.4,0.255,0.564,0.056,0.33,0.505,0.209,0.214,0.338,0.416,0.313,0.719,0.451,0.272,0.404,0.086,0.208,0.292,0.343,,,,,,,,,,,,,,,,,,
7,2024-08-03,746846,Pop Out,field_out,True,641355,502043,Cody Bellinger,Kyle Gibson,0,709f32f9-5f19-40a8-adfa-adcd5c5520c1,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.54,5.04,140.2,98.0,93.0,95.0,0.757,8.19,3.58,8.83,1.22,1.38,0.221,0.426,0.161,0.35,0.36,97.0,92.0,87.0,104.0,103.0,103.0,81.0,89.0,84.0,85.0,101.0,96.0,104.0,103.0,105.0,94.0,95.0,91.0,0.271,0.125,0.209,0.219,0.087,0.089,-0.95,0.01,0.51,0.56,-2.04,0.49,91.4,88.7,84.9,90.7,80.8,78.4,0.255,0.564,0.056,0.33,0.505,0.209,0.214,0.338,0.416,0.313,0.719,0.451,0.272,0.404,0.086,0.208,0.292,0.343,,,,,,,,,,,,,,,,,,
8,2024-08-03,746846,Lineout,field_out,True,670623,502043,Isaac Paredes,Kyle Gibson,0,f1bc6f2f-4f02-489e-8915-0b6662c9d34d,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.54,5.04,140.2,98.0,93.0,95.0,0.757,8.19,3.58,8.83,1.22,1.38,0.221,0.426,0.161,0.35,0.36,97.0,92.0,87.0,104.0,103.0,103.0,81.0,89.0,84.0,85.0,101.0,96.0,104.0,103.0,105.0,94.0,95.0,91.0,0.271,0.125,0.209,0.219,0.087,0.089,-0.95,0.01,0.51,0.56,-2.04,0.49,91.4,88.7,84.9,90.7,80.8,78.4,0.255,0.564,0.056,0.33,0.505,0.209,0.214,0.338,0.416,0.313,0.719,0.451,0.272,0.404,0.086,0.208,0.292,0.343,,,,,,,,,,,,,,,,,,
9,2024-08-03,746846,Flyout,field_out,True,680977,592791,Brendan Donovan,Jameson Taillon,0,a3b5250b-c4ba-4727-98be-895c5cadb5b3,592791.0,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,3.85,4.0,133.1,108.0,86.0,103.0,0.82,7.02,1.76,9.05,1.35,0.94,0.221,0.437,0.14,0.33,0.462,77.0,100.0,99.0,106.0,112.0,113.0,67.0,106.0,96.0,74.0,102.0,91.0,103.0,117.0,121.0,94.0,104.0,99.0,0.093,0.304,0.239,0.162,0.158,0.043,-0.42,2.08,0.74,0.75,-1.53,-4.08,92.4,86.6,86.1,92.7,80.6,79.7,0.292,0.518,0.139,0.266,0.323,0.186,0.186,0.314,0.34,0.253,0.462,0.229,0.268,0.39,0.093,0.32,0.68,0.116,,,,,,,,,,,,,,,,,,
10,2024-08-03,746846,Lineout,field_out,True,571448,592791,Nolan Arenado,Jameson Taillon,0,ea28c2a3-a515-4f88-8be9-049ea5320fae,592791.0,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,3.85,4.0,133.1,108.0,86.0,103.0,0.82,7.02,1.76,9.05,1.35,0.94,0.221,0.437,0.14,0.33,0.462,77.0,100.0,99.0,106.0,112.0,113.0,67.0,106.0,96.0,74.0,102.0,91.0,103.0,117.0,121.0,94.0,104.0,99.0,0.093,0.304,0.239,0.162,0.158,0.043,-0.42,2.08,0.74,0.75,-1.53,-4.08,92.4,86.6,86.1,92.7,80.6,79.7,0.292,0.518,0.139,0.266,0.323,0.186,0.186,0.314,0.34,0.253,0.462,0.229,0.268,0.39,0.093,0.32,0.68,0.116,,,,,,,,,,,,,,,,,,
11,2024-08-03,746846,Flyout,field_out,True,669357,592791,Nolan Gorman,Jameson Taillon,0,20739bdf-2be7-4322-b7df-d01041940b95,592791.0,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,3.85,4.0,133.1,108.0,86.0,103.0,0.82,7.02,1.76,9.05,1.35,0.94,0.221,0.437,0.14,0.33,0.462,77.0,100.0,99.0,106.0,112.0,113.0,67.0,106.0,96.0,74.0,102.0,91.0,103.0,117.0,121.0,94.0,104.0,99.0,0.093,0.304,0.239,0.162,0.158,0.043,-0.42,2.08,0.74,0.75,-1.53,-4.08,92.4,86.6,86.1,92.7,80.6,79.7,0.292,0.518,0.139,0.266,0.323,0.186,0.186,0.314,0.34,0.253,0.462,0.229,0.268,0.39,0.093,0.32,0.68,0.116,,,,,,,,,,,,,,,,,,
12,2024-08-03,746846,Single,single,False,663538,502043,Nico Hoerner,Kyle Gibson,0,dd4f8d1b-0a95-4838-815d-97e856e1148d,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.54,5.04,140.2,98.0,93.0,95.0,0.757,8.19,3.58,8.83,1.22,1.38,0.221,0.426,0.161,0.35,0.36,97.0,92.0,87.0,104.0,103.0,103.0,81.0,89.0,84.0,85.0,101.0,96.0,104.0,103.0,105.0,94.0,95.0,91.0,0.271,0.125,0.209,0.219,0.087,0.089,-0.95,0.01,0.51,0.56,-2.04,0.49,91.4,88.7,84.9,90.7,80.8,78.4,0.255,0.564,0.056,0.33,0.505,0.209,0.214,0.338,0.416,0.313,0.719,0.451,0.272,0.404,0.086,0.208,0.292,0.343,,,,,,,,,,,,,,,,,,
13,2024-08-03,746846,Strikeout,strikeout,True,621020,502043,Dansby Swanson,Kyle Gibson,0,ba86b4aa-558d-4a65-b532-f1d39d30677a,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.54,5.04,140.2,98.0,93.0,95.0,0.757,8.19,3.58,8.83,1.22,1.38,0.221,0.426,0.161,0.35,0.36,97.0,92.0,87.0,104.0,103.0,103.0,81.0,89.0,84.0,85.0,101.0,96.0,104.0,103.0,105.0,94.0,95.0,91.0,0.271,0.125,0.209,0.219,0.087,0.089,-0.95,0.01,0.51,0.56,-2.04,0.49,91.4,88.7,84.9,90.7,80.8,78.4,0.255,0.564,0.056,0.33,0.505,0.209,0.214,0.338,0.416,0.313,0.719,0.451,0.272,0.404,0.086,0.208,0.292,0.343,,,,,,,,,,,,,,,,,,
14,2024-08-03,746846,Triple,triple,False,691718,502043,Pete Crow-Armstrong,Kyle Gibson,1,a397e804-abe4-4af8-bc50-b0abeb9e6322,502043.0,kylegibson,Gibson,Right,Kyle Gibson,STL,4.54,5.04,140.2,98.0,93.0,95.0,0.757,8.19,3.58,8.83,1.22,1.38,0.221,0.426,0.161,0.35,0.36,97.0,92.0,87.0,104.0,103.0,103.0,81.0,89.0,84.0,85.0,101.0,96.0,104.0,103.0,105.0,94.0,95.0,91.0,0.271,0.125,0.209,0.219,0.087,0.089,-0.95,0.01,0.51,0.56,-2.04,0.49,91.4,88.7,84.9,90.7,80.8,78.4,0.255,0.564,0.056,0.33,0.505,0.209,0.214,0.338,0.416,0.313,0.719,0.451,0.272,0.404,0.086,0.208,0.292,0.343,,,,,,,,,,,,,,,,,,
