,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-08-17,745626,Groundout,field_out,True,666149,674370,Tyler Fitzgerald,Osvaldo Bido,0,c9cad897-4838-4fe0-92f3-73d2e307c6f1,674370.0,osvaldobido,Bido,Right,Osvaldo Bido,OAK,3.21,2.6,56.0,96.0,102.0,95.0,0.761,9.0,3.86,5.79,0.32,0.61,0.234,0.397,0.255,0.241,0.42,77.0,102.0,103.0,101.0,91.0,88.0,103.0,86.0,84.0,131.0,104.0,111.0,94.0,97.0,93.0,0.098,0.396,0.138,0.222,0.146,0.13,3.95,-0.8,1.87,1.5,94.7,86.9,88.8,94.8,85.7,0.206,0.27,0.272,0.196,0.321,0.271,0.069,0.103,0.21,0.138,0.172,0.373,0.316,0.474,0.15,,,,,,,,,,,,,,,,,,,,,
1,2024-08-17,745626,Flyout,field_out,True,664774,674370,LaMonte Wade Jr.,Osvaldo Bido,0,10bb0167-7572-4178-89d0-a0d9afed3efe,674370.0,osvaldobido,Bido,Right,Osvaldo Bido,OAK,3.21,2.6,56.0,96.0,102.0,95.0,0.761,9.0,3.86,5.79,0.32,0.61,0.234,0.397,0.255,0.241,0.42,77.0,102.0,103.0,101.0,91.0,88.0,103.0,86.0,84.0,131.0,104.0,111.0,94.0,97.0,93.0,0.098,0.396,0.138,0.222,0.146,0.13,3.95,-0.8,1.87,1.5,94.7,86.9,88.8,94.8,85.7,0.206,0.27,0.272,0.196,0.321,0.271,0.069,0.103,0.21,0.138,0.172,0.373,0.316,0.474,0.15,,,,,,,,,,,,,,,,,,,,,
2,2024-08-17,745626,Strikeout,strikeout,True,671218,674370,Heliot Ramos,Osvaldo Bido,0,fd53fe77-2be2-44b1-923e-bed4f7d0a4d3,674370.0,osvaldobido,Bido,Right,Osvaldo Bido,OAK,3.21,2.6,56.0,96.0,102.0,95.0,0.761,9.0,3.86,5.79,0.32,0.61,0.234,0.397,0.255,0.241,0.42,77.0,102.0,103.0,101.0,91.0,88.0,103.0,86.0,84.0,131.0,104.0,111.0,94.0,97.0,93.0,0.098,0.396,0.138,0.222,0.146,0.13,3.95,-0.8,1.87,1.5,94.7,86.9,88.8,94.8,85.7,0.206,0.27,0.272,0.196,0.321,0.271,0.069,0.103,0.21,0.138,0.172,0.373,0.316,0.474,0.15,,,,,,,,,,,,,,,,,,,,,
3,2024-08-17,745626,Strikeout,strikeout,True,671732,806185,Lawrence Butler,Hayden Birdsong,0,912a07be-1313-49a2-b6f2-3ec780523608,806185.0,haydenbirdsong,Birdsong,Right,Hayden Birdsong,SFG,5.14,4.65,49.0,92.0,111.0,96.0,0.713,11.02,5.51,7.35,1.65,0.87,0.238,0.385,0.098,0.385,0.373,156.0,91.0,114.0,84.0,88.0,84.0,,,,124.0,85.0,94.0,,,,,0.423,,0.189,0.177,-1.14,,,-0.1,-1.4,95.8,,88.2,,86.7,0.243,0.568,0.186,0.25,0.542,0.417,,,,0.333,0.455,0.382,,,,115.0,106.0,107.0,0.211,2.01,80.7,0.104,0.125,0.357,,,,,,,,,,,,
4,2024-08-17,745626,Flyout,field_out,True,667670,806185,Brent Rooker,Hayden Birdsong,0,8f96b0bb-a192-4c7e-8744-0a061ab68671,806185.0,haydenbirdsong,Birdsong,Right,Hayden Birdsong,SFG,5.14,4.65,49.0,92.0,111.0,96.0,0.713,11.02,5.51,7.35,1.65,0.87,0.238,0.385,0.098,0.385,0.373,156.0,91.0,114.0,84.0,88.0,84.0,,,,124.0,85.0,94.0,,,,,0.423,,0.189,0.177,-1.14,,,-0.1,-1.4,95.8,,88.2,,86.7,0.243,0.568,0.186,0.25,0.542,0.417,,,,0.333,0.455,0.382,,,,115.0,106.0,107.0,0.211,2.01,80.7,0.104,0.125,0.357,,,,,,,,,,,,
5,2024-08-17,745626,Strikeout,strikeout,True,668709,806185,JJ Bleday,Hayden Birdsong,0,6349aacb-a3ad-4466-aa3c-29d07163cc3e,806185.0,haydenbirdsong,Birdsong,Right,Hayden Birdsong,SFG,5.14,4.65,49.0,92.0,111.0,96.0,0.713,11.02,5.51,7.35,1.65,0.87,0.238,0.385,0.098,0.385,0.373,156.0,91.0,114.0,84.0,88.0,84.0,,,,124.0,85.0,94.0,,,,,0.423,,0.189,0.177,-1.14,,,-0.1,-1.4,95.8,,88.2,,86.7,0.243,0.568,0.186,0.25,0.542,0.417,,,,0.333,0.455,0.382,,,,115.0,106.0,107.0,0.211,2.01,80.7,0.104,0.125,0.357,,,,,,,,,,,,
6,2024-08-17,745626,Strikeout,strikeout,True,624424,674370,Michael Conforto,Osvaldo Bido,0,e694e6d9-fd20-4277-a74c-6b623e0ebc35,674370.0,osvaldobido,Bido,Right,Osvaldo Bido,OAK,3.21,2.6,56.0,96.0,102.0,95.0,0.761,9.0,3.86,5.79,0.32,0.61,0.234,0.397,0.255,0.241,0.42,77.0,102.0,103.0,101.0,91.0,88.0,103.0,86.0,84.0,131.0,104.0,111.0,94.0,97.0,93.0,0.098,0.396,0.138,0.222,0.146,0.13,3.95,-0.8,1.87,1.5,94.7,86.9,88.8,94.8,85.7,0.206,0.27,0.272,0.196,0.321,0.271,0.069,0.103,0.21,0.138,0.172,0.373,0.316,0.474,0.15,,,,,,,,,,,,,,,,,,,,,
7,2024-08-17,745626,Strikeout,strikeout,True,656305,674370,Matt Chapman,Osvaldo Bido,0,c3d106e4-c74c-4b10-8246-f09f1b792d86,674370.0,osvaldobido,Bido,Right,Osvaldo Bido,OAK,3.21,2.6,56.0,96.0,102.0,95.0,0.761,9.0,3.86,5.79,0.32,0.61,0.234,0.397,0.255,0.241,0.42,77.0,102.0,103.0,101.0,91.0,88.0,103.0,86.0,84.0,131.0,104.0,111.0,94.0,97.0,93.0,0.098,0.396,0.138,0.222,0.146,0.13,3.95,-0.8,1.87,1.5,94.7,86.9,88.8,94.8,85.7,0.206,0.27,0.272,0.196,0.321,0.271,0.069,0.103,0.21,0.138,0.172,0.373,0.316,0.474,0.15,,,,,,,,,,,,,,,,,,,,,
8,2024-08-17,745626,Pop Out,field_out,True,573262,674370,Mike Yastrzemski,Osvaldo Bido,0,2a9241a7-0510-43a4-857f-ed3d803cacb1,674370.0,osvaldobido,Bido,Right,Osvaldo Bido,OAK,3.21,2.6,56.0,96.0,102.0,95.0,0.761,9.0,3.86,5.79,0.32,0.61,0.234,0.397,0.255,0.241,0.42,77.0,102.0,103.0,101.0,91.0,88.0,103.0,86.0,84.0,131.0,104.0,111.0,94.0,97.0,93.0,0.098,0.396,0.138,0.222,0.146,0.13,3.95,-0.8,1.87,1.5,94.7,86.9,88.8,94.8,85.7,0.206,0.27,0.272,0.196,0.321,0.271,0.069,0.103,0.21,0.138,0.172,0.373,0.316,0.474,0.15,,,,,,,,,,,,,,,,,,,,,
9,2024-08-17,745626,Groundout,field_out,True,609280,806185,Miguel Andujar,Hayden Birdsong,0,fa3009c1-b16a-4cb3-8e10-988c00d9a7ef,806185.0,haydenbirdsong,Birdsong,Right,Hayden Birdsong,SFG,5.14,4.65,49.0,92.0,111.0,96.0,0.713,11.02,5.51,7.35,1.65,0.87,0.238,0.385,0.098,0.385,0.373,156.0,91.0,114.0,84.0,88.0,84.0,,,,124.0,85.0,94.0,,,,,0.423,,0.189,0.177,-1.14,,,-0.1,-1.4,95.8,,88.2,,86.7,0.243,0.568,0.186,0.25,0.542,0.417,,,,0.333,0.455,0.382,,,,115.0,106.0,107.0,0.211,2.01,80.7,0.104,0.125,0.357,,,,,,,,,,,,
