,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,SL%,CH%,wFC/C,wSI/C,wSL/C,wCH/C,vFC,vCH,vSI,vSL,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,FA%,CU%,wFA/C,wCU/C,vFA,vCU,SV_ba,SV_slg,SV_whiff,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-05-07,745586,Single,single,False,543807,650911,George Springer,Cristopher Sánchez,0,d0ff304a-632a-453a-b593-4659ff9822ac,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,2.96,3.49,103.1,101.0,93.0,105.0,0.783,7.58,2.44,8.62,0.17,3.23,0.218,0.41,0.205,0.303,0.415,84.0,104.0,113.0,98.0,99.0,98.0,95.0,100.0,104.0,86.0,52.0,74.0,0.477,0.002,0.184,0.337,2.59,-0.18,1.12,2.05,86.5,85.2,94.4,84.1,0.343,0.436,0.1,0.166,0.185,0.385,0.217,0.319,0.292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-05-07,745586,Groundout,field_out,True,665489,650911,Vladimir Guerrero Jr.,Cristopher Sánchez,1,12ab795a-1998-4c99-aca3-c24fb2f8b75e,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,2.96,3.49,103.1,101.0,93.0,105.0,0.783,7.58,2.44,8.62,0.17,3.23,0.218,0.41,0.205,0.303,0.415,84.0,104.0,113.0,98.0,99.0,98.0,95.0,100.0,104.0,86.0,52.0,74.0,0.477,0.002,0.184,0.337,2.59,-0.18,1.12,2.05,86.5,85.2,94.4,84.1,0.343,0.436,0.1,0.166,0.185,0.385,0.217,0.319,0.292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-05-07,745586,Groundout,field_out,True,457759,650911,Justin Turner,Cristopher Sánchez,1,5e900bcd-14dd-4b53-accc-eddbadb613ff,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,2.96,3.49,103.1,101.0,93.0,105.0,0.783,7.58,2.44,8.62,0.17,3.23,0.218,0.41,0.205,0.303,0.415,84.0,104.0,113.0,98.0,99.0,98.0,95.0,100.0,104.0,86.0,52.0,74.0,0.477,0.002,0.184,0.337,2.59,-0.18,1.12,2.05,86.5,85.2,94.4,84.1,0.343,0.436,0.1,0.166,0.185,0.385,0.217,0.319,0.292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-05-07,745586,Strikeout,strikeout,True,666182,650911,Bo Bichette,Cristopher Sánchez,0,a3fb1a8f-f502-4da3-b3b9-1b90b3b5fea8,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,2.96,3.49,103.1,101.0,93.0,105.0,0.783,7.58,2.44,8.62,0.17,3.23,0.218,0.41,0.205,0.303,0.415,84.0,104.0,113.0,98.0,99.0,98.0,95.0,100.0,104.0,86.0,52.0,74.0,0.477,0.002,0.184,0.337,2.59,-0.18,1.12,2.05,86.5,85.2,94.4,84.1,0.343,0.436,0.1,0.166,0.185,0.385,0.217,0.319,0.292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-05-07,745586,Strikeout,strikeout,True,656941,621244,Kyle Schwarber,José Berríos,0,9b1daee1-b7c2-4d2b-be28-217dd0d67480,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,4.01,4.96,119.0,102.0,91.0,99.0,0.828,6.58,2.5,8.17,1.59,1.12,0.261,0.416,0.16,0.34,0.411,89.0,103.0,101.0,85.0,102.0,95.0,,,,80.0,100.0,94.0,0.329,0.031,,0.163,-2.81,0.53,,1.45,91.7,84.5,93.5,,0.288,0.378,0.124,0.153,0.376,0.241,,,,107.0,101.0,105.0,82.0,100.0,92.0,0.175,0.301,-1.98,0.16,94.0,83.0,0.202,0.403,0.286,0.333,0.648,0.183,0.375,0.438,0.03,,,,,,,,,,,,
5,2024-05-07,745586,Groundout,field_out,True,593160,621244,Whit Merrifield,José Berríos,0,78a2ffaa-7250-4aef-8f1d-305a6e9d2415,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,4.01,4.96,119.0,102.0,91.0,99.0,0.828,6.58,2.5,8.17,1.59,1.12,0.261,0.416,0.16,0.34,0.411,89.0,103.0,101.0,85.0,102.0,95.0,,,,80.0,100.0,94.0,0.329,0.031,,0.163,-2.81,0.53,,1.45,91.7,84.5,93.5,,0.288,0.378,0.124,0.153,0.376,0.241,,,,107.0,101.0,105.0,82.0,100.0,92.0,0.175,0.301,-1.98,0.16,94.0,83.0,0.202,0.403,0.286,0.333,0.648,0.183,0.375,0.438,0.03,,,,,,,,,,,,
6,2024-05-07,745586,Single,single,False,547180,621244,Bryce Harper,José Berríos,0,1999520b-618a-4dac-9a38-74f99f91f87d,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,4.01,4.96,119.0,102.0,91.0,99.0,0.828,6.58,2.5,8.17,1.59,1.12,0.261,0.416,0.16,0.34,0.411,89.0,103.0,101.0,85.0,102.0,95.0,,,,80.0,100.0,94.0,0.329,0.031,,0.163,-2.81,0.53,,1.45,91.7,84.5,93.5,,0.288,0.378,0.124,0.153,0.376,0.241,,,,107.0,101.0,105.0,82.0,100.0,92.0,0.175,0.301,-1.98,0.16,94.0,83.0,0.202,0.403,0.286,0.333,0.648,0.183,0.375,0.438,0.03,,,,,,,,,,,,
7,2024-05-07,745586,Double,double,False,592206,621244,Nick Castellanos,José Berríos,1,e2546471-7bcc-485d-81b9-b342680cc550,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,4.01,4.96,119.0,102.0,91.0,99.0,0.828,6.58,2.5,8.17,1.59,1.12,0.261,0.416,0.16,0.34,0.411,89.0,103.0,101.0,85.0,102.0,95.0,,,,80.0,100.0,94.0,0.329,0.031,,0.163,-2.81,0.53,,1.45,91.7,84.5,93.5,,0.288,0.378,0.124,0.153,0.376,0.241,,,,107.0,101.0,105.0,82.0,100.0,92.0,0.175,0.301,-1.98,0.16,94.0,83.0,0.202,0.403,0.286,0.333,0.648,0.183,0.375,0.438,0.03,,,,,,,,,,,,
8,2024-05-07,745586,Pickoff 2B,pickoff_2b,True,669016,621244,Brandon Marsh,José Berríos,0,ae01fc41-62ca-4e61-ba51-4c3efa03658a,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,4.01,4.96,119.0,102.0,91.0,99.0,0.828,6.58,2.5,8.17,1.59,1.12,0.261,0.416,0.16,0.34,0.411,89.0,103.0,101.0,85.0,102.0,95.0,,,,80.0,100.0,94.0,0.329,0.031,,0.163,-2.81,0.53,,1.45,91.7,84.5,93.5,,0.288,0.378,0.124,0.153,0.376,0.241,,,,107.0,101.0,105.0,82.0,100.0,92.0,0.175,0.301,-1.98,0.16,94.0,83.0,0.202,0.403,0.286,0.333,0.648,0.183,0.375,0.438,0.03,,,,,,,,,,,,
9,2024-05-07,745586,Groundout,field_out,True,676914,650911,Davis Schneider,Cristopher Sánchez,0,81f14e06-2956-4c9d-8db6-75ef32b4da06,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,2.96,3.49,103.1,101.0,93.0,105.0,0.783,7.58,2.44,8.62,0.17,3.23,0.218,0.41,0.205,0.303,0.415,84.0,104.0,113.0,98.0,99.0,98.0,95.0,100.0,104.0,86.0,52.0,74.0,0.477,0.002,0.184,0.337,2.59,-0.18,1.12,2.05,86.5,85.2,94.4,84.1,0.343,0.436,0.1,0.166,0.185,0.385,0.217,0.319,0.292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
