,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,CU%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFC,vFS,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff
0,2024-08-18,745948,Pop Out,field_out,True,680757,607067,Steven Kwan,Colin Rea,0,56a1f7c4-e571-4de0-900a-a55c16b60aa8,607067.0,colinrea,Rea,Right,Colin Rea,MIL,3.61,4.88,142.0,102.0,84.0,97.0,0.829,7.16,2.28,8.11,1.39,0.98,0.256,0.443,0.15,0.333,0.449,102.0,108.0,103.0,69.0,110.0,96.0,83.0,103.0,96.0,109.0,106.0,109.0,76.0,95.0,88.0,78.0,95.0,96.0,0.307,0.183,0.212,0.084,0.172,0.042,1.15,-1.11,-1.28,-0.23,3.54,-4.24,92.8,87.7,86.4,92.3,82.0,78.6,0.284,0.477,0.111,0.186,0.283,0.24,0.288,0.64,0.173,0.078,0.089,0.244,0.275,0.412,0.267,0.417,0.708,0.189,,,,,,,,,,,,
1,2024-08-18,745948,Groundout,field_out,True,686823,607067,Will Brennan,Colin Rea,0,98bd52d2-a8d3-4d0e-b9cb-437e1c53ced4,607067.0,colinrea,Rea,Right,Colin Rea,MIL,3.61,4.88,142.0,102.0,84.0,97.0,0.829,7.16,2.28,8.11,1.39,0.98,0.256,0.443,0.15,0.333,0.449,102.0,108.0,103.0,69.0,110.0,96.0,83.0,103.0,96.0,109.0,106.0,109.0,76.0,95.0,88.0,78.0,95.0,96.0,0.307,0.183,0.212,0.084,0.172,0.042,1.15,-1.11,-1.28,-0.23,3.54,-4.24,92.8,87.7,86.4,92.3,82.0,78.6,0.284,0.477,0.111,0.186,0.283,0.24,0.288,0.64,0.173,0.078,0.089,0.244,0.275,0.412,0.267,0.417,0.708,0.189,,,,,,,,,,,,
2,2024-08-18,745948,Flyout,field_out,True,608070,607067,José Ramírez,Colin Rea,0,7f06a511-101d-4174-a32f-8c3804b6a04e,607067.0,colinrea,Rea,Right,Colin Rea,MIL,3.61,4.88,142.0,102.0,84.0,97.0,0.829,7.16,2.28,8.11,1.39,0.98,0.256,0.443,0.15,0.333,0.449,102.0,108.0,103.0,69.0,110.0,96.0,83.0,103.0,96.0,109.0,106.0,109.0,76.0,95.0,88.0,78.0,95.0,96.0,0.307,0.183,0.212,0.084,0.172,0.042,1.15,-1.11,-1.28,-0.23,3.54,-4.24,92.8,87.7,86.4,92.3,82.0,78.6,0.284,0.477,0.111,0.186,0.283,0.24,0.288,0.64,0.173,0.078,0.089,0.244,0.275,0.412,0.267,0.417,0.708,0.189,,,,,,,,,,,,
3,2024-08-18,745948,Triple,triple,False,668930,594902,Brice Turang,Ben Lively,0,96667d9d-7c23-4c9d-b8bc-ce42c52068bc,594902.0,benlively,Lively,Right,Ben Lively,CLE,3.62,3.89,126.2,102.0,68.0,93.0,0.829,7.25,2.91,7.82,1.49,0.95,0.228,0.403,0.132,0.298,0.426,47.0,106.0,93.0,56.0,94.0,83.0,58.0,109.0,96.0,106.0,104.0,102.0,,,,,,,0.281,0.325,,,0.221,0.082,0.32,,,0.31,-0.27,0.37,89.8,,,90.4,79.1,76.7,0.231,0.423,0.139,0.231,0.452,0.151,,,,0.247,0.449,0.244,,,,0.196,0.353,0.207,82.0,109.0,97.0,0.091,-0.15,83.8,0.254,0.356,0.181,0.214,0.571,0.413
4,2024-08-18,745948,Groundout,field_out,True,694192,594902,Jackson Chourio,Ben Lively,0,828bb029-606f-4cf1-b8e7-baabcb5b69a3,594902.0,benlively,Lively,Right,Ben Lively,CLE,3.62,3.89,126.2,102.0,68.0,93.0,0.829,7.25,2.91,7.82,1.49,0.95,0.228,0.403,0.132,0.298,0.426,47.0,106.0,93.0,56.0,94.0,83.0,58.0,109.0,96.0,106.0,104.0,102.0,,,,,,,0.281,0.325,,,0.221,0.082,0.32,,,0.31,-0.27,0.37,89.8,,,90.4,79.1,76.7,0.231,0.423,0.139,0.231,0.452,0.151,,,,0.247,0.449,0.244,,,,0.196,0.353,0.207,82.0,109.0,97.0,0.091,-0.15,83.8,0.254,0.356,0.181,0.214,0.571,0.413
5,2024-08-18,745948,Pop Out,field_out,True,661388,594902,William Contreras,Ben Lively,0,7a66f992-9166-4969-8314-45eeb13c2cd9,594902.0,benlively,Lively,Right,Ben Lively,CLE,3.62,3.89,126.2,102.0,68.0,93.0,0.829,7.25,2.91,7.82,1.49,0.95,0.228,0.403,0.132,0.298,0.426,47.0,106.0,93.0,56.0,94.0,83.0,58.0,109.0,96.0,106.0,104.0,102.0,,,,,,,0.281,0.325,,,0.221,0.082,0.32,,,0.31,-0.27,0.37,89.8,,,90.4,79.1,76.7,0.231,0.423,0.139,0.231,0.452,0.151,,,,0.247,0.449,0.244,,,,0.196,0.353,0.207,82.0,109.0,97.0,0.091,-0.15,83.8,0.254,0.356,0.181,0.214,0.571,0.413
6,2024-08-18,745948,Single,single,False,642715,594902,Willy Adames,Ben Lively,1,b7979956-a59a-44d7-94c9-b01a3e530710,594902.0,benlively,Lively,Right,Ben Lively,CLE,3.62,3.89,126.2,102.0,68.0,93.0,0.829,7.25,2.91,7.82,1.49,0.95,0.228,0.403,0.132,0.298,0.426,47.0,106.0,93.0,56.0,94.0,83.0,58.0,109.0,96.0,106.0,104.0,102.0,,,,,,,0.281,0.325,,,0.221,0.082,0.32,,,0.31,-0.27,0.37,89.8,,,90.4,79.1,76.7,0.231,0.423,0.139,0.231,0.452,0.151,,,,0.247,0.449,0.244,,,,0.196,0.353,0.207,82.0,109.0,97.0,0.091,-0.15,83.8,0.254,0.356,0.181,0.214,0.571,0.413
7,2024-08-18,745948,Groundout,field_out,True,669003,594902,Garrett Mitchell,Ben Lively,0,69a4ff5c-10cb-490a-9905-40c955e85e55,594902.0,benlively,Lively,Right,Ben Lively,CLE,3.62,3.89,126.2,102.0,68.0,93.0,0.829,7.25,2.91,7.82,1.49,0.95,0.228,0.403,0.132,0.298,0.426,47.0,106.0,93.0,56.0,94.0,83.0,58.0,109.0,96.0,106.0,104.0,102.0,,,,,,,0.281,0.325,,,0.221,0.082,0.32,,,0.31,-0.27,0.37,89.8,,,90.4,79.1,76.7,0.231,0.423,0.139,0.231,0.452,0.151,,,,0.247,0.449,0.244,,,,0.196,0.353,0.207,82.0,109.0,97.0,0.091,-0.15,83.8,0.254,0.356,0.181,0.214,0.571,0.413
8,2024-08-18,745948,Strikeout,strikeout,True,647304,607067,Josh Naylor,Colin Rea,0,1e8379d1-2374-4096-95ac-d464e7e55240,607067.0,colinrea,Rea,Right,Colin Rea,MIL,3.61,4.88,142.0,102.0,84.0,97.0,0.829,7.16,2.28,8.11,1.39,0.98,0.256,0.443,0.15,0.333,0.449,102.0,108.0,103.0,69.0,110.0,96.0,83.0,103.0,96.0,109.0,106.0,109.0,76.0,95.0,88.0,78.0,95.0,96.0,0.307,0.183,0.212,0.084,0.172,0.042,1.15,-1.11,-1.28,-0.23,3.54,-4.24,92.8,87.7,86.4,92.3,82.0,78.6,0.284,0.477,0.111,0.186,0.283,0.24,0.288,0.64,0.173,0.078,0.089,0.244,0.275,0.412,0.267,0.417,0.708,0.189,,,,,,,,,,,,
9,2024-08-18,745948,Strikeout,strikeout,True,657041,607067,Lane Thomas,Colin Rea,0,b8543373-9eab-4955-ab0f-46ff011f143b,607067.0,colinrea,Rea,Right,Colin Rea,MIL,3.61,4.88,142.0,102.0,84.0,97.0,0.829,7.16,2.28,8.11,1.39,0.98,0.256,0.443,0.15,0.333,0.449,102.0,108.0,103.0,69.0,110.0,96.0,83.0,103.0,96.0,109.0,106.0,109.0,76.0,95.0,88.0,78.0,95.0,96.0,0.307,0.183,0.212,0.084,0.172,0.042,1.15,-1.11,-1.28,-0.23,3.54,-4.24,92.8,87.7,86.4,92.3,82.0,78.6,0.284,0.477,0.111,0.186,0.283,0.24,0.288,0.64,0.173,0.078,0.089,0.244,0.275,0.412,0.267,0.417,0.708,0.189,,,,,,,,,,,,
