,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,KC%,wFC/C,wKC/C,vFC,vKC,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-07-07,746616,Lineout,field_out,True,624585,471911,Jorge Soler,Carlos Carrasco,0,3c9c6ad5-c031-4fa7-839d-d71691f7ef7a,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,CLE,5.02,4.83,86.0,98.0,90.0,96.0,0.797,7.12,2.72,9.52,1.47,1.4,0.172,0.425,0.146,0.31,0.396,104.0,105.0,103.0,106.0,102.0,105.0,63.0,94.0,85.0,90.0,95.0,90.0,99.0,102.0,106.0,0.19,0.243,0.283,0.062,0.222,-2.15,-1.29,-0.69,2.26,0.06,91.5,86.7,91.1,83.1,80.4,0.2,0.267,0.37,0.212,0.362,0.276,0.387,0.653,0.137,0.295,0.541,0.123,0.059,0.176,0.242,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-07-07,746616,Strikeout,strikeout,True,664774,471911,LaMonte Wade Jr.,Carlos Carrasco,0,531ca46d-11b1-4cbe-a5ad-e4526ad9d613,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,CLE,5.02,4.83,86.0,98.0,90.0,96.0,0.797,7.12,2.72,9.52,1.47,1.4,0.172,0.425,0.146,0.31,0.396,104.0,105.0,103.0,106.0,102.0,105.0,63.0,94.0,85.0,90.0,95.0,90.0,99.0,102.0,106.0,0.19,0.243,0.283,0.062,0.222,-2.15,-1.29,-0.69,2.26,0.06,91.5,86.7,91.1,83.1,80.4,0.2,0.267,0.37,0.212,0.362,0.276,0.387,0.653,0.137,0.295,0.541,0.123,0.059,0.176,0.242,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-07-07,746616,Lineout,field_out,True,671218,471911,Heliot Ramos,Carlos Carrasco,0,6d013a07-c868-47d1-b643-3324b814fdfd,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,CLE,5.02,4.83,86.0,98.0,90.0,96.0,0.797,7.12,2.72,9.52,1.47,1.4,0.172,0.425,0.146,0.31,0.396,104.0,105.0,103.0,106.0,102.0,105.0,63.0,94.0,85.0,90.0,95.0,90.0,99.0,102.0,106.0,0.19,0.243,0.283,0.062,0.222,-2.15,-1.29,-0.69,2.26,0.06,91.5,86.7,91.1,83.1,80.4,0.2,0.267,0.37,0.212,0.362,0.276,0.387,0.653,0.137,0.295,0.541,0.123,0.059,0.176,0.242,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-07-07,746616,Flyout,field_out,True,680757,806185,Steven Kwan,Hayden Birdsong,0,5d79d2de-e34b-4a86-8d36-b699a02381e7,806185.0,haydenbirdsong,Birdsong,Right,Hayden Birdsong,SFG,3.72,5.16,19.1,91.0,103.0,94.0,0.762,8.38,4.66,7.91,1.4,0.92,0.185,0.407,0.074,0.407,0.395,148.0,90.0,111.0,108.0,101.0,97.0,75.0,87.0,82.0,,,,124.0,95.0,103.0,,0.481,0.226,0.109,0.183,-0.86,,2.55,4.34,-5.36,95.8,88.2,,86.0,81.1,0.154,0.231,0.308,0.467,0.733,0.444,0.25,0.5,0.141,,,,0.0,0.0,0.353,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-07-07,746616,Walk,walk,False,682657,806185,Angel Martínez,Hayden Birdsong,0,a24e4c16-7b82-443a-9b9a-e1f4bf15721b,806185.0,haydenbirdsong,Birdsong,Right,Hayden Birdsong,SFG,3.72,5.16,19.1,91.0,103.0,94.0,0.762,8.38,4.66,7.91,1.4,0.92,0.185,0.407,0.074,0.407,0.395,148.0,90.0,111.0,108.0,101.0,97.0,75.0,87.0,82.0,,,,124.0,95.0,103.0,,0.481,0.226,0.109,0.183,-0.86,,2.55,4.34,-5.36,95.8,88.2,,86.0,81.1,0.154,0.231,0.308,0.467,0.733,0.444,0.25,0.5,0.141,,,,0.0,0.0,0.353,,,,,,,,,,,,,,,,,,,,,,,,
5,2024-07-07,746616,Groundout,field_out,True,608070,806185,José Ramírez,Hayden Birdsong,1,9b586029-e366-4774-a9cf-0c0a708c58cf,806185.0,haydenbirdsong,Birdsong,Right,Hayden Birdsong,SFG,3.72,5.16,19.1,91.0,103.0,94.0,0.762,8.38,4.66,7.91,1.4,0.92,0.185,0.407,0.074,0.407,0.395,148.0,90.0,111.0,108.0,101.0,97.0,75.0,87.0,82.0,,,,124.0,95.0,103.0,,0.481,0.226,0.109,0.183,-0.86,,2.55,4.34,-5.36,95.8,88.2,,86.0,81.1,0.154,0.231,0.308,0.467,0.733,0.444,0.25,0.5,0.141,,,,0.0,0.0,0.353,,,,,,,,,,,,,,,,,,,,,,,,
6,2024-07-07,746616,Flyout,field_out,True,647304,806185,Josh Naylor,Hayden Birdsong,0,c698334e-0cc7-4668-b0bf-a07ca50d5921,806185.0,haydenbirdsong,Birdsong,Right,Hayden Birdsong,SFG,3.72,5.16,19.1,91.0,103.0,94.0,0.762,8.38,4.66,7.91,1.4,0.92,0.185,0.407,0.074,0.407,0.395,148.0,90.0,111.0,108.0,101.0,97.0,75.0,87.0,82.0,,,,124.0,95.0,103.0,,0.481,0.226,0.109,0.183,-0.86,,2.55,4.34,-5.36,95.8,88.2,,86.0,81.1,0.154,0.231,0.308,0.467,0.733,0.444,0.25,0.5,0.141,,,,0.0,0.0,0.353,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-07-07,746616,Single,single,False,672275,471911,Patrick Bailey,Carlos Carrasco,0,5149c3f9-8f3c-4ccb-a20c-5c6624180f93,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,CLE,5.02,4.83,86.0,98.0,90.0,96.0,0.797,7.12,2.72,9.52,1.47,1.4,0.172,0.425,0.146,0.31,0.396,104.0,105.0,103.0,106.0,102.0,105.0,63.0,94.0,85.0,90.0,95.0,90.0,99.0,102.0,106.0,0.19,0.243,0.283,0.062,0.222,-2.15,-1.29,-0.69,2.26,0.06,91.5,86.7,91.1,83.1,80.4,0.2,0.267,0.37,0.212,0.362,0.276,0.387,0.653,0.137,0.295,0.541,0.123,0.059,0.176,0.242,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-07-07,746616,Pop Out,field_out,True,656305,471911,Matt Chapman,Carlos Carrasco,0,29036bca-b020-40f9-9fd3-41055ed60384,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,CLE,5.02,4.83,86.0,98.0,90.0,96.0,0.797,7.12,2.72,9.52,1.47,1.4,0.172,0.425,0.146,0.31,0.396,104.0,105.0,103.0,106.0,102.0,105.0,63.0,94.0,85.0,90.0,95.0,90.0,99.0,102.0,106.0,0.19,0.243,0.283,0.062,0.222,-2.15,-1.29,-0.69,2.26,0.06,91.5,86.7,91.1,83.1,80.4,0.2,0.267,0.37,0.212,0.362,0.276,0.387,0.653,0.137,0.295,0.541,0.123,0.059,0.176,0.242,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-07-07,746616,Home Run,home_run,False,624424,471911,Michael Conforto,Carlos Carrasco,1,0f11c704-80a7-4e57-8d4f-c10040e80f0d,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,CLE,5.02,4.83,86.0,98.0,90.0,96.0,0.797,7.12,2.72,9.52,1.47,1.4,0.172,0.425,0.146,0.31,0.396,104.0,105.0,103.0,106.0,102.0,105.0,63.0,94.0,85.0,90.0,95.0,90.0,99.0,102.0,106.0,0.19,0.243,0.283,0.062,0.222,-2.15,-1.29,-0.69,2.26,0.06,91.5,86.7,91.1,83.1,80.4,0.2,0.267,0.37,0.212,0.362,0.276,0.387,0.653,0.137,0.295,0.541,0.123,0.059,0.176,0.242,,,,,,,,,,,,,,,,,,,,,,,,
