,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,SL%,CU%,CH%,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFC,vCH,vSI,vSL,vCU,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FS%,wFA/C,wFS/C,vFA,vFS,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff
0,2024-06-09,745651,Single,single,False,687462,687765,Spencer Horwitz,Mitch Spence,0,7982fb81-51b6-42af-a46c-ee6224034701,687765.0,mitchspence,Spence,Right,Mitch Spence,OAK,4.75,3.99,83.1,102.0,100.0,101.0,0.79,7.78,2.48,9.4,1.3,1.25,0.154,0.453,0.138,0.323,0.424,75.0,88.0,85.0,102.0,115.0,114.0,39.0,98.0,87.0,123.0,105.0,109.0,96.0,97.0,94.0,0.121,0.39,0.362,0.107,0.019,-0.32,-0.1,0.7,-2.9,-10.0,91.0,88.6,92.2,84.2,79.5,0.248,0.442,0.277,0.255,0.491,0.186,0.256,0.419,0.315,0.308,0.308,0.132,0.625,0.875,0.0,,,,,,,,,,,,,,,,,,
1,2024-06-09,745651,Flyout,field_out,True,643376,687765,Danny Jansen,Mitch Spence,0,ff164016-aec2-4cb1-9b19-c30b43edf3b3,687765.0,mitchspence,Spence,Right,Mitch Spence,OAK,4.75,3.99,83.1,102.0,100.0,101.0,0.79,7.78,2.48,9.4,1.3,1.25,0.154,0.453,0.138,0.323,0.424,75.0,88.0,85.0,102.0,115.0,114.0,39.0,98.0,87.0,123.0,105.0,109.0,96.0,97.0,94.0,0.121,0.39,0.362,0.107,0.019,-0.32,-0.1,0.7,-2.9,-10.0,91.0,88.6,92.2,84.2,79.5,0.248,0.442,0.277,0.255,0.491,0.186,0.256,0.419,0.315,0.308,0.308,0.132,0.625,0.875,0.0,,,,,,,,,,,,,,,,,,
2,2024-06-09,745651,Single,single,False,665489,687765,Vladimir Guerrero Jr.,Mitch Spence,1,fd4c88b6-6e2b-4706-be0d-276133307edb,687765.0,mitchspence,Spence,Right,Mitch Spence,OAK,4.75,3.99,83.1,102.0,100.0,101.0,0.79,7.78,2.48,9.4,1.3,1.25,0.154,0.453,0.138,0.323,0.424,75.0,88.0,85.0,102.0,115.0,114.0,39.0,98.0,87.0,123.0,105.0,109.0,96.0,97.0,94.0,0.121,0.39,0.362,0.107,0.019,-0.32,-0.1,0.7,-2.9,-10.0,91.0,88.6,92.2,84.2,79.5,0.248,0.442,0.277,0.255,0.491,0.186,0.256,0.419,0.315,0.308,0.308,0.132,0.625,0.875,0.0,,,,,,,,,,,,,,,,,,
3,2024-06-09,745651,Grounded Into DP,grounded_into_double_play,True,666182,687765,Bo Bichette,Mitch Spence,1,102c4891-e2cf-4c57-bdc9-0752f33e949b,687765.0,mitchspence,Spence,Right,Mitch Spence,OAK,4.75,3.99,83.1,102.0,100.0,101.0,0.79,7.78,2.48,9.4,1.3,1.25,0.154,0.453,0.138,0.323,0.424,75.0,88.0,85.0,102.0,115.0,114.0,39.0,98.0,87.0,123.0,105.0,109.0,96.0,97.0,94.0,0.121,0.39,0.362,0.107,0.019,-0.32,-0.1,0.7,-2.9,-10.0,91.0,88.6,92.2,84.2,79.5,0.248,0.442,0.277,0.255,0.491,0.186,0.256,0.419,0.315,0.308,0.308,0.132,0.625,0.875,0.0,,,,,,,,,,,,,,,,,,
4,2024-06-09,745651,Strikeout,strikeout,True,647351,670102,Abraham Toro,Bowden Francis,0,ae4f385a-2ca4-41df-a73f-bebb9105a7c0,670102.0,bowdenfrancis,Francis,Right,Bowden Francis,TOR,5.82,4.76,38.2,100.0,101.0,103.0,0.813,7.91,3.26,10.01,1.86,0.82,0.211,0.496,0.179,0.325,0.455,,,,103.0,95.0,100.0,,,,89.0,97.0,97.0,,,,,,0.059,0.284,,,,-7.31,-1.52,,,,,83.8,73.5,0.4,1.1,0.294,,,,0.297,0.486,0.225,,,,,,,98.0,102.0,103.0,118.0,106.0,110.0,0.536,0.121,0.67,-2.38,93.3,84.5,0.233,0.442,0.182,0.348,0.348,0.205
5,2024-06-09,745651,Walk,walk,False,668709,670102,JJ Bleday,Bowden Francis,0,e0ad770f-4953-46ea-8048-9218101af409,670102.0,bowdenfrancis,Francis,Right,Bowden Francis,TOR,5.82,4.76,38.2,100.0,101.0,103.0,0.813,7.91,3.26,10.01,1.86,0.82,0.211,0.496,0.179,0.325,0.455,,,,103.0,95.0,100.0,,,,89.0,97.0,97.0,,,,,,0.059,0.284,,,,-7.31,-1.52,,,,,83.8,73.5,0.4,1.1,0.294,,,,0.297,0.486,0.225,,,,,,,98.0,102.0,103.0,118.0,106.0,110.0,0.536,0.121,0.67,-2.38,93.3,84.5,0.233,0.442,0.182,0.348,0.348,0.205
6,2024-06-09,745651,Flyout,field_out,True,667670,670102,Brent Rooker,Bowden Francis,0,35c60689-29cf-4e68-8b95-1fabbb5557f3,670102.0,bowdenfrancis,Francis,Right,Bowden Francis,TOR,5.82,4.76,38.2,100.0,101.0,103.0,0.813,7.91,3.26,10.01,1.86,0.82,0.211,0.496,0.179,0.325,0.455,,,,103.0,95.0,100.0,,,,89.0,97.0,97.0,,,,,,0.059,0.284,,,,-7.31,-1.52,,,,,83.8,73.5,0.4,1.1,0.294,,,,0.297,0.486,0.225,,,,,,,98.0,102.0,103.0,118.0,106.0,110.0,0.536,0.121,0.67,-2.38,93.3,84.5,0.233,0.442,0.182,0.348,0.348,0.205
7,2024-06-09,745651,Lineout,field_out,True,609280,670102,Miguel Andujar,Bowden Francis,0,c44576cd-632b-44f5-9640-2fe4b22491e9,670102.0,bowdenfrancis,Francis,Right,Bowden Francis,TOR,5.82,4.76,38.2,100.0,101.0,103.0,0.813,7.91,3.26,10.01,1.86,0.82,0.211,0.496,0.179,0.325,0.455,,,,103.0,95.0,100.0,,,,89.0,97.0,97.0,,,,,,0.059,0.284,,,,-7.31,-1.52,,,,,83.8,73.5,0.4,1.1,0.294,,,,0.297,0.486,0.225,,,,,,,98.0,102.0,103.0,118.0,106.0,110.0,0.536,0.121,0.67,-2.38,93.3,84.5,0.233,0.442,0.182,0.348,0.348,0.205
8,2024-06-09,745651,Double,double,False,457759,687765,Justin Turner,Mitch Spence,0,abc1a7ba-da92-44ba-86b0-188cd17f0866,687765.0,mitchspence,Spence,Right,Mitch Spence,OAK,4.75,3.99,83.1,102.0,100.0,101.0,0.79,7.78,2.48,9.4,1.3,1.25,0.154,0.453,0.138,0.323,0.424,75.0,88.0,85.0,102.0,115.0,114.0,39.0,98.0,87.0,123.0,105.0,109.0,96.0,97.0,94.0,0.121,0.39,0.362,0.107,0.019,-0.32,-0.1,0.7,-2.9,-10.0,91.0,88.6,92.2,84.2,79.5,0.248,0.442,0.277,0.255,0.491,0.186,0.256,0.419,0.315,0.308,0.308,0.132,0.625,0.875,0.0,,,,,,,,,,,,,,,,,,
9,2024-06-09,745651,Single,single,False,543807,687765,George Springer,Mitch Spence,1,327b5ee9-605a-4c9f-88ee-0c4695466773,687765.0,mitchspence,Spence,Right,Mitch Spence,OAK,4.75,3.99,83.1,102.0,100.0,101.0,0.79,7.78,2.48,9.4,1.3,1.25,0.154,0.453,0.138,0.323,0.424,75.0,88.0,85.0,102.0,115.0,114.0,39.0,98.0,87.0,123.0,105.0,109.0,96.0,97.0,94.0,0.121,0.39,0.362,0.107,0.019,-0.32,-0.1,0.7,-2.9,-10.0,91.0,88.6,92.2,84.2,79.5,0.248,0.442,0.277,0.255,0.491,0.186,0.256,0.419,0.315,0.308,0.308,0.132,0.625,0.875,0.0,,,,,,,,,,,,,,,,,,
