,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,SL%,CU%,CH%,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFC,vCH,vSI,vSL,vCU,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FS%,KC%,wFA/C,wFS/C,wKC/C,vFA,vFS,vKC,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff
10,2024-07-02,745647,Strikeout,strikeout,True,666160,687765,Mickey Moniak,Mitch Spence,0,4fab03b8-0f8d-4e34-aa7a-a68e56c29eb6,687765.0,mitchspence,Spence,Right,Mitch Spence,OAK,4.75,3.99,83.1,102.0,100.0,101.0,0.79,7.78,2.48,9.4,1.3,1.25,0.154,0.453,0.138,0.323,0.424,75.0,88.0,85.0,102.0,115.0,114.0,39.0,98.0,87.0,123.0,105.0,109.0,96.0,97.0,94.0,0.121,0.39,0.362,0.107,0.019,-0.32,-0.1,0.7,-2.9,-10.0,91.0,88.6,92.2,84.2,79.5,0.248,0.442,0.277,0.255,0.491,0.186,0.256,0.419,0.315,0.308,0.308,0.132,0.625,0.875,0.0,,,,,,,,,,,,,,,,,,,,,,,,
11,2024-07-02,745647,Strikeout,strikeout,True,669127,667755,Shea Langeliers,José Soriano,0,f22172d5-8e70-4080-8d5d-8a6094fe11b8,667755.0,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.71,4.1,87.1,95.0,101.0,99.0,0.772,7.42,3.5,7.32,0.82,2.51,0.227,0.385,0.15,0.308,0.421,,,,,,,95.0,95.0,97.0,114.0,88.0,95.0,,,,0.426,,0.054,,,,1.84,0.95,,,,,97.8,91.6,,0.091,0.182,0.484,,,,0.205,0.397,0.403,0.237,0.288,0.148,,,,98.0,91.0,86.0,99.0,97.0,108.0,121.0,101.0,112.0,0.165,0.09,0.265,-1.88,0.64,-0.32,98.9,93.0,86.3,0.342,0.605,0.122,0.143,0.314,0.323
12,2024-07-02,745647,Strikeout,strikeout,True,691016,667755,Tyler Soderstrom,José Soriano,0,78b2d37b-6f41-4e1f-9c16-a71791d981f2,667755.0,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.71,4.1,87.1,95.0,101.0,99.0,0.772,7.42,3.5,7.32,0.82,2.51,0.227,0.385,0.15,0.308,0.421,,,,,,,95.0,95.0,97.0,114.0,88.0,95.0,,,,0.426,,0.054,,,,1.84,0.95,,,,,97.8,91.6,,0.091,0.182,0.484,,,,0.205,0.397,0.403,0.237,0.288,0.148,,,,98.0,91.0,86.0,99.0,97.0,108.0,121.0,101.0,112.0,0.165,0.09,0.265,-1.88,0.64,-0.32,98.9,93.0,86.3,0.342,0.605,0.122,0.143,0.314,0.323
13,2024-07-02,745647,Strikeout,strikeout,True,680869,667755,Zack Gelof,José Soriano,0,3c292eeb-1c0e-4030-8673-45e173e69522,667755.0,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.71,4.1,87.1,95.0,101.0,99.0,0.772,7.42,3.5,7.32,0.82,2.51,0.227,0.385,0.15,0.308,0.421,,,,,,,95.0,95.0,97.0,114.0,88.0,95.0,,,,0.426,,0.054,,,,1.84,0.95,,,,,97.8,91.6,,0.091,0.182,0.484,,,,0.205,0.397,0.403,0.237,0.288,0.148,,,,98.0,91.0,86.0,99.0,97.0,108.0,121.0,101.0,112.0,0.165,0.09,0.265,-1.88,0.64,-0.32,98.9,93.0,86.3,0.342,0.605,0.122,0.143,0.314,0.323
14,2024-07-02,745647,Groundout,field_out,True,666176,687765,Jo Adell,Mitch Spence,0,3e17a219-8349-42bf-9817-622d31522ba2,687765.0,mitchspence,Spence,Right,Mitch Spence,OAK,4.75,3.99,83.1,102.0,100.0,101.0,0.79,7.78,2.48,9.4,1.3,1.25,0.154,0.453,0.138,0.323,0.424,75.0,88.0,85.0,102.0,115.0,114.0,39.0,98.0,87.0,123.0,105.0,109.0,96.0,97.0,94.0,0.121,0.39,0.362,0.107,0.019,-0.32,-0.1,0.7,-2.9,-10.0,91.0,88.6,92.2,84.2,79.5,0.248,0.442,0.277,0.255,0.491,0.186,0.256,0.419,0.315,0.308,0.308,0.132,0.625,0.875,0.0,,,,,,,,,,,,,,,,,,,,,,,,
15,2024-07-02,745647,Lineout,field_out,True,694384,687765,Nolan Schanuel,Mitch Spence,0,7646692f-cd7b-43d1-81c9-dd004597c41f,687765.0,mitchspence,Spence,Right,Mitch Spence,OAK,4.75,3.99,83.1,102.0,100.0,101.0,0.79,7.78,2.48,9.4,1.3,1.25,0.154,0.453,0.138,0.323,0.424,75.0,88.0,85.0,102.0,115.0,114.0,39.0,98.0,87.0,123.0,105.0,109.0,96.0,97.0,94.0,0.121,0.39,0.362,0.107,0.019,-0.32,-0.1,0.7,-2.9,-10.0,91.0,88.6,92.2,84.2,79.5,0.248,0.442,0.277,0.255,0.491,0.186,0.256,0.419,0.315,0.308,0.308,0.132,0.625,0.875,0.0,,,,,,,,,,,,,,,,,,,,,,,,
16,2024-07-02,745647,Strikeout,strikeout,True,650859,687765,Luis Rengifo,Mitch Spence,0,e34dcdbd-b795-4749-ade3-eeecc3ef1569,687765.0,mitchspence,Spence,Right,Mitch Spence,OAK,4.75,3.99,83.1,102.0,100.0,101.0,0.79,7.78,2.48,9.4,1.3,1.25,0.154,0.453,0.138,0.323,0.424,75.0,88.0,85.0,102.0,115.0,114.0,39.0,98.0,87.0,123.0,105.0,109.0,96.0,97.0,94.0,0.121,0.39,0.362,0.107,0.019,-0.32,-0.1,0.7,-2.9,-10.0,91.0,88.6,92.2,84.2,79.5,0.248,0.442,0.277,0.255,0.491,0.186,0.256,0.419,0.315,0.308,0.308,0.132,0.625,0.875,0.0,,,,,,,,,,,,,,,,,,,,,,,,
17,2024-07-02,745647,Strikeout,strikeout,True,671732,667755,Lawrence Butler,José Soriano,0,8cd00715-c9a7-47fd-802f-c9825f799e15,667755.0,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.71,4.1,87.1,95.0,101.0,99.0,0.772,7.42,3.5,7.32,0.82,2.51,0.227,0.385,0.15,0.308,0.421,,,,,,,95.0,95.0,97.0,114.0,88.0,95.0,,,,0.426,,0.054,,,,1.84,0.95,,,,,97.8,91.6,,0.091,0.182,0.484,,,,0.205,0.397,0.403,0.237,0.288,0.148,,,,98.0,91.0,86.0,99.0,97.0,108.0,121.0,101.0,112.0,0.165,0.09,0.265,-1.88,0.64,-0.32,98.9,93.0,86.3,0.342,0.605,0.122,0.143,0.314,0.323
18,2024-07-02,745647,Groundout,field_out,True,695391,667755,Brett Harris,José Soriano,0,1b211e33-cf8e-4f33-b8e4-a3c40a028610,667755.0,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.71,4.1,87.1,95.0,101.0,99.0,0.772,7.42,3.5,7.32,0.82,2.51,0.227,0.385,0.15,0.308,0.421,,,,,,,95.0,95.0,97.0,114.0,88.0,95.0,,,,0.426,,0.054,,,,1.84,0.95,,,,,97.8,91.6,,0.091,0.182,0.484,,,,0.205,0.397,0.403,0.237,0.288,0.148,,,,98.0,91.0,86.0,99.0,97.0,108.0,121.0,101.0,112.0,0.165,0.09,0.265,-1.88,0.64,-0.32,98.9,93.0,86.3,0.342,0.605,0.122,0.143,0.314,0.323
19,2024-07-02,745647,Hit By Pitch,hit_by_pitch,False,680474,667755,Max Schuemann,José Soriano,0,a2379a9d-2911-42ad-bc7a-d6b333782ce2,667755.0,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.71,4.1,87.1,95.0,101.0,99.0,0.772,7.42,3.5,7.32,0.82,2.51,0.227,0.385,0.15,0.308,0.421,,,,,,,95.0,95.0,97.0,114.0,88.0,95.0,,,,0.426,,0.054,,,,1.84,0.95,,,,,97.8,91.6,,0.091,0.182,0.484,,,,0.205,0.397,0.403,0.237,0.288,0.148,,,,98.0,91.0,86.0,99.0,97.0,108.0,121.0,101.0,112.0,0.165,0.09,0.265,-1.88,0.64,-0.32,98.9,93.0,86.3,0.342,0.605,0.122,0.143,0.314,0.323
20,2024-07-02,745647,Groundout,field_out,True,668709,667755,JJ Bleday,José Soriano,0,3d4bee26-112b-4074-8984-02d110262819,667755.0,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.71,4.1,87.1,95.0,101.0,99.0,0.772,7.42,3.5,7.32,0.82,2.51,0.227,0.385,0.15,0.308,0.421,,,,,,,95.0,95.0,97.0,114.0,88.0,95.0,,,,0.426,,0.054,,,,1.84,0.95,,,,,97.8,91.6,,0.091,0.182,0.484,,,,0.205,0.397,0.403,0.237,0.288,0.148,,,,98.0,91.0,86.0,99.0,97.0,108.0,121.0,101.0,112.0,0.165,0.09,0.265,-1.88,0.64,-0.32,98.9,93.0,86.3,0.342,0.605,0.122,0.143,0.314,0.323
21,2024-07-02,745647,Groundout,field_out,True,621493,687765,Taylor Ward,Mitch Spence,0,62ca8767-5868-474a-8d72-3b4f5d54da6e,687765.0,mitchspence,Spence,Right,Mitch Spence,OAK,4.75,3.99,83.1,102.0,100.0,101.0,0.79,7.78,2.48,9.4,1.3,1.25,0.154,0.453,0.138,0.323,0.424,75.0,88.0,85.0,102.0,115.0,114.0,39.0,98.0,87.0,123.0,105.0,109.0,96.0,97.0,94.0,0.121,0.39,0.362,0.107,0.019,-0.32,-0.1,0.7,-2.9,-10.0,91.0,88.6,92.2,84.2,79.5,0.248,0.442,0.277,0.255,0.491,0.186,0.256,0.419,0.315,0.308,0.308,0.132,0.625,0.875,0.0,,,,,,,,,,,,,,,,,,,,,,,,
22,2024-07-02,745647,Groundout,field_out,True,641432,687765,Willie Calhoun,Mitch Spence,0,3382bc96-bcc2-401b-b94e-c39b4610a749,687765.0,mitchspence,Spence,Right,Mitch Spence,OAK,4.75,3.99,83.1,102.0,100.0,101.0,0.79,7.78,2.48,9.4,1.3,1.25,0.154,0.453,0.138,0.323,0.424,75.0,88.0,85.0,102.0,115.0,114.0,39.0,98.0,87.0,123.0,105.0,109.0,96.0,97.0,94.0,0.121,0.39,0.362,0.107,0.019,-0.32,-0.1,0.7,-2.9,-10.0,91.0,88.6,92.2,84.2,79.5,0.248,0.442,0.277,0.255,0.491,0.186,0.256,0.419,0.315,0.308,0.308,0.132,0.625,0.875,0.0,,,,,,,,,,,,,,,,,,,,,,,,
23,2024-07-02,745647,Single,single,False,681351,687765,Logan O'Hoppe,Mitch Spence,0,e2a06329-6ee9-4bfb-82f3-5d0de01e9cca,687765.0,mitchspence,Spence,Right,Mitch Spence,OAK,4.75,3.99,83.1,102.0,100.0,101.0,0.79,7.78,2.48,9.4,1.3,1.25,0.154,0.453,0.138,0.323,0.424,75.0,88.0,85.0,102.0,115.0,114.0,39.0,98.0,87.0,123.0,105.0,109.0,96.0,97.0,94.0,0.121,0.39,0.362,0.107,0.019,-0.32,-0.1,0.7,-2.9,-10.0,91.0,88.6,92.2,84.2,79.5,0.248,0.442,0.277,0.255,0.491,0.186,0.256,0.419,0.315,0.308,0.308,0.132,0.625,0.875,0.0,,,,,,,,,,,,,,,,,,,,,,,,
24,2024-07-02,745647,Flyout,field_out,True,687263,687765,Zach Neto,Mitch Spence,0,1f284419-30e1-4953-8378-5236ccaa7e79,687765.0,mitchspence,Spence,Right,Mitch Spence,OAK,4.75,3.99,83.1,102.0,100.0,101.0,0.79,7.78,2.48,9.4,1.3,1.25,0.154,0.453,0.138,0.323,0.424,75.0,88.0,85.0,102.0,115.0,114.0,39.0,98.0,87.0,123.0,105.0,109.0,96.0,97.0,94.0,0.121,0.39,0.362,0.107,0.019,-0.32,-0.1,0.7,-2.9,-10.0,91.0,88.6,92.2,84.2,79.5,0.248,0.442,0.277,0.255,0.491,0.186,0.256,0.419,0.315,0.308,0.308,0.132,0.625,0.875,0.0,,,,,,,,,,,,,,,,,,,,,,,,
25,2024-07-02,745647,Groundout,field_out,True,609280,667755,Miguel Andujar,José Soriano,0,94fbfca0-2b52-4f26-b00b-4eedb054666f,667755.0,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.71,4.1,87.1,95.0,101.0,99.0,0.772,7.42,3.5,7.32,0.82,2.51,0.227,0.385,0.15,0.308,0.421,,,,,,,95.0,95.0,97.0,114.0,88.0,95.0,,,,0.426,,0.054,,,,1.84,0.95,,,,,97.8,91.6,,0.091,0.182,0.484,,,,0.205,0.397,0.403,0.237,0.288,0.148,,,,98.0,91.0,86.0,99.0,97.0,108.0,121.0,101.0,112.0,0.165,0.09,0.265,-1.88,0.64,-0.32,98.9,93.0,86.3,0.342,0.605,0.122,0.143,0.314,0.323
26,2024-07-02,745647,Home Run,home_run,False,667670,667755,Brent Rooker,José Soriano,0,0072851d-aeaf-4eea-b432-90545054657d,667755.0,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.71,4.1,87.1,95.0,101.0,99.0,0.772,7.42,3.5,7.32,0.82,2.51,0.227,0.385,0.15,0.308,0.421,,,,,,,95.0,95.0,97.0,114.0,88.0,95.0,,,,0.426,,0.054,,,,1.84,0.95,,,,,97.8,91.6,,0.091,0.182,0.484,,,,0.205,0.397,0.403,0.237,0.288,0.148,,,,98.0,91.0,86.0,99.0,97.0,108.0,121.0,101.0,112.0,0.165,0.09,0.265,-1.88,0.64,-0.32,98.9,93.0,86.3,0.342,0.605,0.122,0.143,0.314,0.323
27,2024-07-02,745647,Single,single,False,669127,667755,Shea Langeliers,José Soriano,0,384e6ce4-2a27-4697-b62c-e1f9958e79c3,667755.0,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.71,4.1,87.1,95.0,101.0,99.0,0.772,7.42,3.5,7.32,0.82,2.51,0.227,0.385,0.15,0.308,0.421,,,,,,,95.0,95.0,97.0,114.0,88.0,95.0,,,,0.426,,0.054,,,,1.84,0.95,,,,,97.8,91.6,,0.091,0.182,0.484,,,,0.205,0.397,0.403,0.237,0.288,0.148,,,,98.0,91.0,86.0,99.0,97.0,108.0,121.0,101.0,112.0,0.165,0.09,0.265,-1.88,0.64,-0.32,98.9,93.0,86.3,0.342,0.605,0.122,0.143,0.314,0.323
28,2024-07-02,745647,Groundout,field_out,True,691016,667755,Tyler Soderstrom,José Soriano,1,f8674fce-f0b2-4ad1-8b34-82a853c3dafc,667755.0,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.71,4.1,87.1,95.0,101.0,99.0,0.772,7.42,3.5,7.32,0.82,2.51,0.227,0.385,0.15,0.308,0.421,,,,,,,95.0,95.0,97.0,114.0,88.0,95.0,,,,0.426,,0.054,,,,1.84,0.95,,,,,97.8,91.6,,0.091,0.182,0.484,,,,0.205,0.397,0.403,0.237,0.288,0.148,,,,98.0,91.0,86.0,99.0,97.0,108.0,121.0,101.0,112.0,0.165,0.09,0.265,-1.88,0.64,-0.32,98.9,93.0,86.3,0.342,0.605,0.122,0.143,0.314,0.323
29,2024-07-02,745647,Walk,walk,False,680869,667755,Zack Gelof,José Soriano,0,291174d2-11dc-45e7-b366-e3b6a4e4f1af,667755.0,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.71,4.1,87.1,95.0,101.0,99.0,0.772,7.42,3.5,7.32,0.82,2.51,0.227,0.385,0.15,0.308,0.421,,,,,,,95.0,95.0,97.0,114.0,88.0,95.0,,,,0.426,,0.054,,,,1.84,0.95,,,,,97.8,91.6,,0.091,0.182,0.484,,,,0.205,0.397,0.403,0.237,0.288,0.148,,,,98.0,91.0,86.0,99.0,97.0,108.0,121.0,101.0,112.0,0.165,0.09,0.265,-1.88,0.64,-0.32,98.9,93.0,86.3,0.342,0.605,0.122,0.143,0.314,0.323
30,2024-07-02,745647,Home Run,home_run,False,671732,667755,Lawrence Butler,José Soriano,1,2e246c4d-7f69-449a-9c57-6836af98c3ca,667755.0,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.71,4.1,87.1,95.0,101.0,99.0,0.772,7.42,3.5,7.32,0.82,2.51,0.227,0.385,0.15,0.308,0.421,,,,,,,95.0,95.0,97.0,114.0,88.0,95.0,,,,0.426,,0.054,,,,1.84,0.95,,,,,97.8,91.6,,0.091,0.182,0.484,,,,0.205,0.397,0.403,0.237,0.288,0.148,,,,98.0,91.0,86.0,99.0,97.0,108.0,121.0,101.0,112.0,0.165,0.09,0.265,-1.88,0.64,-0.32,98.9,93.0,86.3,0.342,0.605,0.122,0.143,0.314,0.323
31,2024-07-02,745647,Groundout,field_out,True,695391,667755,Brett Harris,José Soriano,0,82c3419d-f93f-4542-ae81-81c8c32e486b,667755.0,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.71,4.1,87.1,95.0,101.0,99.0,0.772,7.42,3.5,7.32,0.82,2.51,0.227,0.385,0.15,0.308,0.421,,,,,,,95.0,95.0,97.0,114.0,88.0,95.0,,,,0.426,,0.054,,,,1.84,0.95,,,,,97.8,91.6,,0.091,0.182,0.484,,,,0.205,0.397,0.403,0.237,0.288,0.148,,,,98.0,91.0,86.0,99.0,97.0,108.0,121.0,101.0,112.0,0.165,0.09,0.265,-1.88,0.64,-0.32,98.9,93.0,86.3,0.342,0.605,0.122,0.143,0.314,0.323
32,2024-07-02,745647,Single,single,False,592273,687765,Brandon Drury,Mitch Spence,0,b6c3b4c3-e6db-42b0-82b8-2a394937cb25,687765.0,mitchspence,Spence,Right,Mitch Spence,OAK,4.75,3.99,83.1,102.0,100.0,101.0,0.79,7.78,2.48,9.4,1.3,1.25,0.154,0.453,0.138,0.323,0.424,75.0,88.0,85.0,102.0,115.0,114.0,39.0,98.0,87.0,123.0,105.0,109.0,96.0,97.0,94.0,0.121,0.39,0.362,0.107,0.019,-0.32,-0.1,0.7,-2.9,-10.0,91.0,88.6,92.2,84.2,79.5,0.248,0.442,0.277,0.255,0.491,0.186,0.256,0.419,0.315,0.308,0.308,0.132,0.625,0.875,0.0,,,,,,,,,,,,,,,,,,,,,,,,
