,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,SI%,FA%,SL%,KC%,CH%,wFA/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vCH,vSI,vSL,vKC,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,CU%,wFC/C,wFS/C,wCU/C,vFC,vFS,vCU,FC_ba,FC_slg,FC_whiff,FS_ba,FS_slg,FS_whiff,ST_ba,ST_slg,ST_whiff
0,2024-08-21,746110,Strikeout,strikeout,True,670042,656427,Luke Raley,Jack Flaherty,0,c5c66d96-6ab2-4636-a203-fa7c45c48418,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,3.07,3.27,135.0,104.0,96.0,104.0,0.713,11.13,1.73,7.47,1.4,1.06,0.232,0.435,0.159,0.297,0.384,86.0,86.0,83.0,95.0,106.0,104.0,75.0,83.0,69.0,95.0,105.0,105.0,104.0,105.0,110.0,0.023,0.434,0.304,0.208,0.03,0.61,-5.92,0.23,2.39,-0.26,93.5,85.8,90.7,84.7,77.5,0.248,0.396,0.245,0.212,0.462,0.36,0.156,0.177,0.443,0.111,0.333,0.111,0.6,1.2,0.357,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-21,746110,Strikeout,strikeout,True,677594,656427,Julio Rodríguez,Jack Flaherty,0,132e1650-d824-41e1-9424-4040aec5e7f1,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,3.07,3.27,135.0,104.0,96.0,104.0,0.713,11.13,1.73,7.47,1.4,1.06,0.232,0.435,0.159,0.297,0.384,86.0,86.0,83.0,95.0,106.0,104.0,75.0,83.0,69.0,95.0,105.0,105.0,104.0,105.0,110.0,0.023,0.434,0.304,0.208,0.03,0.61,-5.92,0.23,2.39,-0.26,93.5,85.8,90.7,84.7,77.5,0.248,0.396,0.245,0.212,0.462,0.36,0.156,0.177,0.443,0.111,0.333,0.111,0.6,1.2,0.357,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-21,746110,Groundout,field_out,True,663728,656427,Cal Raleigh,Jack Flaherty,0,8647c9bc-a805-4c5f-8c20-ffa70e7646b8,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,3.07,3.27,135.0,104.0,96.0,104.0,0.713,11.13,1.73,7.47,1.4,1.06,0.232,0.435,0.159,0.297,0.384,86.0,86.0,83.0,95.0,106.0,104.0,75.0,83.0,69.0,95.0,105.0,105.0,104.0,105.0,110.0,0.023,0.434,0.304,0.208,0.03,0.61,-5.92,0.23,2.39,-0.26,93.5,85.8,90.7,84.7,77.5,0.248,0.396,0.245,0.212,0.462,0.36,0.156,0.177,0.443,0.111,0.333,0.111,0.6,1.2,0.357,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-21,746110,Strikeout,strikeout,True,660271,669302,Shohei Ohtani,Logan Gilbert,0,23dd6122-1570-446f-948d-009495f1540d,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,3.09,3.13,171.2,101.0,119.0,104.0,0.718,9.02,1.63,6.5,0.94,1.18,0.235,0.442,0.145,0.319,0.429,,,,100.0,101.0,96.0,79.0,101.0,86.0,147.0,102.0,116.0,,,,0.008,0.319,0.317,,,1.51,-0.91,1.74,,,96.4,,94.7,88.3,,0.207,0.383,0.206,0.214,0.354,0.348,0.185,0.277,0.331,,,,,,,116.0,100.0,106.0,118.0,103.0,102.0,106.0,95.0,100.0,0.119,0.131,0.105,0.86,0.97,0.87,92.2,84.2,83.1,0.237,0.412,0.27,0.105,0.184,0.479,,,
4,2024-08-21,746110,Flyout,field_out,True,605141,669302,Mookie Betts,Logan Gilbert,0,7cb0f730-d708-4b73-8a9a-231b29b2b20f,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,3.09,3.13,171.2,101.0,119.0,104.0,0.718,9.02,1.63,6.5,0.94,1.18,0.235,0.442,0.145,0.319,0.429,,,,100.0,101.0,96.0,79.0,101.0,86.0,147.0,102.0,116.0,,,,0.008,0.319,0.317,,,1.51,-0.91,1.74,,,96.4,,94.7,88.3,,0.207,0.383,0.206,0.214,0.354,0.348,0.185,0.277,0.331,,,,,,,116.0,100.0,106.0,118.0,103.0,102.0,106.0,95.0,100.0,0.119,0.131,0.105,0.86,0.97,0.87,92.2,84.2,83.1,0.237,0.412,0.27,0.105,0.184,0.479,,,
5,2024-08-21,746110,Strikeout,strikeout,True,518692,669302,Freddie Freeman,Logan Gilbert,0,676f1f3e-51b5-4b68-83d8-b9e1fbb55576,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,3.09,3.13,171.2,101.0,119.0,104.0,0.718,9.02,1.63,6.5,0.94,1.18,0.235,0.442,0.145,0.319,0.429,,,,100.0,101.0,96.0,79.0,101.0,86.0,147.0,102.0,116.0,,,,0.008,0.319,0.317,,,1.51,-0.91,1.74,,,96.4,,94.7,88.3,,0.207,0.383,0.206,0.214,0.354,0.348,0.185,0.277,0.331,,,,,,,116.0,100.0,106.0,118.0,103.0,102.0,106.0,95.0,100.0,0.119,0.131,0.105,0.86,0.97,0.87,92.2,84.2,83.1,0.237,0.412,0.27,0.105,0.184,0.479,,,
6,2024-08-21,746110,Hit By Pitch,hit_by_pitch,False,668227,656427,Randy Arozarena,Jack Flaherty,0,39382147-4481-4837-b6b7-1bc6ffb143c0,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,3.07,3.27,135.0,104.0,96.0,104.0,0.713,11.13,1.73,7.47,1.4,1.06,0.232,0.435,0.159,0.297,0.384,86.0,86.0,83.0,95.0,106.0,104.0,75.0,83.0,69.0,95.0,105.0,105.0,104.0,105.0,110.0,0.023,0.434,0.304,0.208,0.03,0.61,-5.92,0.23,2.39,-0.26,93.5,85.8,90.7,84.7,77.5,0.248,0.396,0.245,0.212,0.462,0.36,0.156,0.177,0.443,0.111,0.333,0.111,0.6,1.2,0.357,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-08-21,746110,Strikeout,strikeout,True,593871,656427,Jorge Polanco,Jack Flaherty,0,b54e2f46-760b-4ff0-88de-376178375622,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,3.07,3.27,135.0,104.0,96.0,104.0,0.713,11.13,1.73,7.47,1.4,1.06,0.232,0.435,0.159,0.297,0.384,86.0,86.0,83.0,95.0,106.0,104.0,75.0,83.0,69.0,95.0,105.0,105.0,104.0,105.0,110.0,0.023,0.434,0.304,0.208,0.03,0.61,-5.92,0.23,2.39,-0.26,93.5,85.8,90.7,84.7,77.5,0.248,0.396,0.245,0.212,0.462,0.36,0.156,0.177,0.443,0.111,0.333,0.111,0.6,1.2,0.357,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-08-21,746110,Single,single,False,457759,656427,Justin Turner,Jack Flaherty,1,abce2707-0661-4f01-90fc-4a931d76020f,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,3.07,3.27,135.0,104.0,96.0,104.0,0.713,11.13,1.73,7.47,1.4,1.06,0.232,0.435,0.159,0.297,0.384,86.0,86.0,83.0,95.0,106.0,104.0,75.0,83.0,69.0,95.0,105.0,105.0,104.0,105.0,110.0,0.023,0.434,0.304,0.208,0.03,0.61,-5.92,0.23,2.39,-0.26,93.5,85.8,90.7,84.7,77.5,0.248,0.396,0.245,0.212,0.462,0.36,0.156,0.177,0.443,0.111,0.333,0.111,0.6,1.2,0.357,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-08-21,746110,Sac Fly,sac_fly,True,686527,656427,Dominic Canzone,Jack Flaherty,1,746ef1ee-d5f5-4064-913a-8e15128fc0e7,656427.0,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,3.07,3.27,135.0,104.0,96.0,104.0,0.713,11.13,1.73,7.47,1.4,1.06,0.232,0.435,0.159,0.297,0.384,86.0,86.0,83.0,95.0,106.0,104.0,75.0,83.0,69.0,95.0,105.0,105.0,104.0,105.0,110.0,0.023,0.434,0.304,0.208,0.03,0.61,-5.92,0.23,2.39,-0.26,93.5,85.8,90.7,84.7,77.5,0.248,0.396,0.245,0.212,0.462,0.36,0.156,0.177,0.443,0.111,0.333,0.111,0.6,1.2,0.357,,,,,,,,,,,,,,,,,,,,,,,,,,,
