,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,wFA/C,wFC/C,wSL/C,wCU/C,vFA,vFC,vSL,vCU,FF_ba,FF_slg,FF_whiff,ST_ba,ST_slg,ST_whiff,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FS%,wFS/C,wSI/C,vFS,vSI,FS_ba,FS_slg,FS_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff
0,2024-07-29,746928,Lineout,field_out,True,645302,601713,Victor Robles,Nick Pivetta,0,889efe20-181b-45b5-9dd7-bd3df44a956a,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,4.61,3.86,111.1,105.0,135.0,108.0,0.775,10.91,2.18,8.0,1.94,0.61,0.215,0.416,0.126,0.389,0.455,119.0,104.0,104.0,126.0,106.0,110.0,156.0,102.0,109.0,107.0,99.0,84.0,0.482,0.067,0.299,0.152,0.84,-5.11,0.31,-0.68,94.0,88.3,82.8,80.2,0.24,0.407,0.212,0.2,0.408,0.362,0.195,0.512,0.212,0.387,0.903,0.215,0.217,0.478,0.327,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-07-29,746928,Strikeout,strikeout,True,668227,601713,Randy Arozarena,Nick Pivetta,0,a3999580-0711-4db1-9bec-b85fae4e8a7d,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,4.61,3.86,111.1,105.0,135.0,108.0,0.775,10.91,2.18,8.0,1.94,0.61,0.215,0.416,0.126,0.389,0.455,119.0,104.0,104.0,126.0,106.0,110.0,156.0,102.0,109.0,107.0,99.0,84.0,0.482,0.067,0.299,0.152,0.84,-5.11,0.31,-0.68,94.0,88.3,82.8,80.2,0.24,0.407,0.212,0.2,0.408,0.362,0.195,0.512,0.212,0.387,0.903,0.215,0.217,0.478,0.327,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-07-29,746928,Strikeout,strikeout,True,663728,601713,Cal Raleigh,Nick Pivetta,0,7019d399-c225-4b2a-9795-6ef263c019e5,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,4.61,3.86,111.1,105.0,135.0,108.0,0.775,10.91,2.18,8.0,1.94,0.61,0.215,0.416,0.126,0.389,0.455,119.0,104.0,104.0,126.0,106.0,110.0,156.0,102.0,109.0,107.0,99.0,84.0,0.482,0.067,0.299,0.152,0.84,-5.11,0.31,-0.68,94.0,88.3,82.8,80.2,0.24,0.407,0.212,0.2,0.408,0.362,0.195,0.512,0.212,0.387,0.903,0.215,0.217,0.478,0.327,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-07-29,746928,Strikeout,strikeout,True,680776,669302,Jarren Duran,Logan Gilbert,0,0119ef35-062c-43c8-b2ec-202f52a910bf,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,3.09,3.13,171.2,101.0,119.0,104.0,0.718,9.02,1.63,6.5,0.94,1.18,0.235,0.442,0.145,0.319,0.429,116.0,100.0,106.0,100.0,101.0,96.0,147.0,102.0,116.0,118.0,103.0,102.0,0.319,0.119,0.317,0.105,1.51,0.86,1.74,0.87,96.4,92.2,88.3,83.1,0.207,0.383,0.206,,,,0.185,0.277,0.331,0.237,0.412,0.27,0.214,0.354,0.348,79.0,101.0,86.0,106.0,95.0,100.0,0.008,0.131,0.97,-0.91,84.2,94.7,0.105,0.184,0.479,,,,,,,,,,,,
4,2024-07-29,746928,Strikeout,strikeout,True,677800,669302,Wilyer Abreu,Logan Gilbert,0,1647ed53-de82-49bc-85c2-e9705a45ba2d,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,3.09,3.13,171.2,101.0,119.0,104.0,0.718,9.02,1.63,6.5,0.94,1.18,0.235,0.442,0.145,0.319,0.429,116.0,100.0,106.0,100.0,101.0,96.0,147.0,102.0,116.0,118.0,103.0,102.0,0.319,0.119,0.317,0.105,1.51,0.86,1.74,0.87,96.4,92.2,88.3,83.1,0.207,0.383,0.206,,,,0.185,0.277,0.331,0.237,0.412,0.27,0.214,0.354,0.348,79.0,101.0,86.0,106.0,95.0,100.0,0.008,0.131,0.97,-0.91,84.2,94.7,0.105,0.184,0.479,,,,,,,,,,,,
5,2024-07-29,746928,Groundout,field_out,True,807799,669302,Masataka Yoshida,Logan Gilbert,0,529fffa8-34f5-4119-be6e-fc85a172c6f7,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,3.09,3.13,171.2,101.0,119.0,104.0,0.718,9.02,1.63,6.5,0.94,1.18,0.235,0.442,0.145,0.319,0.429,116.0,100.0,106.0,100.0,101.0,96.0,147.0,102.0,116.0,118.0,103.0,102.0,0.319,0.119,0.317,0.105,1.51,0.86,1.74,0.87,96.4,92.2,88.3,83.1,0.207,0.383,0.206,,,,0.185,0.277,0.331,0.237,0.412,0.27,0.214,0.354,0.348,79.0,101.0,86.0,106.0,95.0,100.0,0.008,0.131,0.97,-0.91,84.2,94.7,0.105,0.184,0.479,,,,,,,,,,,,
6,2024-07-29,746928,Flyout,field_out,True,593871,601713,Jorge Polanco,Nick Pivetta,0,66cdf2b3-5766-46d4-a168-0fe5fbfdbe6b,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,4.61,3.86,111.1,105.0,135.0,108.0,0.775,10.91,2.18,8.0,1.94,0.61,0.215,0.416,0.126,0.389,0.455,119.0,104.0,104.0,126.0,106.0,110.0,156.0,102.0,109.0,107.0,99.0,84.0,0.482,0.067,0.299,0.152,0.84,-5.11,0.31,-0.68,94.0,88.3,82.8,80.2,0.24,0.407,0.212,0.2,0.408,0.362,0.195,0.512,0.212,0.387,0.903,0.215,0.217,0.478,0.327,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-07-29,746928,Pop Out,field_out,True,670042,601713,Luke Raley,Nick Pivetta,0,7218ebfb-4875-4a28-a45d-a528f43756c5,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,4.61,3.86,111.1,105.0,135.0,108.0,0.775,10.91,2.18,8.0,1.94,0.61,0.215,0.416,0.126,0.389,0.455,119.0,104.0,104.0,126.0,106.0,110.0,156.0,102.0,109.0,107.0,99.0,84.0,0.482,0.067,0.299,0.152,0.84,-5.11,0.31,-0.68,94.0,88.3,82.8,80.2,0.24,0.407,0.212,0.2,0.408,0.362,0.195,0.512,0.212,0.387,0.903,0.215,0.217,0.478,0.327,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-07-29,746928,Strikeout,strikeout,True,664238,601713,Dylan Moore,Nick Pivetta,0,2ccdbdf6-b3ff-49f8-91fd-6d87d9a7508b,601713.0,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,4.61,3.86,111.1,105.0,135.0,108.0,0.775,10.91,2.18,8.0,1.94,0.61,0.215,0.416,0.126,0.389,0.455,119.0,104.0,104.0,126.0,106.0,110.0,156.0,102.0,109.0,107.0,99.0,84.0,0.482,0.067,0.299,0.152,0.84,-5.11,0.31,-0.68,94.0,88.3,82.8,80.2,0.24,0.407,0.212,0.2,0.408,0.362,0.195,0.512,0.212,0.387,0.903,0.215,0.217,0.478,0.327,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-07-29,746928,Groundout,field_out,True,646240,669302,Rafael Devers,Logan Gilbert,0,4122964f-d5c3-4aa3-b651-547504d68a69,669302.0,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,3.09,3.13,171.2,101.0,119.0,104.0,0.718,9.02,1.63,6.5,0.94,1.18,0.235,0.442,0.145,0.319,0.429,116.0,100.0,106.0,100.0,101.0,96.0,147.0,102.0,116.0,118.0,103.0,102.0,0.319,0.119,0.317,0.105,1.51,0.86,1.74,0.87,96.4,92.2,88.3,83.1,0.207,0.383,0.206,,,,0.185,0.277,0.331,0.237,0.412,0.27,0.214,0.354,0.348,79.0,101.0,86.0,106.0,95.0,100.0,0.008,0.131,0.97,-0.91,84.2,94.7,0.105,0.184,0.479,,,,,,,,,,,,
