,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,ST_ba,ST_slg,ST_whiff,SI_ba,SI_slg,SI_whiff,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff
0,2024-07-27,745553,Single,single,False,680757,663969,Steven Kwan,Tyler Phillips,0,e52f50cb-8ce5-497d-81a4-15a85e85738f,663969.0,tylerphillips,Phillips,Right,Tyler Phillips,PHI,5.5,5.51,36.0,99.0,94.0,98.0,0.792,6.75,1.75,9.25,1.75,1.23,0.114,0.518,0.175,0.36,0.417,72.0,109.0,103.0,109.0,111.0,115.0,72.0,92.0,91.0,80.0,100.0,90.0,121.0,95.0,102.0,0.308,0.186,0.295,0.144,0.066,3.65,-0.6,-2.15,1.11,-3.96,92.6,85.7,93.7,82.5,80.9,0.295,0.5,0.329,0.306,0.694,0.128,0.194,0.29,0.212,0.143,0.143,0.214,0.5,0.625,0.2,,,,,,,,,,,,,,,,,,,,,
1,2024-07-27,745553,Grounded Into DP,grounded_into_double_play,True,682657,663969,Angel Martínez,Tyler Phillips,1,afe6693f-4be5-4aed-b1d2-bb770f7d7bde,663969.0,tylerphillips,Phillips,Right,Tyler Phillips,PHI,5.5,5.51,36.0,99.0,94.0,98.0,0.792,6.75,1.75,9.25,1.75,1.23,0.114,0.518,0.175,0.36,0.417,72.0,109.0,103.0,109.0,111.0,115.0,72.0,92.0,91.0,80.0,100.0,90.0,121.0,95.0,102.0,0.308,0.186,0.295,0.144,0.066,3.65,-0.6,-2.15,1.11,-3.96,92.6,85.7,93.7,82.5,80.9,0.295,0.5,0.329,0.306,0.694,0.128,0.194,0.29,0.212,0.143,0.143,0.214,0.5,0.625,0.2,,,,,,,,,,,,,,,,,,,,,
2,2024-07-27,745553,Flyout,field_out,True,608070,663969,José Ramírez,Tyler Phillips,0,3829488e-43c8-40fe-b81e-6d21f899fb5a,663969.0,tylerphillips,Phillips,Right,Tyler Phillips,PHI,5.5,5.51,36.0,99.0,94.0,98.0,0.792,6.75,1.75,9.25,1.75,1.23,0.114,0.518,0.175,0.36,0.417,72.0,109.0,103.0,109.0,111.0,115.0,72.0,92.0,91.0,80.0,100.0,90.0,121.0,95.0,102.0,0.308,0.186,0.295,0.144,0.066,3.65,-0.6,-2.15,1.11,-3.96,92.6,85.7,93.7,82.5,80.9,0.295,0.5,0.329,0.306,0.694,0.128,0.194,0.29,0.212,0.143,0.143,0.214,0.5,0.625,0.2,,,,,,,,,,,,,,,,,,,,,
3,2024-07-27,745553,Pop Out,field_out,True,656941,471911,Kyle Schwarber,Carlos Carrasco,0,94d3456d-6067-4ee4-b3bf-fa7fcd6962fe,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,CLE,5.64,4.64,103.2,100.0,88.0,97.0,0.79,7.73,2.86,9.72,1.65,1.32,0.184,0.431,0.141,0.319,0.392,101.0,108.0,105.0,103.0,103.0,105.0,62.0,95.0,86.0,90.0,95.0,90.0,96.0,104.0,108.0,0.165,0.26,0.278,0.067,0.23,-0.83,-1.95,-0.94,1.52,-1.06,91.6,86.8,91.1,83.5,80.4,0.25,0.313,0.357,0.304,0.609,0.122,0.337,0.554,0.145,0.053,0.158,0.217,0.241,0.472,0.285,0.284,0.52,0.286,,,,,,,,,,,,,,,,,,
4,2024-07-27,745553,Strikeout,strikeout,True,607208,471911,Trea Turner,Carlos Carrasco,0,2a9e7ec4-71b4-4ea7-a77c-38142dc24419,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,CLE,5.64,4.64,103.2,100.0,88.0,97.0,0.79,7.73,2.86,9.72,1.65,1.32,0.184,0.431,0.141,0.319,0.392,101.0,108.0,105.0,103.0,103.0,105.0,62.0,95.0,86.0,90.0,95.0,90.0,96.0,104.0,108.0,0.165,0.26,0.278,0.067,0.23,-0.83,-1.95,-0.94,1.52,-1.06,91.6,86.8,91.1,83.5,80.4,0.25,0.313,0.357,0.304,0.609,0.122,0.337,0.554,0.145,0.053,0.158,0.217,0.241,0.472,0.285,0.284,0.52,0.286,,,,,,,,,,,,,,,,,,
5,2024-07-27,745553,Strikeout,strikeout,True,547180,471911,Bryce Harper,Carlos Carrasco,0,0ebfede6-cc7f-4e9b-956a-94ee6cf8bd26,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,CLE,5.64,4.64,103.2,100.0,88.0,97.0,0.79,7.73,2.86,9.72,1.65,1.32,0.184,0.431,0.141,0.319,0.392,101.0,108.0,105.0,103.0,103.0,105.0,62.0,95.0,86.0,90.0,95.0,90.0,96.0,104.0,108.0,0.165,0.26,0.278,0.067,0.23,-0.83,-1.95,-0.94,1.52,-1.06,91.6,86.8,91.1,83.5,80.4,0.25,0.313,0.357,0.304,0.609,0.122,0.337,0.554,0.145,0.053,0.158,0.217,0.241,0.472,0.285,0.284,0.52,0.286,,,,,,,,,,,,,,,,,,
6,2024-07-27,745553,Single,single,False,681807,663969,David Fry,Tyler Phillips,0,3c326902-14e1-4711-8b4c-0796ba730567,663969.0,tylerphillips,Phillips,Right,Tyler Phillips,PHI,5.5,5.51,36.0,99.0,94.0,98.0,0.792,6.75,1.75,9.25,1.75,1.23,0.114,0.518,0.175,0.36,0.417,72.0,109.0,103.0,109.0,111.0,115.0,72.0,92.0,91.0,80.0,100.0,90.0,121.0,95.0,102.0,0.308,0.186,0.295,0.144,0.066,3.65,-0.6,-2.15,1.11,-3.96,92.6,85.7,93.7,82.5,80.9,0.295,0.5,0.329,0.306,0.694,0.128,0.194,0.29,0.212,0.143,0.143,0.214,0.5,0.625,0.2,,,,,,,,,,,,,,,,,,,,,
7,2024-07-27,745553,Double Play,double_play,True,682177,663969,Daniel Schneemann,Tyler Phillips,1,32b99291-90ec-4b17-86a5-ff351ead7157,663969.0,tylerphillips,Phillips,Right,Tyler Phillips,PHI,5.5,5.51,36.0,99.0,94.0,98.0,0.792,6.75,1.75,9.25,1.75,1.23,0.114,0.518,0.175,0.36,0.417,72.0,109.0,103.0,109.0,111.0,115.0,72.0,92.0,91.0,80.0,100.0,90.0,121.0,95.0,102.0,0.308,0.186,0.295,0.144,0.066,3.65,-0.6,-2.15,1.11,-3.96,92.6,85.7,93.7,82.5,80.9,0.295,0.5,0.329,0.306,0.694,0.128,0.194,0.29,0.212,0.143,0.143,0.214,0.5,0.625,0.2,,,,,,,,,,,,,,,,,,,,,
8,2024-07-27,745553,Single,single,False,665926,663969,Andrés Giménez,Tyler Phillips,0,adf59839-a18c-4aa8-b9bd-11eb50db34e5,663969.0,tylerphillips,Phillips,Right,Tyler Phillips,PHI,5.5,5.51,36.0,99.0,94.0,98.0,0.792,6.75,1.75,9.25,1.75,1.23,0.114,0.518,0.175,0.36,0.417,72.0,109.0,103.0,109.0,111.0,115.0,72.0,92.0,91.0,80.0,100.0,90.0,121.0,95.0,102.0,0.308,0.186,0.295,0.144,0.066,3.65,-0.6,-2.15,1.11,-3.96,92.6,85.7,93.7,82.5,80.9,0.295,0.5,0.329,0.306,0.694,0.128,0.194,0.29,0.212,0.143,0.143,0.214,0.5,0.625,0.2,,,,,,,,,,,,,,,,,,,,,
9,2024-07-27,745553,Groundout,field_out,True,678877,663969,Jhonkensy Noel,Tyler Phillips,0,54dae760-a123-411a-a842-182d577bdf35,663969.0,tylerphillips,Phillips,Right,Tyler Phillips,PHI,5.5,5.51,36.0,99.0,94.0,98.0,0.792,6.75,1.75,9.25,1.75,1.23,0.114,0.518,0.175,0.36,0.417,72.0,109.0,103.0,109.0,111.0,115.0,72.0,92.0,91.0,80.0,100.0,90.0,121.0,95.0,102.0,0.308,0.186,0.295,0.144,0.066,3.65,-0.6,-2.15,1.11,-3.96,92.6,85.7,93.7,82.5,80.9,0.295,0.5,0.329,0.306,0.694,0.128,0.194,0.29,0.212,0.143,0.143,0.214,0.5,0.625,0.2,,,,,,,,,,,,,,,,,,,,,
