,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,wFA/C,wSI/C,wSL/C,wCU/C,vFA,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,KC%,CH%,wFC/C,wKC/C,wCH/C,vFC,vCH,vKC,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff
0,2024-08-05,746116,Strikeout,strikeout,True,656941,607192,Kyle Schwarber,Tyler Glasnow,0,bee83d22-cffd-4762-a523-a31ad4750f52,607192.0,tylerglasnow,Glasnow,Right,Tyler Glasnow,LAD,3.49,2.62,134.0,101.0,118.0,106.0,0.715,11.28,2.35,6.18,1.01,1.39,0.215,0.379,0.167,0.29,0.469,139.0,98.0,110.0,118.0,101.0,103.0,101.0,106.0,108.0,108.0,104.0,109.0,0.087,0.45,0.277,0.186,0.9,0.78,1.19,1.95,96.3,96.6,90.0,83.7,0.215,0.421,0.213,0.2,0.333,0.404,0.098,0.174,0.475,0.233,0.395,0.171,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-05,746116,Strikeout,strikeout,True,607208,607192,Trea Turner,Tyler Glasnow,0,880c0afd-bcaa-414d-b36d-6e7a62a78f41,607192.0,tylerglasnow,Glasnow,Right,Tyler Glasnow,LAD,3.49,2.62,134.0,101.0,118.0,106.0,0.715,11.28,2.35,6.18,1.01,1.39,0.215,0.379,0.167,0.29,0.469,139.0,98.0,110.0,118.0,101.0,103.0,101.0,106.0,108.0,108.0,104.0,109.0,0.087,0.45,0.277,0.186,0.9,0.78,1.19,1.95,96.3,96.6,90.0,83.7,0.215,0.421,0.213,0.2,0.333,0.404,0.098,0.174,0.475,0.233,0.395,0.171,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-05,746116,Strikeout,strikeout,True,547180,607192,Bryce Harper,Tyler Glasnow,0,24037b5b-e394-4bfd-a427-a8dbfa645bfb,607192.0,tylerglasnow,Glasnow,Right,Tyler Glasnow,LAD,3.49,2.62,134.0,101.0,118.0,106.0,0.715,11.28,2.35,6.18,1.01,1.39,0.215,0.379,0.167,0.29,0.469,139.0,98.0,110.0,118.0,101.0,103.0,101.0,106.0,108.0,108.0,104.0,109.0,0.087,0.45,0.277,0.186,0.9,0.78,1.19,1.95,96.3,96.6,90.0,83.7,0.215,0.421,0.213,0.2,0.333,0.404,0.098,0.174,0.475,0.233,0.395,0.171,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-05,746116,Pop Out,field_out,True,660271,605400,Shohei Ohtani,Aaron Nola,0,776b936c-e79f-417f-9052-0f2b5f79b4c3,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.3,3.86,166.1,105.0,104.0,104.0,0.789,8.28,2.27,8.17,1.24,1.29,0.203,0.474,0.161,0.303,0.407,,,,90.0,103.0,99.0,100.0,109.0,106.0,,,,0.208,0.267,,,0.99,-0.37,,,92.4,91.5,,,0.155,0.303,0.212,,,,0.204,0.333,0.338,0.312,0.482,0.136,79.0,102.0,90.0,134.0,107.0,114.0,69.0,99.0,92.0,0.094,0.328,0.103,-2.84,1.49,-1.74,87.4,85.6,79.1,0.293,0.448,0.143,0.404,0.83,0.162
4,2024-08-05,746116,Groundout,field_out,True,606192,605400,Teoscar Hernández,Aaron Nola,0,21f952f4-b9e6-43d6-9728-6c5e1c481b31,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.3,3.86,166.1,105.0,104.0,104.0,0.789,8.28,2.27,8.17,1.24,1.29,0.203,0.474,0.161,0.303,0.407,,,,90.0,103.0,99.0,100.0,109.0,106.0,,,,0.208,0.267,,,0.99,-0.37,,,92.4,91.5,,,0.155,0.303,0.212,,,,0.204,0.333,0.338,0.312,0.482,0.136,79.0,102.0,90.0,134.0,107.0,114.0,69.0,99.0,92.0,0.094,0.328,0.103,-2.84,1.49,-1.74,87.4,85.6,79.1,0.293,0.448,0.143,0.404,0.83,0.162
5,2024-08-05,746116,Strikeout,strikeout,True,518692,605400,Freddie Freeman,Aaron Nola,0,e73b141c-461b-41d3-8d91-27a578f443e5,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.3,3.86,166.1,105.0,104.0,104.0,0.789,8.28,2.27,8.17,1.24,1.29,0.203,0.474,0.161,0.303,0.407,,,,90.0,103.0,99.0,100.0,109.0,106.0,,,,0.208,0.267,,,0.99,-0.37,,,92.4,91.5,,,0.155,0.303,0.212,,,,0.204,0.333,0.338,0.312,0.482,0.136,79.0,102.0,90.0,134.0,107.0,114.0,69.0,99.0,92.0,0.094,0.328,0.103,-2.84,1.49,-1.74,87.4,85.6,79.1,0.293,0.448,0.143,0.404,0.83,0.162
6,2024-08-05,746116,Groundout,field_out,True,664761,607192,Alec Bohm,Tyler Glasnow,0,c0bcf011-3f95-429c-a93a-53fe13faa5ff,607192.0,tylerglasnow,Glasnow,Right,Tyler Glasnow,LAD,3.49,2.62,134.0,101.0,118.0,106.0,0.715,11.28,2.35,6.18,1.01,1.39,0.215,0.379,0.167,0.29,0.469,139.0,98.0,110.0,118.0,101.0,103.0,101.0,106.0,108.0,108.0,104.0,109.0,0.087,0.45,0.277,0.186,0.9,0.78,1.19,1.95,96.3,96.6,90.0,83.7,0.215,0.421,0.213,0.2,0.333,0.404,0.098,0.174,0.475,0.233,0.395,0.171,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-08-05,746116,Strikeout,strikeout,True,669016,607192,Brandon Marsh,Tyler Glasnow,0,ad53bec9-0840-4b01-b295-7f93e725046f,607192.0,tylerglasnow,Glasnow,Right,Tyler Glasnow,LAD,3.49,2.62,134.0,101.0,118.0,106.0,0.715,11.28,2.35,6.18,1.01,1.39,0.215,0.379,0.167,0.29,0.469,139.0,98.0,110.0,118.0,101.0,103.0,101.0,106.0,108.0,108.0,104.0,109.0,0.087,0.45,0.277,0.186,0.9,0.78,1.19,1.95,96.3,96.6,90.0,83.7,0.215,0.421,0.213,0.2,0.333,0.404,0.098,0.174,0.475,0.233,0.395,0.171,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-08-05,746116,Triple,triple,False,592206,607192,Nick Castellanos,Tyler Glasnow,0,d38516a4-a389-400a-a763-37332ff8b0b7,607192.0,tylerglasnow,Glasnow,Right,Tyler Glasnow,LAD,3.49,2.62,134.0,101.0,118.0,106.0,0.715,11.28,2.35,6.18,1.01,1.39,0.215,0.379,0.167,0.29,0.469,139.0,98.0,110.0,118.0,101.0,103.0,101.0,106.0,108.0,108.0,104.0,109.0,0.087,0.45,0.277,0.186,0.9,0.78,1.19,1.95,96.3,96.6,90.0,83.7,0.215,0.421,0.213,0.2,0.333,0.404,0.098,0.174,0.475,0.233,0.395,0.171,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-08-05,746116,Single,single,False,681082,607192,Bryson Stott,Tyler Glasnow,1,6295d3c1-04e1-4f0d-94a1-a4baca2038f3,607192.0,tylerglasnow,Glasnow,Right,Tyler Glasnow,LAD,3.49,2.62,134.0,101.0,118.0,106.0,0.715,11.28,2.35,6.18,1.01,1.39,0.215,0.379,0.167,0.29,0.469,139.0,98.0,110.0,118.0,101.0,103.0,101.0,106.0,108.0,108.0,104.0,109.0,0.087,0.45,0.277,0.186,0.9,0.78,1.19,1.95,96.3,96.6,90.0,83.7,0.215,0.421,0.213,0.2,0.333,0.404,0.098,0.174,0.475,0.233,0.395,0.171,,,,,,,,,,,,,,,,,,,,,,,,
10,2024-08-05,746116,Single,single,False,669720,607192,Austin Hays,Tyler Glasnow,1,8ee04d78-dc59-4e92-9b22-e34adc639201,607192.0,tylerglasnow,Glasnow,Right,Tyler Glasnow,LAD,3.49,2.62,134.0,101.0,118.0,106.0,0.715,11.28,2.35,6.18,1.01,1.39,0.215,0.379,0.167,0.29,0.469,139.0,98.0,110.0,118.0,101.0,103.0,101.0,106.0,108.0,108.0,104.0,109.0,0.087,0.45,0.277,0.186,0.9,0.78,1.19,1.95,96.3,96.6,90.0,83.7,0.215,0.421,0.213,0.2,0.333,0.404,0.098,0.174,0.475,0.233,0.395,0.171,,,,,,,,,,,,,,,,,,,,,,,,
11,2024-08-05,746116,Strikeout,strikeout,True,596117,607192,Garrett Stubbs,Tyler Glasnow,1,fa840371-7d4f-411f-a55e-d88476da6b10,607192.0,tylerglasnow,Glasnow,Right,Tyler Glasnow,LAD,3.49,2.62,134.0,101.0,118.0,106.0,0.715,11.28,2.35,6.18,1.01,1.39,0.215,0.379,0.167,0.29,0.469,139.0,98.0,110.0,118.0,101.0,103.0,101.0,106.0,108.0,108.0,104.0,109.0,0.087,0.45,0.277,0.186,0.9,0.78,1.19,1.95,96.3,96.6,90.0,83.7,0.215,0.421,0.213,0.2,0.333,0.404,0.098,0.174,0.475,0.233,0.395,0.171,,,,,,,,,,,,,,,,,,,,,,,,
12,2024-08-05,746116,Strikeout,strikeout,True,669257,605400,Will Smith,Aaron Nola,0,06a492fa-b3b7-4d1e-be3a-8dc5fdd444fa,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.3,3.86,166.1,105.0,104.0,104.0,0.789,8.28,2.27,8.17,1.24,1.29,0.203,0.474,0.161,0.303,0.407,,,,90.0,103.0,99.0,100.0,109.0,106.0,,,,0.208,0.267,,,0.99,-0.37,,,92.4,91.5,,,0.155,0.303,0.212,,,,0.204,0.333,0.338,0.312,0.482,0.136,79.0,102.0,90.0,134.0,107.0,114.0,69.0,99.0,92.0,0.094,0.328,0.103,-2.84,1.49,-1.74,87.4,85.6,79.1,0.293,0.448,0.143,0.404,0.83,0.162
13,2024-08-05,746116,Single,single,False,666158,605400,Gavin Lux,Aaron Nola,0,dd769004-b32b-489f-bd38-87ab20600c97,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.3,3.86,166.1,105.0,104.0,104.0,0.789,8.28,2.27,8.17,1.24,1.29,0.203,0.474,0.161,0.303,0.407,,,,90.0,103.0,99.0,100.0,109.0,106.0,,,,0.208,0.267,,,0.99,-0.37,,,92.4,91.5,,,0.155,0.303,0.212,,,,0.204,0.333,0.338,0.312,0.482,0.136,79.0,102.0,90.0,134.0,107.0,114.0,69.0,99.0,92.0,0.094,0.328,0.103,-2.84,1.49,-1.74,87.4,85.6,79.1,0.293,0.448,0.143,0.404,0.83,0.162
14,2024-08-05,746116,Grounded Into DP,grounded_into_double_play,True,571771,605400,Enrique Hernández,Aaron Nola,1,d2cefb90-6478-4dff-af7e-d31b508bef3a,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.3,3.86,166.1,105.0,104.0,104.0,0.789,8.28,2.27,8.17,1.24,1.29,0.203,0.474,0.161,0.303,0.407,,,,90.0,103.0,99.0,100.0,109.0,106.0,,,,0.208,0.267,,,0.99,-0.37,,,92.4,91.5,,,0.155,0.303,0.212,,,,0.204,0.333,0.338,0.312,0.482,0.136,79.0,102.0,90.0,134.0,107.0,114.0,69.0,99.0,92.0,0.094,0.328,0.103,-2.84,1.49,-1.74,87.4,85.6,79.1,0.293,0.448,0.143,0.404,0.83,0.162
15,2024-08-05,746116,Strikeout,strikeout,True,656941,607192,Kyle Schwarber,Tyler Glasnow,0,4a76a277-d395-4dc5-b2c6-5e81ed10b030,607192.0,tylerglasnow,Glasnow,Right,Tyler Glasnow,LAD,3.49,2.62,134.0,101.0,118.0,106.0,0.715,11.28,2.35,6.18,1.01,1.39,0.215,0.379,0.167,0.29,0.469,139.0,98.0,110.0,118.0,101.0,103.0,101.0,106.0,108.0,108.0,104.0,109.0,0.087,0.45,0.277,0.186,0.9,0.78,1.19,1.95,96.3,96.6,90.0,83.7,0.215,0.421,0.213,0.2,0.333,0.404,0.098,0.174,0.475,0.233,0.395,0.171,,,,,,,,,,,,,,,,,,,,,,,,
16,2024-08-05,746116,Lineout,field_out,True,607208,607192,Trea Turner,Tyler Glasnow,0,aa97b1ff-5803-42c3-afb7-9c6d1174b6c7,607192.0,tylerglasnow,Glasnow,Right,Tyler Glasnow,LAD,3.49,2.62,134.0,101.0,118.0,106.0,0.715,11.28,2.35,6.18,1.01,1.39,0.215,0.379,0.167,0.29,0.469,139.0,98.0,110.0,118.0,101.0,103.0,101.0,106.0,108.0,108.0,104.0,109.0,0.087,0.45,0.277,0.186,0.9,0.78,1.19,1.95,96.3,96.6,90.0,83.7,0.215,0.421,0.213,0.2,0.333,0.404,0.098,0.174,0.475,0.233,0.395,0.171,,,,,,,,,,,,,,,,,,,,,,,,
17,2024-08-05,746116,Strikeout,strikeout,True,547180,607192,Bryce Harper,Tyler Glasnow,0,2f695269-b4ff-4833-a30c-444e301c005e,607192.0,tylerglasnow,Glasnow,Right,Tyler Glasnow,LAD,3.49,2.62,134.0,101.0,118.0,106.0,0.715,11.28,2.35,6.18,1.01,1.39,0.215,0.379,0.167,0.29,0.469,139.0,98.0,110.0,118.0,101.0,103.0,101.0,106.0,108.0,108.0,104.0,109.0,0.087,0.45,0.277,0.186,0.9,0.78,1.19,1.95,96.3,96.6,90.0,83.7,0.215,0.421,0.213,0.2,0.333,0.404,0.098,0.174,0.475,0.233,0.395,0.171,,,,,,,,,,,,,,,,,,,,,,,,
18,2024-08-05,746116,Double,double,False,518792,605400,Jason Heyward,Aaron Nola,0,78c68599-fcad-4073-883e-10c4d1a94ae5,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.3,3.86,166.1,105.0,104.0,104.0,0.789,8.28,2.27,8.17,1.24,1.29,0.203,0.474,0.161,0.303,0.407,,,,90.0,103.0,99.0,100.0,109.0,106.0,,,,0.208,0.267,,,0.99,-0.37,,,92.4,91.5,,,0.155,0.303,0.212,,,,0.204,0.333,0.338,0.312,0.482,0.136,79.0,102.0,90.0,134.0,107.0,114.0,69.0,99.0,92.0,0.094,0.328,0.103,-2.84,1.49,-1.74,87.4,85.6,79.1,0.293,0.448,0.143,0.404,0.83,0.162
19,2024-08-05,746116,Double,double,False,681624,605400,Andy Pages,Aaron Nola,1,528b65be-bcc9-4b41-b98f-bde7a8eb9c5c,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.3,3.86,166.1,105.0,104.0,104.0,0.789,8.28,2.27,8.17,1.24,1.29,0.203,0.474,0.161,0.303,0.407,,,,90.0,103.0,99.0,100.0,109.0,106.0,,,,0.208,0.267,,,0.99,-0.37,,,92.4,91.5,,,0.155,0.303,0.212,,,,0.204,0.333,0.338,0.312,0.482,0.136,79.0,102.0,90.0,134.0,107.0,114.0,69.0,99.0,92.0,0.094,0.328,0.103,-2.84,1.49,-1.74,87.4,85.6,79.1,0.293,0.448,0.143,0.404,0.83,0.162
