,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wSI/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vCU,SI_ba,SI_slg,SI_whiff,SV_ba,SV_slg,SV_whiff,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-06-27,744919,Single,single,False,683011,621244,Anthony Volpe,José Berríos,0,31431c57-bc74-4179-917d-9e9d9d87f3ae,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,4.01,4.96,119.0,102.0,91.0,99.0,0.828,6.58,2.5,8.17,1.59,1.12,0.261,0.416,0.16,0.34,0.411,89.0,103.0,101.0,107.0,101.0,105.0,82.0,100.0,92.0,85.0,102.0,95.0,80.0,100.0,94.0,0.329,0.175,0.031,0.301,0.163,-1.98,-2.81,0.53,0.16,1.45,94.0,91.7,84.5,93.5,83.0,0.288,0.378,0.124,0.202,0.403,0.286,0.153,0.376,0.241,0.333,0.648,0.183,0.375,0.438,0.03,,,,,,,,,,,,,,,,,,,,,
1,2024-06-27,744919,Pop Out,field_out,True,665742,621244,Juan Soto,José Berríos,0,2b0c6837-9472-4542-909e-8798cb1d5821,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,4.01,4.96,119.0,102.0,91.0,99.0,0.828,6.58,2.5,8.17,1.59,1.12,0.261,0.416,0.16,0.34,0.411,89.0,103.0,101.0,107.0,101.0,105.0,82.0,100.0,92.0,85.0,102.0,95.0,80.0,100.0,94.0,0.329,0.175,0.031,0.301,0.163,-1.98,-2.81,0.53,0.16,1.45,94.0,91.7,84.5,93.5,83.0,0.288,0.378,0.124,0.202,0.403,0.286,0.153,0.376,0.241,0.333,0.648,0.183,0.375,0.438,0.03,,,,,,,,,,,,,,,,,,,,,
2,2024-06-27,744919,Flyout,field_out,True,592450,621244,Aaron Judge,José Berríos,0,17706e2c-9f0d-40b9-92ea-63932eb71152,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,4.01,4.96,119.0,102.0,91.0,99.0,0.828,6.58,2.5,8.17,1.59,1.12,0.261,0.416,0.16,0.34,0.411,89.0,103.0,101.0,107.0,101.0,105.0,82.0,100.0,92.0,85.0,102.0,95.0,80.0,100.0,94.0,0.329,0.175,0.031,0.301,0.163,-1.98,-2.81,0.53,0.16,1.45,94.0,91.7,84.5,93.5,83.0,0.288,0.378,0.124,0.202,0.403,0.286,0.153,0.376,0.241,0.333,0.648,0.183,0.375,0.438,0.03,,,,,,,,,,,,,,,,,,,,,
3,2024-06-27,744919,Walk,walk,False,657077,621244,Alex Verdugo,José Berríos,1,d92f4208-373f-41f2-859c-a75f747a6f92,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,4.01,4.96,119.0,102.0,91.0,99.0,0.828,6.58,2.5,8.17,1.59,1.12,0.261,0.416,0.16,0.34,0.411,89.0,103.0,101.0,107.0,101.0,105.0,82.0,100.0,92.0,85.0,102.0,95.0,80.0,100.0,94.0,0.329,0.175,0.031,0.301,0.163,-1.98,-2.81,0.53,0.16,1.45,94.0,91.7,84.5,93.5,83.0,0.288,0.378,0.124,0.202,0.403,0.286,0.153,0.376,0.241,0.333,0.648,0.183,0.375,0.438,0.03,,,,,,,,,,,,,,,,,,,,,
4,2024-06-27,744919,Pop Out,field_out,True,700250,621244,Ben Rice,José Berríos,0,4a6b7416-2431-46de-bcd5-5da1c42bb8ec,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,4.01,4.96,119.0,102.0,91.0,99.0,0.828,6.58,2.5,8.17,1.59,1.12,0.261,0.416,0.16,0.34,0.411,89.0,103.0,101.0,107.0,101.0,105.0,82.0,100.0,92.0,85.0,102.0,95.0,80.0,100.0,94.0,0.329,0.175,0.031,0.301,0.163,-1.98,-2.81,0.53,0.16,1.45,94.0,91.7,84.5,93.5,83.0,0.288,0.378,0.124,0.202,0.403,0.286,0.153,0.376,0.241,0.333,0.648,0.183,0.375,0.438,0.03,,,,,,,,,,,,,,,,,,,,,
5,2024-06-27,744919,Single,single,False,666182,607074,Bo Bichette,Carlos Rodón,0,1b5bab83-4ac0-4823-a7f2-b06677f8034a,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.63,4.48,107.0,97.0,123.0,103.0,0.726,9.42,2.78,8.75,1.68,0.68,0.266,0.416,0.144,0.308,0.399,127.0,89.0,100.0,103.0,80.0,88.0,116.0,99.0,103.0,,,,100.0,83.0,83.0,,0.496,0.056,0.07,0.114,0.17,-3.1,,-1.37,1.54,95.5,91.8,85.3,,81.0,,,,,,,0.171,0.195,0.49,0.261,0.531,0.202,0.353,0.647,0.255,143.0,103.0,112.0,0.265,-1.56,86.8,0.237,0.43,0.388,0.333,0.4,0.35,,,,,,,,,
6,2024-06-27,744919,Hit By Pitch,hit_by_pitch,False,643396,607074,Isiah Kiner-Falefa,Carlos Rodón,1,ff5ad0c2-7724-4037-a3a2-b09815947331,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.63,4.48,107.0,97.0,123.0,103.0,0.726,9.42,2.78,8.75,1.68,0.68,0.266,0.416,0.144,0.308,0.399,127.0,89.0,100.0,103.0,80.0,88.0,116.0,99.0,103.0,,,,100.0,83.0,83.0,,0.496,0.056,0.07,0.114,0.17,-3.1,,-1.37,1.54,95.5,91.8,85.3,,81.0,,,,,,,0.171,0.195,0.49,0.261,0.531,0.202,0.353,0.647,0.255,143.0,103.0,112.0,0.265,-1.56,86.8,0.237,0.43,0.388,0.333,0.4,0.35,,,,,,,,,
7,2024-06-27,744919,Double,double,False,665489,607074,Vladimir Guerrero Jr.,Carlos Rodón,1,6987cd8a-5703-447e-bc4e-92afe01b6dc9,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.63,4.48,107.0,97.0,123.0,103.0,0.726,9.42,2.78,8.75,1.68,0.68,0.266,0.416,0.144,0.308,0.399,127.0,89.0,100.0,103.0,80.0,88.0,116.0,99.0,103.0,,,,100.0,83.0,83.0,,0.496,0.056,0.07,0.114,0.17,-3.1,,-1.37,1.54,95.5,91.8,85.3,,81.0,,,,,,,0.171,0.195,0.49,0.261,0.531,0.202,0.353,0.647,0.255,143.0,103.0,112.0,0.265,-1.56,86.8,0.237,0.43,0.388,0.333,0.4,0.35,,,,,,,,,
8,2024-06-27,744919,Single,single,False,457759,607074,Justin Turner,Carlos Rodón,1,69d9c6e6-b3bf-4c40-86e2-abb177a74cec,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.63,4.48,107.0,97.0,123.0,103.0,0.726,9.42,2.78,8.75,1.68,0.68,0.266,0.416,0.144,0.308,0.399,127.0,89.0,100.0,103.0,80.0,88.0,116.0,99.0,103.0,,,,100.0,83.0,83.0,,0.496,0.056,0.07,0.114,0.17,-3.1,,-1.37,1.54,95.5,91.8,85.3,,81.0,,,,,,,0.171,0.195,0.49,0.261,0.531,0.202,0.353,0.647,0.255,143.0,103.0,112.0,0.265,-1.56,86.8,0.237,0.43,0.388,0.333,0.4,0.35,,,,,,,,,
9,2024-06-27,744919,Home Run,home_run,False,543807,607074,George Springer,Carlos Rodón,1,cf83fb1e-a98a-41ae-b011-5b50de09ddac,607074.0,carlosrodon,Rodón,Left,Carlos Rodón,NYY,4.63,4.48,107.0,97.0,123.0,103.0,0.726,9.42,2.78,8.75,1.68,0.68,0.266,0.416,0.144,0.308,0.399,127.0,89.0,100.0,103.0,80.0,88.0,116.0,99.0,103.0,,,,100.0,83.0,83.0,,0.496,0.056,0.07,0.114,0.17,-3.1,,-1.37,1.54,95.5,91.8,85.3,,81.0,,,,,,,0.171,0.195,0.49,0.261,0.531,0.202,0.353,0.647,0.255,143.0,103.0,112.0,0.265,-1.56,86.8,0.237,0.43,0.388,0.333,0.4,0.35,,,,,,,,,
