,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,wFA/C,wSL/C,wCU/C,vFA,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,ST_ba,ST_slg,ST_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FC%,FS%,wFC/C,wFS/C,wSI/C,vFC,vFS,vSI,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff
0,2024-08-24,745617,Flyout,field_out,True,668930,671212,Brice Turang,Joe Boyle,0,5a5b29c2-a6c0-4431-ba66-09ce1e314a13,671212.0,joeboyle,Boyle,Right,Joe Boyle,OAK,7.12,4.47,43.0,90.0,120.0,94.0,0.746,10.26,7.53,8.16,0.84,0.87,0.256,0.282,0.154,0.265,0.404,110.0,75.0,87.0,104.0,86.0,86.0,139.0,106.0,120.0,0.574,0.385,0.041,-0.97,0.17,0.56,97.5,87.6,80.4,0.279,0.419,0.222,0.169,0.231,0.355,0.4,0.8,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-24,745617,Flyout,field_out,True,694192,671212,Jackson Chourio,Joe Boyle,0,1718b64a-790c-485e-9c43-66e3d10039a6,671212.0,joeboyle,Boyle,Right,Joe Boyle,OAK,7.12,4.47,43.0,90.0,120.0,94.0,0.746,10.26,7.53,8.16,0.84,0.87,0.256,0.282,0.154,0.265,0.404,110.0,75.0,87.0,104.0,86.0,86.0,139.0,106.0,120.0,0.574,0.385,0.041,-0.97,0.17,0.56,97.5,87.6,80.4,0.279,0.419,0.222,0.169,0.231,0.355,0.4,0.8,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-24,745617,Strikeout,strikeout,True,661388,671212,William Contreras,Joe Boyle,0,f123676a-52fe-47d8-96ac-502505e40eb3,671212.0,joeboyle,Boyle,Right,Joe Boyle,OAK,7.12,4.47,43.0,90.0,120.0,94.0,0.746,10.26,7.53,8.16,0.84,0.87,0.256,0.282,0.154,0.265,0.404,110.0,75.0,87.0,104.0,86.0,86.0,139.0,106.0,120.0,0.574,0.385,0.041,-0.97,0.17,0.56,97.5,87.6,80.4,0.279,0.419,0.222,0.169,0.231,0.355,0.4,0.8,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-24,745617,Flyout,field_out,True,671732,607067,Lawrence Butler,Colin Rea,0,e310b3e6-074f-44fa-bd5f-1a2f85eb5dad,607067.0,colinrea,Rea,Right,Colin Rea,MIL,3.61,4.88,142.0,102.0,84.0,97.0,0.829,7.16,2.28,8.11,1.39,0.98,0.256,0.443,0.15,0.333,0.449,102.0,108.0,103.0,69.0,110.0,96.0,109.0,106.0,109.0,0.183,0.172,0.042,1.15,3.54,-4.24,92.8,82.0,78.6,0.186,0.283,0.24,,,,0.078,0.089,0.244,83.0,103.0,96.0,76.0,95.0,88.0,78.0,95.0,96.0,0.307,0.212,0.084,-1.11,-1.28,-0.23,87.7,86.4,92.3,0.284,0.477,0.111,0.288,0.64,0.173,0.275,0.412,0.267,0.417,0.708,0.189,,,,,,,,,
4,2024-08-24,745617,Lineout,field_out,True,667670,607067,Brent Rooker,Colin Rea,0,6f75d368-1599-4e57-8bf5-bde6de0137ae,607067.0,colinrea,Rea,Right,Colin Rea,MIL,3.61,4.88,142.0,102.0,84.0,97.0,0.829,7.16,2.28,8.11,1.39,0.98,0.256,0.443,0.15,0.333,0.449,102.0,108.0,103.0,69.0,110.0,96.0,109.0,106.0,109.0,0.183,0.172,0.042,1.15,3.54,-4.24,92.8,82.0,78.6,0.186,0.283,0.24,,,,0.078,0.089,0.244,83.0,103.0,96.0,76.0,95.0,88.0,78.0,95.0,96.0,0.307,0.212,0.084,-1.11,-1.28,-0.23,87.7,86.4,92.3,0.284,0.477,0.111,0.288,0.64,0.173,0.275,0.412,0.267,0.417,0.708,0.189,,,,,,,,,
5,2024-08-24,745617,Home Run,home_run,False,668709,607067,JJ Bleday,Colin Rea,0,1f61044e-aa14-48d6-82e3-ea9919a5d3dc,607067.0,colinrea,Rea,Right,Colin Rea,MIL,3.61,4.88,142.0,102.0,84.0,97.0,0.829,7.16,2.28,8.11,1.39,0.98,0.256,0.443,0.15,0.333,0.449,102.0,108.0,103.0,69.0,110.0,96.0,109.0,106.0,109.0,0.183,0.172,0.042,1.15,3.54,-4.24,92.8,82.0,78.6,0.186,0.283,0.24,,,,0.078,0.089,0.244,83.0,103.0,96.0,76.0,95.0,88.0,78.0,95.0,96.0,0.307,0.212,0.084,-1.11,-1.28,-0.23,87.7,86.4,92.3,0.284,0.477,0.111,0.288,0.64,0.173,0.275,0.412,0.267,0.417,0.708,0.189,,,,,,,,,
6,2024-08-24,745617,Strikeout,strikeout,True,609280,607067,Miguel Andujar,Colin Rea,0,109d647a-c841-42c2-baf1-776a7aaeadc9,607067.0,colinrea,Rea,Right,Colin Rea,MIL,3.61,4.88,142.0,102.0,84.0,97.0,0.829,7.16,2.28,8.11,1.39,0.98,0.256,0.443,0.15,0.333,0.449,102.0,108.0,103.0,69.0,110.0,96.0,109.0,106.0,109.0,0.183,0.172,0.042,1.15,3.54,-4.24,92.8,82.0,78.6,0.186,0.283,0.24,,,,0.078,0.089,0.244,83.0,103.0,96.0,76.0,95.0,88.0,78.0,95.0,96.0,0.307,0.212,0.084,-1.11,-1.28,-0.23,87.7,86.4,92.3,0.284,0.477,0.111,0.288,0.64,0.173,0.275,0.412,0.267,0.417,0.708,0.189,,,,,,,,,
7,2024-08-24,745617,Single,single,False,642715,671212,Willy Adames,Joe Boyle,0,4f90b9db-8485-484a-bf82-c3d6bf9e3771,671212.0,joeboyle,Boyle,Right,Joe Boyle,OAK,7.12,4.47,43.0,90.0,120.0,94.0,0.746,10.26,7.53,8.16,0.84,0.87,0.256,0.282,0.154,0.265,0.404,110.0,75.0,87.0,104.0,86.0,86.0,139.0,106.0,120.0,0.574,0.385,0.041,-0.97,0.17,0.56,97.5,87.6,80.4,0.279,0.419,0.222,0.169,0.231,0.355,0.4,0.8,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-08-24,745617,Walk,walk,False,641343,671212,Jake Bauers,Joe Boyle,1,6467bedd-55be-4f6f-a163-25b7a110f5bc,671212.0,joeboyle,Boyle,Right,Joe Boyle,OAK,7.12,4.47,43.0,90.0,120.0,94.0,0.746,10.26,7.53,8.16,0.84,0.87,0.256,0.282,0.154,0.265,0.404,110.0,75.0,87.0,104.0,86.0,86.0,139.0,106.0,120.0,0.574,0.385,0.041,-0.97,0.17,0.56,97.5,87.6,80.4,0.279,0.419,0.222,0.169,0.231,0.355,0.4,0.8,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-08-24,745617,Single,single,False,656555,671212,Rhys Hoskins,Joe Boyle,1,4cb32fd0-6c5e-47d2-8d1f-3b7e00901889,671212.0,joeboyle,Boyle,Right,Joe Boyle,OAK,7.12,4.47,43.0,90.0,120.0,94.0,0.746,10.26,7.53,8.16,0.84,0.87,0.256,0.282,0.154,0.265,0.404,110.0,75.0,87.0,104.0,86.0,86.0,139.0,106.0,120.0,0.574,0.385,0.041,-0.97,0.17,0.56,97.5,87.6,80.4,0.279,0.419,0.222,0.169,0.231,0.355,0.4,0.8,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2024-08-24,745617,Groundout,field_out,True,669003,671212,Garrett Mitchell,Joe Boyle,1,86869b61-2af4-431f-92da-9cab3511b10d,671212.0,joeboyle,Boyle,Right,Joe Boyle,OAK,7.12,4.47,43.0,90.0,120.0,94.0,0.746,10.26,7.53,8.16,0.84,0.87,0.256,0.282,0.154,0.265,0.404,110.0,75.0,87.0,104.0,86.0,86.0,139.0,106.0,120.0,0.574,0.385,0.041,-0.97,0.17,0.56,97.5,87.6,80.4,0.279,0.419,0.222,0.169,0.231,0.355,0.4,0.8,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2024-08-24,745617,Single,single,False,663368,671212,Blake Perkins,Joe Boyle,1,5c93adc3-1a82-4d4f-8d41-57b5b9aeddf5,671212.0,joeboyle,Boyle,Right,Joe Boyle,OAK,7.12,4.47,43.0,90.0,120.0,94.0,0.746,10.26,7.53,8.16,0.84,0.87,0.256,0.282,0.154,0.265,0.404,110.0,75.0,87.0,104.0,86.0,86.0,139.0,106.0,120.0,0.574,0.385,0.041,-0.97,0.17,0.56,97.5,87.6,80.4,0.279,0.419,0.222,0.169,0.231,0.355,0.4,0.8,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2024-08-24,745617,Walk,walk,False,687401,671212,Joey Ortiz,Joe Boyle,1,804de388-b402-46ad-85df-52953a665873,671212.0,joeboyle,Boyle,Right,Joe Boyle,OAK,7.12,4.47,43.0,90.0,120.0,94.0,0.746,10.26,7.53,8.16,0.84,0.87,0.256,0.282,0.154,0.265,0.404,110.0,75.0,87.0,104.0,86.0,86.0,139.0,106.0,120.0,0.574,0.385,0.041,-0.97,0.17,0.56,97.5,87.6,80.4,0.279,0.419,0.222,0.169,0.231,0.355,0.4,0.8,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
