,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,CH%,wFA/C,wFS/C,wSI/C,wSL/C,wCH/C,vFA,vFS,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,FS_ba,FS_slg,FS_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff
0,2024-04-03,746083,Double,double,False,650859,640462,Luis Rengifo,A.J. Puk,0,618e5042-906c-4bc5-85f2-aa016ad873c5,640462.0,ajpuk,Puk,Left,A.J. Puk,MIA,4.61,3.64,41.0,100.0,109.0,101.0,0.753,8.78,5.05,7.68,0.66,0.98,0.222,0.385,0.214,0.282,0.432,118.0,111.0,110.0,111.0,99.0,98.0,108.0,96.0,97.0,99.0,105.0,108.0,115.0,103.0,113.0,0.191,0.377,0.042,0.366,0.024,1.89,-4.04,-1.99,-0.37,-2.0,94.9,84.4,90.3,94.4,82.7,0.152,0.197,0.286,0.071,0.071,0.488,0.37,0.593,0.056,0.444,0.667,0.111,0.4,0.4,0.4,,,,,,,,,,,,,,,,,,
1,2024-04-03,746083,Strikeout,strikeout,True,543305,640462,Aaron Hicks,A.J. Puk,0,3be4ad82-bcc7-498c-a525-8434f1fdbf67,640462.0,ajpuk,Puk,Left,A.J. Puk,MIA,4.61,3.64,41.0,100.0,109.0,101.0,0.753,8.78,5.05,7.68,0.66,0.98,0.222,0.385,0.214,0.282,0.432,118.0,111.0,110.0,111.0,99.0,98.0,108.0,96.0,97.0,99.0,105.0,108.0,115.0,103.0,113.0,0.191,0.377,0.042,0.366,0.024,1.89,-4.04,-1.99,-0.37,-2.0,94.9,84.4,90.3,94.4,82.7,0.152,0.197,0.286,0.071,0.071,0.488,0.37,0.593,0.056,0.444,0.667,0.111,0.4,0.4,0.4,,,,,,,,,,,,,,,,,,
2,2024-04-03,746083,Single,single,False,545361,640462,Mike Trout,A.J. Puk,1,a45bfa80-b9ac-4750-bfc7-3fae82529e3a,640462.0,ajpuk,Puk,Left,A.J. Puk,MIA,4.61,3.64,41.0,100.0,109.0,101.0,0.753,8.78,5.05,7.68,0.66,0.98,0.222,0.385,0.214,0.282,0.432,118.0,111.0,110.0,111.0,99.0,98.0,108.0,96.0,97.0,99.0,105.0,108.0,115.0,103.0,113.0,0.191,0.377,0.042,0.366,0.024,1.89,-4.04,-1.99,-0.37,-2.0,94.9,84.4,90.3,94.4,82.7,0.152,0.197,0.286,0.071,0.071,0.488,0.37,0.593,0.056,0.444,0.667,0.111,0.4,0.4,0.4,,,,,,,,,,,,,,,,,,
3,2024-04-03,746083,Single,single,False,621493,640462,Taylor Ward,A.J. Puk,1,6151aa0d-c8d3-49bf-9a10-c873190a095e,640462.0,ajpuk,Puk,Left,A.J. Puk,MIA,4.61,3.64,41.0,100.0,109.0,101.0,0.753,8.78,5.05,7.68,0.66,0.98,0.222,0.385,0.214,0.282,0.432,118.0,111.0,110.0,111.0,99.0,98.0,108.0,96.0,97.0,99.0,105.0,108.0,115.0,103.0,113.0,0.191,0.377,0.042,0.366,0.024,1.89,-4.04,-1.99,-0.37,-2.0,94.9,84.4,90.3,94.4,82.7,0.152,0.197,0.286,0.071,0.071,0.488,0.37,0.593,0.056,0.444,0.667,0.111,0.4,0.4,0.4,,,,,,,,,,,,,,,,,,
4,2024-04-03,746083,Forceout,force_out,True,592273,640462,Brandon Drury,A.J. Puk,1,f5b1e780-f947-4834-a724-8b6078daebe1,640462.0,ajpuk,Puk,Left,A.J. Puk,MIA,4.61,3.64,41.0,100.0,109.0,101.0,0.753,8.78,5.05,7.68,0.66,0.98,0.222,0.385,0.214,0.282,0.432,118.0,111.0,110.0,111.0,99.0,98.0,108.0,96.0,97.0,99.0,105.0,108.0,115.0,103.0,113.0,0.191,0.377,0.042,0.366,0.024,1.89,-4.04,-1.99,-0.37,-2.0,94.9,84.4,90.3,94.4,82.7,0.152,0.197,0.286,0.071,0.071,0.488,0.37,0.593,0.056,0.444,0.667,0.111,0.4,0.4,0.4,,,,,,,,,,,,,,,,,,
5,2024-04-03,746083,Walk,walk,False,593934,640462,Miguel Sanó,A.J. Puk,1,1b8fde92-663f-418f-9204-72509502d05b,640462.0,ajpuk,Puk,Left,A.J. Puk,MIA,4.61,3.64,41.0,100.0,109.0,101.0,0.753,8.78,5.05,7.68,0.66,0.98,0.222,0.385,0.214,0.282,0.432,118.0,111.0,110.0,111.0,99.0,98.0,108.0,96.0,97.0,99.0,105.0,108.0,115.0,103.0,113.0,0.191,0.377,0.042,0.366,0.024,1.89,-4.04,-1.99,-0.37,-2.0,94.9,84.4,90.3,94.4,82.7,0.152,0.197,0.286,0.071,0.071,0.488,0.37,0.593,0.056,0.444,0.667,0.111,0.4,0.4,0.4,,,,,,,,,,,,,,,,,,
6,2024-04-03,746083,Strikeout,strikeout,True,681351,640462,Logan O'Hoppe,A.J. Puk,0,58e83d8e-d122-4c77-a0f6-d3058bdf5c2e,640462.0,ajpuk,Puk,Left,A.J. Puk,MIA,4.61,3.64,41.0,100.0,109.0,101.0,0.753,8.78,5.05,7.68,0.66,0.98,0.222,0.385,0.214,0.282,0.432,118.0,111.0,110.0,111.0,99.0,98.0,108.0,96.0,97.0,99.0,105.0,108.0,115.0,103.0,113.0,0.191,0.377,0.042,0.366,0.024,1.89,-4.04,-1.99,-0.37,-2.0,94.9,84.4,90.3,94.4,82.7,0.152,0.197,0.286,0.071,0.071,0.488,0.37,0.593,0.056,0.444,0.667,0.111,0.4,0.4,0.4,,,,,,,,,,,,,,,,,,
7,2024-04-03,746083,Strikeout,strikeout,True,650333,663776,Luis Arraez,Patrick Sandoval,0,9b043ac0-d307-4f23-a116-3d812b5cd22d,663776.0,patricksandoval,Sandoval,Left,Patrick Sandoval,LAA,5.08,4.19,79.2,98.0,98.0,99.0,0.748,9.15,3.95,9.6,0.9,1.33,0.192,0.415,0.141,0.308,0.421,96.0,101.0,104.0,56.0,95.0,83.0,63.0,96.0,88.0,149.0,98.0,106.0,,,,0.174,0.16,,0.293,0.283,-2.17,,-1.82,0.25,0.72,93.7,,82.9,93.7,86.8,0.381,0.524,0.16,0.235,0.471,0.281,0.413,0.565,0.142,,,,0.208,0.292,0.385,96.0,94.0,100.0,0.09,2.02,76.3,0.118,0.118,0.256,,,,,,,,,
8,2024-04-03,746083,Strikeout,strikeout,True,605137,663776,Josh Bell,Patrick Sandoval,0,997566d4-f1ae-47d2-b052-a62482c94a19,663776.0,patricksandoval,Sandoval,Left,Patrick Sandoval,LAA,5.08,4.19,79.2,98.0,98.0,99.0,0.748,9.15,3.95,9.6,0.9,1.33,0.192,0.415,0.141,0.308,0.421,96.0,101.0,104.0,56.0,95.0,83.0,63.0,96.0,88.0,149.0,98.0,106.0,,,,0.174,0.16,,0.293,0.283,-2.17,,-1.82,0.25,0.72,93.7,,82.9,93.7,86.8,0.381,0.524,0.16,0.235,0.471,0.281,0.413,0.565,0.142,,,,0.208,0.292,0.385,96.0,94.0,100.0,0.09,2.02,76.3,0.118,0.118,0.256,,,,,,,,,
9,2024-04-03,746083,Strikeout,strikeout,True,669394,663776,Jake Burger,Patrick Sandoval,0,2d73e246-5d18-4546-8731-84d0ed05293d,663776.0,patricksandoval,Sandoval,Left,Patrick Sandoval,LAA,5.08,4.19,79.2,98.0,98.0,99.0,0.748,9.15,3.95,9.6,0.9,1.33,0.192,0.415,0.141,0.308,0.421,96.0,101.0,104.0,56.0,95.0,83.0,63.0,96.0,88.0,149.0,98.0,106.0,,,,0.174,0.16,,0.293,0.283,-2.17,,-1.82,0.25,0.72,93.7,,82.9,93.7,86.8,0.381,0.524,0.16,0.235,0.471,0.281,0.413,0.565,0.142,,,,0.208,0.292,0.385,96.0,94.0,100.0,0.09,2.02,76.3,0.118,0.118,0.256,,,,,,,,,
10,2024-04-03,746083,Lineout,field_out,True,666176,640462,Jo Adell,A.J. Puk,0,7905ecf9-6c3e-420b-95c3-9c6ba1f29daa,640462.0,ajpuk,Puk,Left,A.J. Puk,MIA,4.61,3.64,41.0,100.0,109.0,101.0,0.753,8.78,5.05,7.68,0.66,0.98,0.222,0.385,0.214,0.282,0.432,118.0,111.0,110.0,111.0,99.0,98.0,108.0,96.0,97.0,99.0,105.0,108.0,115.0,103.0,113.0,0.191,0.377,0.042,0.366,0.024,1.89,-4.04,-1.99,-0.37,-2.0,94.9,84.4,90.3,94.4,82.7,0.152,0.197,0.286,0.071,0.071,0.488,0.37,0.593,0.056,0.444,0.667,0.111,0.4,0.4,0.4,,,,,,,,,,,,,,,,,,
11,2024-04-03,746083,Strikeout,strikeout,True,687263,640462,Zach Neto,A.J. Puk,0,36c7c5d6-4245-43ab-80aa-73b1df63a1f4,640462.0,ajpuk,Puk,Left,A.J. Puk,MIA,4.61,3.64,41.0,100.0,109.0,101.0,0.753,8.78,5.05,7.68,0.66,0.98,0.222,0.385,0.214,0.282,0.432,118.0,111.0,110.0,111.0,99.0,98.0,108.0,96.0,97.0,99.0,105.0,108.0,115.0,103.0,113.0,0.191,0.377,0.042,0.366,0.024,1.89,-4.04,-1.99,-0.37,-2.0,94.9,84.4,90.3,94.4,82.7,0.152,0.197,0.286,0.071,0.071,0.488,0.37,0.593,0.056,0.444,0.667,0.111,0.4,0.4,0.4,,,,,,,,,,,,,,,,,,
12,2024-04-03,746083,Groundout,field_out,True,650859,640462,Luis Rengifo,A.J. Puk,0,a6cd326a-ff22-4860-ade6-c42dd8e51d93,640462.0,ajpuk,Puk,Left,A.J. Puk,MIA,4.61,3.64,41.0,100.0,109.0,101.0,0.753,8.78,5.05,7.68,0.66,0.98,0.222,0.385,0.214,0.282,0.432,118.0,111.0,110.0,111.0,99.0,98.0,108.0,96.0,97.0,99.0,105.0,108.0,115.0,103.0,113.0,0.191,0.377,0.042,0.366,0.024,1.89,-4.04,-1.99,-0.37,-2.0,94.9,84.4,90.3,94.4,82.7,0.152,0.197,0.286,0.071,0.071,0.488,0.37,0.593,0.056,0.444,0.667,0.111,0.4,0.4,0.4,,,,,,,,,,,,,,,,,,
13,2024-04-03,746083,Strikeout,strikeout,True,650559,663776,Bryan De La Cruz,Patrick Sandoval,0,4a40ccd0-0070-467f-8fd5-5284152b2dd7,663776.0,patricksandoval,Sandoval,Left,Patrick Sandoval,LAA,5.08,4.19,79.2,98.0,98.0,99.0,0.748,9.15,3.95,9.6,0.9,1.33,0.192,0.415,0.141,0.308,0.421,96.0,101.0,104.0,56.0,95.0,83.0,63.0,96.0,88.0,149.0,98.0,106.0,,,,0.174,0.16,,0.293,0.283,-2.17,,-1.82,0.25,0.72,93.7,,82.9,93.7,86.8,0.381,0.524,0.16,0.235,0.471,0.281,0.413,0.565,0.142,,,,0.208,0.292,0.385,96.0,94.0,100.0,0.09,2.02,76.3,0.118,0.118,0.256,,,,,,,,,
14,2024-04-03,746083,Groundout,field_out,True,665862,663776,Jazz Chisholm Jr.,Patrick Sandoval,0,d5f007c5-f331-418c-bb76-9eada61d7371,663776.0,patricksandoval,Sandoval,Left,Patrick Sandoval,LAA,5.08,4.19,79.2,98.0,98.0,99.0,0.748,9.15,3.95,9.6,0.9,1.33,0.192,0.415,0.141,0.308,0.421,96.0,101.0,104.0,56.0,95.0,83.0,63.0,96.0,88.0,149.0,98.0,106.0,,,,0.174,0.16,,0.293,0.283,-2.17,,-1.82,0.25,0.72,93.7,,82.9,93.7,86.8,0.381,0.524,0.16,0.235,0.471,0.281,0.413,0.565,0.142,,,,0.208,0.292,0.385,96.0,94.0,100.0,0.09,2.02,76.3,0.118,0.118,0.256,,,,,,,,,
15,2024-04-03,746083,Groundout,field_out,True,641313,663776,Tim Anderson,Patrick Sandoval,0,d1048470-7d06-4cda-bd79-175b56a5eb82,663776.0,patricksandoval,Sandoval,Left,Patrick Sandoval,LAA,5.08,4.19,79.2,98.0,98.0,99.0,0.748,9.15,3.95,9.6,0.9,1.33,0.192,0.415,0.141,0.308,0.421,96.0,101.0,104.0,56.0,95.0,83.0,63.0,96.0,88.0,149.0,98.0,106.0,,,,0.174,0.16,,0.293,0.283,-2.17,,-1.82,0.25,0.72,93.7,,82.9,93.7,86.8,0.381,0.524,0.16,0.235,0.471,0.281,0.413,0.565,0.142,,,,0.208,0.292,0.385,96.0,94.0,100.0,0.09,2.02,76.3,0.118,0.118,0.256,,,,,,,,,
