,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,CU%,CH%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vFS,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,ST_ba,ST_slg,ST_whiff
0,2024-09-04,745776,Lineout,field_out,True,680776,656731,Jarren Duran,Tylor Megill,0,7bad1f41-b6bc-4efa-8357-333f9cd946e1,656731.0,tylormegill,Megill,Right,Tylor Megill,NYM,4.48,4.19,62.1,97.0,106.0,100.0,0.736,10.54,3.75,8.09,0.87,0.94,0.271,0.38,0.181,0.343,0.417,130.0,94.0,112.0,87.0,83.0,88.0,111.0,98.0,99.0,104.0,108.0,112.0,102.0,103.0,107.0,99.0,97.0,94.0,100.0,94.0,108.0,0.063,0.478,0.145,0.086,0.128,0.082,0.018,-0.27,-1.11,-1.3,4.34,0.34,0.16,-4.36,95.6,90.2,84.7,87.2,94.2,85.0,77.6,0.247,0.392,0.27,0.359,0.564,0.235,0.189,0.189,0.271,0.148,0.407,0.447,0.154,0.308,0.371,0.125,0.125,0.237,0.5,0.5,0.111,0.25,1.0,0.2
1,2024-09-04,745776,Groundout,field_out,True,646240,656731,Rafael Devers,Tylor Megill,0,ff622715-a70b-4432-af6e-cadaade9127a,656731.0,tylormegill,Megill,Right,Tylor Megill,NYM,4.48,4.19,62.1,97.0,106.0,100.0,0.736,10.54,3.75,8.09,0.87,0.94,0.271,0.38,0.181,0.343,0.417,130.0,94.0,112.0,87.0,83.0,88.0,111.0,98.0,99.0,104.0,108.0,112.0,102.0,103.0,107.0,99.0,97.0,94.0,100.0,94.0,108.0,0.063,0.478,0.145,0.086,0.128,0.082,0.018,-0.27,-1.11,-1.3,4.34,0.34,0.16,-4.36,95.6,90.2,84.7,87.2,94.2,85.0,77.6,0.247,0.392,0.27,0.359,0.564,0.235,0.189,0.189,0.271,0.148,0.407,0.447,0.154,0.308,0.371,0.125,0.125,0.237,0.5,0.5,0.111,0.25,1.0,0.2
2,2024-09-04,745776,Strikeout,strikeout,True,677800,656731,Wilyer Abreu,Tylor Megill,0,4b2d82bf-e67c-4098-804e-867f6a43f4b7,656731.0,tylormegill,Megill,Right,Tylor Megill,NYM,4.48,4.19,62.1,97.0,106.0,100.0,0.736,10.54,3.75,8.09,0.87,0.94,0.271,0.38,0.181,0.343,0.417,130.0,94.0,112.0,87.0,83.0,88.0,111.0,98.0,99.0,104.0,108.0,112.0,102.0,103.0,107.0,99.0,97.0,94.0,100.0,94.0,108.0,0.063,0.478,0.145,0.086,0.128,0.082,0.018,-0.27,-1.11,-1.3,4.34,0.34,0.16,-4.36,95.6,90.2,84.7,87.2,94.2,85.0,77.6,0.247,0.392,0.27,0.359,0.564,0.235,0.189,0.189,0.271,0.148,0.407,0.447,0.154,0.308,0.371,0.125,0.125,0.237,0.5,0.5,0.111,0.25,1.0,0.2
3,2024-09-04,745776,Single,single,False,596019,656557,Francisco Lindor,Tanner Houck,0,42eb2a2c-2afa-42ea-a4b1-b41ad3582baa,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,3.24,4.19,169.2,100.0,108.0,105.0,0.787,7.96,2.49,8.01,0.58,2.31,0.187,0.447,0.121,0.312,0.428,,,,,,,,,,93.0,102.0,97.0,117.0,98.0,109.0,95.0,93.0,93.0,115.0,103.0,109.0,0.321,,0.015,0.246,0.417,,,,-0.96,1.44,0.63,0.58,,,,87.1,88.4,,93.5,83.2,,,,,0.2,0.4,0.235,,,,0.204,0.28,0.212,,,,0.273,0.33,0.137,,,,0.229,0.357,0.304
4,2024-09-04,745776,Walk,walk,False,607043,656557,Brandon Nimmo,Tanner Houck,1,12189c75-2335-4071-bf1b-5dba98cc3daf,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,3.24,4.19,169.2,100.0,108.0,105.0,0.787,7.96,2.49,8.01,0.58,2.31,0.187,0.447,0.121,0.312,0.428,,,,,,,,,,93.0,102.0,97.0,117.0,98.0,109.0,95.0,93.0,93.0,115.0,103.0,109.0,0.321,,0.015,0.246,0.417,,,,-0.96,1.44,0.63,0.58,,,,87.1,88.4,,93.5,83.2,,,,,0.2,0.4,0.235,,,,0.204,0.28,0.212,,,,0.273,0.33,0.137,,,,0.229,0.357,0.304
5,2024-09-04,745776,Single,single,False,668901,656557,Mark Vientos,Tanner Houck,1,515cc4c7-a14f-480d-a2de-60c756b04a7e,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,3.24,4.19,169.2,100.0,108.0,105.0,0.787,7.96,2.49,8.01,0.58,2.31,0.187,0.447,0.121,0.312,0.428,,,,,,,,,,93.0,102.0,97.0,117.0,98.0,109.0,95.0,93.0,93.0,115.0,103.0,109.0,0.321,,0.015,0.246,0.417,,,,-0.96,1.44,0.63,0.58,,,,87.1,88.4,,93.5,83.2,,,,,0.2,0.4,0.235,,,,0.204,0.28,0.212,,,,0.273,0.33,0.137,,,,0.229,0.357,0.304
6,2024-09-04,745776,Strikeout,strikeout,True,624413,656557,Pete Alonso,Tanner Houck,0,3688f234-1a36-44a3-80e5-9358755456ef,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,3.24,4.19,169.2,100.0,108.0,105.0,0.787,7.96,2.49,8.01,0.58,2.31,0.187,0.447,0.121,0.312,0.428,,,,,,,,,,93.0,102.0,97.0,117.0,98.0,109.0,95.0,93.0,93.0,115.0,103.0,109.0,0.321,,0.015,0.246,0.417,,,,-0.96,1.44,0.63,0.58,,,,87.1,88.4,,93.5,83.2,,,,,0.2,0.4,0.235,,,,0.204,0.28,0.212,,,,0.273,0.33,0.137,,,,0.229,0.357,0.304
7,2024-09-04,745776,Home Run,home_run,False,608385,656557,Jesse Winker,Tanner Houck,1,cc9bb0db-9f68-4028-b3fb-fb09d17ba84f,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,3.24,4.19,169.2,100.0,108.0,105.0,0.787,7.96,2.49,8.01,0.58,2.31,0.187,0.447,0.121,0.312,0.428,,,,,,,,,,93.0,102.0,97.0,117.0,98.0,109.0,95.0,93.0,93.0,115.0,103.0,109.0,0.321,,0.015,0.246,0.417,,,,-0.96,1.44,0.63,0.58,,,,87.1,88.4,,93.5,83.2,,,,,0.2,0.4,0.235,,,,0.204,0.28,0.212,,,,0.273,0.33,0.137,,,,0.229,0.357,0.304
8,2024-09-04,745776,Groundout,field_out,True,621438,656557,Tyrone Taylor,Tanner Houck,0,6c86c5b8-b38e-4436-be69-b7108da6ff37,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,3.24,4.19,169.2,100.0,108.0,105.0,0.787,7.96,2.49,8.01,0.58,2.31,0.187,0.447,0.121,0.312,0.428,,,,,,,,,,93.0,102.0,97.0,117.0,98.0,109.0,95.0,93.0,93.0,115.0,103.0,109.0,0.321,,0.015,0.246,0.417,,,,-0.96,1.44,0.63,0.58,,,,87.1,88.4,,93.5,83.2,,,,,0.2,0.4,0.235,,,,0.204,0.28,0.212,,,,0.273,0.33,0.137,,,,0.229,0.357,0.304
9,2024-09-04,745776,Groundout,field_out,True,643446,656557,Jeff McNeil,Tanner Houck,0,3c6fb640-6c30-4290-9db0-d660ade7cf88,656557.0,tannerhouck,Houck,Right,Tanner Houck,BOS,3.24,4.19,169.2,100.0,108.0,105.0,0.787,7.96,2.49,8.01,0.58,2.31,0.187,0.447,0.121,0.312,0.428,,,,,,,,,,93.0,102.0,97.0,117.0,98.0,109.0,95.0,93.0,93.0,115.0,103.0,109.0,0.321,,0.015,0.246,0.417,,,,-0.96,1.44,0.63,0.58,,,,87.1,88.4,,93.5,83.2,,,,,0.2,0.4,0.235,,,,0.204,0.28,0.212,,,,0.273,0.33,0.137,,,,0.229,0.357,0.304
