,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-06-02,747030,Groundout,field_out,True,650490,608344,Yandy Díaz,Cole Irvin,0,c2947b56-0360-4225-b4db-45557e6118b2,608344.0,coleirvin,"Irvin, C",Left,Cole Irvin,BAL,4.67,5.72,88.2,102.0,79.0,95.0,0.847,6.19,2.03,10.45,1.22,0.94,0.252,0.424,0.116,0.358,0.484,68.0,109.0,102.0,99.0,98.0,102.0,62.0,101.0,86.0,81.0,103.0,92.0,85.0,120.0,120.0,83.0,102.0,91.0,0.145,0.326,0.101,0.046,0.247,0.135,-1.6,-0.22,0.1,-5.55,0.21,1.08,91.9,86.0,85.0,91.8,77.9,77.3,0.31,0.66,0.151,0.27,0.365,0.203,0.304,0.446,0.084,0.217,0.283,0.25,0.326,0.512,0.187,0.308,0.538,0.15,,,,,,,,,,,,,,,
1,2024-06-02,747030,Pop Out,field_out,True,668227,608344,Randy Arozarena,Cole Irvin,0,678491af-3755-4a26-9cc4-7269ca21ef87,608344.0,coleirvin,"Irvin, C",Left,Cole Irvin,BAL,4.67,5.72,88.2,102.0,79.0,95.0,0.847,6.19,2.03,10.45,1.22,0.94,0.252,0.424,0.116,0.358,0.484,68.0,109.0,102.0,99.0,98.0,102.0,62.0,101.0,86.0,81.0,103.0,92.0,85.0,120.0,120.0,83.0,102.0,91.0,0.145,0.326,0.101,0.046,0.247,0.135,-1.6,-0.22,0.1,-5.55,0.21,1.08,91.9,86.0,85.0,91.8,77.9,77.3,0.31,0.66,0.151,0.27,0.365,0.203,0.304,0.446,0.084,0.217,0.283,0.25,0.326,0.512,0.187,0.308,0.538,0.15,,,,,,,,,,,,,,,
2,2024-06-02,747030,Single,single,False,623912,608344,Harold Ramírez,Cole Irvin,0,1f526bd9-0883-4eb7-8495-887c71ae4a55,608344.0,coleirvin,"Irvin, C",Left,Cole Irvin,BAL,4.67,5.72,88.2,102.0,79.0,95.0,0.847,6.19,2.03,10.45,1.22,0.94,0.252,0.424,0.116,0.358,0.484,68.0,109.0,102.0,99.0,98.0,102.0,62.0,101.0,86.0,81.0,103.0,92.0,85.0,120.0,120.0,83.0,102.0,91.0,0.145,0.326,0.101,0.046,0.247,0.135,-1.6,-0.22,0.1,-5.55,0.21,1.08,91.9,86.0,85.0,91.8,77.9,77.3,0.31,0.66,0.151,0.27,0.365,0.203,0.304,0.446,0.084,0.217,0.283,0.25,0.326,0.512,0.187,0.308,0.538,0.15,,,,,,,,,,,,,,,
3,2024-06-02,747030,Flyout,field_out,True,670623,608344,Isaac Paredes,Cole Irvin,0,a82b6c60-8d0f-4b5f-9fd4-857f5b6c1af1,608344.0,coleirvin,"Irvin, C",Left,Cole Irvin,BAL,4.67,5.72,88.2,102.0,79.0,95.0,0.847,6.19,2.03,10.45,1.22,0.94,0.252,0.424,0.116,0.358,0.484,68.0,109.0,102.0,99.0,98.0,102.0,62.0,101.0,86.0,81.0,103.0,92.0,85.0,120.0,120.0,83.0,102.0,91.0,0.145,0.326,0.101,0.046,0.247,0.135,-1.6,-0.22,0.1,-5.55,0.21,1.08,91.9,86.0,85.0,91.8,77.9,77.3,0.31,0.66,0.151,0.27,0.365,0.203,0.304,0.446,0.084,0.217,0.283,0.25,0.326,0.512,0.187,0.308,0.538,0.15,,,,,,,,,,,,,,,
4,2024-06-02,747030,Home Run,home_run,False,683002,641793,Gunnar Henderson,Zack Littell,0,a173f8ab-28d2-4a4a-952c-347aba62e3d8,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,4.26,4.24,101.1,104.0,82.0,99.0,0.792,8.35,1.69,10.66,1.24,0.79,0.237,0.374,0.146,0.29,0.462,,,,,,,56.0,111.0,91.0,73.0,103.0,91.0,101.0,104.0,102.0,,,,0.154,0.207,,0.413,,,-0.92,,-1.56,1.08,,,92.6,,,91.9,85.7,,0.313,0.484,0.209,,,,0.309,0.485,0.147,,,,,,,0.375,0.5,0.085,99.0,106.0,112.0,0.226,-1.86,83.0,0.283,0.485,0.346,,,,,,
5,2024-06-02,747030,Single,single,False,668939,641793,Adley Rutschman,Zack Littell,0,ca6de858-01b1-4868-a4d1-382af7dc2281,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,4.26,4.24,101.1,104.0,82.0,99.0,0.792,8.35,1.69,10.66,1.24,0.79,0.237,0.374,0.146,0.29,0.462,,,,,,,56.0,111.0,91.0,73.0,103.0,91.0,101.0,104.0,102.0,,,,0.154,0.207,,0.413,,,-0.92,,-1.56,1.08,,,92.6,,,91.9,85.7,,0.313,0.484,0.209,,,,0.309,0.485,0.147,,,,,,,0.375,0.5,0.085,99.0,106.0,112.0,0.226,-1.86,83.0,0.283,0.485,0.346,,,,,,
6,2024-06-02,747030,Strikeout,strikeout,True,663624,641793,Ryan Mountcastle,Zack Littell,0,03b72947-9899-40ac-b294-d0bdcada7a65,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,4.26,4.24,101.1,104.0,82.0,99.0,0.792,8.35,1.69,10.66,1.24,0.79,0.237,0.374,0.146,0.29,0.462,,,,,,,56.0,111.0,91.0,73.0,103.0,91.0,101.0,104.0,102.0,,,,0.154,0.207,,0.413,,,-0.92,,-1.56,1.08,,,92.6,,,91.9,85.7,,0.313,0.484,0.209,,,,0.309,0.485,0.147,,,,,,,0.375,0.5,0.085,99.0,106.0,112.0,0.226,-1.86,83.0,0.283,0.485,0.346,,,,,,
7,2024-06-02,747030,Pop Out,field_out,True,623993,641793,Anthony Santander,Zack Littell,0,142401c0-d904-4776-b765-e7236fe82344,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,4.26,4.24,101.1,104.0,82.0,99.0,0.792,8.35,1.69,10.66,1.24,0.79,0.237,0.374,0.146,0.29,0.462,,,,,,,56.0,111.0,91.0,73.0,103.0,91.0,101.0,104.0,102.0,,,,0.154,0.207,,0.413,,,-0.92,,-1.56,1.08,,,92.6,,,91.9,85.7,,0.313,0.484,0.209,,,,0.309,0.485,0.147,,,,,,,0.375,0.5,0.085,99.0,106.0,112.0,0.226,-1.86,83.0,0.283,0.485,0.346,,,,,,
8,2024-06-02,747030,Forceout,force_out,True,676059,641793,Jordan Westburg,Zack Littell,1,3395d263-7f00-44c7-b772-e117667b0cdd,641793.0,zacklittell,Littell,Right,Zack Littell,TBR,4.26,4.24,101.1,104.0,82.0,99.0,0.792,8.35,1.69,10.66,1.24,0.79,0.237,0.374,0.146,0.29,0.462,,,,,,,56.0,111.0,91.0,73.0,103.0,91.0,101.0,104.0,102.0,,,,0.154,0.207,,0.413,,,-0.92,,-1.56,1.08,,,92.6,,,91.9,85.7,,0.313,0.484,0.209,,,,0.309,0.485,0.147,,,,,,,0.375,0.5,0.085,99.0,106.0,112.0,0.226,-1.86,83.0,0.283,0.485,0.346,,,,,,
9,2024-06-02,747030,Groundout,field_out,True,642708,608344,Amed Rosario,Cole Irvin,0,fb907c67-d139-4183-8a23-e372cc673157,608344.0,coleirvin,"Irvin, C",Left,Cole Irvin,BAL,4.67,5.72,88.2,102.0,79.0,95.0,0.847,6.19,2.03,10.45,1.22,0.94,0.252,0.424,0.116,0.358,0.484,68.0,109.0,102.0,99.0,98.0,102.0,62.0,101.0,86.0,81.0,103.0,92.0,85.0,120.0,120.0,83.0,102.0,91.0,0.145,0.326,0.101,0.046,0.247,0.135,-1.6,-0.22,0.1,-5.55,0.21,1.08,91.9,86.0,85.0,91.8,77.9,77.3,0.31,0.66,0.151,0.27,0.365,0.203,0.304,0.446,0.084,0.217,0.283,0.25,0.326,0.512,0.187,0.308,0.538,0.15,,,,,,,,,,,,,,,
